state,district,year,time_step,start_date,end_date,B7,B8,B8A,B12,image_count,mean_cloud_cover,quality_flag
Haryana,Mahendragarh,2021,0,2021-10-01,2021-10-06,0.2490646219749791,0.2333917643967427,0.281042838587474,0.1454122425634979,1,4.5245,valid
Haryana,Mahendragarh,2021,1,2021-10-06,2021-10-11,0.2525519336310929,0.2350047141531404,0.278013485805852,0.1824707062724267,5,3.01642,valid
Haryana,Mahendragarh,2021,2,2021-10-11,2021-10-16,0.2455948250852595,0.235978535134654,0.2693778432099662,0.2205207335368472,5,0.0050999999999999,valid
Haryana,Mahendragarh,2021,3,2021-10-16,2021-10-21,0.2364886321168644,0.222396342719772,0.2593681618689927,0.2184784522255403,5,3.78724,valid
Haryana,Mahendragarh,2021,4,2021-10-21,2021-10-26,0.2332708434917019,0.2308774713561328,0.2527309546430761,0.2432034092758278,4,0.0,valid
Haryana,Mahendragarh,2021,5,2021-10-26,2021-10-31,0.2325493085344977,0.2242363587549065,0.2488015543371631,0.2262688040701307,5,0.0,valid
Haryana,Mahendragarh,2021,6,2021-10-31,2021-11-05,0.2171663228265578,0.2124641275282579,0.2341604331333333,0.2329928155674059,5,1.35018,valid
Haryana,Mahendragarh,2021,7,2021-11-05,2021-11-10,0.2219690145012555,0.2131517570795937,0.232681946270212,0.2042339998463443,1,27.9685,valid
Haryana,Mahendragarh,2021,8,2021-11-10,2021-11-15,0.2312491439951466,0.2219313297036427,0.2419809671645707,0.224898260880222,5,9.049319999999998,valid
Haryana,Mahendragarh,2021,9,2021-11-15,2021-11-20,0.238081179067776,0.2280488582016935,0.2456749306114567,0.2174594618206332,5,0.0,valid
Haryana,Mahendragarh,2021,10,2021-11-20,2021-11-25,0.2210291576415011,0.209277722515952,0.2348748475157891,0.2022838636019654,4,7.46655,valid
Haryana,Mahendragarh,2021,11,2021-11-25,2021-11-30,0.2330219265133949,0.2227224680294952,0.2472569610360126,0.1970760964320401,5,0.0,valid
Haryana,Mahendragarh,2021,12,2021-11-30,2021-12-05,0.2094765625461214,0.1967944282570991,0.2225202881376831,0.1769825299659253,1,0.0,valid
Haryana,Mahendragarh,2021,13,2021-12-05,2021-12-10,0.2302317033843517,0.2237097850444213,0.2424620948228016,0.1777266979367786,1,0.0,valid
Haryana,Mahendragarh,2021,14,2021-12-10,2021-12-15,0.2691038517393909,0.2611237302416348,0.2835821670735893,0.1461189438394177,4,0.0,valid
Haryana,Mahendragarh,2021,15,2021-12-15,2021-12-20,0.2854311864491012,0.2719578212513787,0.2977683825002969,0.1308606167694169,5,0.18728,valid
Haryana,Mahendragarh,2021,16,2021-12-20,2021-12-25,0.2968173045369101,0.2915624350897667,0.3127082391914021,0.1286728228279981,5,4.64092,valid
Haryana,Mahendragarh,2021,17,2021-12-25,2021-12-30,0.3067456895481111,0.2884208847144214,0.3229137470211066,0.1131063347275014,4,0.0,valid
Haryana,Mahendragarh,2021,18,2021-12-30,2022-01-04,0.309214062735843,0.2940905401962575,0.3243885070155876,0.1207743157971375,1,11.933,valid
Haryana,Mahendragarh,2021,19,2022-01-04,2022-01-09,0.3051064513272543,0.2852659582225288,0.3168080540303603,0.0874542551119169,1,1.6769,valid
Haryana,Mahendragarh,2021,20,2022-01-09,2022-01-14,0.31314170584281786,0.29618861713909395,0.3271055418089335,0.1082616701331703,0,,missing_bands
Haryana,Mahendragarh,2021,21,2022-01-14,2022-01-19,0.32212127719245925,0.3081966343259713,0.3371337578875869,0.1001325526888901,0,,missing_bands
Haryana,Mahendragarh,2021,22,2022-01-19,2022-01-24,0.32770683224682773,0.3161645858239319,0.34283832700712746,0.08991593860050867,0,,missing_bands
Haryana,Mahendragarh,2021,23,2022-01-24,2022-01-29,0.331500619760063,0.3169770854231682,0.3443118591686795,0.1117117748961254,3,14.305133333333332,valid
Haryana,Mahendragarh,2021,24,2022-01-29,2022-02-03,0.3426639749466767,0.3364529534619305,0.3630266113357204,0.0805898649503806,4,0.0,valid
Haryana,Mahendragarh,2021,25,2022-02-03,2022-02-08,0.3315562829533169,0.3259623461881001,0.3472067834937498,0.0799078594436118,1,0.0,valid
Haryana,Mahendragarh,2021,26,2022-02-08,2022-02-13,0.3426452156271396,0.3270749765851928,0.3655952530932194,0.0847329873622834,5,0.7313547828322604,valid
Haryana,Mahendragarh,2021,27,2022-02-13,2022-02-18,0.3435536078473487,0.3369338131692637,0.3642123745668051,0.081610061625119,5,0.0,valid
Haryana,Mahendragarh,2021,28,2022-02-18,2022-02-23,0.3366244899734723,0.3283850495385204,0.3617025708364159,0.0829690220099495,5,0.032149618413582,valid
Haryana,Mahendragarh,2021,29,2022-02-23,2022-02-28,0.3765459716499713,0.3641706452764375,0.398154511993936,0.1279656698871112,3,15.760197953962466,valid
Haryana,Mahendragarh,2021,30,2022-02-28,2022-03-05,0.3365199388735212,0.3375497304588621,0.3620441735441295,0.0852313596920189,5,0.0687353112656295,valid
Haryana,Mahendragarh,2021,31,2022-03-05,2022-03-10,0.3242873651591555,0.3167619397626708,0.3482128899774847,0.0925278191738302,5,4.6633828701160605,valid
Haryana,Mahendragarh,2021,32,2022-03-10,2022-03-15,0.303366124561867,0.2952639955943043,0.3314017820649679,0.1059859358249627,5,5.648613892345148,valid
Haryana,Mahendragarh,2021,33,2022-03-15,2022-03-20,0.2869230573563725,0.2775659060415272,0.3147683048015142,0.1337747804487091,5,0.0,valid
Haryana,Mahendragarh,2021,34,2022-03-20,2022-03-25,0.2715260197403312,0.2708273002245818,0.3002809669497661,0.1780751957958138,5,4.611887667002586,valid
Haryana,Mahendragarh,2021,35,2022-03-25,2022-03-30,0.2637985329510611,0.258048611702696,0.2893160316757782,0.2072504022203304,5,0.018753155883231,valid
Haryana,Mahendragarh,2021,36,2022-03-30,2022-04-04,0.2707787436688331,0.2722319268321503,0.2979800306347478,0.2441340403639726,5,0.0,valid
Haryana,Mahendragarh,2021,37,2022-04-04,2022-04-09,0.2755139348585775,0.2759322843512963,0.2989713409042508,0.2709089844387967,5,0.0,valid
Haryana,Mahendragarh,2021,38,2022-04-09,2022-04-14,0.2836627841656749,0.2822574258695887,0.3097993934477111,0.2877313864479976,4,0.0,valid
Haryana,Mahendragarh,2021,39,2022-04-14,2022-04-19,0.2855686432010881,0.2760583316469434,0.3081849728604844,0.2801846707571278,5,0.280152695838722,valid
Haryana,Mahendragarh,2021,40,2022-04-19,2022-04-24,0.2821506288758463,0.2725567206342977,0.3061932670420844,0.2840468061233299,5,0.3436666378326135,valid
Haryana,Mahendragarh,2021,41,2022-04-24,2022-04-29,0.27188036876404,0.2628033815377931,0.2922127976883066,0.2813709189243994,5,6.690407970796228,valid
Haryana,Mahendragarh,2021,42,2022-04-29,2022-05-04,0.2847583653186631,0.2793245961161029,0.3068439979999049,0.3033978722653892,4,0.0,valid
