path,size_bytes,sha256
data/remote_sensing_landsat_compat/Uttar_Pradesh_Baghpat_remote_sensing_data.csv,71721,7025576e5e13270058458903ee2d105fe3258aaed0bb54dfd924f34aa10a1153
data/remote_sensing_landsat_compat/Uttar_Pradesh_Bahraich_remote_sensing_data.csv,71782,e1a55844bfe2aadc5f9bf710ffb72e4864e6e45076412f11fd1cdfec7effd54b
data/remote_sensing_landsat_compat/Uttar_Pradesh_Ballia_remote_sensing_data.csv,71773,1ddf5a0d6b24ea9411924a1042640e09df9b63dfabae75009404c8c82f76a265
data/remote_sensing_landsat_compat/Uttar_Pradesh_Balrampur_remote_sensing_data.csv,70775,291b11471f6250001d81708b16e0c58305326219e06f9f636ec6eef9fd5825f1
data/remote_sensing_landsat_compat/Uttar_Pradesh_Banda_remote_sensing_data.csv,72229,62353bd0b2e22f9afd6db96b3e81d973a83ee611b78cb40a37ddd8e681a9848c
data/remote_sensing_landsat_compat/Uttar_Pradesh_Barabanki_remote_sensing_data.csv,71920,2fe4f82de81444663979e59804ba2701d6c46d3d0034cab574acc1a1c33d388b
data/remote_sensing_landsat_compat/Uttar_Pradesh_Bareilly_remote_sensing_data.csv,70515,cd08212080db39c192975f5804a97f169bde0a532076938ff5c025d3c1aa0188
data/remote_sensing_landsat_compat/Uttar_Pradesh_Basti_remote_sensing_data.csv,72012,64e42844b569b383b8e534470ee4da81ffc66fa5fc26db6f4475007aa2704132
data/remote_sensing_landsat_compat/Uttar_Pradesh_Bhadohi_remote_sensing_data.csv,72037,b2c9b5e500729e053bc235053433e528e32b5d23a59eca0e3b724b44b132ff0d
data/remote_sensing_landsat_compat/Uttar_Pradesh_Bijnor_remote_sensing_data.csv,72003,c5fc679e9090150ca561e70970aa5bedb733c7f84b84bc150b39754d7e4e291f
data/remote_sensing_landsat_compat/Uttar_Pradesh_Bulandshahr_remote_sensing_data.csv,71461,606070a9e64758f83f370287f1be9f7ac47bdd3f019a9c8b5c68681a9e5a2a9a
data/remote_sensing_landsat_compat/Uttar_Pradesh_Chandauli_remote_sensing_data.csv,71389,4fc78a9e751f488be7b52703c37859b7430710a25707c7dbd4817a1be24b334e
data/remote_sensing_landsat_compat/Uttar_Pradesh_Chitrakoot_remote_sensing_data.csv,72226,fa7b027bfbc2de6fd81fc3e8c402f5826be7a9d4cb55f4a2152bbd6681ca0428
data/remote_sensing_landsat_compat/Uttar_Pradesh_Deoria_remote_sensing_data.csv,71805,20fa7f2273f9b3c0ca2381127776f0891fd90be3e6bf249103a9db3512872f1b
data/remote_sensing_landsat_compat/Uttar_Pradesh_Etah_remote_sensing_data.csv,71271,46359866b6f27c1f9a129c0335b2cca65344a267b413bb7dd00a151570df6d92
data/remote_sensing_landsat_compat/Uttar_Pradesh_Etawah_remote_sensing_data.csv,70710,6ce37a6d8282914005e9ca8163a5d4611679223807652d5f62a9ac59b7d01297
data/remote_sensing_landsat_compat/Uttar_Pradesh_Faizabad_remote_sensing_data.csv,71007,3925132d204458dde573267f2b648baf9c53748eee748b4d2c4e78c6d2cdf54c
data/remote_sensing_landsat_compat/Uttar_Pradesh_Farrukhabad_remote_sensing_data.csv,70575,d77d9c1e87bc21be85499acf832086bdb90cc4f7355450af80419208b6d94729
data/remote_sensing_landsat_compat/Uttar_Pradesh_Fatehpur_remote_sensing_data.csv,71949,1d053a197b9afb78db718e37aae5fcb24222d6b5ebcf6f93065c1cc2eedb323a
data/remote_sensing_landsat_compat/Uttar_Pradesh_Firozabad_remote_sensing_data.csv,71313,917b6636f0de21a014a9906d8a26d91a0cf40df45de03c6bae47bc090edee335
data/remote_sensing_landsat_compat/Uttar_Pradesh_Gautam Buddha Nagar_remote_sensing_data.csv,71367,5b4a877c2b721c9595b8408c1abe4bfc1b5ea45dd85c41a9408eb29ae57320bf
data/remote_sensing_landsat_compat/Uttar_Pradesh_Ghaziabad_remote_sensing_data.csv,71881,3167d0eef9bff4e13715d3ae1f123ed64138f090edf8461261a16aa43e4dfdc9
data/remote_sensing_landsat_compat/Uttar_Pradesh_Ghazipur_remote_sensing_data.csv,71957,3edeacf9ef7e64a85254852ed6e6b1f137b5c592a00378ff3fa212fd98905d50
data/remote_sensing_landsat_compat/Uttar_Pradesh_Gonda_remote_sensing_data.csv,71872,5561c30476b733516db4d063de8cf341efe309970dd3232549269a6cb469c12d
data/remote_sensing_landsat_compat/Uttar_Pradesh_Gorakhpur_remote_sensing_data.csv,70945,0d99fdb64b433eaf21898ac5e95ebb9035c376488f9f2ce2e5900c21057e82b3
data/remote_sensing_landsat_compat/Uttar_Pradesh_Hamirpur_remote_sensing_data.csv,72236,68506a2c188e20c8de08cd5d612a70d3deb863871eda3eb18756bb3bb532b36f
data/remote_sensing_landsat_compat/Uttar_Pradesh_Hapur_remote_sensing_data.csv,69883,c81bf236c787b2d4382ed264fc7327cc5cfce9b318577fc8fff2990d25a2504c
data/remote_sensing_landsat_compat/Uttar_Pradesh_Hardoi_remote_sensing_data.csv,70848,17aea2f10e82c46eb897508ecdcb18174b2384c54836a48ce290d2c78679ed4c
data/remote_sensing_landsat_compat/Uttar_Pradesh_Hathras_remote_sensing_data.csv,71327,0be702349a3666d8c109a3aaa126003eae75ff9f7237b581cfd006db65e05844
data/remote_sensing_landsat_compat/Uttar_Pradesh_Jalaun_remote_sensing_data.csv,71944,15c55b66358fe7b4c6e8872a09248d37e055d835b8fcacce077139bfdd360dfc
data/remote_sensing_landsat_compat/Uttar_Pradesh_Jaunpur_remote_sensing_data.csv,72015,c3eaf72556576d79ba2ce98b3c44c83189fd6c36e81746aa6b447b8e5f775957
data/remote_sensing_landsat_compat/Uttar_Pradesh_Jhansi_remote_sensing_data.csv,72300,e86771b3f0425653d97913f5e572f53a78928e83f493fa8f7d8bbc35fe9a2fff
data/remote_sensing_landsat_compat/Uttar_Pradesh_Kannauj_remote_sensing_data.csv,71591,001a571425a6a0b0030abe20c9bd471f64dcaf65e43705e85ba8f69b9949e156
data/remote_sensing_landsat_compat/Uttar_Pradesh_Kanpur Dehat_remote_sensing_data.csv,71775,cbab48a574c04da73e16ac81d8dfe1cac940bc5f702586708cc512cc06663743
data/remote_sensing_landsat_compat/Uttar_Pradesh_Kanpur Nagar_remote_sensing_data.csv,71298,fa6e7c3ee1a6dbf0c6b488ff623691ee0389916b3f73c9f0bb9b6828bbe48832
data/remote_sensing_landsat_compat/Uttar_Pradesh_Kasganj_remote_sensing_data.csv,71200,6ade32faa72af1783b33959938c42c2da246f2b7024316b5d88321f92fdf6515
data/remote_sensing_landsat_compat/Uttar_Pradesh_Kaushambi_remote_sensing_data.csv,71185,b7c0282707861763b3860c6a855dad7527db4ce8c5da5196c43cb5c699bae676
data/remote_sensing_landsat_compat/Uttar_Pradesh_Kushinagar_remote_sensing_data.csv,71531,bb93b884d7868fa85d81a560927320ab16d1ccc5f5b6fd578bc8de04931a7725
data/remote_sensing_landsat_compat/Uttar_Pradesh_Lakhimpur Kheri_remote_sensing_data.csv,72142,922a6c91765eab17377aee8b17a6b8e91af0f4a61c9a70019ec137a1830e3af1
data/remote_sensing_landsat_compat/Uttar_Pradesh_Lalitpur_remote_sensing_data.csv,72288,5c7e5f941e193d05bb46de04482ecf386e1a30e535b5e44d41d2a6348d248258
data/remote_sensing_landsat_compat/Uttar_Pradesh_Lucknow_remote_sensing_data.csv,71998,3aed45fd1a08b08a9a236aed3c73be651e27d35cdcf601a0abfa8c5e3dd6ec48
data/remote_sensing_landsat_compat/Uttar_Pradesh_Maharajganj_remote_sensing_data.csv,69866,012ff1227a675f56d131008008044f0abecd294b422dd4889bcb0566a1334485
data/remote_sensing_landsat_compat/Uttar_Pradesh_Mahoba_remote_sensing_data.csv,72311,da6655a828dad60f2be64a246705c35b8191b51747a66278e0e0d688dc902da1
data/remote_sensing_landsat_compat/Uttar_Pradesh_Mainpuri_remote_sensing_data.csv,68862,c64d8edd40287de0fe7e869e32bce52d1b2a2663de1194f5ad7b705fc3730b31
data/remote_sensing_landsat_compat/Uttar_Pradesh_Mathura_remote_sensing_data.csv,70576,7feecdd19a49e3a721ae9d9376f2ccbdaf6babd05240466b6b517946df8c03ff
data/remote_sensing_landsat_compat/Uttar_Pradesh_Mau_remote_sensing_data.csv,70628,1393fce71b4e468db0f692f7f885e37a908a34a02d643a5e678b1560c10fb137
data/remote_sensing_landsat_compat/Uttar_Pradesh_Meerut_remote_sensing_data.csv,70542,49a5632bfe7403ed83658bd15bb5332525ee8b73b7fc9ba9330532096910d056
data/remote_sensing_landsat_compat/Uttar_Pradesh_Mirzapur_remote_sensing_data.csv,72121,eb02dd22f75edb528ac145e0b7fd0dbf1be7561dcbe6694d078347b14a7252cb
data/remote_sensing_landsat_compat/Uttar_Pradesh_Moradabad_remote_sensing_data.csv,71484,3aceec80df53a217758f435b43925e420ab299fa9192e76b5a2c889f5a33a71c
data/remote_sensing_landsat_compat/Uttar_Pradesh_Muzaffarnagar_remote_sensing_data.csv,72068,a51895eefda985c2c142cb98b73f27c8fbdd868a651c6932343c072d55625227
data/remote_sensing_landsat_compat/Uttar_Pradesh_Pilibhit_remote_sensing_data.csv,72019,e0f5e13c413769dac2f0571da3ac50acdb77e26150fa0d1bb160b722b97e7b17
data/remote_sensing_landsat_compat/Uttar_Pradesh_Pratapgarh_remote_sensing_data.csv,71737,ca1911cb7e7bb0c777bab813d9addd05b6694b5d8314dcb4f0167a640d1e72c1
data/remote_sensing_landsat_compat/Uttar_Pradesh_Rae Bareli_remote_sensing_data.csv,71943,17a0583f4d86aa05943c4af1471b6bd1a14b7d2ed868492e846f3a8dc6eb455a
data/remote_sensing_landsat_compat/Uttar_Pradesh_Rampur_remote_sensing_data.csv,71299,b091d08dc62dddc41e44ffcf94f70a6ea2b888fe23dacea3c59144f0d19541a7
data/remote_sensing_landsat_compat/Uttar_Pradesh_Saharanpur_remote_sensing_data.csv,71857,60a78092e8436041effc91dbbc0527221d70dcf55a4215344b417c6ead38c2e8
data/remote_sensing_landsat_compat/Uttar_Pradesh_Sambhal_remote_sensing_data.csv,71533,df5c29d48b9e27bda6d31058bc6695656694052784fac4aa8ebfb115f11c560b
data/remote_sensing_landsat_compat/Uttar_Pradesh_Sant Kabir Nagar_remote_sensing_data.csv,71954,53ea14d9f59d4f8be3235204ab34ef6c45eae0a7058b5284655d94368de11f31
data/remote_sensing_landsat_compat/Uttar_Pradesh_Shahjahanpur_remote_sensing_data.csv,72007,a343b440eaf55aa12874619b5b3ba90d4111b4d48a8cd68dbcbea63ca6b82230
data/remote_sensing_landsat_compat/Uttar_Pradesh_Shamli_remote_sensing_data.csv,72031,5f455187dd186cd8d554e25d14621790d69d2d670e3a20c3fbea085c7fd42c6a
data/remote_sensing_landsat_compat/Uttar_Pradesh_Shrawasti_remote_sensing_data.csv,70140,274d0301d8bffbff79ef604d11d806f0308fce0dc9519a6a02f4ef61a5212973
data/remote_sensing_landsat_compat/Uttar_Pradesh_Siddharthnagar_remote_sensing_data.csv,70934,9ed343adf096dbcc9842affb8dcb790e267bc24d5235a23f4b8ed96c8a21153f
data/remote_sensing_landsat_compat/Uttar_Pradesh_Sitapur_remote_sensing_data.csv,71312,b22064d76c188d28d093d7eb604c11f151afbc868f5ab9d937b68824591dfc01
data/remote_sensing_landsat_compat/Uttar_Pradesh_Sonbhadra_remote_sensing_data.csv,71496,3b09e62b2817c31c5105bd52e4f03bc58e0622ec5f4fd1c32d8538c6ffdaeb2e
data/remote_sensing_landsat_compat/Uttar_Pradesh_Sultanpur_remote_sensing_data.csv,71893,fbd95b58e554830d032e296625a3ee10f7cfc90f2dc3f2c42c9ff1426fc25f61
data/remote_sensing_landsat_compat/Uttar_Pradesh_Unnao_remote_sensing_data.csv,71930,7f9b20e5ea07cb43fa29c2e294219214a5c4d8072d866fff69eeca0c00ca92b1
data/remote_sensing_landsat_compat/Uttar_Pradesh_Varanasi_remote_sensing_data.csv,71259,25d4339748b2f08606cc7c4136f24275f22c6a44063b85a4dfa9beaef8ce1676
data/weather_s2s_daily_2010_2022/s2s_district_daily_2010.parquet,31461362,07dfd0ade0ed9e131716fa697cbfad6a89afa1d6b6302414282e171e9fa780fc
data/weather_s2s_daily_2010_2022/s2s_district_daily_2011.parquet,31191678,add168c5f7ebbb82e1b2895a7a9431ca1176e3c5c18db2e1ccb753d60588cdb2
data/weather_s2s_daily_2010_2022/s2s_district_daily_2012.parquet,31680174,40982c5babc2c02e4e9ef1117487bae57410113995920790725de87df726c732
data/weather_s2s_daily_2010_2022/s2s_district_daily_2013.parquet,32339099,150ef50a6c6f0fd86a7fd2355dd4c43f660c5eddf54288d65416f7d455596261
data/weather_s2s_daily_2010_2022/s2s_district_daily_2014.parquet,32323217,cca577457f7aaa6fec51e0f481954415cc2e00da547687f3eaf82ec7772bc12b
data/weather_s2s_daily_2010_2022/s2s_district_daily_2015.parquet,31942727,ea53d3ee65a3dda9648d6b6af901a32cfd1825e3af4d276f4cdd154d691c30a1
data/weather_s2s_daily_2010_2022/s2s_district_daily_2016.parquet,31311148,3a9cd209ef68e800e3deef73942715e5084b480284848a9ef6e47bd4cf7d9fc0
data/weather_s2s_daily_2010_2022/s2s_district_daily_2017.parquet,31558361,6b15e180a76f4c2b2ca4078a8612656668b0f25eeeba6e741e39d78c713966a4
data/weather_s2s_daily_2010_2022/s2s_district_daily_2018.parquet,32019358,1ff469cc163b99da030a150b27441f8aef4595c0ea4269febd9897fd8290b2aa
data/weather_s2s_daily_2010_2022/s2s_district_daily_2019.parquet,32642496,98343c822a3bd6dda35f074f35a26ea205e7be4551396a98b6313b2c63292b04
data/weather_s2s_daily_2010_2022/s2s_district_daily_2020.parquet,31189125,2d01d35fcdbce2a51fb5dd8ee3816d8e3f103b1dd77bf0a7a13e9de65a811ec9
data/weather_s2s_daily_2010_2022/s2s_district_daily_2021.parquet,31840626,2289434bd434a333cdf5dd8357084f7b036a0214fbe084140299d9c4acdac6b4
data/weather_s2s_daily_2010_2022/s2s_district_daily_2022.parquet,31580458,776a2c8c72a96b43b7f4b2914877e8f27d384905a515ae7be5d15dcad8e70a55
data/weather_s2s_temp6h_2010_2022/s2s_district_temp_6h_2010.parquet,42440619,f3a247efb890e0db143023169fd03a3645159b0bc309c607473891b1cedb1a5b
data/weather_s2s_temp6h_2010_2022/s2s_district_temp_6h_2011.parquet,42563847,bc23e6f002bc9ffb8ee0e8a4e6e3c2dd890c609bda13d38c76ba75750c63e317
data/weather_s2s_temp6h_2010_2022/s2s_district_temp_6h_2012.parquet,42572023,2f82d8c32f6189455e92db0f0c9df5b2967302628ef2612bb94d8700f62830e3
data/weather_s2s_temp6h_2010_2022/s2s_district_temp_6h_2013.parquet,42457683,c4b4e7f7d9eaf0c6fafba901477e15e07662a5f960139455544b1fff45a913ab
data/weather_s2s_temp6h_2010_2022/s2s_district_temp_6h_2014.parquet,42553426,cd9b120c69b05f13db883b50c5e56b9367ba31da61a29b874de431c325c61e5a
data/weather_s2s_temp6h_2010_2022/s2s_district_temp_6h_2015.parquet,42675107,585a7ee8b7cc6c0091f35e76cd33984bf7eb655b27a6ae6ec8e6354c0f0b5ffc
