district_id,district_name,state_name,year_from,year_to,actual_yield_from,actual_yield_to,actual_change_pct,actual_direction,predicted_yield_from,predicted_yield_to,predicted_change_pct,predicted_direction,direction_match
IND034072,Sonbhadra,Uttar Pradesh,2017,2018,2360.0,2700.0,14.406779289245605,increase,3870.705322265625,3880.4091796875,0.2506999671459198,stable,False
IND034056,Mirzapur,Uttar Pradesh,2017,2018,2950.0,3150.0,6.779661178588867,increase,3857.978271484375,3873.587158203125,0.4045872092247009,stable,False
IND034020,Chandauli,Uttar Pradesh,2017,2018,3370.0,3750.0,11.27596378326416,increase,3870.42333984375,3888.271484375,0.4611419141292572,stable,False
IND034003,Allahabad,Uttar Pradesh,2017,2018,3760.0,3550.0,-5.585106372833252,decrease,3869.60498046875,3887.20849609375,0.45491763949394226,stable,False
IND034066,Sant Ravi Das Nagar,Uttar Pradesh,2017,2018,3810.0,3750.0,-1.574803113937378,decrease,3858.829345703125,3879.17138671875,0.5271557569503784,increase,False
IND034075,Varanasi,Uttar Pradesh,2017,2018,3380.0,3500.0,3.550295829772949,increase,3864.58154296875,3885.481201171875,0.5408000349998474,increase,True
IND034045,Kaushambi,Uttar Pradesh,2017,2018,3170.0,3490.0,10.094637870788574,increase,3901.53369140625,3924.7373046875,0.5947305560112,increase,True
IND034031,Ghazipur,Uttar Pradesh,2017,2018,2970.0,3300.0,11.111111640930176,increase,3873.73876953125,3903.47705078125,0.7676894068717957,increase,True
IND034039,Jaunpur,Uttar Pradesh,2017,2018,3540.0,3710.0,4.802259922027588,increase,3879.739013671875,3900.555419921875,0.5365414023399353,increase,True
IND034012,Ballia,Uttar Pradesh,2017,2018,3620.0,3840.0,6.077348232269287,increase,3873.441650390625,3927.080322265625,1.3847806453704834,increase,True
IND034048,Lalitpur,Uttar Pradesh,2017,2018,2780.0,3410.0,22.6618709564209,increase,3904.1044921875,3912.98095703125,0.22736237943172455,stable,False
IND034021,Chitrakoot,Uttar Pradesh,2017,2018,2640.0,2710.0,2.651515245437622,increase,3900.795654296875,3916.0458984375,0.39095214009284973,stable,False
IND034051,Mahoba,Uttar Pradesh,2017,2018,1790.0,2820.0,57.541900634765625,increase,3898.701416015625,3920.288330078125,0.5536949634552002,increase,True
IND034014,Banda,Uttar Pradesh,2017,2018,2290.0,3060.0,33.624454498291016,increase,3902.7861328125,3918.9609375,0.4144425094127655,stable,False
IND034040,Jhansi,Uttar Pradesh,2017,2018,2630.0,3260.0,23.95437240600586,increase,3906.268310546875,3932.675537109375,0.6760218143463135,increase,True
IND034034,Hamirpur,Uttar Pradesh,2017,2018,3130.0,3210.0,2.555910587310791,increase,3909.658935546875,3937.7255859375,0.7178797721862793,increase,True
IND034027,Fatehpur,Uttar Pradesh,2017,2018,3480.0,3990.0,14.655172348022461,increase,3907.07861328125,3931.907958984375,0.6354964375495911,increase,True
IND034038,Jalaun,Uttar Pradesh,2017,2018,3620.0,3710.0,2.486187696456909,increase,3967.6572265625,4027.890625,1.518109917640686,increase,True
IND034061,Rae Bareli,Uttar Pradesh,2017,2018,3360.0,3450.0,2.6785714626312256,increase,3889.670166015625,3917.48388671875,0.7150663137435913,increase,True
IND034042,Kanpur,Uttar Pradesh,2017,2018,3850.0,4170.0,8.311688423156738,increase,3941.908203125,3984.883544921875,1.0902167558670044,increase,True
IND034060,Pratapgarh,Uttar Pradesh,2017,2018,3170.0,3420.0,7.886435031890869,increase,3885.530029296875,3906.338134765625,0.5355281233787537,increase,True
IND034008,Azamgarh,Uttar Pradesh,2017,2018,3440.0,3690.0,7.267441749572754,increase,3893.533447265625,3925.32177734375,0.8164390921592712,increase,True
IND034054,Maunathbhanjan,Uttar Pradesh,2017,2018,3700.0,3850.0,4.054053783416748,increase,3878.615966796875,3942.515869140625,1.6474922895431519,increase,True
IND034073,Sultanpur,Uttar Pradesh,2017,2018,4030.0,4170.0,3.473945379257202,increase,3896.46923828125,3918.45361328125,0.5642127394676208,increase,True
IND034005,Amethi,Uttar Pradesh,2017,2018,3880.0,3540.0,-8.762886047363281,decrease,3871.366943359375,3901.265380859375,0.772296667098999,increase,False
IND034004,Ambedkar Nagar,Uttar Pradesh,2017,2018,4110.0,4100.0,-0.24330900609493256,stable,3975.55859375,3987.800048828125,0.30791786313056946,stable,True
IND034022,Deoria,Uttar Pradesh,2017,2018,3140.0,3330.0,6.050955295562744,increase,3891.6455078125,3959.828369140625,1.7520315647125244,increase,True
IND034025,Faizabad,Uttar Pradesh,2017,2018,3780.0,3890.0,2.910053014755249,increase,3901.3134765625,3930.46630859375,0.747256875038147,increase,True
IND034033,Gorakhpur,Uttar Pradesh,2017,2018,4240.0,4020.0,-5.188679218292236,decrease,3945.3935546875,3987.7919921875,1.0746314525604248,increase,False
IND034065,Sant Kabir Nagar,Uttar Pradesh,2017,2018,3210.0,3360.0,4.6728973388671875,increase,4017.8896484375,4021.0078125,0.07760701328516006,stable,False
IND034043,Kanpur Dehat,Uttar Pradesh,2017,2018,4280.0,4430.0,3.5046730041503906,increase,3958.0712890625,4012.8603515625,1.3842363357543945,increase,True
IND034074,Unnao,Uttar Pradesh,2017,2018,3270.0,3870.0,18.348623275756836,increase,3922.91162109375,3960.282958984375,0.9526428580284119,increase,True
IND034007,Auraiya,Uttar Pradesh,2017,2018,3880.0,4140.0,6.701030731201172,increase,4008.439208984375,4080.1962890625,1.7901500463485718,increase,True
IND034024,Etawah,Uttar Pradesh,2017,2018,3750.0,4370.0,16.53333282470703,increase,4039.781494140625,4130.791015625,2.2528328895568848,increase,True
IND034049,Lucknow,Uttar Pradesh,2017,2018,3260.0,3600.0,10.429448127746582,increase,3920.83642578125,3970.200927734375,1.2590298652648926,increase,True
IND034041,Kannauj,Uttar Pradesh,2017,2018,4530.0,4600.0,1.545253872871399,increase,3994.02734375,4056.678466796875,1.5686203241348267,increase,True
IND034052,Mainpuri,Uttar Pradesh,2017,2018,4420.0,4440.0,0.4524887204170227,stable,4041.572265625,4131.01806640625,2.213143825531006,increase,False
IND034036,Hardoi,Uttar Pradesh,2017,2018,3670.0,3720.0,1.3623977899551392,increase,3953.771240234375,4014.865234375,1.5452080965042114,increase,True
IND034026,Farrukhabad,Uttar Pradesh,2017,2018,4500.0,4280.0,-4.888888835906982,decrease,3979.794921875,4070.831298828125,2.287464141845703,increase,False
IND034071,Sitapur,Uttar Pradesh,2017,2018,3250.0,3480.0,7.07692289352417,increase,3931.91650390625,3991.7734375,1.5223348140716553,increase,True
IND034017,Basti,Uttar Pradesh,2017,2018,3940.0,3760.0,-4.568528175354004,decrease,3980.43603515625,4005.09423828125,0.6194850206375122,increase,False
