max_temp_day,min_temp_night,wind_speed_avg,wind_speed_max,precipitation,relative_humidity,mean_temp,date,district,year
27.68,20.66,1.29,2.74,1.95,85.47,23.85,2019-10-01,Ambala,2019
28.37,20.69,1.01,1.82,0.03,82.08,23.89,2019-10-02,Ambala,2019
28.17,20.66,1.12,1.98,2.76,78.49,23.72,2019-10-03,Ambala,2019
26.56,18.42,1.62,2.64,0.01,76.47,22.7,2019-10-04,Ambala,2019
27.23,17.39,1.64,2.74,0.0,71.19,21.81,2019-10-05,Ambala,2019
28.15,17.36,1.19,1.81,0.0,71.08,22.64,2019-10-06,Ambala,2019
28.96,18.57,2.08,3.13,0.5,72.73,22.94,2019-10-07,Ambala,2019
28.67,17.9,1.3,2.23,0.14,68.35,23.12,2019-10-08,Ambala,2019
28.43,19.04,1.04,1.55,0.78,68.47,23.18,2019-10-09,Ambala,2019
27.97,17.8,1.17,1.69,0.0,68.85,22.33,2019-10-10,Ambala,2019
28.8,17.83,1.05,1.71,0.0,69.33,22.82,2019-10-11,Ambala,2019
29.1,18.7,1.21,2.12,0.0,67.99,22.83,2019-10-12,Ambala,2019
29.11,18.39,1.6,3.09,0.0,68.46,22.92,2019-10-13,Ambala,2019
29.54,19.35,1.26,2.15,0.0,67.5,23.89,2019-10-14,Ambala,2019
30.46,17.87,1.07,1.54,0.0,64.06,23.36,2019-10-15,Ambala,2019
29.33,17.76,1.16,1.54,0.0,60.49,23.03,2019-10-16,Ambala,2019
29.03,17.66,1.1,1.88,0.0,60.09,22.85,2019-10-17,Ambala,2019
29.21,17.95,1.4,2.52,0.43,61.32,22.46,2019-10-18,Ambala,2019
30.28,17.8,1.54,2.57,0.0,52.68,23.49,2019-10-19,Ambala,2019
29.53,16.09,1.73,2.67,0.0,57.04,21.7,2019-10-20,Ambala,2019
28.06,15.97,1.89,3.31,0.0,56.28,20.91,2019-10-21,Ambala,2019
28.85,14.61,2.09,3.82,0.0,56.03,20.72,2019-10-22,Ambala,2019
29.7,15.85,1.78,3.14,0.0,52.9,21.52,2019-10-23,Ambala,2019
29.14,15.9,1.25,1.83,0.0,52.24,21.64,2019-10-24,Ambala,2019
27.33,15.26,1.29,2.1,0.0,58.5,20.89,2019-10-25,Ambala,2019
27.31,15.35,1.28,2.19,0.0,60.02,20.55,2019-10-26,Ambala,2019
28.56,16.18,1.61,3.19,0.0,56.46,21.07,2019-10-27,Ambala,2019
29.32,16.9,1.24,1.74,0.0,53.7,22.12,2019-10-28,Ambala,2019
28.43,18.21,1.42,2.62,0.0,54.73,22.48,2019-10-29,Ambala,2019
28.45,18.1,1.54,3.55,0.0,55.87,21.93,2019-10-30,Ambala,2019
29.42,17.02,1.89,4.02,0.0,55.03,21.87,2019-10-31,Ambala,2019
30.24,17.63,1.44,2.49,0.0,51.29,22.39,2019-11-01,Ambala,2019
28.61,17.62,1.38,2.08,0.0,53.38,21.93,2019-11-02,Ambala,2019
25.83,17.34,1.59,3.26,0.01,57.38,20.95,2019-11-03,Ambala,2019
27.46,15.43,2.16,3.86,0.0,62.27,20.41,2019-11-04,Ambala,2019
28.21,14.64,2.54,5.12,0.0,55.48,20.21,2019-11-05,Ambala,2019
28.01,15.83,1.25,1.8,0.0,47.09,20.9,2019-11-06,Ambala,2019
23.7,16.06,2.45,3.98,5.87,56.36,19.28,2019-11-07,Ambala,2019
26.78,16.37,1.38,1.98,0.85,63.71,20.24,2019-11-08,Ambala,2019
28.53,15.71,1.58,2.81,0.0,51.76,20.61,2019-11-09,Ambala,2019
26.62,14.63,1.38,2.43,0.0,49.32,19.23,2019-11-10,Ambala,2019
23.58,14.52,0.99,1.56,0.0,50.1,17.92,2019-11-11,Ambala,2019
24.28,13.51,1.44,2.33,0.0,49.93,17.86,2019-11-12,Ambala,2019
25.95,15.68,1.32,2.55,0.0,46.62,19.37,2019-11-13,Ambala,2019
24.34,16.53,0.81,1.15,0.0,42.11,19.37,2019-11-14,Ambala,2019
26.99,14.4,1.42,2.84,0.0,49.37,19.5,2019-11-15,Ambala,2019
28.3,15.5,3.07,6.08,0.0,51.42,19.99,2019-11-16,Ambala,2019
26.93,14.49,3.28,5.13,0.01,54.54,19.18,2019-11-17,Ambala,2019
25.21,11.82,1.79,3.03,0.0,56.98,17.69,2019-11-18,Ambala,2019
25.92,14.78,1.29,2.56,0.0,50.4,18.7,2019-11-19,Ambala,2019
24.16,15.04,1.06,2.0,0.0,47.63,18.67,2019-11-20,Ambala,2019
22.32,12.6,1.13,1.8,0.0,55.83,17.11,2019-11-21,Ambala,2019
24.22,14.38,1.26,1.94,0.0,51.18,18.52,2019-11-22,Ambala,2019
26.62,15.43,2.18,3.29,0.21,59.68,19.7,2019-11-23,Ambala,2019
26.1,14.28,1.69,2.77,0.0,58.96,18.7,2019-11-24,Ambala,2019
25.3,14.58,1.24,2.17,0.0,50.14,18.66,2019-11-25,Ambala,2019
17.96,13.14,3.36,5.51,11.16,67.15,15.36,2019-11-26,Ambala,2019
19.62,13.35,1.81,4.32,8.71,78.18,16.05,2019-11-27,Ambala,2019
20.54,14.55,2.29,3.59,4.34,85.24,16.87,2019-11-28,Ambala,2019
22.59,12.95,1.38,3.02,0.31,74.1,16.81,2019-11-29,Ambala,2019
22.08,11.58,1.08,2.02,0.0,60.73,15.65,2019-11-30,Ambala,2019
22.02,11.32,1.15,2.11,0.0,59.3,14.96,2019-12-01,Ambala,2019
22.14,10.31,1.5,2.54,0.0,55.8,14.48,2019-12-02,Ambala,2019
23.57,9.44,1.71,3.64,0.0,44.77,14.72,2019-12-03,Ambala,2019
23.21,11.05,1.06,1.87,0.0,39.42,15.52,2019-12-04,Ambala,2019
22.86,10.54,1.17,1.65,0.0,42.68,15.53,2019-12-05,Ambala,2019
23.87,11.01,1.14,1.61,0.0,44.59,15.97,2019-12-06,Ambala,2019
23.96,9.81,1.38,2.12,0.0,48.8,15.65,2019-12-07,Ambala,2019
23.4,11.15,1.34,2.98,0.0,46.28,15.48,2019-12-08,Ambala,2019
21.04,10.2,1.25,1.98,0.0,47.73,14.17,2019-12-09,Ambala,2019
22.78,10.34,1.21,2.29,0.0,43.66,15.08,2019-12-10,Ambala,2019
21.11,9.71,1.12,2.09,0.02,47.6,14.92,2019-12-11,Ambala,2019
16.23,11.79,1.64,2.82,9.04,73.11,13.41,2019-12-12,Ambala,2019
13.87,9.85,2.56,4.9,19.43,89.64,11.94,2019-12-13,Ambala,2019
17.66,8.82,1.11,2.15,0.16,71.13,12.21,2019-12-14,Ambala,2019
18.74,8.04,1.14,1.52,0.01,64.12,12.51,2019-12-15,Ambala,2019
19.11,7.09,1.4,2.16,0.0,59.32,11.52,2019-12-16,Ambala,2019
20.21,5.21,1.76,3.37,0.0,49.89,10.91,2019-12-17,Ambala,2019
18.21,4.38,1.49,2.69,0.0,47.14,10.56,2019-12-18,Ambala,2019
17.17,7.5,1.37,2.84,0.0,53.19,10.98,2019-12-19,Ambala,2019
22.65,7.7,1.81,2.74,0.02,59.68,13.54,2019-12-20,Ambala,2019
20.44,8.59,1.68,2.98,0.01,64.58,12.97,2019-12-21,Ambala,2019
21.19,7.68,1.81,2.82,0.0,55.29,12.39,2019-12-22,Ambala,2019
20.16,6.4,1.14,1.62,0.0,45.39,11.8,2019-12-23,Ambala,2019
17.7,4.77,1.46,2.27,0.0,51.55,9.96,2019-12-24,Ambala,2019
19.09,5.32,1.73,2.86,0.0,45.41,10.16,2019-12-25,Ambala,2019
17.54,3.48,2.25,4.37,0.0,52.04,8.79,2019-12-26,Ambala,2019
15.42,3.84,1.17,2.13,0.0,42.97,8.19,2019-12-27,Ambala,2019
16.8,3.5,1.0,1.44,0.0,45.18,8.6,2019-12-28,Ambala,2019
17.68,3.54,1.13,1.67,0.0,48.14,9.21,2019-12-29,Ambala,2019
17.68,4.76,1.41,2.88,0.0,46.72,10.15,2019-12-30,Ambala,2019
14.79,3.0,1.7,3.71,0.0,55.84,8.27,2019-12-31,Ambala,2019
18.38,6.06,1.53,3.24,0.0,49.24,10.96,2020-01-01,Ambala,2019
18.63,7.75,1.39,2.69,0.05,58.31,12.6,2020-01-02,Ambala,2019
19.85,8.84,1.36,2.0,0.1,64.0,12.99,2020-01-03,Ambala,2019
18.34,7.61,1.56,2.88,2.55,60.94,11.74,2020-01-04,Ambala,2019
17.94,6.33,2.11,3.89,0.09,57.04,11.12,2020-01-05,Ambala,2019
14.75,9.89,1.57,2.88,5.72,70.36,11.52,2020-01-06,Ambala,2019
13.13,8.64,1.71,2.15,17.06,87.01,10.31,2020-01-07,Ambala,2019
11.2,5.1,1.45,2.02,20.31,91.19,8.63,2020-01-08,Ambala,2019
15.71,2.59,2.15,3.41,0.0,68.9,7.68,2020-01-09,Ambala,2019
18.26,1.91,2.07,3.72,0.0,51.11,8.27,2020-01-10,Ambala,2019
