max_temp_day,min_temp_night,wind_speed_avg,wind_speed_max,precipitation,relative_humidity,mean_temp,date,district,year
32.95,21.31,1.44,2.93,0.0,72.59,26.69,2022-10-01,Bhiwani,2022
33.0,21.83,1.68,3.55,0.0,67.82,26.64,2022-10-02,Bhiwani,2022
32.73,19.8,2.28,4.66,0.0,69.21,25.53,2022-10-03,Bhiwani,2022
33.0,19.96,1.67,2.88,0.0,66.46,26.17,2022-10-04,Bhiwani,2022
33.43,22.37,1.2,2.74,0.04,64.14,27.03,2022-10-05,Bhiwani,2022
30.82,19.4,1.65,2.89,0.01,77.13,25.09,2022-10-06,Bhiwani,2022
28.9,20.7,1.66,2.81,1.56,84.95,24.66,2022-10-07,Bhiwani,2022
25.2,21.55,1.95,3.6,10.15,92.86,23.06,2022-10-08,Bhiwani,2022
25.16,21.97,3.22,4.57,24.63,92.65,23.21,2022-10-09,Bhiwani,2022
29.36,20.88,0.9,1.79,3.23,84.14,24.69,2022-10-10,Bhiwani,2022
29.29,20.44,1.11,1.69,5.98,84.07,24.43,2022-10-11,Bhiwani,2022
29.1,18.78,1.26,2.71,0.6,79.45,23.4,2022-10-12,Bhiwani,2022
29.98,18.33,1.44,3.49,0.0,70.31,23.61,2022-10-13,Bhiwani,2022
29.57,18.18,1.39,3.34,0.0,66.64,23.33,2022-10-14,Bhiwani,2022
30.24,18.49,1.23,2.45,0.0,62.25,23.98,2022-10-15,Bhiwani,2022
30.91,17.62,1.04,1.59,0.0,62.54,23.69,2022-10-16,Bhiwani,2022
30.41,17.55,1.14,2.29,0.0,59.01,23.42,2022-10-17,Bhiwani,2022
31.56,17.62,1.29,2.05,0.0,56.46,23.37,2022-10-18,Bhiwani,2022
32.26,16.14,1.3,1.73,0.0,60.46,22.7,2022-10-19,Bhiwani,2022
32.18,15.96,1.3,1.81,0.0,65.22,22.68,2022-10-20,Bhiwani,2022
31.65,16.44,1.67,2.78,0.0,59.92,23.4,2022-10-21,Bhiwani,2022
28.81,16.03,1.67,3.11,0.0,62.05,21.98,2022-10-22,Bhiwani,2022
29.14,16.39,1.16,2.12,0.0,52.47,21.92,2022-10-23,Bhiwani,2022
30.06,16.42,1.46,3.02,0.0,53.76,21.88,2022-10-24,Bhiwani,2022
30.26,15.26,1.82,3.63,0.0,52.87,22.25,2022-10-25,Bhiwani,2022
30.98,18.59,1.03,2.26,0.0,46.89,23.82,2022-10-26,Bhiwani,2022
31.22,17.71,1.18,2.42,0.0,52.8,23.31,2022-10-27,Bhiwani,2022
30.98,18.12,1.02,1.88,0.0,53.53,23.32,2022-10-28,Bhiwani,2022
30.49,17.96,0.96,1.53,0.0,51.48,23.05,2022-10-29,Bhiwani,2022
30.33,18.23,1.13,2.66,0.0,50.1,22.57,2022-10-30,Bhiwani,2022
30.85,15.83,1.16,2.05,0.0,59.7,21.75,2022-10-31,Bhiwani,2022
32.39,15.63,1.24,2.02,0.0,61.68,22.66,2022-11-01,Bhiwani,2022
29.97,16.54,1.58,3.85,0.0,70.85,21.72,2022-11-02,Bhiwani,2022
30.92,17.05,1.45,2.88,0.0,61.32,22.58,2022-11-03,Bhiwani,2022
31.71,16.96,1.47,2.13,0.0,66.49,22.53,2022-11-04,Bhiwani,2022
29.19,16.38,2.15,3.46,0.0,81.21,21.51,2022-11-05,Bhiwani,2022
31.12,16.59,1.43,2.57,0.0,77.56,22.58,2022-11-06,Bhiwani,2022
29.62,18.53,0.84,1.35,0.03,67.23,23.92,2022-11-07,Bhiwani,2022
27.37,18.76,1.7,3.99,0.21,64.18,22.17,2022-11-08,Bhiwani,2022
28.41,15.82,0.83,1.2,0.02,63.2,21.29,2022-11-09,Bhiwani,2022
28.66,16.15,1.37,2.58,0.01,65.98,21.05,2022-11-10,Bhiwani,2022
27.81,13.46,2.09,4.01,0.0,63.09,19.46,2022-11-11,Bhiwani,2022
28.27,12.41,2.16,4.66,0.0,56.62,19.18,2022-11-12,Bhiwani,2022
27.33,13.27,1.54,3.32,0.0,54.19,19.64,2022-11-13,Bhiwani,2022
28.23,14.44,2.38,5.0,0.0,61.43,19.58,2022-11-14,Bhiwani,2022
25.7,13.57,1.44,2.05,0.03,73.51,18.79,2022-11-15,Bhiwani,2022
25.47,12.67,2.19,4.06,0.0,64.08,18.0,2022-11-16,Bhiwani,2022
25.31,11.87,2.16,4.64,0.0,60.46,17.32,2022-11-17,Bhiwani,2022
25.44,11.18,1.46,2.7,0.0,52.08,17.41,2022-11-18,Bhiwani,2022
25.49,10.15,1.37,2.24,0.0,52.39,16.98,2022-11-19,Bhiwani,2022
25.94,10.26,1.79,3.66,0.0,57.25,16.74,2022-11-20,Bhiwani,2022
26.5,10.67,1.9,3.76,0.0,58.61,17.25,2022-11-21,Bhiwani,2022
26.25,9.99,1.93,3.92,0.0,49.43,16.71,2022-11-22,Bhiwani,2022
26.19,9.14,2.08,4.34,0.0,46.6,16.27,2022-11-23,Bhiwani,2022
26.49,8.96,1.67,3.28,0.0,41.87,17.53,2022-11-24,Bhiwani,2022
26.8,13.32,1.27,2.48,0.0,40.82,18.52,2022-11-25,Bhiwani,2022
27.06,10.35,1.8,3.55,0.0,47.27,17.11,2022-11-26,Bhiwani,2022
26.0,12.77,1.06,1.82,0.0,42.62,17.92,2022-11-27,Bhiwani,2022
26.11,10.42,1.11,1.84,0.0,45.86,17.28,2022-11-28,Bhiwani,2022
24.94,11.3,0.85,1.62,0.0,47.72,17.6,2022-11-29,Bhiwani,2022
25.05,11.71,1.16,2.37,0.0,52.41,17.25,2022-11-30,Bhiwani,2022
25.17,10.62,1.35,2.86,0.0,46.2,17.71,2022-12-01,Bhiwani,2022
25.42,13.78,0.94,1.27,0.0,46.14,17.8,2022-12-02,Bhiwani,2022
25.03,12.05,1.12,1.56,0.0,56.51,17.07,2022-12-03,Bhiwani,2022
24.53,11.57,1.09,2.57,0.0,49.43,17.31,2022-12-04,Bhiwani,2022
24.18,11.58,1.1,2.34,0.0,43.31,16.87,2022-12-05,Bhiwani,2022
24.92,8.83,2.04,3.94,0.0,48.17,14.86,2022-12-06,Bhiwani,2022
24.41,7.65,2.31,4.49,0.0,49.11,14.45,2022-12-07,Bhiwani,2022
25.22,9.33,1.54,3.5,0.0,45.75,16.19,2022-12-08,Bhiwani,2022
26.59,11.74,1.27,2.82,0.0,43.98,18.17,2022-12-09,Bhiwani,2022
27.26,11.43,1.42,2.73,0.0,56.19,17.41,2022-12-10,Bhiwani,2022
27.58,10.51,1.85,3.26,0.0,56.09,17.15,2022-12-11,Bhiwani,2022
27.0,9.91,2.01,3.64,0.0,51.63,16.72,2022-12-12,Bhiwani,2022
26.37,9.01,2.68,4.61,0.0,50.31,16.2,2022-12-13,Bhiwani,2022
24.04,7.8,2.6,5.15,0.0,50.35,14.41,2022-12-14,Bhiwani,2022
23.71,6.44,1.94,3.53,0.0,42.92,14.1,2022-12-15,Bhiwani,2022
23.81,7.23,1.52,2.59,0.0,41.22,15.28,2022-12-16,Bhiwani,2022
24.78,9.02,1.51,2.86,0.0,34.85,16.34,2022-12-17,Bhiwani,2022
24.18,10.95,1.06,2.06,0.0,36.62,16.26,2022-12-18,Bhiwani,2022
23.84,7.98,1.05,1.68,0.0,43.76,15.3,2022-12-19,Bhiwani,2022
23.47,8.39,1.24,2.12,0.0,44.8,14.59,2022-12-20,Bhiwani,2022
23.32,9.19,1.12,2.01,0.0,45.9,13.9,2022-12-21,Bhiwani,2022
21.34,5.84,1.57,2.62,0.0,48.92,12.06,2022-12-22,Bhiwani,2022
20.36,5.9,1.43,1.89,0.0,51.54,11.64,2022-12-23,Bhiwani,2022
19.7,4.88,2.3,3.86,0.0,51.23,10.63,2022-12-24,Bhiwani,2022
19.31,2.82,1.89,3.45,0.0,50.77,9.96,2022-12-25,Bhiwani,2022
20.59,4.34,1.65,2.87,0.0,49.65,11.04,2022-12-26,Bhiwani,2022
21.67,4.02,2.4,4.24,0.0,47.12,11.31,2022-12-27,Bhiwani,2022
23.59,5.3,2.58,5.17,0.0,42.62,12.9,2022-12-28,Bhiwani,2022
23.37,9.19,1.13,1.82,0.06,49.55,15.14,2022-12-29,Bhiwani,2022
22.96,10.79,1.79,2.81,0.06,59.57,15.09,2022-12-30,Bhiwani,2022
21.07,7.01,2.3,4.08,0.0,62.4,12.59,2022-12-31,Bhiwani,2022
20.91,7.41,1.15,1.65,0.0,48.8,13.02,2023-01-01,Bhiwani,2022
19.92,6.81,0.86,1.17,0.0,45.31,12.5,2023-01-02,Bhiwani,2022
19.09,5.55,1.46,3.04,0.0,43.29,10.4,2023-01-03,Bhiwani,2022
18.03,1.74,1.6,2.86,0.0,47.21,9.11,2023-01-04,Bhiwani,2022
18.03,2.68,1.19,2.08,0.0,45.52,9.8,2023-01-05,Bhiwani,2022
17.49,2.68,0.92,1.48,0.0,41.83,9.62,2023-01-06,Bhiwani,2022
20.73,4.29,1.63,3.01,0.0,35.75,10.86,2023-01-07,Bhiwani,2022
22.83,3.88,1.76,3.16,0.0,39.2,12.56,2023-01-08,Bhiwani,2022
21.93,6.86,1.3,2.05,0.0,43.52,13.11,2023-01-09,Bhiwani,2022
21.93,6.56,1.59,3.1,0.0,53.77,12.79,2023-01-10,Bhiwani,2022
23.83,8.46,1.52,3.02,0.2,56.98,14.84,2023-01-11,Bhiwani,2022
22.1,10.11,2.37,3.42,5.13,69.46,14.65,2023-01-12,Bhiwani,2022
22.04,8.61,1.68,3.07,0.51,70.88,14.73,2023-01-13,Bhiwani,2022
19.13,3.27,2.23,3.21,0.0,31.88,10.02,2023-01-14,Bhiwani,2022
18.11,-0.08,2.04,3.72,0.01,31.46,7.85,2023-01-15,Bhiwani,2022
19.24,1.52,1.77,3.04,0.0,31.89,9.14,2023-01-16,Bhiwani,2022
19.54,1.35,1.84,3.34,0.0,32.15,9.19,2023-01-17,Bhiwani,2022
17.92,4.1,1.11,1.51,0.0,27.95,10.39,2023-01-18,Bhiwani,2022
19.62,5.23,0.86,1.3,0.98,40.06,12.19,2023-01-19,Bhiwani,2022
21.2,5.26,2.27,3.16,0.7,62.77,12.11,2023-01-20,Bhiwani,2022
22.41,6.27,1.04,1.74,0.0,59.81,13.36,2023-01-21,Bhiwani,2022
22.49,6.11,1.31,1.87,0.0,58.85,13.29,2023-01-22,Bhiwani,2022
23.75,6.77,1.37,2.66,0.0,52.02,15.13,2023-01-23,Bhiwani,2022
20.14,10.53,1.88,4.14,1.89,75.62,14.79,2023-01-24,Bhiwani,2022
21.44,8.77,1.25,2.03,0.04,69.13,13.62,2023-01-25,Bhiwani,2022
21.81,4.75,1.77,2.66,0.0,48.58,11.52,2023-01-26,Bhiwani,2022
21.69,2.74,2.12,3.74,0.0,44.02,10.59,2023-01-27,Bhiwani,2022
23.71,2.87,1.73,2.8,0.0,38.22,12.66,2023-01-28,Bhiwani,2022
16.83,5.55,1.79,3.26,4.14,63.38,11.57,2023-01-29,Bhiwani,2022
19.44,10.22,2.03,4.55,7.9,81.21,13.33,2023-01-30,Bhiwani,2022
