max_temp_day,min_temp_night,wind_speed_avg,wind_speed_max,precipitation,relative_humidity,mean_temp,date,district,year
30.39,22.62,2.35,4.04,0.0,85.73,25.87,2024-10-01,Ambala,2024
31.06,22.2,1.95,4.14,0.0,76.19,25.79,2024-10-02,Ambala,2024
32.25,21.71,1.43,2.5,0.0,68.48,26.32,2024-10-03,Ambala,2024
31.44,20.75,1.22,1.78,0.0,70.24,25.9,2024-10-04,Ambala,2024
32.02,21.13,1.19,1.77,0.27,68.4,26.01,2024-10-05,Ambala,2024
30.56,21.79,1.63,2.87,1.87,69.86,25.83,2024-10-06,Ambala,2024
30.94,21.65,1.38,2.45,0.0,70.12,25.57,2024-10-07,Ambala,2024
30.32,20.63,1.16,1.71,0.02,70.88,24.8,2024-10-08,Ambala,2024
29.78,20.06,1.99,3.54,0.0,73.46,24.29,2024-10-09,Ambala,2024
29.88,18.58,1.99,3.45,0.0,71.67,23.23,2024-10-10,Ambala,2024
29.78,18.71,2.08,3.88,0.0,69.76,23.3,2024-10-11,Ambala,2024
30.01,19.94,1.42,2.47,0.0,62.06,24.23,2024-10-12,Ambala,2024
30.04,19.74,1.2,1.95,0.0,55.88,24.54,2024-10-13,Ambala,2024
29.7,18.74,1.66,3.42,0.0,58.69,23.34,2024-10-14,Ambala,2024
29.96,18.69,1.97,4.06,1.11,64.46,23.05,2024-10-15,Ambala,2024
30.82,19.64,1.31,1.99,0.0,61.82,24.32,2024-10-16,Ambala,2024
31.14,18.71,1.27,1.88,0.0,61.09,24.41,2024-10-17,Ambala,2024
30.93,20.33,1.38,2.55,0.0,58.57,24.76,2024-10-18,Ambala,2024
29.88,18.59,1.49,2.6,0.0,64.7,23.26,2024-10-19,Ambala,2024
29.08,17.97,1.29,2.71,0.0,65.09,23.35,2024-10-20,Ambala,2024
28.35,18.53,1.03,2.33,0.0,67.72,23.41,2024-10-21,Ambala,2024
29.71,19.35,1.32,2.49,0.0,70.93,23.42,2024-10-22,Ambala,2024
31.21,19.95,1.78,2.83,0.0,63.56,24.31,2024-10-23,Ambala,2024
32.03,19.41,1.9,3.37,0.0,58.85,24.17,2024-10-24,Ambala,2024
30.95,19.86,2.04,4.63,0.0,57.68,24.22,2024-10-25,Ambala,2024
30.64,18.54,1.52,3.13,0.0,58.41,23.88,2024-10-26,Ambala,2024
