max_temp_day,min_temp_night,wind_speed_avg,wind_speed_max,precipitation,relative_humidity,mean_temp,date,district,year
30.6,20.47,1.31,2.49,0.15,70.53,25.07,2023-10-01,Ambala,2023
29.63,19.0,1.28,2.2,0.05,65.29,23.76,2023-10-02,Ambala,2023
29.13,17.28,2.16,3.62,0.0,72.91,22.65,2023-10-03,Ambala,2023
30.15,19.63,1.74,3.63,0.0,72.04,24.03,2023-10-04,Ambala,2023
30.11,18.57,1.58,3.4,0.0,72.23,23.4,2023-10-05,Ambala,2023
30.08,19.54,1.34,2.39,0.0,65.02,24.14,2023-10-06,Ambala,2023
29.88,19.32,1.19,2.01,0.0,65.4,24.08,2023-10-07,Ambala,2023
30.18,20.32,1.31,2.4,0.0,68.55,24.65,2023-10-08,Ambala,2023
30.41,20.78,1.0,1.54,0.0,69.82,25.11,2023-10-09,Ambala,2023
31.33,19.85,1.35,1.98,5.61,68.07,24.64,2023-10-10,Ambala,2023
29.18,18.17,1.78,3.13,0.0,70.94,22.85,2023-10-11,Ambala,2023
28.88,18.81,1.33,2.35,0.0,67.62,22.92,2023-10-12,Ambala,2023
28.85,18.42,1.25,1.83,0.0,68.92,22.71,2023-10-13,Ambala,2023
30.01,19.51,1.56,3.02,1.5,64.4,23.93,2023-10-14,Ambala,2023
29.56,19.77,1.13,1.56,0.19,63.93,23.74,2023-10-15,Ambala,2023
25.48,18.93,1.26,2.18,18.94,78.39,21.16,2023-10-16,Ambala,2023
25.32,16.76,1.23,2.31,3.51,78.22,20.31,2023-10-17,Ambala,2023
25.87,15.05,1.96,3.48,0.44,73.45,19.58,2023-10-18,Ambala,2023
26.4,14.78,1.65,2.52,0.0,70.75,19.67,2023-10-19,Ambala,2023
26.26,15.89,1.04,1.59,0.0,63.65,20.13,2023-10-20,Ambala,2023
26.81,16.09,1.05,1.41,0.0,59.04,20.77,2023-10-21,Ambala,2023
27.33,16.54,1.34,2.2,0.0,66.85,20.86,2023-10-22,Ambala,2023
26.98,17.09,0.94,1.81,0.13,64.45,21.42,2023-10-23,Ambala,2023
27.84,17.57,1.13,1.93,0.02,63.46,21.94,2023-10-24,Ambala,2023
28.47,17.37,1.16,1.69,0.0,64.3,21.8,2023-10-25,Ambala,2023
28.31,16.7,1.88,3.39,0.0,63.58,21.16,2023-10-26,Ambala,2023
27.71,16.03,1.77,3.35,0.0,62.17,20.84,2023-10-27,Ambala,2023
27.29,17.45,1.26,2.38,0.0,64.12,21.47,2023-10-28,Ambala,2023
27.7,17.77,1.12,2.01,0.0,63.9,21.97,2023-10-29,Ambala,2023
27.83,16.69,1.21,2.11,0.0,65.38,21.21,2023-10-30,Ambala,2023
27.73,17.69,1.12,1.64,0.0,60.66,21.8,2023-10-31,Ambala,2023
29.08,17.95,1.1,1.41,0.0,56.19,22.49,2023-11-01,Ambala,2023
28.66,18.11,0.98,1.26,0.0,55.16,22.31,2023-11-02,Ambala,2023
27.85,17.54,1.03,1.44,0.0,58.63,21.49,2023-11-03,Ambala,2023
27.66,16.74,1.4,2.8,0.0,56.18,21.17,2023-11-04,Ambala,2023
27.94,15.86,1.34,2.77,0.0,56.53,20.74,2023-11-05,Ambala,2023
27.3,15.44,1.13,1.72,0.0,55.95,20.23,2023-11-06,Ambala,2023
27.49,15.74,1.51,2.53,0.0,57.82,20.34,2023-11-07,Ambala,2023
27.77,16.72,1.64,3.2,0.0,61.54,20.77,2023-11-08,Ambala,2023
27.72,16.63,1.72,3.11,0.0,62.96,20.74,2023-11-09,Ambala,2023
21.22,14.75,1.54,3.25,1.51,70.41,18.47,2023-11-10,Ambala,2023
25.1,13.1,1.44,2.56,0.02,67.52,17.9,2023-11-11,Ambala,2023
26.45,13.33,1.83,3.18,0.0,63.44,18.45,2023-11-12,Ambala,2023
25.25,14.79,1.16,1.9,0.0,57.31,18.74,2023-11-13,Ambala,2023
26.53,15.1,1.14,1.61,0.0,55.75,19.31,2023-11-14,Ambala,2023
27.89,15.2,1.39,2.74,0.0,55.8,19.92,2023-11-15,Ambala,2023
27.14,15.74,1.23,1.89,0.0,54.26,20.02,2023-11-16,Ambala,2023
28.53,16.04,1.41,2.22,0.0,51.67,20.78,2023-11-17,Ambala,2023
27.29,15.02,1.38,2.64,0.0,55.01,20.74,2023-11-18,Ambala,2023
25.78,13.94,1.51,2.84,0.0,62.76,19.35,2023-11-19,Ambala,2023
25.49,14.87,1.04,1.89,0.0,62.95,18.9,2023-11-20,Ambala,2023
26.36,13.26,2.23,4.27,0.0,61.3,18.43,2023-11-21,Ambala,2023
25.68,12.0,2.2,4.03,0.0,60.75,17.44,2023-11-22,Ambala,2023
24.99,12.87,1.17,1.95,0.0,51.13,18.18,2023-11-23,Ambala,2023
24.98,14.02,1.09,1.84,0.0,53.58,17.79,2023-11-24,Ambala,2023
24.93,13.88,1.12,1.85,0.0,53.08,17.94,2023-11-25,Ambala,2023
21.39,13.85,1.37,2.64,0.0,56.82,17.54,2023-11-26,Ambala,2023
20.75,14.46,1.47,2.64,0.03,64.01,17.35,2023-11-27,Ambala,2023
25.22,13.44,1.2,1.98,0.0,54.28,18.22,2023-11-28,Ambala,2023
25.53,13.75,1.24,2.54,0.33,54.0,19.41,2023-11-29,Ambala,2023
21.08,14.75,1.25,2.71,9.06,76.89,17.18,2023-11-30,Ambala,2023
22.0,14.54,0.92,1.2,1.86,71.97,17.42,2023-12-01,Ambala,2023
23.93,14.4,0.92,1.15,0.05,62.42,17.84,2023-12-02,Ambala,2023
23.51,12.09,1.43,2.72,0.0,60.89,16.83,2023-12-03,Ambala,2023
22.74,12.18,1.11,2.05,0.76,62.8,16.27,2023-12-04,Ambala,2023
23.11,12.73,1.98,3.81,0.0,62.74,16.23,2023-12-05,Ambala,2023
25.48,13.59,1.23,2.13,0.0,55.06,18.23,2023-12-06,Ambala,2023
25.2,13.1,1.62,3.68,0.0,57.0,17.55,2023-12-07,Ambala,2023
23.51,10.83,1.57,3.55,0.0,54.17,15.96,2023-12-08,Ambala,2023
22.34,9.65,2.27,4.36,0.0,57.81,14.5,2023-12-09,Ambala,2023
21.97,9.35,2.73,5.56,0.0,55.62,14.16,2023-12-10,Ambala,2023
21.94,10.64,1.15,2.23,0.0,47.29,14.47,2023-12-11,Ambala,2023
20.63,9.13,1.26,1.56,0.0,50.43,13.25,2023-12-12,Ambala,2023
22.12,9.25,2.02,4.27,0.0,47.23,14.0,2023-12-13,Ambala,2023
21.86,7.97,2.27,5.01,0.0,48.46,13.6,2023-12-14,Ambala,2023
21.49,9.7,1.33,2.86,0.0,47.66,14.35,2023-12-15,Ambala,2023
21.47,8.61,1.72,2.84,0.0,50.62,13.32,2023-12-16,Ambala,2023
20.91,9.02,1.78,3.58,0.0,51.95,13.41,2023-12-17,Ambala,2023
21.47,7.41,2.74,5.03,0.0,57.93,12.97,2023-12-18,Ambala,2023
21.92,7.39,2.59,5.03,0.0,52.12,12.91,2023-12-19,Ambala,2023
22.01,8.67,1.66,3.73,0.0,43.84,13.49,2023-12-20,Ambala,2023
23.25,8.8,1.72,4.0,0.0,43.0,14.06,2023-12-21,Ambala,2023
22.26,10.6,1.23,2.53,0.0,46.51,14.89,2023-12-22,Ambala,2023
21.44,10.86,1.34,2.53,0.0,50.33,15.64,2023-12-23,Ambala,2023
22.31,11.34,1.46,2.42,0.0,52.41,15.08,2023-12-24,Ambala,2023
23.94,11.58,1.53,3.02,0.0,49.29,15.58,2023-12-25,Ambala,2023
22.43,11.26,1.1,1.52,0.0,49.53,15.43,2023-12-26,Ambala,2023
21.84,10.25,1.22,1.65,0.0,49.04,14.64,2023-12-27,Ambala,2023
22.34,10.26,1.0,1.3,0.0,47.88,14.56,2023-12-28,Ambala,2023
21.66,10.87,1.23,1.73,0.0,54.21,14.3,2023-12-29,Ambala,2023
21.13,11.06,1.14,1.78,0.0,51.05,14.72,2023-12-30,Ambala,2023
20.77,9.84,1.14,1.84,0.0,58.32,13.8,2023-12-31,Ambala,2023
21.28,8.89,1.31,2.54,0.0,56.02,13.39,2024-01-01,Ambala,2023
20.68,8.51,1.11,1.81,0.0,52.44,12.82,2024-01-02,Ambala,2023
20.45,8.55,1.29,2.41,0.0,47.58,13.31,2024-01-03,Ambala,2023
18.46,8.9,1.08,1.91,0.0,49.88,12.49,2024-01-04,Ambala,2023
20.05,8.21,1.19,2.36,0.0,52.65,12.6,2024-01-05,Ambala,2023
20.01,8.9,1.12,1.72,0.0,48.56,12.67,2024-01-06,Ambala,2023
20.17,8.42,1.16,1.68,0.0,49.93,12.86,2024-01-07,Ambala,2023
21.15,8.2,1.29,2.38,0.0,49.22,13.46,2024-01-08,Ambala,2023
19.97,7.97,1.38,2.71,0.0,53.68,12.62,2024-01-09,Ambala,2023
21.62,5.94,2.25,4.04,0.0,48.26,12.0,2024-01-10,Ambala,2023
20.7,6.89,1.64,3.56,0.0,45.85,11.71,2024-01-11,Ambala,2023
21.94,6.36,1.89,4.08,0.0,44.8,12.81,2024-01-12,Ambala,2023
22.87,8.65,1.29,2.46,0.0,42.63,13.84,2024-01-13,Ambala,2023
22.33,8.8,1.48,2.89,0.0,39.72,13.13,2024-01-14,Ambala,2023
21.09,8.34,1.17,1.77,0.0,39.49,13.04,2024-01-15,Ambala,2023
20.09,8.29,1.64,3.4,0.0,45.69,12.68,2024-01-16,Ambala,2023
19.6,8.03,1.67,3.43,0.0,50.21,12.81,2024-01-17,Ambala,2023
18.81,7.55,1.27,2.02,0.0,59.05,11.7,2024-01-18,Ambala,2023
21.03,7.96,1.21,2.48,0.0,53.96,12.81,2024-01-19,Ambala,2023
18.93,7.35,1.34,2.26,0.0,56.9,11.51,2024-01-20,Ambala,2023
18.46,5.74,2.5,5.24,0.0,55.47,10.57,2024-01-21,Ambala,2023
17.83,6.38,1.26,1.99,0.0,49.29,10.96,2024-01-22,Ambala,2023
19.58,7.56,1.34,2.98,0.0,47.44,11.55,2024-01-23,Ambala,2023
19.92,7.7,1.28,2.69,0.0,47.13,11.72,2024-01-24,Ambala,2023
20.9,8.06,1.27,2.93,0.0,46.81,12.64,2024-01-25,Ambala,2023
21.97,9.5,1.45,3.16,0.0,44.06,14.24,2024-01-26,Ambala,2023
22.49,8.46,2.79,5.7,0.0,51.85,14.31,2024-01-27,Ambala,2023
22.24,11.3,1.3,2.54,0.0,46.7,15.59,2024-01-28,Ambala,2023
21.99,9.62,1.48,2.37,0.0,49.07,14.41,2024-01-29,Ambala,2023
22.31,9.8,1.22,2.17,0.0,48.7,14.75,2024-01-30,Ambala,2023
21.28,9.86,1.29,2.12,1.92,57.6,14.29,2024-01-31,Ambala,2023
15.82,9.51,4.07,6.68,19.8,80.64,12.23,2024-02-01,Ambala,2023
20.31,6.71,2.73,5.32,0.12,57.46,12.09,2024-02-02,Ambala,2023
22.01,7.74,1.87,3.9,0.76,43.93,13.92,2024-02-03,Ambala,2023
18.75,8.86,1.29,3.22,14.31,72.41,13.79,2024-02-04,Ambala,2023
19.21,7.45,1.25,2.1,3.54,69.85,12.77,2024-02-05,Ambala,2023
18.54,5.75,1.97,3.45,0.11,58.05,10.87,2024-02-06,Ambala,2023
19.41,6.72,2.84,5.24,0.0,47.08,11.58,2024-02-07,Ambala,2023
21.1,6.11,3.77,6.44,0.0,42.47,11.89,2024-02-08,Ambala,2023
22.67,6.15,1.59,2.57,0.0,40.25,13.07,2024-02-09,Ambala,2023
22.85,10.21,1.31,2.36,0.0,40.57,14.48,2024-02-10,Ambala,2023
24.76,10.7,1.12,1.54,0.0,42.01,15.83,2024-02-11,Ambala,2023
22.83,9.37,1.36,2.34,0.0,44.33,16.31,2024-02-12,Ambala,2023
24.15,11.99,1.13,1.98,0.0,43.05,17.23,2024-02-13,Ambala,2023
24.77,10.55,1.52,2.65,0.0,44.54,16.09,2024-02-14,Ambala,2023
25.19,10.96,1.8,3.51,0.0,42.49,16.22,2024-02-15,Ambala,2023
25.6,11.22,1.65,3.03,0.0,38.96,16.54,2024-02-16,Ambala,2023
24.43,11.17,1.97,3.94,0.0,39.44,16.54,2024-02-17,Ambala,2023
23.85,13.42,1.52,2.48,0.01,40.99,17.47,2024-02-18,Ambala,2023
24.6,13.88,5.0,8.29,4.92,41.21,18.61,2024-02-19,Ambala,2023
24.53,13.0,2.75,4.66,0.85,54.7,17.73,2024-02-20,Ambala,2023
23.42,11.12,1.82,3.55,0.05,46.46,15.71,2024-02-21,Ambala,2023
23.22,9.12,2.27,4.49,0.01,38.93,15.13,2024-02-22,Ambala,2023
22.44,8.14,1.77,3.26,0.0,38.95,13.88,2024-02-23,Ambala,2023
21.7,8.52,1.82,3.25,0.02,37.06,14.09,2024-02-24,Ambala,2023
22.78,8.31,1.82,3.64,0.0,37.48,14.08,2024-02-25,Ambala,2023
21.24,9.6,1.25,1.83,0.0,37.78,14.27,2024-02-26,Ambala,2023
17.34,10.07,0.97,1.55,0.0,55.55,13.93,2024-02-27,Ambala,2023
24.61,8.88,3.0,5.47,0.0,49.41,15.94,2024-02-28,Ambala,2023
26.01,10.01,2.08,4.03,0.0,45.85,16.97,2024-02-29,Ambala,2023
26.3,14.73,1.73,5.02,4.15,46.49,19.9,2024-03-01,Ambala,2023
22.63,14.63,5.87,7.23,27.53,68.9,17.9,2024-03-02,Ambala,2023
19.11,7.91,2.54,4.6,15.25,78.69,14.37,2024-03-03,Ambala,2023
20.83,6.9,1.51,2.45,2.02,47.27,12.87,2024-03-04,Ambala,2023
20.64,7.21,1.86,2.91,0.0,48.2,13.35,2024-03-05,Ambala,2023
23.08,7.61,1.73,2.79,0.0,46.3,14.75,2024-03-06,Ambala,2023
24.66,11.13,1.94,3.51,0.07,44.61,16.67,2024-03-07,Ambala,2023
24.81,9.82,2.07,3.32,0.0,46.61,16.35,2024-03-08,Ambala,2023
27.12,9.55,2.24,3.76,0.0,46.56,17.35,2024-03-09,Ambala,2023
27.27,12.88,1.38,2.42,0.0,42.23,19.43,2024-03-10,Ambala,2023
28.42,14.73,1.44,2.26,0.05,39.69,20.48,2024-03-11,Ambala,2023
27.79,15.27,1.88,3.18,1.07,42.4,20.53,2024-03-12,Ambala,2023
27.16,14.52,1.46,2.53,0.49,46.21,19.54,2024-03-13,Ambala,2023
27.48,13.18,1.69,2.48,0.12,47.75,19.5,2024-03-14,Ambala,2023
29.28,13.2,2.64,4.61,0.0,43.27,20.03,2024-03-15,Ambala,2023
29.58,14.25,1.57,2.77,0.0,36.03,20.66,2024-03-16,Ambala,2023
30.74,14.33,1.43,2.39,0.0,36.88,21.43,2024-03-17,Ambala,2023
30.78,16.66,1.3,2.02,0.0,36.66,22.43,2024-03-18,Ambala,2023
30.4,16.06,1.25,1.76,0.05,36.89,22.65,2024-03-19,Ambala,2023
32.36,16.07,2.23,4.87,0.0,36.51,23.33,2024-03-20,Ambala,2023
28.41,17.26,1.89,3.71,0.04,41.16,21.93,2024-03-21,Ambala,2023
31.57,16.78,2.03,4.04,0.2,42.34,23.36,2024-03-22,Ambala,2023
33.02,16.59,3.16,6.86,0.0,39.53,23.98,2024-03-23,Ambala,2023
30.36,16.92,2.19,4.83,0.05,38.0,22.63,2024-03-24,Ambala,2023
31.72,15.22,3.01,5.8,0.0,36.97,23.15,2024-03-25,Ambala,2023
34.48,16.57,2.78,5.24,0.0,38.01,25.13,2024-03-26,Ambala,2023
33.29,19.13,2.78,5.93,0.0,39.64,25.57,2024-03-27,Ambala,2023
35.83,20.69,2.63,3.97,0.02,41.46,27.07,2024-03-28,Ambala,2023
36.2,21.85,1.48,2.31,2.05,42.61,28.12,2024-03-29,Ambala,2023
33.21,20.84,1.68,3.59,8.12,43.84,27.31,2024-03-30,Ambala,2023
33.26,20.27,2.02,3.5,0.4,34.64,26.34,2024-03-31,Ambala,2023
30.04,17.61,2.62,3.84,0.03,41.61,23.03,2024-04-01,Ambala,2023
32.04,16.32,2.64,4.51,0.0,37.51,23.42,2024-04-02,Ambala,2023
35.03,17.84,1.72,3.02,0.0,33.49,26.04,2024-04-03,Ambala,2023
33.97,20.13,2.3,4.27,0.0,28.61,26.3,2024-04-04,Ambala,2023
34.06,19.1,2.93,5.55,0.0,29.73,25.59,2024-04-05,Ambala,2023
33.45,17.21,2.23,3.91,0.0,30.58,24.49,2024-04-06,Ambala,2023
34.61,17.43,2.3,4.52,0.0,28.55,25.2,2024-04-07,Ambala,2023
34.39,18.03,2.52,4.84,0.0,28.78,25.48,2024-04-08,Ambala,2023
35.33,17.98,2.18,4.82,0.0,28.01,26.04,2024-04-09,Ambala,2023
35.87,18.56,1.47,2.39,0.01,28.18,26.74,2024-04-10,Ambala,2023
