max_temp_day,min_temp_night,wind_speed_avg,wind_speed_max,precipitation,relative_humidity,mean_temp,date,district,year
33.65,22.54,1.3,2.08,0.25,65.62,27.95,2019-10-01,Bhiwani,2019
33.98,23.2,0.99,1.56,0.06,62.9,28.23,2019-10-02,Bhiwani,2019
30.89,23.42,1.22,1.83,7.65,67.84,26.77,2019-10-03,Bhiwani,2019
31.86,21.93,1.29,2.07,12.1,66.59,26.02,2019-10-04,Bhiwani,2019
30.64,20.68,1.65,3.15,0.0,64.9,25.6,2019-10-05,Bhiwani,2019
31.87,20.83,1.71,2.77,0.0,62.78,25.62,2019-10-06,Bhiwani,2019
33.56,20.93,2.1,3.03,0.0,56.51,26.21,2019-10-07,Bhiwani,2019
33.63,18.69,1.42,2.48,0.0,51.95,26.2,2019-10-08,Bhiwani,2019
33.54,19.31,1.03,2.05,0.0,52.06,25.97,2019-10-09,Bhiwani,2019
33.36,18.52,1.22,2.1,0.0,53.86,25.25,2019-10-10,Bhiwani,2019
33.45,19.89,1.44,2.76,0.0,53.53,25.65,2019-10-11,Bhiwani,2019
34.09,20.94,1.23,1.97,0.0,53.3,26.41,2019-10-12,Bhiwani,2019
34.8,20.88,1.24,2.03,0.0,52.53,26.63,2019-10-13,Bhiwani,2019
35.01,20.55,1.23,1.75,0.0,54.38,26.66,2019-10-14,Bhiwani,2019
35.01,20.03,1.35,2.09,0.0,52.53,26.54,2019-10-15,Bhiwani,2019
34.65,18.84,1.28,1.85,0.07,49.41,26.11,2019-10-16,Bhiwani,2019
35.28,19.61,1.78,2.69,0.0,47.35,26.45,2019-10-17,Bhiwani,2019
34.79,20.74,1.81,2.49,8.58,60.61,26.47,2019-10-18,Bhiwani,2019
33.36,19.21,1.28,1.73,1.52,55.11,25.07,2019-10-19,Bhiwani,2019
33.07,17.12,1.61,2.57,0.0,52.81,24.21,2019-10-20,Bhiwani,2019
32.77,17.47,1.9,3.71,0.0,50.06,23.72,2019-10-21,Bhiwani,2019
33.21,16.41,2.02,4.06,0.0,45.05,23.92,2019-10-22,Bhiwani,2019
33.63,17.86,1.29,2.24,0.0,39.15,24.7,2019-10-23,Bhiwani,2019
33.05,16.77,1.4,2.26,0.0,44.16,23.84,2019-10-24,Bhiwani,2019
31.71,16.75,1.55,2.6,0.0,49.31,23.44,2019-10-25,Bhiwani,2019
30.64,17.38,1.31,1.99,0.0,52.28,23.38,2019-10-26,Bhiwani,2019
32.53,17.12,1.49,3.11,0.0,45.67,24.49,2019-10-27,Bhiwani,2019
32.26,18.42,1.11,2.27,0.0,45.35,24.76,2019-10-28,Bhiwani,2019
31.41,20.38,0.94,2.12,0.0,43.43,25.2,2019-10-29,Bhiwani,2019
32.22,21.1,1.04,2.63,0.0,37.23,25.96,2019-10-30,Bhiwani,2019
33.6,19.7,1.19,2.69,0.0,40.64,25.31,2019-10-31,Bhiwani,2019
33.61,18.68,0.85,1.65,0.0,44.41,24.97,2019-11-01,Bhiwani,2019
32.48,18.87,1.2,2.25,0.73,47.95,24.39,2019-11-02,Bhiwani,2019
31.63,18.4,1.7,3.82,0.35,52.92,23.95,2019-11-03,Bhiwani,2019
31.11,17.56,1.99,4.0,0.08,54.38,23.35,2019-11-04,Bhiwani,2019
31.86,16.53,1.89,3.93,0.0,45.43,23.55,2019-11-05,Bhiwani,2019
32.11,17.11,1.62,2.43,0.0,37.1,23.95,2019-11-06,Bhiwani,2019
25.27,17.64,2.51,4.95,1.9,61.42,21.41,2019-11-07,Bhiwani,2019
29.99,16.87,1.69,2.72,0.01,58.07,22.85,2019-11-08,Bhiwani,2019
29.83,15.72,2.29,3.42,0.0,47.74,21.78,2019-11-09,Bhiwani,2019
29.22,14.14,1.71,2.96,0.0,41.89,21.06,2019-11-10,Bhiwani,2019
26.74,15.93,1.41,2.91,0.0,35.08,19.94,2019-11-11,Bhiwani,2019
29.0,14.11,1.55,3.04,0.0,36.61,20.32,2019-11-12,Bhiwani,2019
29.31,16.61,1.25,2.51,0.0,39.9,21.44,2019-11-13,Bhiwani,2019
27.42,17.23,1.12,2.06,0.0,45.39,20.73,2019-11-14,Bhiwani,2019
28.52,13.92,1.67,2.74,0.0,48.31,20.06,2019-11-15,Bhiwani,2019
28.95,14.22,3.27,5.19,0.01,60.04,20.53,2019-11-16,Bhiwani,2019
29.41,14.17,3.63,5.97,0.0,51.5,20.57,2019-11-17,Bhiwani,2019
27.55,13.0,2.47,4.27,0.0,52.64,19.57,2019-11-18,Bhiwani,2019
27.77,12.97,1.47,2.4,0.0,44.39,19.88,2019-11-19,Bhiwani,2019
28.09,14.6,1.01,1.55,0.0,38.92,19.66,2019-11-20,Bhiwani,2019
28.17,12.39,1.53,2.22,0.0,45.27,19.55,2019-11-21,Bhiwani,2019
27.79,14.49,1.52,2.26,0.0,43.78,20.27,2019-11-22,Bhiwani,2019
28.03,16.54,2.39,3.87,0.0,51.85,21.02,2019-11-23,Bhiwani,2019
26.89,14.77,1.75,2.94,0.0,56.27,20.64,2019-11-24,Bhiwani,2019
27.75,14.39,1.01,1.34,0.0,50.15,21.11,2019-11-25,Bhiwani,2019
24.81,15.19,2.81,5.06,2.93,61.43,19.08,2019-11-26,Bhiwani,2019
25.49,13.78,1.51,3.12,11.72,73.73,18.89,2019-11-27,Bhiwani,2019
24.93,15.55,1.04,2.31,6.5,80.5,19.58,2019-11-28,Bhiwani,2019
24.84,13.56,1.35,2.36,0.41,74.18,18.05,2019-11-29,Bhiwani,2019
21.95,9.93,1.55,2.62,0.0,62.92,15.11,2019-11-30,Bhiwani,2019
23.11,8.56,1.5,2.62,0.0,50.78,14.92,2019-12-01,Bhiwani,2019
23.49,7.47,1.93,3.7,0.0,46.95,14.9,2019-12-02,Bhiwani,2019
24.82,7.22,1.84,3.88,0.0,43.59,15.26,2019-12-03,Bhiwani,2019
24.25,8.89,1.2,1.75,0.0,38.64,15.98,2019-12-04,Bhiwani,2019
23.41,10.17,0.98,1.51,0.0,39.54,15.87,2019-12-05,Bhiwani,2019
23.23,8.4,1.44,2.45,0.0,51.94,14.4,2019-12-06,Bhiwani,2019
24.47,8.81,1.14,1.55,0.0,52.13,15.73,2019-12-07,Bhiwani,2019
23.86,11.52,1.09,2.3,0.0,51.35,16.06,2019-12-08,Bhiwani,2019
22.46,10.28,0.96,1.55,0.0,47.81,15.21,2019-12-09,Bhiwani,2019
23.12,10.18,0.97,1.6,0.0,42.45,15.81,2019-12-10,Bhiwani,2019
22.21,9.04,1.04,2.28,0.0,44.95,15.68,2019-12-11,Bhiwani,2019
20.65,12.28,1.58,3.07,12.41,62.72,15.43,2019-12-12,Bhiwani,2019
19.67,10.48,2.28,4.66,4.22,82.63,14.28,2019-12-13,Bhiwani,2019
19.45,8.56,1.01,1.67,0.01,64.57,13.5,2019-12-14,Bhiwani,2019
19.2,6.82,1.65,2.71,0.0,66.57,11.88,2019-12-15,Bhiwani,2019
17.21,4.66,1.79,2.91,0.0,69.96,10.27,2019-12-16,Bhiwani,2019
17.55,4.15,1.82,3.13,0.0,67.01,10.23,2019-12-17,Bhiwani,2019
18.02,3.55,1.66,3.21,0.0,58.13,10.52,2019-12-18,Bhiwani,2019
17.58,5.79,0.81,1.97,0.0,50.28,11.94,2019-12-19,Bhiwani,2019
20.32,8.92,1.0,1.81,0.0,50.24,14.1,2019-12-20,Bhiwani,2019
21.34,8.37,1.55,2.74,0.0,64.84,13.51,2019-12-21,Bhiwani,2019
20.3,5.63,1.95,3.8,0.0,62.77,11.59,2019-12-22,Bhiwani,2019
19.75,3.95,1.61,3.14,0.0,52.49,11.56,2019-12-23,Bhiwani,2019
18.22,4.91,1.28,1.62,0.0,51.21,10.26,2019-12-24,Bhiwani,2019
18.87,2.28,1.76,2.93,0.0,55.7,9.15,2019-12-25,Bhiwani,2019
18.25,2.56,1.83,3.41,0.0,52.87,9.09,2019-12-26,Bhiwani,2019
16.26,1.78,1.17,2.03,0.0,54.33,8.29,2019-12-27,Bhiwani,2019
15.83,1.48,1.38,2.28,0.0,52.68,7.71,2019-12-28,Bhiwani,2019
16.81,1.22,1.16,1.44,0.0,54.47,7.71,2019-12-29,Bhiwani,2019
18.12,1.64,1.28,1.89,0.0,57.49,8.16,2019-12-30,Bhiwani,2019
13.47,-0.01,1.29,2.98,0.0,59.96,6.93,2019-12-31,Bhiwani,2019
19.78,2.71,1.45,2.41,0.0,53.23,9.71,2020-01-01,Bhiwani,2019
19.5,5.12,1.37,2.85,0.0,64.83,12.0,2020-01-02,Bhiwani,2019
22.49,8.95,0.8,1.23,0.0,65.09,14.64,2020-01-03,Bhiwani,2019
21.27,7.26,1.29,2.63,0.0,58.52,12.94,2020-01-04,Bhiwani,2019
21.01,7.86,1.16,1.89,0.01,55.24,12.72,2020-01-05,Bhiwani,2019
20.14,9.03,1.46,3.13,0.61,61.37,12.91,2020-01-06,Bhiwani,2019
19.57,9.17,1.34,2.62,3.82,82.71,13.32,2020-01-07,Bhiwani,2019
16.17,6.88,1.28,2.93,6.42,84.34,11.93,2020-01-08,Bhiwani,2019
16.81,2.84,2.03,3.61,0.0,65.73,8.61,2020-01-09,Bhiwani,2019
18.56,1.09,1.92,3.85,0.0,54.48,8.81,2020-01-10,Bhiwani,2019
19.57,2.99,1.44,2.59,0.0,44.12,10.56,2020-01-11,Bhiwani,2019
21.44,5.35,1.14,2.07,0.0,42.26,12.29,2020-01-12,Bhiwani,2019
21.6,6.81,2.35,3.85,2.92,69.31,12.0,2020-01-13,Bhiwani,2019
18.02,6.41,1.15,1.73,0.05,76.01,10.53,2020-01-14,Bhiwani,2019
19.67,4.27,1.49,2.47,0.0,70.08,10.85,2020-01-15,Bhiwani,2019
19.84,7.3,1.0,1.99,3.63,69.56,12.29,2020-01-16,Bhiwani,2019
19.1,7.35,1.1,1.78,0.02,71.18,12.27,2020-01-17,Bhiwani,2019
19.74,7.48,0.96,1.33,0.0,66.54,12.29,2020-01-18,Bhiwani,2019
18.65,4.79,1.43,2.46,0.0,67.02,10.37,2020-01-19,Bhiwani,2019
17.25,4.02,1.21,1.82,0.0,68.18,10.33,2020-01-20,Bhiwani,2019
19.42,6.03,1.51,2.64,0.0,58.86,11.68,2020-01-21,Bhiwani,2019
20.29,5.43,1.86,3.55,0.0,62.16,11.52,2020-01-22,Bhiwani,2019
20.08,3.76,2.86,5.29,0.0,61.1,10.61,2020-01-23,Bhiwani,2019
22.1,2.94,2.62,4.67,0.0,49.03,11.04,2020-01-24,Bhiwani,2019
20.73,5.48,1.12,1.9,0.0,51.0,12.29,2020-01-25,Bhiwani,2019
23.75,9.51,1.19,2.2,0.0,56.4,14.99,2020-01-26,Bhiwani,2019
22.82,8.19,2.36,3.78,4.66,67.69,14.56,2020-01-27,Bhiwani,2019
20.39,10.07,2.43,4.12,4.62,78.57,13.95,2020-01-28,Bhiwani,2019
20.29,7.67,0.96,1.45,0.35,67.94,12.77,2020-01-29,Bhiwani,2019
20.19,5.42,1.67,3.48,0.0,63.12,11.76,2020-01-30,Bhiwani,2019
19.97,5.15,1.24,2.71,0.0,54.71,12.24,2020-01-31,Bhiwani,2019
20.53,6.57,1.13,2.2,0.0,52.3,12.44,2020-02-01,Bhiwani,2019
20.35,4.2,1.62,3.28,0.0,57.91,11.42,2020-02-02,Bhiwani,2019
20.72,6.35,1.04,1.71,0.0,50.18,12.43,2020-02-03,Bhiwani,2019
21.34,3.51,1.63,3.41,0.0,54.77,11.87,2020-02-04,Bhiwani,2019
20.11,4.47,1.77,2.92,0.0,58.98,11.29,2020-02-05,Bhiwani,2019
20.06,5.3,1.21,1.81,0.0,55.73,11.85,2020-02-06,Bhiwani,2019
20.39,6.02,1.45,2.78,0.0,54.57,11.84,2020-02-07,Bhiwani,2019
21.51,5.53,1.55,3.06,0.0,51.54,12.37,2020-02-08,Bhiwani,2019
22.87,6.59,1.17,1.75,0.0,47.66,13.44,2020-02-09,Bhiwani,2019
22.37,7.11,1.16,2.13,0.0,45.72,14.15,2020-02-10,Bhiwani,2019
