max_temp_day,min_temp_night,wind_speed_avg,wind_speed_max,precipitation,relative_humidity,mean_temp,date,district,year
35.0,21.79,1.39,2.58,0.0,55.42,27.52,2018-10-01,Bhiwani,2018
34.84,21.29,1.25,2.48,0.0,54.19,27.6,2018-10-02,Bhiwani,2018
35.42,21.91,1.03,1.61,0.41,53.65,27.32,2018-10-03,Bhiwani,2018
34.12,20.36,1.29,2.28,0.04,61.31,26.35,2018-10-04,Bhiwani,2018
34.1,21.08,1.13,2.19,0.26,55.39,26.4,2018-10-05,Bhiwani,2018
34.04,21.0,1.15,2.45,0.02,53.41,26.64,2018-10-06,Bhiwani,2018
34.05,20.96,0.92,1.68,0.02,52.81,26.47,2018-10-07,Bhiwani,2018
34.63,18.26,1.08,1.81,0.0,56.48,25.61,2018-10-08,Bhiwani,2018
33.63,18.5,1.48,3.11,0.0,63.44,25.41,2018-10-09,Bhiwani,2018
32.36,20.17,1.71,2.97,0.29,73.03,25.74,2018-10-10,Bhiwani,2018
32.19,20.57,1.0,2.19,0.25,71.54,25.62,2018-10-11,Bhiwani,2018
31.76,18.15,1.2,2.09,0.01,63.9,24.08,2018-10-12,Bhiwani,2018
31.1,19.41,1.42,3.31,0.0,48.48,24.29,2018-10-13,Bhiwani,2018
31.59,17.42,1.53,3.17,0.0,44.83,24.3,2018-10-14,Bhiwani,2018
33.38,17.1,1.01,1.63,0.0,45.89,24.36,2018-10-15,Bhiwani,2018
31.97,16.58,1.34,2.73,0.0,55.16,23.99,2018-10-16,Bhiwani,2018
33.82,18.66,1.16,2.14,0.0,42.71,26.16,2018-10-17,Bhiwani,2018
34.12,19.12,1.38,2.33,0.0,41.47,25.44,2018-10-18,Bhiwani,2018
32.46,16.97,1.23,2.27,0.0,48.18,23.34,2018-10-19,Bhiwani,2018
32.36,18.69,1.39,2.67,0.0,47.86,23.69,2018-10-20,Bhiwani,2018
31.73,17.44,1.44,3.19,0.05,44.9,23.36,2018-10-21,Bhiwani,2018
31.76,15.67,1.71,3.54,0.0,39.58,23.46,2018-10-22,Bhiwani,2018
31.9,18.29,1.27,2.35,0.0,38.24,23.49,2018-10-23,Bhiwani,2018
32.06,14.88,1.48,2.08,0.0,47.13,22.25,2018-10-24,Bhiwani,2018
31.45,15.51,1.29,1.78,0.0,48.09,22.22,2018-10-25,Bhiwani,2018
31.58,15.74,1.24,2.15,0.0,48.33,22.61,2018-10-26,Bhiwani,2018
31.17,17.18,1.28,2.46,0.0,47.55,23.0,2018-10-27,Bhiwani,2018
30.7,16.68,1.32,3.04,0.0,48.22,22.87,2018-10-28,Bhiwani,2018
31.24,17.14,1.1,2.67,0.0,48.28,23.46,2018-10-29,Bhiwani,2018
31.14,16.58,0.94,1.62,0.0,49.84,23.12,2018-10-30,Bhiwani,2018
30.46,15.78,1.21,1.95,0.0,52.22,22.22,2018-10-31,Bhiwani,2018
29.67,16.92,1.12,1.69,0.0,50.83,22.39,2018-11-01,Bhiwani,2018
32.44,16.15,1.14,1.73,0.0,51.7,22.87,2018-11-02,Bhiwani,2018
31.28,17.81,1.36,2.39,0.01,57.59,22.8,2018-11-03,Bhiwani,2018
28.55,14.05,1.57,3.6,0.0,61.72,20.22,2018-11-04,Bhiwani,2018
26.43,11.03,1.88,3.49,0.0,41.51,17.65,2018-11-05,Bhiwani,2018
27.32,10.73,2.41,4.45,0.0,42.46,17.59,2018-11-06,Bhiwani,2018
27.94,8.89,1.48,2.45,0.0,29.44,18.42,2018-11-07,Bhiwani,2018
27.79,13.21,1.03,1.83,0.0,33.79,19.91,2018-11-08,Bhiwani,2018
27.58,13.89,0.88,1.31,0.0,39.47,19.67,2018-11-09,Bhiwani,2018
26.77,13.33,1.02,1.53,0.0,40.93,19.31,2018-11-10,Bhiwani,2018
30.55,13.59,1.33,2.24,0.0,42.87,20.26,2018-11-11,Bhiwani,2018
30.67,15.3,1.01,1.89,0.0,39.41,21.57,2018-11-12,Bhiwani,2018
29.55,16.17,1.05,1.43,0.3,44.8,21.24,2018-11-13,Bhiwani,2018
29.09,16.46,1.44,2.73,2.97,54.47,21.86,2018-11-14,Bhiwani,2018
26.89,14.84,1.5,3.99,0.01,52.44,19.92,2018-11-15,Bhiwani,2018
27.52,11.27,2.59,5.04,0.0,49.68,18.43,2018-11-16,Bhiwani,2018
28.06,11.4,1.9,3.79,0.0,38.04,19.51,2018-11-17,Bhiwani,2018
28.66,14.17,1.48,2.15,0.0,35.26,20.58,2018-11-18,Bhiwani,2018
28.69,14.47,1.86,2.96,0.0,52.32,20.08,2018-11-19,Bhiwani,2018
28.43,14.68,1.38,2.77,0.0,51.42,19.96,2018-11-20,Bhiwani,2018
28.17,12.07,1.96,3.86,0.0,40.3,19.14,2018-11-21,Bhiwani,2018
27.28,12.74,1.07,1.43,0.0,36.79,19.02,2018-11-22,Bhiwani,2018
28.2,12.31,2.36,5.12,0.0,40.15,18.77,2018-11-23,Bhiwani,2018
27.93,10.22,2.85,5.71,0.0,39.72,18.04,2018-11-24,Bhiwani,2018
28.79,10.71,1.59,3.0,0.0,36.98,19.56,2018-11-25,Bhiwani,2018
28.86,13.0,1.48,3.0,0.0,34.13,20.2,2018-11-26,Bhiwani,2018
26.45,13.26,1.29,1.99,0.0,43.79,18.7,2018-11-27,Bhiwani,2018
27.98,15.53,1.01,1.65,0.0,49.75,20.1,2018-11-28,Bhiwani,2018
27.17,12.03,1.7,3.65,0.0,49.24,18.92,2018-11-29,Bhiwani,2018
27.49,12.29,1.82,3.66,0.0,41.62,18.58,2018-11-30,Bhiwani,2018
27.07,10.41,1.9,3.88,0.0,36.99,18.29,2018-12-01,Bhiwani,2018
26.75,13.74,0.74,1.49,0.0,31.94,19.15,2018-12-02,Bhiwani,2018
26.25,12.44,1.05,2.65,0.0,34.28,18.49,2018-12-03,Bhiwani,2018
25.55,12.19,0.99,1.53,0.0,37.36,17.82,2018-12-04,Bhiwani,2018
25.41,11.41,1.16,1.99,0.0,36.45,17.73,2018-12-05,Bhiwani,2018
25.0,10.07,1.29,2.24,0.0,42.41,16.7,2018-12-06,Bhiwani,2018
24.79,10.31,1.43,2.58,0.0,42.75,16.32,2018-12-07,Bhiwani,2018
23.97,10.73,1.05,1.67,0.0,41.63,16.06,2018-12-08,Bhiwani,2018
24.85,10.84,1.14,1.82,0.0,41.52,16.3,2018-12-09,Bhiwani,2018
25.3,9.03,1.6,3.0,0.0,46.32,15.9,2018-12-10,Bhiwani,2018
24.65,11.36,1.31,2.12,0.24,46.46,16.78,2018-12-11,Bhiwani,2018
19.59,11.36,2.41,3.54,3.63,59.84,15.14,2018-12-12,Bhiwani,2018
20.21,8.88,1.24,2.12,0.13,69.82,13.28,2018-12-13,Bhiwani,2018
21.13,6.6,1.73,2.96,0.0,60.6,12.81,2018-12-14,Bhiwani,2018
22.36,5.29,1.85,2.95,0.0,50.95,12.61,2018-12-15,Bhiwani,2018
22.29,4.84,1.97,3.77,0.0,44.17,12.12,2018-12-16,Bhiwani,2018
