max_temp_day,min_temp_night,wind_speed_avg,wind_speed_max,precipitation,relative_humidity,mean_temp,date,district,year
37.34,22.09,1.62,3.53,0.0,44.04,29.27,2020-10-01,Bhiwani,2020
36.44,22.06,1.28,2.15,0.0,41.97,28.32,2020-10-02,Bhiwani,2020
36.46,21.38,1.13,2.38,0.0,38.76,28.42,2020-10-03,Bhiwani,2020
35.53,22.55,1.15,3.06,0.0,35.69,28.0,2020-10-04,Bhiwani,2020
36.94,19.9,1.93,4.33,0.0,38.28,27.6,2020-10-05,Bhiwani,2020
37.0,21.22,1.43,2.96,0.0,33.91,28.33,2020-10-06,Bhiwani,2020
36.65,20.9,1.24,2.44,0.0,37.48,27.77,2020-10-07,Bhiwani,2020
36.12,20.92,1.34,2.43,0.0,36.9,27.74,2020-10-08,Bhiwani,2020
35.95,21.5,1.14,2.52,0.0,35.87,28.33,2020-10-09,Bhiwani,2020
35.95,22.59,1.27,3.02,0.0,37.84,28.45,2020-10-10,Bhiwani,2020
36.44,20.78,1.36,3.24,0.0,36.99,28.27,2020-10-11,Bhiwani,2020
35.79,21.45,1.08,2.02,0.0,33.43,27.86,2020-10-12,Bhiwani,2020
35.62,21.58,0.98,1.82,0.0,33.67,28.14,2020-10-13,Bhiwani,2020
34.77,22.54,1.08,2.14,0.0,38.88,27.93,2020-10-14,Bhiwani,2020
35.44,18.71,1.51,2.4,0.0,35.96,26.54,2020-10-15,Bhiwani,2020
33.95,18.69,1.2,2.11,0.0,33.52,25.91,2020-10-16,Bhiwani,2020
34.51,21.92,0.92,1.83,0.0,30.25,27.1,2020-10-17,Bhiwani,2020
34.64,18.99,1.73,3.59,0.0,33.77,25.36,2020-10-18,Bhiwani,2020
34.65,17.96,1.81,3.47,0.0,32.39,25.24,2020-10-19,Bhiwani,2020
34.49,18.55,1.2,2.12,0.0,26.34,25.78,2020-10-20,Bhiwani,2020
34.92,17.99,1.03,1.78,0.0,28.65,26.3,2020-10-21,Bhiwani,2020
33.9,21.32,1.57,3.9,0.02,40.15,26.59,2020-10-22,Bhiwani,2020
33.58,19.15,1.14,2.11,0.0,34.86,25.97,2020-10-23,Bhiwani,2020
33.17,20.42,1.21,2.47,0.0,26.7,25.51,2020-10-24,Bhiwani,2020
33.79,17.78,1.19,1.61,0.0,28.26,24.47,2020-10-25,Bhiwani,2020
32.5,18.73,1.09,2.44,0.0,29.89,24.11,2020-10-26,Bhiwani,2020
31.64,15.44,1.54,2.54,0.0,31.14,23.01,2020-10-27,Bhiwani,2020
31.37,17.22,0.83,1.19,0.0,23.13,23.56,2020-10-28,Bhiwani,2020
30.74,17.73,0.86,1.36,0.0,24.77,23.43,2020-10-29,Bhiwani,2020
31.5,16.65,1.83,3.73,0.0,28.97,22.23,2020-10-30,Bhiwani,2020
31.24,14.6,2.26,4.63,0.0,29.42,21.38,2020-10-31,Bhiwani,2020
30.15,13.08,2.1,3.98,0.0,26.16,20.7,2020-11-01,Bhiwani,2020
30.99,14.58,1.76,3.33,0.0,26.23,21.58,2020-11-02,Bhiwani,2020
30.39,14.71,1.18,2.16,0.0,23.33,22.25,2020-11-03,Bhiwani,2020
30.98,15.01,1.72,3.16,0.0,23.63,22.32,2020-11-04,Bhiwani,2020
31.52,14.82,1.27,2.44,0.0,21.19,22.76,2020-11-05,Bhiwani,2020
31.48,16.19,1.22,2.25,0.0,22.98,22.75,2020-11-06,Bhiwani,2020
30.81,15.61,1.42,3.27,0.0,27.2,22.1,2020-11-07,Bhiwani,2020
30.49,16.75,1.01,2.3,0.0,26.47,22.34,2020-11-08,Bhiwani,2020
28.83,14.27,1.2,2.34,0.0,30.8,20.94,2020-11-09,Bhiwani,2020
29.6,15.82,0.8,1.75,0.0,29.59,22.18,2020-11-10,Bhiwani,2020
28.75,13.03,1.35,2.26,0.0,34.83,21.04,2020-11-11,Bhiwani,2020
28.57,14.98,0.94,1.43,0.0,36.84,21.06,2020-11-12,Bhiwani,2020
28.56,15.62,0.95,1.54,0.0,32.81,21.33,2020-11-13,Bhiwani,2020
28.72,16.36,0.84,1.53,0.0,31.3,21.01,2020-11-14,Bhiwani,2020
28.83,15.85,2.66,4.7,5.08,46.94,21.48,2020-11-15,Bhiwani,2020
25.58,15.16,1.93,3.08,0.36,72.39,19.6,2020-11-16,Bhiwani,2020
25.38,12.16,1.93,2.98,0.0,58.42,17.78,2020-11-17,Bhiwani,2020
24.54,11.08,1.2,1.67,0.0,42.14,16.69,2020-11-18,Bhiwani,2020
24.42,10.82,1.44,2.5,0.0,37.29,16.21,2020-11-19,Bhiwani,2020
25.25,9.63,2.3,4.21,0.0,39.27,16.16,2020-11-20,Bhiwani,2020
24.7,8.45,2.6,5.12,0.0,41.87,15.4,2020-11-21,Bhiwani,2020
24.37,8.51,1.64,3.24,0.0,30.19,16.19,2020-11-22,Bhiwani,2020
26.24,11.58,1.14,2.15,0.0,25.73,17.5,2020-11-23,Bhiwani,2020
25.43,13.52,0.98,1.55,0.0,28.1,17.34,2020-11-24,Bhiwani,2020
23.93,11.59,1.57,3.45,0.19,39.33,16.26,2020-11-25,Bhiwani,2020
23.39,11.6,2.13,3.51,0.95,60.81,15.9,2020-11-26,Bhiwani,2020
25.18,8.42,2.62,4.14,0.0,54.17,15.57,2020-11-27,Bhiwani,2020
24.95,7.64,2.19,3.95,0.0,49.73,14.85,2020-11-28,Bhiwani,2020
24.7,8.61,1.46,2.19,0.0,40.74,15.55,2020-11-29,Bhiwani,2020
25.81,10.68,1.32,2.27,0.0,39.04,16.27,2020-11-30,Bhiwani,2020
26.37,9.8,1.33,2.06,0.0,44.86,16.78,2020-12-01,Bhiwani,2020
26.7,10.44,1.85,3.43,0.0,48.58,17.11,2020-12-02,Bhiwani,2020
26.29,11.09,0.72,1.49,0.0,45.53,18.46,2020-12-03,Bhiwani,2020
28.64,11.9,1.18,2.2,0.0,33.63,19.33,2020-12-04,Bhiwani,2020
29.24,11.87,1.25,1.52,0.0,31.36,19.4,2020-12-05,Bhiwani,2020
28.01,14.48,1.08,2.02,0.0,32.88,19.5,2020-12-06,Bhiwani,2020
27.78,11.68,1.69,3.11,0.0,41.11,18.14,2020-12-07,Bhiwani,2020
27.45,13.54,0.95,1.29,0.0,39.73,19.11,2020-12-08,Bhiwani,2020
