max_temp_day,min_temp_night,wind_speed_avg,wind_speed_max,precipitation,relative_humidity,mean_temp,date,district,year
34.31,19.89,1.95,3.54,0.0,49.73,25.75,2020-10-01,Ambala,2020
34.67,19.99,1.38,2.02,0.0,46.69,26.51,2020-10-02,Ambala,2020
34.02,21.63,1.5,2.6,0.0,47.9,26.56,2020-10-03,Ambala,2020
33.63,21.29,1.2,2.01,0.0,48.66,26.26,2020-10-04,Ambala,2020
34.73,20.87,2.07,3.94,0.0,45.44,26.2,2020-10-05,Ambala,2020
34.44,20.56,1.84,3.16,0.0,40.88,26.0,2020-10-06,Ambala,2020
34.18,20.01,1.53,2.55,0.0,39.73,25.64,2020-10-07,Ambala,2020
33.98,19.07,1.51,2.24,0.0,39.99,25.21,2020-10-08,Ambala,2020
34.12,19.69,1.15,1.68,0.0,42.28,26.03,2020-10-09,Ambala,2020
34.2,21.22,1.52,2.64,0.0,45.48,26.37,2020-10-10,Ambala,2020
34.86,21.19,1.36,2.28,0.0,43.05,26.58,2020-10-11,Ambala,2020
33.87,21.63,0.99,1.5,0.0,40.86,27.12,2020-10-12,Ambala,2020
33.79,22.21,1.14,2.19,0.0,44.53,27.31,2020-10-13,Ambala,2020
34.19,21.22,1.16,1.99,0.0,44.98,26.71,2020-10-14,Ambala,2020
33.83,20.72,1.15,1.86,0.0,42.4,26.0,2020-10-15,Ambala,2020
32.16,20.63,1.11,2.1,0.0,39.14,25.37,2020-10-16,Ambala,2020
32.6,19.17,1.41,2.98,0.0,40.69,24.68,2020-10-17,Ambala,2020
33.04,18.53,2.16,4.2,0.0,40.45,24.16,2020-10-18,Ambala,2020
33.13,18.12,2.1,3.89,0.0,38.2,24.1,2020-10-19,Ambala,2020
32.62,16.73,2.11,3.71,0.0,34.02,23.23,2020-10-20,Ambala,2020
32.82,17.38,1.63,2.95,0.0,32.68,23.85,2020-10-21,Ambala,2020
31.83,19.01,1.38,2.34,0.0,36.81,23.95,2020-10-22,Ambala,2020
31.49,17.81,1.36,2.39,0.0,36.03,23.8,2020-10-23,Ambala,2020
31.05,19.04,1.47,2.67,0.0,36.34,23.45,2020-10-24,Ambala,2020
31.39,17.43,1.7,3.46,0.0,36.86,22.83,2020-10-25,Ambala,2020
30.59,16.4,2.26,4.67,0.0,36.15,21.84,2020-10-26,Ambala,2020
29.86,15.44,1.96,3.56,0.0,37.98,21.14,2020-10-27,Ambala,2020
30.21,16.63,1.22,2.09,0.0,32.47,22.3,2020-10-28,Ambala,2020
30.1,17.48,1.29,2.35,0.0,33.9,22.3,2020-10-29,Ambala,2020
30.92,16.98,1.72,3.06,0.0,35.23,22.38,2020-10-30,Ambala,2020
30.59,16.92,2.18,3.67,0.0,36.42,22.18,2020-10-31,Ambala,2020
29.55,16.19,1.58,2.79,0.0,39.8,21.19,2020-11-01,Ambala,2020
28.89,17.01,1.6,3.04,0.09,38.23,21.17,2020-11-02,Ambala,2020
28.72,16.55,1.23,2.19,0.0,42.1,21.06,2020-11-03,Ambala,2020
28.82,15.07,2.04,4.4,0.0,44.15,20.52,2020-11-04,Ambala,2020
29.44,15.59,1.88,4.03,0.0,36.59,20.68,2020-11-05,Ambala,2020
29.72,14.06,2.14,4.46,0.0,34.72,20.16,2020-11-06,Ambala,2020
29.42,14.56,1.95,4.02,0.0,34.19,20.24,2020-11-07,Ambala,2020
28.36,14.61,1.41,2.83,0.0,34.93,20.14,2020-11-08,Ambala,2020
28.48,15.09,1.26,2.13,0.0,36.33,20.19,2020-11-09,Ambala,2020
29.29,15.9,1.48,2.76,0.0,33.83,21.35,2020-11-10,Ambala,2020
28.06,15.3,1.19,1.67,0.0,36.12,20.83,2020-11-11,Ambala,2020
27.13,15.28,1.18,1.85,0.0,35.68,19.89,2020-11-12,Ambala,2020
27.95,15.91,1.28,2.33,0.0,35.89,20.25,2020-11-13,Ambala,2020
26.44,15.91,1.1,1.75,0.0,38.48,19.87,2020-11-14,Ambala,2020
27.33,15.45,2.03,3.66,9.33,47.46,20.21,2020-11-15,Ambala,2020
22.33,12.95,1.93,4.03,3.48,66.54,16.58,2020-11-16,Ambala,2020
25.48,12.64,1.44,2.71,0.0,47.91,17.32,2020-11-17,Ambala,2020
24.04,11.39,1.08,2.03,0.0,44.53,16.85,2020-11-18,Ambala,2020
22.72,11.05,1.25,2.04,0.0,43.9,15.32,2020-11-19,Ambala,2020
24.36,9.85,2.84,4.98,0.0,41.14,15.89,2020-11-20,Ambala,2020
23.02,9.53,3.19,5.51,0.0,37.37,14.8,2020-11-21,Ambala,2020
23.66,8.8,1.83,3.62,0.0,31.65,15.0,2020-11-22,Ambala,2020
23.62,11.39,1.12,1.89,0.17,34.02,16.57,2020-11-23,Ambala,2020
23.45,12.67,1.04,1.92,0.03,38.85,16.89,2020-11-24,Ambala,2020
21.89,12.94,1.49,3.18,1.11,42.85,15.97,2020-11-25,Ambala,2020
21.65,11.38,1.43,2.35,5.51,62.56,15.23,2020-11-26,Ambala,2020
27.07,10.56,1.96,3.21,0.0,41.87,16.79,2020-11-27,Ambala,2020
26.13,10.83,1.72,3.17,0.0,33.51,16.07,2020-11-28,Ambala,2020
24.86,11.98,1.22,2.74,0.0,37.17,16.65,2020-11-29,Ambala,2020
25.78,12.06,1.67,3.31,0.0,39.09,17.02,2020-11-30,Ambala,2020
26.43,12.6,1.49,2.84,0.0,40.77,17.61,2020-12-01,Ambala,2020
26.36,12.44,2.55,5.47,0.0,43.09,17.63,2020-12-02,Ambala,2020
26.97,12.41,1.36,2.48,0.0,42.79,17.96,2020-12-03,Ambala,2020
26.75,13.89,1.24,2.07,0.0,38.62,18.6,2020-12-04,Ambala,2020
26.37,12.17,1.72,2.92,0.0,39.27,18.16,2020-12-05,Ambala,2020
25.9,13.43,1.59,2.36,0.0,40.49,18.17,2020-12-06,Ambala,2020
25.72,13.02,2.28,4.78,0.0,42.13,17.64,2020-12-07,Ambala,2020
25.95,14.41,1.2,2.28,0.0,39.31,18.63,2020-12-08,Ambala,2020
27.09,13.76,1.88,3.85,0.01,43.06,19.13,2020-12-09,Ambala,2020
26.73,14.22,1.82,3.41,0.0,47.54,19.06,2020-12-10,Ambala,2020
26.5,13.67,1.28,2.24,0.11,44.59,19.06,2020-12-11,Ambala,2020
21.41,11.88,1.5,2.5,8.91,66.27,16.27,2020-12-12,Ambala,2020
20.84,8.34,1.68,2.83,0.01,63.37,13.39,2020-12-13,Ambala,2020
20.55,7.18,1.74,2.84,0.0,55.03,12.11,2020-12-14,Ambala,2020
19.15,6.73,1.31,2.29,0.0,46.69,11.38,2020-12-15,Ambala,2020
19.16,6.04,2.61,4.18,0.0,45.88,10.83,2020-12-16,Ambala,2020
19.15,4.5,2.69,3.81,0.0,40.09,10.46,2020-12-17,Ambala,2020
19.9,5.21,2.89,4.76,0.0,35.38,10.89,2020-12-18,Ambala,2020
21.61,5.17,2.7,4.96,0.0,31.53,11.69,2020-12-19,Ambala,2020
23.91,7.47,2.66,5.26,0.0,30.1,13.86,2020-12-20,Ambala,2020
20.86,9.29,1.8,2.8,0.0,38.05,13.52,2020-12-21,Ambala,2020
23.95,8.94,1.73,3.05,0.0,39.2,14.29,2020-12-22,Ambala,2020
22.76,9.56,1.38,2.73,0.0,36.57,14.16,2020-12-23,Ambala,2020
21.59,8.5,1.65,3.03,0.0,38.84,13.38,2020-12-24,Ambala,2020
22.43,7.41,1.93,4.02,0.0,41.77,12.95,2020-12-25,Ambala,2020
22.33,9.33,1.48,2.77,0.0,33.04,13.81,2020-12-26,Ambala,2020
21.0,9.45,1.81,3.72,2.89,38.93,14.12,2020-12-27,Ambala,2020
15.85,5.6,1.14,1.45,1.15,61.94,9.56,2020-12-28,Ambala,2020
18.36,5.5,1.93,3.12,0.0,50.52,10.17,2020-12-29,Ambala,2020
18.64,3.96,1.51,2.03,0.0,46.56,9.7,2020-12-30,Ambala,2020
23.16,5.89,1.38,2.32,0.0,35.24,12.26,2020-12-31,Ambala,2020
19.69,9.16,1.17,2.66,0.0,32.84,12.82,2021-01-01,Ambala,2020
16.35,9.26,1.44,2.72,2.74,55.1,12.72,2021-01-02,Ambala,2020
19.13,12.2,2.57,4.65,1.25,77.2,14.5,2021-01-03,Ambala,2020
23.38,12.13,2.07,3.68,0.76,73.28,16.62,2021-01-04,Ambala,2020
18.28,13.62,2.81,5.23,7.67,78.4,15.32,2021-01-05,Ambala,2020
22.11,12.12,1.71,2.89,9.46,75.64,15.62,2021-01-06,Ambala,2020
22.22,10.26,1.16,2.08,0.0,64.2,14.72,2021-01-07,Ambala,2020
22.06,10.4,0.97,1.96,0.0,57.02,14.71,2021-01-08,Ambala,2020
22.9,11.24,1.27,2.38,0.01,51.6,15.64,2021-01-09,Ambala,2020
21.12,8.97,1.84,3.08,0.0,57.74,13.72,2021-01-10,Ambala,2020
21.3,6.73,2.15,3.94,0.0,49.07,12.29,2021-01-11,Ambala,2020
21.21,5.56,2.63,4.69,0.0,48.76,11.9,2021-01-12,Ambala,2020
20.58,5.85,2.7,5.09,0.0,42.85,11.45,2021-01-13,Ambala,2020
21.8,6.06,1.55,4.03,0.0,38.58,12.89,2021-01-14,Ambala,2020
21.37,8.45,1.15,1.75,0.0,40.9,13.53,2021-01-15,Ambala,2020
23.97,8.31,1.79,3.63,0.0,39.25,13.79,2021-01-16,Ambala,2020
19.67,6.22,2.05,4.36,0.0,40.52,11.7,2021-01-17,Ambala,2020
18.83,8.12,1.2,1.91,0.0,39.47,13.39,2021-01-18,Ambala,2020
23.92,9.83,2.51,4.38,0.0,42.77,15.01,2021-01-19,Ambala,2020
22.96,8.45,3.31,6.25,0.0,45.73,13.94,2021-01-20,Ambala,2020
22.24,7.24,2.88,5.98,0.0,42.97,13.28,2021-01-21,Ambala,2020
21.77,7.1,1.67,2.86,0.0,36.57,13.47,2021-01-22,Ambala,2020
21.78,9.81,2.55,5.49,0.58,38.74,14.46,2021-01-23,Ambala,2020
20.28,8.52,1.17,2.32,0.13,51.23,12.61,2021-01-24,Ambala,2020
20.78,7.25,1.11,2.02,0.0,47.7,12.45,2021-01-25,Ambala,2020
21.66,7.44,1.54,2.67,0.0,42.95,12.63,2021-01-26,Ambala,2020
22.31,6.45,1.85,3.37,0.0,35.88,12.77,2021-01-27,Ambala,2020
21.26,7.03,1.38,2.78,0.0,33.6,12.66,2021-01-28,Ambala,2020
20.03,5.48,2.81,5.32,0.0,41.12,11.57,2021-01-29,Ambala,2020
21.23,5.99,2.87,5.22,0.0,40.09,12.17,2021-01-30,Ambala,2020
22.85,6.81,1.88,3.56,0.0,36.44,13.46,2021-01-31,Ambala,2020
23.74,9.05,2.27,4.66,0.0,33.63,14.66,2021-02-01,Ambala,2020
24.59,9.84,1.55,2.78,0.0,33.67,15.85,2021-02-02,Ambala,2020
24.6,9.99,2.12,3.96,0.89,40.43,15.65,2021-02-03,Ambala,2020
19.28,8.32,1.47,2.24,20.62,59.51,13.37,2021-02-04,Ambala,2020
18.69,7.64,1.27,1.85,1.18,63.07,12.05,2021-02-05,Ambala,2020
20.86,6.4,2.64,4.73,0.0,55.59,12.61,2021-02-06,Ambala,2020
23.03,7.22,2.55,4.39,0.0,48.56,13.84,2021-02-07,Ambala,2020
25.2,9.8,1.96,3.84,0.0,42.11,15.66,2021-02-08,Ambala,2020
25.28,10.44,2.32,4.49,0.0,44.38,16.71,2021-02-09,Ambala,2020
25.56,12.25,1.5,2.53,0.0,41.87,17.04,2021-02-10,Ambala,2020
