max_temp_day,min_temp_night,wind_speed_avg,wind_speed_max,precipitation,relative_humidity,mean_temp,date,district,year
36.03,23.61,1.77,3.45,0.0,64.21,29.44,2024-10-01,Bhiwani,2024
36.68,23.26,1.91,4.0,0.0,59.13,29.43,2024-10-02,Bhiwani,2024
36.99,21.79,1.68,3.26,0.0,51.42,29.27,2024-10-03,Bhiwani,2024
37.06,21.69,1.58,3.02,0.03,56.84,29.42,2024-10-04,Bhiwani,2024
35.98,23.81,1.84,3.75,0.83,59.87,29.79,2024-10-05,Bhiwani,2024
35.56,22.47,1.74,2.92,0.09,57.28,28.17,2024-10-06,Bhiwani,2024
35.53,22.2,1.06,1.84,0.0,57.36,28.01,2024-10-07,Bhiwani,2024
35.8,22.26,1.02,2.03,0.0,58.46,27.74,2024-10-08,Bhiwani,2024
34.96,22.23,1.28,2.36,0.02,57.58,27.63,2024-10-09,Bhiwani,2024
35.04,22.31,1.43,2.69,0.0,53.86,27.46,2024-10-10,Bhiwani,2024
34.89,19.99,1.66,3.27,0.0,47.82,26.81,2024-10-11,Bhiwani,2024
35.01,20.0,1.41,2.6,0.0,44.38,26.81,2024-10-12,Bhiwani,2024
34.7,19.22,1.15,1.75,0.0,46.22,26.54,2024-10-13,Bhiwani,2024
34.4,19.57,1.44,2.96,0.0,57.0,26.68,2024-10-14,Bhiwani,2024
34.96,21.33,1.39,3.41,0.01,42.76,27.53,2024-10-15,Bhiwani,2024
35.76,18.52,1.37,2.53,0.0,40.43,27.61,2024-10-16,Bhiwani,2024
36.54,22.46,1.03,1.81,0.0,41.1,28.28,2024-10-17,Bhiwani,2024
36.15,20.84,0.97,1.24,0.0,46.98,27.44,2024-10-18,Bhiwani,2024
36.11,20.4,1.34,2.7,0.0,49.15,27.68,2024-10-19,Bhiwani,2024
35.51,20.43,1.28,2.06,0.0,48.75,26.57,2024-10-20,Bhiwani,2024
34.6,19.35,1.21,1.8,0.08,61.95,25.68,2024-10-21,Bhiwani,2024
34.33,20.43,1.18,1.82,0.03,60.0,26.24,2024-10-22,Bhiwani,2024
34.28,21.35,1.5,2.97,0.0,49.99,26.39,2024-10-23,Bhiwani,2024
34.96,18.35,2.35,4.25,0.0,54.55,25.52,2024-10-24,Bhiwani,2024
36.08,19.43,2.03,4.23,0.0,51.43,26.3,2024-10-25,Bhiwani,2024
35.62,20.32,1.66,3.52,0.0,45.35,26.83,2024-10-26,Bhiwani,2024
34.73,19.15,1.39,2.11,0.0,54.62,25.92,2024-10-27,Bhiwani,2024
34.84,19.82,1.91,2.78,0.0,65.07,26.27,2024-10-28,Bhiwani,2024
36.06,20.45,1.23,2.23,0.0,61.72,27.51,2024-10-29,Bhiwani,2024
36.77,23.21,1.12,2.22,0.0,47.64,28.47,2024-10-30,Bhiwani,2024
35.1,20.45,1.97,3.6,0.0,48.63,26.2,2024-10-31,Bhiwani,2024
34.57,17.57,2.17,4.35,0.0,39.14,25.4,2024-11-01,Bhiwani,2024
34.17,20.05,1.18,1.89,0.0,40.34,25.81,2024-11-02,Bhiwani,2024
33.65,17.45,1.22,1.77,0.0,48.43,24.16,2024-11-03,Bhiwani,2024
