operational_date,train_years,val_years,test_years,train_rmse,train_mae,train_mape,train_r2,val_rmse,val_mae,val_mape,val_r2,test_rmse,test_mae,test_mape,test_r2,epochs_ran,best_epoch,prediction_file,count_accurate,count_moderate,count_serious,count_extreme
02-15,"[2017, 2018, 2019, 2020]",[2021],[2022],315.69940185546875,258.8521728515625,6.604388236999512,0.7984741336350694,417.0692443847656,338.95953369140625,8.939467430114746,0.18259986875580136,525.7142944335938,422.24542236328125,10.548749923706055,0.21699485790971118,2,2,experiments\lr_verify\predictions\predictions_lr_opdate_02-15.csv,12,24,30,53
