"Dist Code","Year","State Code","State Name","Dist Name","NITROGEN RABI CONSUMPTION (tons)","PHOSPHATE RABI CONSUMPTION (tons)","POTASH RABI CONSUMPTION (tons)","TOTAL RABI CONSUMPTION (tons)"
"209","2014","12","Uttar Pradesh","Fatehpur","29807.0","9150.0","2017.0","40974.0"
"209","2015","12","Uttar Pradesh","Fatehpur","23143.0","8785.0","1929.0","33857.0"
"209","2016","12","Uttar Pradesh","Fatehpur","27253.0","11754.0","2022.0","41029.0"
"209","2017","12","Uttar Pradesh","Fatehpur","29647.0","15969.0","1726.0","47342.0"
"210","2010","12","Uttar Pradesh","Allahabad","75454.0","20436.0","4555.0","100445.0"
"210","2011","12","Uttar Pradesh","Allahabad","70215.0","17706.0","4860.0","92781.0"
"210","2012","12","Uttar Pradesh","Allahabad","44226.0","15762.0","1139.0","61127.0"
"210","2013","12","Uttar Pradesh","Allahabad","37752.0","12025.0","1547.0","51324.0"
"210","2014","12","Uttar Pradesh","Allahabad","42140.0","12936.0","2851.0","57927.0"
"210","2015","12","Uttar Pradesh","Allahabad","32718.0","12420.0","2727.0","47865.0"
"210","2016","12","Uttar Pradesh","Allahabad","38529.0","16617.0","2859.0","58005.0"
"210","2017","12","Uttar Pradesh","Allahabad","68354.0","29573.0","7152.0","105079.0"
"211","2010","12","Uttar Pradesh","Jhansi","29499.0","16535.0","1554.0","47588.0"
"211","2011","12","Uttar Pradesh","Jhansi","36415.0","20751.0","409.0","57575.0"
"211","2012","12","Uttar Pradesh","Jhansi","75699.0","26978.0","1950.0","104627.0"
"211","2013","12","Uttar Pradesh","Jhansi","64618.0","20582.0","2648.0","87848.0"
"211","2014","12","Uttar Pradesh","Jhansi","72129.0","22141.0","4880.0","99150.0"
"211","2015","12","Uttar Pradesh","Jhansi","56002.0","21258.0","4668.0","81928.0"
"211","2016","12","Uttar Pradesh","Jhansi","65948.0","28442.0","4893.0","99283.0"
"211","2017","12","Uttar Pradesh","Jhansi","43469.0","42740.0","2053.0","88262.0"
"213","2010","12","Uttar Pradesh","Jalaun","22910.0","5475.0","836.0","29221.0"
"213","2011","12","Uttar Pradesh","Jalaun","21422.0","8081.0","211.0","29714.0"
"213","2012","12","Uttar Pradesh","Jalaun","38703.0","13793.0","997.0","53493.0"
"213","2013","12","Uttar Pradesh","Jalaun","33038.0","10523.0","1354.0","44915.0"
"213","2014","12","Uttar Pradesh","Jalaun","36878.0","11320.0","2495.0","50693.0"
"213","2015","12","Uttar Pradesh","Jalaun","28633.0","10869.0","2387.0","41889.0"
"213","2016","12","Uttar Pradesh","Jalaun","33718.0","14542.0","2502.0","50762.0"
"213","2017","12","Uttar Pradesh","Jalaun","25946.0","16230.0","1041.0","43217.0"
"214","2010","12","Uttar Pradesh","Hamirpur","11099.0","6484.0","1377.0","18960.0"
"214","2011","12","Uttar Pradesh","Hamirpur","14645.0","6661.0","399.0","21705.0"
"214","2012","12","Uttar Pradesh","Hamirpur","56324.0","20073.0","1452.0","77849.0"
"214","2013","12","Uttar Pradesh","Hamirpur","48079.0","15313.0","1970.0","65362.0"
"214","2014","12","Uttar Pradesh","Hamirpur","53667.0","16474.0","3632.0","73773.0"
"214","2015","12","Uttar Pradesh","Hamirpur","41668.0","15817.0","3474.0","60959.0"
"214","2016","12","Uttar Pradesh","Hamirpur","49068.0","21163.0","3641.0","73872.0"
"214","2017","12","Uttar Pradesh","Hamirpur","24964.0","18356.0","1433.0","44753.0"
"215","2010","12","Uttar Pradesh","Banda","13332.0","6732.0","1341.0","21405.0"
"215","2011","12","Uttar Pradesh","Banda","18180.0","9407.0","451.0","28038.0"
"215","2012","12","Uttar Pradesh","Banda","49805.0","17750.0","1283.0","68838.0"
"215","2013","12","Uttar Pradesh","Banda","42514.0","13541.0","1742.0","57797.0"
"215","2014","12","Uttar Pradesh","Banda","47455.0","14567.0","3211.0","65233.0"
"215","2015","12","Uttar Pradesh","Banda","36845.0","13986.0","3072.0","53903.0"
"215","2016","12","Uttar Pradesh","Banda","43389.0","18713.0","3219.0","65321.0"
"215","2017","12","Uttar Pradesh","Banda","21972.0","16693.0","1524.0","40189.0"
"216","2010","12","Uttar Pradesh","Varanasi","49572.0","19268.0","5542.0","74382.0"
"216","2011","12","Uttar Pradesh","Varanasi","46943.0","16575.0","3073.0","66591.0"
"216","2012","12","Uttar Pradesh","Varanasi","30455.0","10854.0","785.0","42094.0"
"216","2013","12","Uttar Pradesh","Varanasi","25997.0","8280.0","1066.0","35343.0"
"216","2014","12","Uttar Pradesh","Varanasi","29018.0","8908.0","1964.0","39890.0"
"216","2015","12","Uttar Pradesh","Varanasi","22530.0","8552.0","1878.0","32960.0"
"216","2016","12","Uttar Pradesh","Varanasi","20939.0","9031.0","1553.0","31523.0"
"216","2017","12","Uttar Pradesh","Varanasi","36953.0","15707.0","1759.0","54419.0"
"217","2010","12","Uttar Pradesh","Mirzpur","17963.0","8701.0","1637.0","28301.0"
"217","2011","12","Uttar Pradesh","Mirzpur","21844.0","10880.0","1729.0","34453.0"
"217","2012","12","Uttar Pradesh","Mirzpur","29357.0","10462.0","757.0","40576.0"
"217","2013","12","Uttar Pradesh","Mirzpur","25059.0","7981.0","1027.0","34067.0"
"217","2014","12","Uttar Pradesh","Mirzpur","27971.0","8587.0","1893.0","38451.0"
"217","2015","12","Uttar Pradesh","Mirzpur","21718.0","8244.0","1811.0","31773.0"
"217","2016","12","Uttar Pradesh","Mirzpur","25575.0","11030.0","1898.0","38503.0"
"217","2017","12","Uttar Pradesh","Mirzpur","20081.0","13755.0","1116.0","34952.0"
"218","2010","12","Uttar Pradesh","Jaunpur","26387.0","9345.0","1072.0","36804.0"
"218","2011","12","Uttar Pradesh","Jaunpur","25776.0","8684.0","968.0","35428.0"
"218","2012","12","Uttar Pradesh","Jaunpur","30024.0","10700.0","774.0","41498.0"
"218","2013","12","Uttar Pradesh","Jaunpur","25629.0","8163.0","1050.0","34842.0"
"218","2014","12","Uttar Pradesh","Jaunpur","28608.0","8782.0","1936.0","39326.0"
"218","2015","12","Uttar Pradesh","Jaunpur","22212.0","8431.0","1852.0","32495.0"
"218","2016","12","Uttar Pradesh","Jaunpur","26156.0","11281.0","1941.0","39378.0"
"218","2017","12","Uttar Pradesh","Jaunpur","29382.0","13357.0","1559.0","44298.0"
"219","2010","12","Uttar Pradesh","Ghazipur","20594.0","7550.0","1372.0","29516.0"
"219","2011","12","Uttar Pradesh","Ghazipur","23162.0","7974.0","608.0","31744.0"
"219","2012","12","Uttar Pradesh","Ghazipur","26869.0","9576.0","692.0","37137.0"
"219","2013","12","Uttar Pradesh","Ghazipur","22936.0","7305.0","940.0","31181.0"
"219","2014","12","Uttar Pradesh","Ghazipur","25602.0","7859.0","1732.0","35193.0"
"219","2015","12","Uttar Pradesh","Ghazipur","19878.0","7545.0","1657.0","29080.0"
"219","2016","12","Uttar Pradesh","Ghazipur","23408.0","10096.0","1737.0","35241.0"
"219","2017","12","Uttar Pradesh","Ghazipur","22231.0","12507.0","1212.0","35950.0"
"220","2010","12","Uttar Pradesh","Ballia","20599.0","6996.0","999.0","28594.0"
"220","2011","12","Uttar Pradesh","Ballia","22637.0","7238.0","623.0","30498.0"
"220","2012","12","Uttar Pradesh","Ballia","23443.0","8355.0","604.0","32402.0"
"220","2013","12","Uttar Pradesh","Ballia","20011.0","6374.0","820.0","27205.0"
"220","2014","12","Uttar Pradesh","Ballia","22338.0","6857.0","1512.0","30707.0"
"220","2015","12","Uttar Pradesh","Ballia","17343.0","6583.0","1446.0","25372.0"
"220","2016","12","Uttar Pradesh","Ballia","20423.0","8808.0","1515.0","30746.0"
"220","2017","12","Uttar Pradesh","Ballia","23189.0","12272.0","1425.0","36886.0"
"221","2010","12","Uttar Pradesh","Gorakhpur","62353.0","21973.0","5719.0","90045.0"
"221","2011","12","Uttar Pradesh","Gorakhpur","64412.0","16464.0","4405.0","85281.0"
"221","2012","12","Uttar Pradesh","Gorakhpur","47696.0","16998.0","1230.0","65924.0"
"221","2013","12","Uttar Pradesh","Gorakhpur","40713.0","12967.0","1668.0","55348.0"
"221","2014","12","Uttar Pradesh","Gorakhpur","45446.0","13950.0","3075.0","62471.0"
"221","2015","12","Uttar Pradesh","Gorakhpur","35285.0","13394.0","2941.0","51620.0"
"221","2016","12","Uttar Pradesh","Gorakhpur","41552.0","17921.0","3083.0","62556.0"
"221","2017","12","Uttar Pradesh","Gorakhpur","59347.0","20605.0","4097.0","84049.0"
"222","2010","12","Uttar Pradesh","Deoria","49375.0","22219.0","6120.0","77714.0"
"222","2011","12","Uttar Pradesh","Deoria","55801.0","17996.0","4926.0","78723.0"
"222","2012","12","Uttar Pradesh","Deoria","46142.0","16445.0","1189.0","63776.0"
"222","2013","12","Uttar Pradesh","Deoria","39387.0","12545.0","1614.0","53546.0"
"222","2014","12","Uttar Pradesh","Deoria","43966.0","13496.0","2975.0","60437.0"
"222","2015","12","Uttar Pradesh","Deoria","34136.0","12958.0","2846.0","49940.0"
"222","2016","12","Uttar Pradesh","Deoria","40198.0","17336.0","2983.0","60517.0"
"222","2017","12","Uttar Pradesh","Deoria","40473.0","17314.0","3067.0","60854.0"
"223","2010","12","Uttar Pradesh","Basti","54739.0","16764.0","5317.0","76820.0"
"223","2011","12","Uttar Pradesh","Basti","57226.0","21396.0","5713.0","84335.0"
"223","2012","12","Uttar Pradesh","Basti","58547.0","20866.0","1509.0","80922.0"
"223","2013","12","Uttar Pradesh","Basti","49977.0","15917.0","2048.0","67942.0"
"223","2014","12","Uttar Pradesh","Basti","55785.0","17124.0","3775.0","76684.0"
"223","2015","12","Uttar Pradesh","Basti","43313.0","16441.0","3611.0","63365.0"
"223","2016","12","Uttar Pradesh","Basti","51006.0","21998.0","3785.0","76789.0"
"223","2017","12","Uttar Pradesh","Basti","60290.0","24079.0","3314.0","87683.0"
"224","2010","12","Uttar Pradesh","Azamgarh","38853.0","14285.0","3071.0","56209.0"
"224","2011","12","Uttar Pradesh","Azamgarh","38008.0","12980.0","1099.0","52087.0"
"224","2012","12","Uttar Pradesh","Azamgarh","47706.0","17002.0","1229.0","65937.0"
"224","2013","12","Uttar Pradesh","Azamgarh","40723.0","12971.0","1669.0","55363.0"
"224","2014","12","Uttar Pradesh","Azamgarh","45456.0","13954.0","3076.0","62486.0"
"224","2015","12","Uttar Pradesh","Azamgarh","35293.0","13397.0","2942.0","51632.0"
"224","2016","12","Uttar Pradesh","Azamgarh","41561.0","17925.0","3084.0","62570.0"
"224","2017","12","Uttar Pradesh","Azamgarh","44667.0","22710.0","2492.0","69869.0"
"225","2010","12","Uttar Pradesh","Lucknow","19030.0","6175.0","2250.0","27455.0"
"225","2011","12","Uttar Pradesh","Lucknow","19375.0","5905.0","397.0","25677.0"
"225","2012","12","Uttar Pradesh","Lucknow","12775.0","4553.0","329.0","17657.0"
"225","2013","12","Uttar Pradesh","Lucknow","10905.0","3473.0","447.0","14825.0"
"225","2014","12","Uttar Pradesh","Lucknow","12173.0","3737.0","824.0","16734.0"
"225","2015","12","Uttar Pradesh","Lucknow","9451.0","3588.0","788.0","13827.0"
"225","2016","12","Uttar Pradesh","Lucknow","11130.0","4800.0","826.0","16756.0"
"225","2017","12","Uttar Pradesh","Lucknow","12241.0","7792.0","421.0","20454.0"
"226","2010","12","Uttar Pradesh","Unnao","25062.0","8050.0","1109.0","34221.0"
"226","2011","12","Uttar Pradesh","Unnao","24535.0","6749.0","224.0","31508.0"
"226","2012","12","Uttar Pradesh","Unnao","33286.0","11863.0","858.0","46007.0"
"226","2013","12","Uttar Pradesh","Unnao","28414.0","9050.0","1164.0","38628.0"
"226","2014","12","Uttar Pradesh","Unnao","31716.0","9736.0","2146.0","43598.0"
"226","2015","12","Uttar Pradesh","Unnao","24625.0","9347.0","2053.0","36025.0"
"226","2016","12","Uttar Pradesh","Unnao","28998.0","12507.0","2152.0","43657.0"
"226","2017","12","Uttar Pradesh","Unnao","24728.0","12431.0","945.0","38104.0"
"227","2010","12","Uttar Pradesh","Rae-Bareily","23305.0","7283.0","1091.0","31679.0"
"227","2011","12","Uttar Pradesh","Rae-Bareily","23954.0","6037.0","526.0","30517.0"
"227","2012","12","Uttar Pradesh","Rae-Bareily","27217.0","9700.0","701.0","37618.0"
"227","2013","12","Uttar Pradesh","Rae-Bareily","23233.0","7400.0","952.0","31586.0"
"227","2014","12","Uttar Pradesh","Rae-Bareily","25934.0","7961.0","1755.0","35650.0"
"227","2015","12","Uttar Pradesh","Rae-Bareily","20136.0","7643.0","1679.0","29457.0"
"227","2016","12","Uttar Pradesh","Rae-Bareily","23712.0","10226.0","1760.0","35698.0"
"227","2017","12","Uttar Pradesh","Rae-Bareily","41832.0","23054.0","2262.0","67149.0"
"228","2010","12","Uttar Pradesh","Sitapur","39468.0","13771.0","3129.0","56368.0"
"228","2011","12","Uttar Pradesh","Sitapur","40679.0","15264.0","1817.0","57760.0"
"228","2012","12","Uttar Pradesh","Sitapur","52074.0","18558.0","1342.0","71974.0"
"228","2013","12","Uttar Pradesh","Sitapur","44451.0","14158.0","1821.0","60430.0"
"228","2014","12","Uttar Pradesh","Sitapur","49618.0","15231.0","3358.0","68207.0"
"228","2015","12","Uttar Pradesh","Sitapur","38524.0","14623.0","3211.0","56358.0"
"228","2016","12","Uttar Pradesh","Sitapur","45366.0","19566.0","3366.0","68298.0"
"228","2017","12","Uttar Pradesh","Sitapur","37483.0","19991.0","1904.0","59378.0"
"229","2010","12","Uttar Pradesh","Hardoi","37234.0","12297.0","2353.0","51884.0"
"229","2011","12","Uttar Pradesh","Hardoi","32834.0","9103.0","923.0","42860.0"
"229","2012","12","Uttar Pradesh","Hardoi","49896.0","17782.0","1286.0","68964.0"
"229","2013","12","Uttar Pradesh","Hardoi","42592.0","13566.0","1745.0","57903.0"
"229","2014","12","Uttar Pradesh","Hardoi","47543.0","14594.0","3217.0","65354.0"
"229","2015","12","Uttar Pradesh","Hardoi","36913.0","14012.0","3077.0","54002.0"
"229","2016","12","Uttar Pradesh","Hardoi","43469.0","18747.0","3225.0","65441.0"
"229","2017","12","Uttar Pradesh","Hardoi","46898.0","24742.0","1928.0","73568.0"
"230","2010","12","Uttar Pradesh","Kheri","38237.0","11768.0","1890.0","51895.0"
"230","2011","12","Uttar Pradesh","Kheri","31663.0","9102.0","758.0","41523.0"
"230","2012","12","Uttar Pradesh","Kheri","61579.0","21945.0","1587.0","85111.0"
"230","2013","12","Uttar Pradesh","Kheri","52564.0","16742.0","2154.0","71460.0"
"230","2014","12","Uttar Pradesh","Kheri","58674.0","18011.0","3970.0","80655.0"
"230","2015","12","Uttar Pradesh","Kheri","45556.0","17293.0","3798.0","66647.0"
"230","2016","12","Uttar Pradesh","Kheri","53646.0","23137.0","3981.0","80764.0"
"230","2017","12","Uttar Pradesh","Kheri","27376.0","10391.0","2270.0","40037.0"
"231","2010","12","Uttar Pradesh","Faizabad","48623.0","14686.0","2949.0","66258.0"
"231","2011","12","Uttar Pradesh","Faizabad","39879.0","14503.0","1850.0","56232.0"
"231","2012","12","Uttar Pradesh","Faizabad","41461.0","14776.0","1068.0","57305.0"
"231","2013","12","Uttar Pradesh","Faizabad","35392.0","11272.0","1451.0","48115.0"
"231","2014","12","Uttar Pradesh","Faizabad","39506.0","12127.0","2673.0","54306.0"
"231","2015","12","Uttar Pradesh","Faizabad","30673.0","11644.0","2557.0","44874.0"
"231","2016","12","Uttar Pradesh","Faizabad","36120.0","15578.0","2680.0","54378.0"
"231","2017","12","Uttar Pradesh","Faizabad","38032.0","17801.0","3361.0","59194.0"
"232","2010","12","Uttar Pradesh","Gonda","39022.0","13458.0","3407.0","55887.0"
"232","2011","12","Uttar Pradesh","Gonda","39123.0","14188.0","2257.0","55568.0"
"232","2012","12","Uttar Pradesh","Gonda","58778.0","20947.0","1514.0","81239.0"
"232","2013","12","Uttar Pradesh","Gonda","50173.0","15981.0","2056.0","68210.0"
"232","2014","12","Uttar Pradesh","Gonda","56005.0","17192.0","3790.0","76987.0"
"232","2015","12","Uttar Pradesh","Gonda","43484.0","16506.0","3625.0","63615.0"
"232","2016","12","Uttar Pradesh","Gonda","51206.0","22084.0","3800.0","77090.0"
"232","2017","12","Uttar Pradesh","Gonda","39507.0","16223.0","3293.0","59023.0"
"233","2010","12","Uttar Pradesh","Bahraich","20077.0","9068.0","4158.0","33303.0"
"233","2011","12","Uttar Pradesh","Bahraich","21093.0","11308.0","3616.0","36017.0"
"233","2012","12","Uttar Pradesh","Bahraich","46918.0","16721.0","1209.0","64848.0"
"233","2013","12","Uttar Pradesh","Bahraich","40050.0","12757.0","1641.0","54448.0"
"233","2014","12","Uttar Pradesh","Bahraich","44705.0","13723.0","3026.0","61454.0"
"233","2015","12","Uttar Pradesh","Bahraich","34710.0","13176.0","2893.0","50779.0"
"233","2016","12","Uttar Pradesh","Bahraich","40875.0","17628.0","3033.0","61536.0"
"233","2017","12","Uttar Pradesh","Bahraich","32751.0","17631.0","5226.0","55608.0"
"234","2010","12","Uttar Pradesh","Sultanpur","19227.0","7871.0","1445.0","28543.0"
"234","2011","12","Uttar Pradesh","Sultanpur","20365.0","7759.0","998.0","29122.0"
"234","2012","12","Uttar Pradesh","Sultanpur","26962.0","9608.0","695.0","37265.0"
"234","2013","12","Uttar Pradesh","Sultanpur","23015.0","7330.0","944.0","31288.0"
"234","2014","12","Uttar Pradesh","Sultanpur","25689.0","7886.0","1739.0","35314.0"
"234","2015","12","Uttar Pradesh","Sultanpur","19946.0","7571.0","1662.0","29180.0"
"234","2016","12","Uttar Pradesh","Sultanpur","23489.0","10131.0","1742.0","35362.0"
"234","2017","12","Uttar Pradesh","Sultanpur","28620.0","15221.0","1176.0","45016.0"
"235","2010","12","Uttar Pradesh","Pratapgarh","18952.0","6254.0","1698.0","26904.0"
"235","2011","12","Uttar Pradesh","Pratapgarh","17748.0","7311.0","1331.0","26390.0"
"235","2012","12","Uttar Pradesh","Pratapgarh","20565.0","7329.0","530.0","28424.0"
"235","2013","12","Uttar Pradesh","Pratapgarh","17555.0","5591.0","719.0","23865.0"
"235","2014","12","Uttar Pradesh","Pratapgarh","19595.0","6015.0","1326.0","26936.0"
"235","2015","12","Uttar Pradesh","Pratapgarh","15214.0","5775.0","1268.0","22257.0"
"235","2016","12","Uttar Pradesh","Pratapgarh","17916.0","7727.0","1329.0","26972.0"
"235","2017","12","Uttar Pradesh","Pratapgarh","21558.0","9396.0","1939.0","32893.0"
"236","2010","12","Uttar Pradesh","Barabanki","34417.0","12050.0","2320.0","48787.0"
"236","2011","12","Uttar Pradesh","Barabanki","32538.0","8091.0","857.0","41486.0"
"236","2012","12","Uttar Pradesh","Barabanki","34082.0","12146.0","878.0","47106.0"
"236","2013","12","Uttar Pradesh","Barabanki","29093.0","9266.0","1192.0","39551.0"
"236","2014","12","Uttar Pradesh","Barabanki","32475.0","9969.0","2198.0","44642.0"
"236","2015","12","Uttar Pradesh","Barabanki","25214.0","9571.0","2102.0","36887.0"
"236","2016","12","Uttar Pradesh","Barabanki","29692.0","12806.0","2203.0","44701.0"
"236","2017","12","Uttar Pradesh","Barabanki","31709.0","11659.0","1887.0","45255.0"
