operational_date,train_years,val_years,test_years,train_rmse,train_mae,train_mape,train_r2,val_rmse,val_mae,val_mape,val_r2,test_rmse,test_mae,test_mape,test_r2,prediction_file,count_accurate,count_moderate,count_serious,count_extreme
02-15,"[2017, 2018, 2019, 2020]",[2021],[2022],207.86227416992188,157.1638641357422,4.038796424865723,0.9126355834031805,452.25469970703125,329.2787780761719,8.411221504211426,0.0388647258352286,369.8275451660156,275.7236022949219,7.309479236602783,0.6125072232674348,,27,33,32,27
