state,district,year,time_step,start_date,end_date,B7,B8,B8A,B12,image_count,mean_cloud_cover,quality_flag
Haryana,Hisar,2022,0,2022-10-01,2022-10-06,0.26888498408131384,0.25261393522253883,0.2916473690406569,0.13001224227860084,6,0.10327446760546156,valid
Haryana,Hisar,2022,1,2022-10-06,2022-10-11,0.2890050785398659,0.2758644803166412,0.3142017396573905,0.1373626430058065,3,0.0,valid
Haryana,Hisar,2022,2,2022-10-11,2022-10-16,0.2497088863059911,0.2408984682939145,0.270995335854355,0.1477585929630658,3,0.0,valid
Haryana,Hisar,2022,3,2022-10-16,2022-10-21,0.2531234359767091,0.247133614035276,0.2771185772612905,0.15479588362486282,6,0.0,valid
Haryana,Hisar,2022,4,2022-10-21,2022-10-26,0.24795545014261836,0.2403129299069363,0.26981054859062664,0.16161951232790342,6,0.0,valid
Haryana,Hisar,2022,5,2022-10-26,2022-10-31,0.2397492326271641,0.2344895223901443,0.2612104642603681,0.1684671022327704,6,0.0,valid
Haryana,Hisar,2022,6,2022-10-31,2022-11-05,0.2601812989304632,0.2436001839582679,0.2747946035338865,0.1706337979096874,6,0.6194115855957648,valid
Haryana,Hisar,2022,7,2022-11-05,2022-11-10,0.23387303999041328,0.22257482416330954,0.2533626695929301,0.16804700524752883,3,6.085666197996186,valid
Haryana,Hisar,2022,8,2022-11-10,2022-11-15,0.22606346177684625,0.21353806071670942,0.24182546218392312,0.17062434888029393,6,3.4583065791603738,valid
Haryana,Hisar,2022,9,2022-11-15,2022-11-20,0.22682963855051028,0.21887273428716414,0.2425009931477597,0.177492945654489,6,4.2829725812447785,valid
Haryana,Hisar,2022,10,2022-11-20,2022-11-25,0.22391210174022635,0.21863453944662573,0.23654632806741924,0.17171422280823598,5,9.3188596526058,valid
Haryana,Hisar,2022,11,2022-11-25,2022-11-30,0.23095477376240503,0.226065648873738,0.24454708710071882,0.17255761883967016,6,2.1801116665012015,valid
Haryana,Hisar,2022,12,2022-11-30,2022-12-05,0.23442041159848562,0.22426444733610593,0.24529864936170692,0.15643910284198595,6,0.0,valid
Haryana,Hisar,2022,13,2022-12-05,2022-12-10,0.23974883456402402,0.22999677486257128,0.2522083402339266,0.14551165667715454,6,0.0,valid
Haryana,Hisar,2022,14,2022-12-10,2022-12-15,0.24981708370799352,0.23839561854698152,0.2619229373743773,0.13643679101484463,6,3.0740040032538265,valid
Haryana,Hisar,2022,15,2022-12-15,2022-12-20,0.2585164871363584,0.25117415384497127,0.2713898576931086,0.12764576684572468,6,0.0,valid
Haryana,Hisar,2022,16,2022-12-20,2022-12-25,,,,,0,,missing_bands
Haryana,Hisar,2022,17,2022-12-25,2022-12-30,0.25758944105709997,0.2476726486339021,0.27017168138967873,0.09869853007922894,3,18.799333268555202,valid
Haryana,Hisar,2022,18,2022-12-30,2023-01-04,0.27996311854329214,0.26300071858189866,0.29071299383626087,0.11837002892664282,3,9.193692864657617,valid
Haryana,Hisar,2022,19,2023-01-04,2023-01-09,,,,,0,,missing_bands
Haryana,Hisar,2022,20,2023-01-09,2023-01-14,0.28762507908236684,0.26770046063678643,0.2983493650566218,0.10199147831947884,2,10.209099688431895,valid
Haryana,Hisar,2022,21,2023-01-14,2023-01-19,0.27131789645136223,0.268421750156105,0.28492074614903495,0.08601946855409737,6,4.133106287907016,valid
