operational_date,train_years,val_years,test_years,train_rmse,train_mae,train_mape,train_r2,val_rmse,val_mae,val_mape,val_r2,test_rmse,test_mae,test_mape,test_r2,epochs_ran,best_epoch,train_seconds,model_total_params,model_trainable_params,embedding_file,prediction_file,season_issue_dates,seed
01-24,"[2017, 2018, 2019, 2020]",[2021],[2022],734.5213012695312,595.3331909179688,14.533868432044983,-0.09091792040336344,461.2864074707031,379.17352294921875,9.93569791316986,9.287710771210822e-05,604.8807983398438,484.4253234863281,12.377114593982697,-0.03658439728523222,120,107,955.1133222920034,10100993,10100993,/Users/aaryan/Downloads/ugp/experiments/horizon_sweep_01-24_seed42_10m_full120_live_2026-02-16/horizon_46d/embeddings/informer_gat_embeddings_opdate_01-24.npz,/Users/aaryan/Downloads/ugp/experiments/horizon_sweep_01-24_seed42_10m_full120_live_2026-02-16/horizon_46d/predictions/predictions_opdate_01-24.csv,"[{'season_year': 2017, 'target_date': '2018-01-24', 'issue_date': '2018-01-23', 'harvest_date': '2018-04-29', 'horizon_days': 46}, {'season_year': 2018, 'target_date': '2019-01-24', 'issue_date': '2019-01-23', 'harvest_date': '2019-04-29', 'horizon_days': 46}, {'season_year': 2019, 'target_date': '2020-01-24', 'issue_date': '2020-01-23', 'harvest_date': '2020-04-29', 'horizon_days': 46}, {'season_year': 2020, 'target_date': '2021-01-24', 'issue_date': '2021-01-23', 'harvest_date': '2021-04-29', 'horizon_days': 46}, {'season_year': 2021, 'target_date': '2022-01-24', 'issue_date': '2022-01-23', 'harvest_date': '2022-04-29', 'horizon_days': 46}, {'season_year': 2022, 'target_date': '2023-01-24', 'issue_date': '2023-01-23', 'harvest_date': '2023-04-29', 'horizon_days': 46}]",42
