clock,variant,view,head,alpha,candidate_weight,development_anchor_rmse,development_model_rmse,development_years_improved,development_cells_improved,eligible
jan15,no_future,response_tabular,residual,100.0,0.5,296.75187765522213,300.91866620943193,1,4,False
jan15,no_future,response_tabular,residual,100.0,0.75,296.75187765522213,310.2523791528676,1,3,False
jan15,no_future,response_tabular,residual,100.0,1.0,296.75187765522213,323.93503721808,0,2,False
jan15,no_future,response_tabular,residual,1000.0,0.0,296.75187765522213,296.75187765522213,0,0,False
jan15,no_future,response_tabular,residual,1000.0,0.1,296.75187765522213,298.25177048440565,1,4,False
jan15,no_future,response_tabular,residual,1000.0,0.25,296.75187765522213,301.2718424206466,1,3,False
jan15,no_future,response_tabular,residual,1000.0,0.5,296.75187765522213,308.2870558122893,1,3,False
jan15,no_future,response_tabular,residual,1000.0,0.75,296.75187765522213,317.6322309362448,1,3,False
jan15,no_future,response_tabular,residual,1000.0,1.0,296.75187765522213,329.108947128318,1,2,False
jan15,no_future,response_tabular,residual,10000.0,0.0,296.75187765522213,296.75187765522213,0,0,False
jan15,no_future,response_tabular,residual,10000.0,0.1,296.75187765522213,297.85174236208553,1,3,False
jan15,no_future,response_tabular,residual,10000.0,0.25,296.75187765522213,299.94183314824886,1,3,False
jan15,no_future,response_tabular,residual,10000.0,0.5,296.75187765522213,304.57088083447053,1,3,False
jan15,no_future,response_tabular,residual,10000.0,0.75,296.75187765522213,310.5746793152329,1,3,False
jan15,no_future,response_tabular,residual,10000.0,1.0,296.75187765522213,317.87534225031595,1,3,False
feb15,crop_only,response,change,100.0,0.0,296.75187765522213,296.75187765522213,0,0,False
feb15,crop_only,response,change,100.0,0.1,296.75187765522213,301.279175914742,0,0,False
feb15,crop_only,response,change,100.0,0.25,296.75187765522213,312.04385778146064,0,0,False
feb15,crop_only,response,change,100.0,0.5,296.75187765522213,339.33930098174125,0,0,False
feb15,crop_only,response,change,100.0,0.75,296.75187765522213,376.0333135864706,0,0,False
feb15,crop_only,response,change,100.0,1.0,296.75187765522213,419.6677785907192,0,0,False
feb15,crop_only,response,change,1000.0,0.0,296.75187765522213,296.75187765522213,0,0,False
feb15,crop_only,response,change,1000.0,0.1,296.75187765522213,299.9445809018346,0,2,False
feb15,crop_only,response,change,1000.0,0.25,296.75187765522213,308.1123205673656,0,1,False
feb15,crop_only,response,change,1000.0,0.5,296.75187765522213,329.90027066770864,0,1,False
feb15,crop_only,response,change,1000.0,0.75,296.75187765522213,360.228589086931,0,0,False
feb15,crop_only,response,change,1000.0,1.0,296.75187765522213,397.14549665356606,0,0,False
feb15,crop_only,response,change,10000.0,0.0,296.75187765522213,296.75187765522213,0,0,False
feb15,crop_only,response,change,10000.0,0.1,296.75187765522213,299.75492041740546,0,2,False
feb15,crop_only,response,change,10000.0,0.25,296.75187765522213,307.4814496828067,0,1,False
feb15,crop_only,response,change,10000.0,0.5,296.75187765522213,328.19317747647676,0,1,False
feb15,crop_only,response,change,10000.0,0.75,296.75187765522213,357.1546393666156,0,1,False
feb15,crop_only,response,change,10000.0,1.0,296.75187765522213,392.54409425695553,0,1,False
feb15,crop_only,response,direct,100.0,0.0,296.75187765522213,296.75187765522213,0,0,False
feb15,crop_only,response,direct,100.0,0.1,296.75187765522213,295.6318801578488,1,3,False
feb15,crop_only,response,direct,100.0,0.25,296.75187765522213,307.0528472532578,1,3,False
feb15,crop_only,response,direct,100.0,0.5,296.75187765522213,356.03750957003666,0,1,False
feb15,crop_only,response,direct,100.0,0.75,296.75187765522213,430.70343455259825,0,0,False
feb15,crop_only,response,direct,100.0,1.0,296.75187765522213,520.1054431074948,0,0,False
feb15,crop_only,response,direct,1000.0,0.0,296.75187765522213,296.75187765522213,0,0,False
feb15,crop_only,response,direct,1000.0,0.1,296.75187765522213,295.7909454273549,1,3,False
feb15,crop_only,response,direct,1000.0,0.25,296.75187765522213,307.83255919367497,1,3,False
feb15,crop_only,response,direct,1000.0,0.5,296.75187765522213,358.51879996183663,0,1,False
feb15,crop_only,response,direct,1000.0,0.75,296.75187765522213,435.18526304430856,0,1,False
feb15,crop_only,response,direct,1000.0,1.0,296.75187765522213,526.6045330552454,0,1,False
feb15,crop_only,response,direct,10000.0,0.0,296.75187765522213,296.75187765522213,0,0,False
feb15,crop_only,response,direct,10000.0,0.1,296.75187765522213,295.7031419485561,1,3,False
feb15,crop_only,response,direct,10000.0,0.25,296.75187765522213,313.44869109476883,1,3,False
feb15,crop_only,response,direct,10000.0,0.5,296.75187765522213,384.1582703049106,0,1,False
feb15,crop_only,response,direct,10000.0,0.75,296.75187765522213,485.8437618986281,0,1,False
feb15,crop_only,response,direct,10000.0,1.0,296.75187765522213,603.033858871518,0,0,False
feb15,crop_only,response,residual,100.0,0.0,296.75187765522213,296.75187765522213,0,0,False
feb15,crop_only,response,residual,100.0,0.1,296.75187765522213,298.1557548950323,1,1,False
feb15,crop_only,response,residual,100.0,0.25,296.75187765522213,301.0493190441688,1,1,False
feb15,crop_only,response,residual,100.0,0.5,296.75187765522213,307.90141724717586,0,1,False
feb15,crop_only,response,residual,100.0,0.75,296.75187765522213,317.1426297890038,0,1,False
feb15,crop_only,response,residual,100.0,1.0,296.75187765522213,328.5714338723845,0,1,False
feb15,crop_only,response,residual,1000.0,0.0,296.75187765522213,296.75187765522213,0,0,False
feb15,crop_only,response,residual,1000.0,0.1,296.75187765522213,297.381158760477,1,1,False
feb15,crop_only,response,residual,1000.0,0.25,296.75187765522213,298.84425490954885,1,1,False
feb15,crop_only,response,residual,1000.0,0.5,296.75187765522213,302.6425295838823,1,1,False
feb15,crop_only,response,residual,1000.0,0.75,296.75187765522213,308.08361357489133,1,1,False
feb15,crop_only,response,residual,1000.0,1.0,296.75187765522213,315.0824105115026,1,1,False
feb15,crop_only,response,residual,10000.0,0.0,296.75187765522213,296.75187765522213,0,0,False
feb15,crop_only,response,residual,10000.0,0.1,296.75187765522213,297.33747351851656,1,3,False
feb15,crop_only,response,residual,10000.0,0.25,296.75187765522213,298.5505172411025,1,3,False
feb15,crop_only,response,residual,10000.0,0.5,296.75187765522213,301.4516961097375,1,2,False
feb15,crop_only,response,residual,10000.0,0.75,296.75187765522213,305.42399728806987,1,2,False
feb15,crop_only,response,residual,10000.0,1.0,296.75187765522213,310.4263043636703,1,2,False
feb15,crop_only,response_tabular,change,100.0,0.0,296.75187765522213,296.75187765522213,0,0,False
feb15,crop_only,response_tabular,change,100.0,0.1,296.75187765522213,302.83163548565136,1,1,False
feb15,crop_only,response_tabular,change,100.0,0.25,296.75187765522213,321.71319260443295,0,1,False
feb15,crop_only,response_tabular,change,100.0,0.5,296.75187765522213,374.1903210763784,0,1,False
feb15,crop_only,response_tabular,change,100.0,0.75,296.75187765522213,444.5432837940739,0,1,False
feb15,crop_only,response_tabular,change,100.0,1.0,296.75187765522213,525.6428280051608,0,1,False
feb15,crop_only,response_tabular,change,1000.0,0.0,296.75187765522213,296.75187765522213,0,0,False
feb15,crop_only,response_tabular,change,1000.0,0.1,296.75187765522213,300.5961616694496,0,3,False
feb15,crop_only,response_tabular,change,1000.0,0.25,296.75187765522213,310.5063848077412,0,1,False
feb15,crop_only,response_tabular,change,1000.0,0.5,296.75187765522213,336.8561772946138,0,0,False
feb15,crop_only,response_tabular,change,1000.0,0.75,296.75187765522213,373.14244521013904,0,0,False
feb15,crop_only,response_tabular,change,1000.0,1.0,296.75187765522213,416.7778973433657,0,0,False
feb15,crop_only,response_tabular,change,10000.0,0.0,296.75187765522213,296.75187765522213,0,0,False
feb15,crop_only,response_tabular,change,10000.0,0.1,296.75187765522213,299.76887902129084,0,2,False
feb15,crop_only,response_tabular,change,10000.0,0.25,296.75187765522213,307.33416977158333,0,1,False
feb15,crop_only,response_tabular,change,10000.0,0.5,296.75187765522213,327.3501043774496,0,1,False
feb15,crop_only,response_tabular,change,10000.0,0.75,296.75187765522213,355.2084932432165,0,0,False
feb15,crop_only,response_tabular,change,10000.0,1.0,296.75187765522213,389.22903336950014,0,0,False
feb15,crop_only,response_tabular,direct,100.0,0.0,296.75187765522213,296.75187765522213,0,0,False
feb15,crop_only,response_tabular,direct,100.0,0.1,296.75187765522213,295.1722101143876,1,5,False
feb15,crop_only,response_tabular,direct,100.0,0.25,296.75187765522213,296.39639358989643,1,3,False
feb15,crop_only,response_tabular,direct,100.0,0.5,296.75187765522213,307.7810023577601,1,3,False
feb15,crop_only,response_tabular,direct,100.0,0.75,296.75187765522213,329.69174501290155,1,3,False
feb15,crop_only,response_tabular,direct,100.0,1.0,296.75187765522213,360.2128899484449,1,3,False
feb15,crop_only,response_tabular,direct,1000.0,0.0,296.75187765522213,296.75187765522213,0,0,False
feb15,crop_only,response_tabular,direct,1000.0,0.1,296.75187765522213,293.4486144550715,1,5,False
feb15,crop_only,response_tabular,direct,1000.0,0.25,296.75187765522213,292.46781213197556,1,4,False
feb15,crop_only,response_tabular,direct,1000.0,0.5,296.75187765522213,301.40594314810846,1,4,False
feb15,crop_only,response_tabular,direct,1000.0,0.75,296.75187765522213,322.46866698503993,1,3,False
feb15,crop_only,response_tabular,direct,1000.0,1.0,296.75187765522213,353.4952856822676,1,3,False
feb15,crop_only,response_tabular,direct,10000.0,0.0,296.75187765522213,296.75187765522213,0,0,False
feb15,crop_only,response_tabular,direct,10000.0,0.1,296.75187765522213,294.11068755615224,1,3,False
feb15,crop_only,response_tabular,direct,10000.0,0.25,296.75187765522213,300.37829567462666,1,3,False
feb15,crop_only,response_tabular,direct,10000.0,0.5,296.75187765522213,335.58239799502746,1,3,False
feb15,crop_only,response_tabular,direct,10000.0,0.75,296.75187765522213,393.9885187248464,0,1,False
feb15,crop_only,response_tabular,direct,10000.0,1.0,296.75187765522213,466.9703862571055,0,1,False
feb15,crop_only,response_tabular,residual,100.0,0.0,296.75187765522213,296.75187765522213,0,0,False
feb15,crop_only,response_tabular,residual,100.0,0.1,296.75187765522213,299.60332032596773,1,3,False
feb15,crop_only,response_tabular,residual,100.0,0.25,296.75187765522213,307.5859715040341,0,2,False
feb15,crop_only,response_tabular,residual,100.0,0.5,296.75187765522213,329.86485202350974,0,2,False
feb15,crop_only,response_tabular,residual,100.0,0.75,296.75187765522213,361.47855966175155,0,1,False
feb15,crop_only,response_tabular,residual,100.0,1.0,296.75187765522213,400.2210830903438,0,1,False
feb15,crop_only,response_tabular,residual,1000.0,0.0,296.75187765522213,296.75187765522213,0,0,False
feb15,crop_only,response_tabular,residual,1000.0,0.1,296.75187765522213,298.14561324892674,1,3,False
feb15,crop_only,response_tabular,residual,1000.0,0.25,296.75187765522213,301.16777178941203,1,3,False
feb15,crop_only,response_tabular,residual,1000.0,0.5,296.75187765522213,308.60027189819704,1,2,False
feb15,crop_only,response_tabular,residual,1000.0,0.75,296.75187765522213,318.8384858278957,0,2,False
feb15,crop_only,response_tabular,residual,1000.0,1.0,296.75187765522213,331.6226522008888,0,1,False
feb15,crop_only,response_tabular,residual,10000.0,0.0,296.75187765522213,296.75187765522213,0,0,False
feb15,crop_only,response_tabular,residual,10000.0,0.1,296.75187765522213,297.4374684929417,1,2,False
feb15,crop_only,response_tabular,residual,10000.0,0.25,296.75187765522213,298.79982761586115,1,2,False
feb15,crop_only,response_tabular,residual,10000.0,0.5,296.75187765522213,301.9466414494733,1,2,False
feb15,crop_only,response_tabular,residual,10000.0,0.75,296.75187765522213,306.158437397935,1,2,False
feb15,crop_only,response_tabular,residual,10000.0,1.0,296.75187765522213,311.3920045621818,1,1,False
feb15,full,response,change,100.0,0.0,296.75187765522213,296.75187765522213,0,0,False
feb15,full,response,change,100.0,0.1,296.75187765522213,310.456861175404,0,1,False
feb15,full,response,change,100.0,0.25,296.75187765522213,344.18170311322666,0,0,False
feb15,full,response,change,100.0,0.5,296.75187765522213,425.2568919909615,0,0,False
feb15,full,response,change,100.0,0.75,296.75187765522213,524.6034837623297,0,0,False
feb15,full,response,change,100.0,1.0,296.75187765522213,633.6854248972459,0,0,False
feb15,full,response,change,1000.0,0.0,296.75187765522213,296.75187765522213,0,0,False
feb15,full,response,change,1000.0,0.1,296.75187765522213,304.1136237900995,0,2,False
feb15,full,response,change,1000.0,0.25,296.75187765522213,321.9074456492677,0,1,False
feb15,full,response,change,1000.0,0.5,296.75187765522213,366.33462633914564,0,0,False
feb15,full,response,change,1000.0,0.75,296.75187765522213,424.0184448390373,0,0,False
feb15,full,response,change,1000.0,1.0,296.75187765522213,490.30210369777,0,0,False
feb15,full,response,change,10000.0,0.0,296.75187765522213,296.75187765522213,0,0,False
feb15,full,response,change,10000.0,0.1,296.75187765522213,300.59514465964514,0,2,False
feb15,full,response,change,10000.0,0.25,296.75187765522213,310.0735941071597,0,1,False
feb15,full,response,change,10000.0,0.5,296.75187765522213,334.7308561015748,0,1,False
feb15,full,response,change,10000.0,0.75,296.75187765522213,368.4549004746505,0,0,False
feb15,full,response,change,10000.0,1.0,296.75187765522213,409.00909126131404,0,0,False
feb15,full,response,direct,100.0,0.0,296.75187765522213,296.75187765522213,0,0,False
feb15,full,response,direct,100.0,0.1,296.75187765522213,295.23104485897807,1,3,False
feb15,full,response,direct,100.0,0.25,296.75187765522213,310.3923856460071,1,3,False
feb15,full,response,direct,100.0,0.5,296.75187765522213,373.80957967126074,1,2,False
feb15,full,response,direct,100.0,0.75,296.75187765522213,467.1532759735876,0,1,False
feb15,full,response,direct,100.0,1.0,296.75187765522213,576.0548387641325,0,1,False
feb15,full,response,direct,1000.0,0.0,296.75187765522213,296.75187765522213,0,0,False
feb15,full,response,direct,1000.0,0.1,296.75187765522213,295.8176559135415,1,3,False
feb15,full,response,direct,1000.0,0.25,296.75187765522213,309.4300795702734,1,3,False
feb15,full,response,direct,1000.0,0.5,296.75187765522213,365.5997676121114,0,2,False
feb15,full,response,direct,1000.0,0.75,296.75187765522213,449.23304052283635,0,1,False
feb15,full,response,direct,1000.0,1.0,296.75187765522213,547.8944953190834,0,1,False
feb15,full,response,direct,10000.0,0.0,296.75187765522213,296.75187765522213,0,0,False
feb15,full,response,direct,10000.0,0.1,296.75187765522213,296.9849707731607,1,3,False
feb15,full,response,direct,10000.0,0.25,296.75187765522213,313.29222486349,0,2,False
feb15,full,response,direct,10000.0,0.5,296.75187765522213,375.13135105500993,0,1,False
feb15,full,response,direct,10000.0,0.75,296.75187765522213,464.51718379972164,0,1,False
feb15,full,response,direct,10000.0,1.0,296.75187765522213,568.6036129523955,0,1,False
feb15,full,response,residual,100.0,0.0,296.75187765522213,296.75187765522213,0,0,False
feb15,full,response,residual,100.0,0.1,296.75187765522213,303.89854875030136,0,2,False
feb15,full,response,residual,100.0,0.25,296.75187765522213,319.2937931190297,0,2,False
feb15,full,response,residual,100.0,0.5,296.75187765522213,355.46136479169377,0,2,False
feb15,full,response,residual,100.0,0.75,296.75187765522213,401.5898946656992,0,1,False
feb15,full,response,residual,100.0,1.0,296.75187765522213,454.6575758067155,0,1,False
feb15,full,response,residual,1000.0,0.0,296.75187765522213,296.75187765522213,0,0,False
feb15,full,response,residual,1000.0,0.1,296.75187765522213,299.56351079781564,1,2,False
feb15,full,response,residual,1000.0,0.25,296.75187765522213,305.32595014775933,1,2,False
feb15,full,response,residual,1000.0,0.5,296.75187765522213,318.7818852042282,1,2,False
feb15,full,response,residual,1000.0,0.75,296.75187765522213,336.53460504692396,1,2,False
feb15,full,response,residual,1000.0,1.0,296.75187765522213,357.94536735766553,0,2,False
feb15,full,response,residual,10000.0,0.0,296.75187765522213,296.75187765522213,0,0,False
feb15,full,response,residual,10000.0,0.1,296.75187765522213,297.62476422789433,1,3,False
feb15,full,response,residual,10000.0,0.25,296.75187765522213,299.35583167563124,1,2,False
feb15,full,response,residual,10000.0,0.5,296.75187765522213,303.34262201422695,1,2,False
feb15,full,response,residual,10000.0,0.75,296.75187765522213,308.65866909690357,1,2,False
feb15,full,response,residual,10000.0,1.0,296.75187765522213,315.23673166816366,1,2,False
feb15,full,response_tabular,change,100.0,0.0,296.75187765522213,296.75187765522213,0,0,False
feb15,full,response_tabular,change,100.0,0.1,296.75187765522213,304.25977775128956,1,2,False
feb15,full,response_tabular,change,100.0,0.25,296.75187765522213,325.6986882392218,1,2,False
feb15,full,response_tabular,change,100.0,0.5,296.75187765522213,382.82458215358105,1,2,False
feb15,full,response_tabular,change,100.0,0.75,296.75187765522213,457.697227906006,0,1,False
feb15,full,response_tabular,change,100.0,1.0,296.75187765522213,543.0247790995224,0,1,False
feb15,full,response_tabular,change,1000.0,0.0,296.75187765522213,296.75187765522213,0,0,False
feb15,full,response_tabular,change,1000.0,0.1,296.75187765522213,303.48522952565366,0,2,False
feb15,full,response_tabular,change,1000.0,0.25,296.75187765522213,320.5499143760218,0,1,False
feb15,full,response_tabular,change,1000.0,0.5,296.75187765522213,364.32310334849313,0,1,False
feb15,full,response_tabular,change,1000.0,0.75,296.75187765522213,421.89916446101876,0,1,False
feb15,full,response_tabular,change,1000.0,1.0,296.75187765522213,488.4209164488776,0,1,False
feb15,full,response_tabular,change,10000.0,0.0,296.75187765522213,296.75187765522213,0,0,False
feb15,full,response_tabular,change,10000.0,0.1,296.75187765522213,300.6653045763982,0,3,False
feb15,full,response_tabular,change,10000.0,0.25,296.75187765522213,310.2164297478651,0,2,False
feb15,full,response_tabular,change,10000.0,0.5,296.75187765522213,334.9115409928097,0,0,False
feb15,full,response_tabular,change,10000.0,0.75,296.75187765522213,368.5867576377358,0,0,False
feb15,full,response_tabular,change,10000.0,1.0,296.75187765522213,409.03007974068805,0,0,False
feb15,full,response_tabular,direct,100.0,0.0,296.75187765522213,296.75187765522213,0,0,False
feb15,full,response_tabular,direct,100.0,0.1,296.75187765522213,294.6137593693264,1,4,False
feb15,full,response_tabular,direct,100.0,0.25,296.75187765522213,294.90203786679433,1,2,False
feb15,full,response_tabular,direct,100.0,0.5,296.75187765522213,304.56736171572203,1,2,False
feb15,full,response_tabular,direct,100.0,0.75,296.75187765522213,324.72122589285993,1,2,False
feb15,full,response_tabular,direct,100.0,1.0,296.75187765522213,353.5746061394215,1,2,False
feb15,full,response_tabular,direct,1000.0,0.0,296.75187765522213,296.75187765522213,0,0,False
feb15,full,response_tabular,direct,1000.0,0.1,296.75187765522213,293.8333906561149,2,3,False
feb15,full,response_tabular,direct,1000.0,0.25,296.75187765522213,294.4475843646955,1,3,False
feb15,full,response_tabular,direct,1000.0,0.5,296.75187765522213,308.4794240044463,0,2,False
feb15,full,response_tabular,direct,1000.0,0.75,296.75187765522213,336.8118201305165,0,2,False
feb15,full,response_tabular,direct,1000.0,1.0,296.75187765522213,376.2277519997079,0,0,False
feb15,full,response_tabular,direct,10000.0,0.0,296.75187765522213,296.75187765522213,0,0,False
feb15,full,response_tabular,direct,10000.0,0.1,296.75187765522213,295.50523975941076,1,3,False
feb15,full,response_tabular,direct,10000.0,0.25,296.75187765522213,303.83258183939387,1,3,False
feb15,full,response_tabular,direct,10000.0,0.5,296.75187765522213,341.89874678828517,0,2,False
feb15,full,response_tabular,direct,10000.0,0.75,296.75187765522213,402.2477131029135,0,1,False
feb15,full,response_tabular,direct,10000.0,1.0,296.75187765522213,476.4867749587218,0,1,False
feb15,full,response_tabular,residual,100.0,0.0,296.75187765522213,296.75187765522213,0,0,False
feb15,full,response_tabular,residual,100.0,0.1,296.75187765522213,299.7405798639692,1,2,False
feb15,full,response_tabular,residual,100.0,0.25,296.75187765522213,307.72465669639513,1,2,False
feb15,full,response_tabular,residual,100.0,0.5,296.75187765522213,329.5153874483531,0,2,False
feb15,full,response_tabular,residual,100.0,0.75,296.75187765522213,360.16587230173826,0,2,False
feb15,full,response_tabular,residual,100.0,1.0,296.75187765522213,397.6325682785748,0,1,False
feb15,full,response_tabular,residual,1000.0,0.0,296.75187765522213,296.75187765522213,0,0,False
feb15,full,response_tabular,residual,1000.0,0.1,296.75187765522213,299.3365921014733,1,3,False
feb15,full,response_tabular,residual,1000.0,0.25,296.75187765522213,304.98012236286155,1,2,False
feb15,full,response_tabular,residual,1000.0,0.5,296.75187765522213,318.7926384622452,1,2,False
feb15,full,response_tabular,residual,1000.0,0.75,296.75187765522213,337.5045048523963,0,2,False
feb15,full,response_tabular,residual,1000.0,1.0,296.75187765522213,360.353310530499,0,2,False
feb15,full,response_tabular,residual,10000.0,0.0,296.75187765522213,296.75187765522213,0,0,False
feb15,full,response_tabular,residual,10000.0,0.1,296.75187765522213,297.73803367906805,1,3,False
feb15,full,response_tabular,residual,10000.0,0.25,296.75187765522213,299.6671017028473,1,3,False
feb15,full,response_tabular,residual,10000.0,0.5,296.75187765522213,304.05463035097625,1,2,False
feb15,full,response_tabular,residual,10000.0,0.75,296.75187765522213,309.8519260494478,1,2,False
feb15,full,response_tabular,residual,10000.0,1.0,296.75187765522213,316.98164830008,1,2,False
feb15,no_future,response,change,100.0,0.0,296.75187765522213,296.75187765522213,0,0,False
feb15,no_future,response,change,100.0,0.1,296.75187765522213,299.4945526582293,1,3,False
feb15,no_future,response,change,100.0,0.25,296.75187765522213,306.6584867797232,0,2,False
feb15,no_future,response,change,100.0,0.5,296.75187765522213,326.060467872884,0,0,False
feb15,no_future,response,change,100.0,0.75,296.75187765522213,353.39734079115954,0,0,False
feb15,no_future,response,change,100.0,1.0,296.75187765522213,386.99119217414557,0,0,False
feb15,no_future,response,change,1000.0,0.0,296.75187765522213,296.75187765522213,0,0,False
feb15,no_future,response,change,1000.0,0.1,296.75187765522213,298.4697103070748,1,3,False
feb15,no_future,response,change,1000.0,0.25,296.75187765522213,303.4668851469186,1,3,False
feb15,no_future,response,change,1000.0,0.5,296.75187765522213,317.86282655963396,0,1,False
feb15,no_future,response,change,1000.0,0.75,296.75187765522213,338.9624688295452,0,0,False
feb15,no_future,response,change,1000.0,1.0,296.75187765522213,365.60701125716184,0,0,False
feb15,no_future,response,change,10000.0,0.0,296.75187765522213,296.75187765522213,0,0,False
feb15,no_future,response,change,10000.0,0.1,296.75187765522213,299.3614427523447,1,2,False
feb15,no_future,response,change,10000.0,0.25,296.75187765522213,306.30982549647615,0,1,False
feb15,no_future,response,change,10000.0,0.5,296.75187765522213,325.33041392025416,0,1,False
feb15,no_future,response,change,10000.0,0.75,296.75187765522213,352.28423746944264,0,1,False
feb15,no_future,response,change,10000.0,1.0,296.75187765522213,385.5108642300367,0,0,False
feb15,no_future,response,direct,100.0,0.0,296.75187765522213,296.75187765522213,0,0,False
feb15,no_future,response,direct,100.0,0.1,296.75187765522213,301.51226038138844,1,3,False
feb15,no_future,response,direct,100.0,0.25,296.75187765522213,329.65522602690777,1,3,False
feb15,no_future,response,direct,100.0,0.5,296.75187765522213,417.43667481630115,1,2,False
feb15,no_future,response,direct,100.0,0.75,296.75187765522213,533.6704087696975,0,1,False
feb15,no_future,response,direct,100.0,1.0,296.75187765522213,663.5697033402207,0,1,False
feb15,no_future,response,direct,1000.0,0.0,296.75187765522213,296.75187765522213,0,0,False
feb15,no_future,response,direct,1000.0,0.1,296.75187765522213,301.72181372956936,1,4,False
feb15,no_future,response,direct,1000.0,0.25,296.75187765522213,332.0476907702084,1,3,False
feb15,no_future,response,direct,1000.0,0.5,296.75187765522213,426.19616134260735,1,2,False
feb15,no_future,response,direct,1000.0,0.75,296.75187765522213,549.749191799258,0,1,False
feb15,no_future,response,direct,1000.0,1.0,296.75187765522213,687.0216057505897,0,0,False
feb15,no_future,response,direct,10000.0,0.0,296.75187765522213,296.75187765522213,0,0,False
feb15,no_future,response,direct,10000.0,0.1,296.75187765522213,300.5193557485548,1,3,False
feb15,no_future,response,direct,10000.0,0.25,296.75187765522213,327.75947599997454,1,3,False
feb15,no_future,response,direct,10000.0,0.5,296.75187765522213,415.43689008844797,0,3,False
feb15,no_future,response,direct,10000.0,0.75,296.75187765522213,532.490641708988,0,1,False
feb15,no_future,response,direct,10000.0,1.0,296.75187765522213,663.5523307860834,0,1,False
feb15,no_future,response,residual,100.0,0.0,296.75187765522213,296.75187765522213,0,0,False
feb15,no_future,response,residual,100.0,0.1,296.75187765522213,297.57803504023474,1,2,False
feb15,no_future,response,residual,100.0,0.25,296.75187765522213,300.3797105131198,1,2,False
feb15,no_future,response,residual,100.0,0.5,296.75187765522213,309.0687501995577,0,2,False
feb15,no_future,response,residual,100.0,0.75,296.75187765522213,322.4100533138083,0,1,False
feb15,no_future,response,residual,100.0,1.0,296.75187765522213,339.8561767448609,0,1,False
feb15,no_future,response,residual,1000.0,0.0,296.75187765522213,296.75187765522213,0,0,False
feb15,no_future,response,residual,1000.0,0.1,296.75187765522213,296.3470115317792,1,2,False
feb15,no_future,response,residual,1000.0,0.25,296.75187765522213,296.38853067690934,1,2,False
feb15,no_future,response,residual,1000.0,0.5,296.75187765522213,298.1833437537287,1,2,False
feb15,no_future,response,residual,1000.0,0.75,296.75187765522213,302.09785338183264,1,2,False
feb15,no_future,response,residual,1000.0,1.0,296.75187765522213,308.051263094453,0,1,False
feb15,no_future,response,residual,10000.0,0.0,296.75187765522213,296.75187765522213,0,0,False
feb15,no_future,response,residual,10000.0,0.1,296.75187765522213,296.9272515069469,1,3,False
feb15,no_future,response,residual,10000.0,0.25,296.75187765522213,297.5121383335644,1,3,False
feb15,no_future,response,residual,10000.0,0.5,296.75187765522213,299.3386403440179,1,2,False
feb15,no_future,response,residual,10000.0,0.75,296.75187765522213,302.21205193288694,1,2,False
feb15,no_future,response,residual,10000.0,1.0,296.75187765522213,306.10289225561377,1,2,False
feb15,no_future,response_tabular,change,100.0,0.0,296.75187765522213,296.75187765522213,0,0,False
feb15,no_future,response_tabular,change,100.0,0.1,296.75187765522213,300.48469781229306,1,4,False
feb15,no_future,response_tabular,change,100.0,0.25,296.75187765522213,314.643519947423,1,3,False
feb15,no_future,response_tabular,change,100.0,0.5,296.75187765522213,357.52505578287406,1,3,False
feb15,no_future,response_tabular,change,100.0,0.75,296.75187765522213,417.7709174832884,1,2,False
feb15,no_future,response_tabular,change,100.0,1.0,296.75187765522213,489.00477154292497,0,1,False
feb15,no_future,response_tabular,change,1000.0,0.0,296.75187765522213,296.75187765522213,0,0,False
feb15,no_future,response_tabular,change,1000.0,0.1,296.75187765522213,300.0621439959909,1,4,False
feb15,no_future,response_tabular,change,1000.0,0.25,296.75187765522213,309.3416687974655,1,3,False
feb15,no_future,response_tabular,change,1000.0,0.5,296.75187765522213,335.10404110089104,0,2,False
feb15,no_future,response_tabular,change,1000.0,0.75,296.75187765522213,371.3071879389631,0,1,False
feb15,no_future,response_tabular,change,1000.0,1.0,296.75187765522213,415.22908907418713,0,0,False
feb15,no_future,response_tabular,change,10000.0,0.0,296.75187765522213,296.75187765522213,0,0,False
feb15,no_future,response_tabular,change,10000.0,0.1,296.75187765522213,299.68065288089923,1,2,False
feb15,no_future,response_tabular,change,10000.0,0.25,296.75187765522213,307.2481547738259,0,1,False
feb15,no_future,response_tabular,change,10000.0,0.5,296.75187765522213,327.5925506456063,0,1,False
feb15,no_future,response_tabular,change,10000.0,0.75,296.75187765522213,356.10114963535244,0,0,False
feb15,no_future,response_tabular,change,10000.0,1.0,296.75187765522213,390.992170268533,0,0,False
feb15,no_future,response_tabular,direct,100.0,0.0,296.75187765522213,296.75187765522213,0,0,False
feb15,no_future,response_tabular,direct,100.0,0.1,296.75187765522213,294.1160828681011,1,4,False
feb15,no_future,response_tabular,direct,100.0,0.25,296.75187765522213,294.9251243086636,1,3,False
feb15,no_future,response_tabular,direct,100.0,0.5,296.75187765522213,308.66736726158615,1,3,False
feb15,no_future,response_tabular,direct,100.0,0.75,296.75187765522213,336.07413004135657,1,3,False
feb15,no_future,response_tabular,direct,100.0,1.0,296.75187765522213,374.1545947346469,1,3,False
feb15,no_future,response_tabular,direct,1000.0,0.0,296.75187765522213,296.75187765522213,0,0,False
feb15,no_future,response_tabular,direct,1000.0,0.1,296.75187765522213,295.8501068744427,1,4,False
