clock,variant,view,c_value,v13_weight,development_auc,development_brier,selection_score
jan15,crop_only,response,0.5,0.2,0.7478373702422145,0.20544691342649446,0.7067479875569156
jan15,crop_only,response,0.5,0.25,0.7410611303344867,0.20839500165050776,0.6993821300043852
jan15,crop_only,response,0.5,0.30000000000000004,0.7286620530565165,0.21194490600378496,0.6862730718557596
jan15,crop_only,response,0.5,0.35000000000000003,0.7110726643598615,0.2160966264863261,0.6678533390625963
jan15,crop_only,response,0.5,0.4,0.6921136101499424,0.22085016309813113,0.6479435775303162
jan15,crop_only,response,0.5,0.45,0.6690455594002307,0.2262055158392001,0.6238044562323907
jan15,crop_only,response,0.5,0.5,0.6420847750865052,0.23216268470953302,0.5956522381445986
jan15,crop_only,response_tabular,0.005,0.0,0.7660034602076125,0.19967272182308055,0.7260689158429964
jan15,crop_only,response_tabular,0.005,0.05,0.7647058823529412,0.20053397696242004,0.7245990869604573
jan15,crop_only,response_tabular,0.005,0.1,0.761029411764706,0.2015164009308629,0.7207261315785334
jan15,crop_only,response_tabular,0.005,0.15000000000000002,0.7574971164936563,0.20261999372840928,0.7169731177479743
jan15,crop_only,response_tabular,0.005,0.2,0.7520905420991927,0.20384475535505914,0.7113215910281808
jan15,crop_only,response_tabular,0.005,0.25,0.7464677047289504,0.20519068581081243,0.7054295675667879
jan15,crop_only,response_tabular,0.005,0.30000000000000004,0.7389705882352942,0.2066577850956692,0.6976390312161603
jan15,crop_only,response_tabular,0.005,0.35000000000000003,0.7324106113033448,0.20824605320962947,0.6907614006614189
jan15,crop_only,response_tabular,0.005,0.4,0.7244809688581315,0.20995549015269319,0.6824898708275928
jan15,crop_only,response_tabular,0.005,0.45,0.7146049596309112,0.21178609592486042,0.6722477404459392
jan15,crop_only,response_tabular,0.005,0.5,0.7061707035755479,0.21373787052613108,0.6634231294703217
jan15,crop_only,response_tabular,0.02,0.0,0.7660034602076125,0.19967272182308055,0.7260689158429964
jan15,crop_only,response_tabular,0.02,0.05,0.7660034602076125,0.1999402655343537,0.7260154071007417
jan15,crop_only,response_tabular,0.02,0.1,0.7634083044982699,0.2003510494719283,0.7233380946038842
jan15,crop_only,response_tabular,0.02,0.15000000000000002,0.7611014994232986,0.2009050736358044,0.7209204846961378
jan15,crop_only,response_tabular,0.02,0.2,0.7559832756632066,0.20160233802598196,0.7156628080580102
jan15,crop_only,response_tabular,0.02,0.25,0.7525230680507498,0.20244284264246099,0.7120344995222576
jan15,crop_only,response_tabular,0.02,0.30000000000000004,0.7476931949250288,0.20342658748524153,0.7070078774279805
jan15,crop_only,response_tabular,0.02,0.35000000000000003,0.7420703575547867,0.20455357255432355,0.701159643043922
jan15,crop_only,response_tabular,0.02,0.4,0.7352220299884661,0.205823797849707,0.6940572704185247
jan15,crop_only,response_tabular,0.02,0.45,0.731401384083045,0.20723726337139203,0.6899539314087666
jan15,crop_only,response_tabular,0.02,0.5,0.7259948096885813,0.20879396911937848,0.6842360158647056
jan15,crop_only,response_tabular,0.1,0.0,0.7660034602076125,0.19967272182308055,0.7260689158429964
jan15,crop_only,response_tabular,0.1,0.05,0.7698241061130334,0.19851854750176934,0.7301203966126796
