operational_date,train_years,val_years,test_years,train_rmse,train_mae,train_mape,train_r2,val_rmse,val_mae,val_mape,val_r2,test_rmse,test_mae,test_mape,test_r2,epochs_ran,best_epoch,prediction_file,count_accurate,count_moderate,count_serious,count_extreme
02-15,"[2017, 2018, 2019, 2020]",[2021],[2022],286.45241774550317,227.5503674418986,5.8894087786267635,0.8340840110707404,468.94016504347775,387.65366354549633,10.494518476698419,-0.033363673525336646,434.9232639876991,348.59656787519697,8.928164459227919,0.4640918562166967,2,2,experiments\ensemble_model\predictions\predictions_ensemble_opdate_02-15.csv,10,26,48,35
