district_id,state_name,district_name,season_label,season_start_year,season_end_year,area_ha,production_tonnes,yield_ton_per_ha,yield_kg_per_ha,crop,season,source,source_file,proxy_filled,proxy_source_district,proxy_overlap_years,proxy_selection_rmse,proxy_selection_mae,nitro_rabi_tons,phos_rabi_tons,potash_rabi_tons,total_fert_rabi_tons,wheat_irrigated_area_1000ha,net_cropped_area_1000ha,gross_cropped_area_1000ha,tmax_mean_apr,tmax_mean_dec,tmax_mean_feb,tmax_mean_jan,tmax_mean_mar,tmax_mean_nov,tmax_mean_oct,tmin_mean_apr,tmin_mean_dec,tmin_mean_feb,tmin_mean_jan,tmin_mean_mar,tmin_mean_nov,tmin_mean_oct,tp_mean_apr,tp_mean_dec,tp_mean_feb,tp_mean_jan,tp_mean_mar,tp_mean_nov,tp_mean_oct,ssrd_mean_apr,ssrd_mean_dec,ssrd_mean_feb,ssrd_mean_jan,ssrd_mean_mar,ssrd_mean_nov,ssrd_mean_oct,wind_speed_mean_apr,wind_speed_mean_dec,wind_speed_mean_feb,wind_speed_mean_jan,wind_speed_mean_mar,wind_speed_mean_nov,wind_speed_mean_oct,season_precip_proxy,sat_B7_mean_dec,sat_B7_mean_feb,sat_B7_mean_jan,sat_B7_mean_nov,sat_B7_mean_oct,sat_B8_mean_dec,sat_B8_mean_feb,sat_B8_mean_jan,sat_B8_mean_nov,sat_B8_mean_oct,sat_B8A_mean_dec,sat_B8A_mean_feb,sat_B8A_mean_jan,sat_B8A_mean_nov,sat_B8A_mean_oct,sat_B12_mean_dec,sat_B12_mean_feb,sat_B12_mean_jan,sat_B12_mean_nov,sat_B12_mean_oct
IND013011,Haryana,Karnal,2010 - 2011,2010,2011,170864.0,760000.0,4.45,4450.0,Wheat,Rabi,DES APY Query Report,/Users/aaryan/Downloads/ugp/expansion_2010_workspace/data/yields/des_apy_wheat_rabi_2010_2022.html,False,,,,,139390.0,45379.0,3790.0,188559.0,517.127,611.67,1168.12,311.28685455322267,293.4753792055192,293.9445702689035,289.8296538322203,300.67652646956907,299.7486572265625,303.2799357096354,293.35565185546875,281.0569428474672,282.8685618809291,279.17311539188506,286.62256843813003,287.14502970377606,291.73352864583336,0.0007931982108857483,0.7223013682711509,1.2501900580516252,0.34130945979174404,0.6152542357829647,0.16158164125711968,0.16654226531585056,22969708.1,11628759.774193548,14570195.535714285,12014749.596774194,20280817.129032258,12606345.583333334,16554499.733333332,2.130353236198425,1.2977925510175767,1.7341017041887556,1.872227705294086,1.8914620357175027,1.19976600309213,1.2664858192205428,3.257972226681341,0.10590378985167997,0.05394012191209152,0.06182816314792448,0.12508537737760897,0.12469018086039795,0.23075633923384622,0.3609676953817949,0.2919889281952531,0.20432555539204852,0.26164441787930764,0.17865492916924408,0.14660357487682116,0.1488587683929274,0.21166536543643136,0.201140093653395,0.12358813093940983,0.07582782895653482,0.08384370764516859,0.17197199248139303,0.13414394436847774
IND013012,Haryana,Kurukshetra,2010 - 2011,2010,2011,114241.0,510000.0,4.46,4460.0,Wheat,Rabi,DES APY Query Report,/Users/aaryan/Downloads/ugp/expansion_2010_workspace/data/yields/des_apy_wheat_rabi_2010_2022.html,False,,,,,,,,,,,,310.84539489746095,293.13417693107357,293.50988333565846,289.32464402721774,300.18072115990424,299.54987284342445,302.93541463216144,292.5346481323242,280.5305983020413,282.3804266793387,278.67335264144407,285.9930144279234,286.45554606119794,291.1790517171224,0.020387928136915433,0.9114031123224688,1.3481989900216311,0.4966201562427511,0.6823623935605639,0.12111148036389446,0.2085768189880279,22835133.6,11484718.596774194,14287418.517857144,11775137.58064516,20151829.83870968,12656491.7,16402200.566666666,2.1590807914733885,1.258323363719448,1.7250699720212392,1.8007355274692658,1.8791883741655657,1.1941032528877258,1.2656373808781305,3.7886608796362533,0.10051275385710429,0.0497380640606515,0.0614416725558845,0.10970558606869903,0.11912410805423933,0.2254177259361406,0.32534902517616543,0.2722545916399414,0.20869126113927702,0.2532232889370459,0.17247233799761838,0.14413568240993135,0.14851014338237853,0.19864938963510248,0.20210802751362605,0.11584841912200776,0.07412074837160892,0.08364679359844125,0.15307575526623074,0.13346223027802775
IND013013,Haryana,Mahendragarh,2010 - 2011,2010,2011,46017.0,213000.0,4.63,4630.0,Wheat,Rabi,DES APY Query Report,/Users/aaryan/Downloads/ugp/expansion_2010_workspace/data/yields/des_apy_wheat_rabi_2010_2022.html,False,,,,,,,,,,,,312.5409164428711,294.775398500504,296.6288833618164,292.4202939925655,303.81445804719004,300.560102335612,306.0781616210937,294.5645553588867,280.8810119628906,283.38387189592635,279.08629681987145,287.71591088079634,288.4688323974609,293.1617492675781,0.0003560895116606844,0.31958597081322826,0.6161868655004648,0.02800404105662694,0.09836464032022993,0.9835123148950515,0.006072297269914391,23655675.0,12754458.967741935,16264697.285714285,13620923.774193548,21100647.225806452,12788554.816666666,17625395.2,2.2213463455438616,1.1402422593485924,1.4258041105100088,1.4236414259479893,1.7276664991532602,1.055306934316953,1.356997980674108,2.052082219367177,0.11656965443404102,0.07202969739229498,0.0702304541639236,0.14937500928873004,0.16385151885160432,0.2927944837370746,0.34097791201397043,0.3479564073132616,0.25387166797895916,0.25978364113162916,0.24039757015558877,0.1478495531164551,0.1444368634321045,0.27467616174898346,0.3019896082144235,0.1755332021451549,0.08099785809124256,0.0754920798891325,0.22487958586727486,0.2520949066117598
IND013014,Haryana,Mewat,2010 - 2011,2010,2011,72167.0,306000.0,4.24,4240.0,Wheat,Rabi,DES APY Query Report,/Users/aaryan/Downloads/ugp/expansion_2010_workspace/data/yields/des_apy_wheat_rabi_2010_2022.html,False,,,,,,,,,,,,312.1856262207031,294.54935873708416,296.09565298897877,292.13781836725053,303.2555778257308,299.81419270833334,304.81736857096354,294.95742950439455,281.57310633505546,283.67287990025113,279.5797867313508,288.07740340694306,288.74651997884115,292.9103047688802,0.0010906626026553567,0.22129817355063655,0.9549800671738596,0.03045591459745963,0.19722968862286858,1.2852662168929612,0.052167386672226715,23592485.0,12782565.322580645,16287216.19642857,13643848.258064516,21151472.580645163,12551411.25,17597672.266666666,2.2192200243473055,1.184723085934116,1.3986644468137197,1.507610914207274,1.7114411765529263,1.0365781287352245,1.2447639465332032,2.7424881101126672,0.11505031713372747,0.07569017357604019,0.080986715755598,0.15920495096943246,0.15493105758176648,0.26181949996102,0.33342656470889676,0.2988050776317972,0.24250396486792533,0.2524428365024055,0.2108737211295962,0.14895529724518156,0.17083608837339617,0.26154106102965996,0.2687642664458494,0.15056083471331128,0.08146601157298823,0.10196588526051475,0.2065879837481723,0.20719984172874334
IND013015,Haryana,Palwal,2010 - 2011,2010,2011,97589.0,449000.0,4.6,4600.0,Wheat,Rabi,DES APY Query Report,/Users/aaryan/Downloads/ugp/expansion_2010_workspace/data/yields/des_apy_wheat_rabi_2010_2022.html,False,,,,,,,,,,,,311.97985687255857,294.6032301379788,295.97186061314176,292.0971059491557,303.0421378843246,299.58165181477864,304.2565063476562,295.05689239501953,281.9132719962828,283.79593331473217,279.7413083968624,288.24080830235636,288.8439473470052,292.8394490559896,0.0014164394087856635,0.16632749572876962,1.1089225468188357,0.030680071892173567,0.25611661754866816,1.2306920177962941,0.07858789310557768,23572567.8,12740158.064516129,16218964.30357143,13591446.322580645,21117722.612903226,12538816.166666666,17532792.933333334,2.243335348367691,1.2313176854964225,1.4537628207887923,1.5663485055969608,1.7500982669091993,1.065291198094686,1.2329599936803182,2.8727430822991047,0.11544558899660061,0.06594013248696166,0.0771794327895353,0.1570767704231906,0.1385507333373197,0.24103116717030929,0.3593035354962402,0.28890706694226104,0.22646182179132304,0.26835455527533786,0.20260222052584406,0.1431455517125819,0.16107189531905683,0.24691619503577866,0.23759258936344904,0.14820960646556836,0.07203738186685965,0.09271292596947471,0.19095465545289939,0.16600631830136298
IND013016,Haryana,Panchkula,2010 - 2011,2010,2011,16270.0,42000.0,2.58,2580.0,Wheat,Rabi,DES APY Query Report,/Users/aaryan/Downloads/ugp/expansion_2010_workspace/data/yields/des_apy_wheat_rabi_2010_2022.html,False,,,,,,,,,,,,300.8754653930664,287.3383129489037,286.3480900355748,283.25743053805445,292.44050745810233,292.88262736002605,296.4130625406901,282.64159698486327,272.9104545347152,273.68917955671037,268.7549487698463,276.6456840269027,277.6035196940104,283.1696360270182,1.164233056595549,1.143972200356544,3.465008480607399,1.0061215075435146,1.9993091093300233,0.15690555033894876,0.6624390101681153,23025131.5,12158597.177419355,14118003.94642857,12392323.435483871,20504552.322580647,13741213.033333333,16973090.066666666,1.5899218022823334,0.9154255294030712,1.1654225822005952,1.2233190363453281,1.3388480140316872,0.8983979264895121,1.0187556087970733,9.597988914940094,0.10691533545498519,0.07829134069365475,0.08030071653909167,0.11809709416999091,0.10370065183578056,0.2281709264708729,0.25339308810821054,0.2456296576128103,0.23281259376544228,0.2714976087338015,0.21096829449405757,0.17132716336895723,0.18457085045999577,0.22665966325801745,0.22315659874547591,0.15426317101779777,0.10619949760138563,0.11743208924294916,0.17430014850126266,0.15126917390125902
IND013017,Haryana,Panipat,2010 - 2011,2010,2011,86569.0,399000.0,4.61,4610.0,Wheat,Rabi,DES APY Query Report,/Users/aaryan/Downloads/ugp/expansion_2010_workspace/data/yields/des_apy_wheat_rabi_2010_2022.html,False,,,,,,,,,,,,311.6940200805664,293.79678443170366,294.4211087908064,290.3861477759577,301.25018113659274,299.91709899902344,303.7509236653646,294.1207778930664,281.41837926064767,283.2457253592355,279.47899209299396,287.15599404611896,287.8057342529297,292.2714090983073,0.0008825807424727827,0.5010584852387828,1.128912870374344,0.16400367842863722,0.5203796151699569,0.22886582699914773,0.11518568738150255,23152784.8,11857401.274193548,14975615.607142856,12372364.016129032,20477883.032258064,12583539.916666666,16806730.3,2.130161368846893,1.329603789314147,1.7198138747896468,1.910785073234189,1.8886576525626644,1.2154274930556614,1.2813049972057342,2.6592887443348445,0.11585905784274299,0.049865080888927445,0.061044709690399185,0.136039516184705,0.116787704420647,0.22639035506164581,0.35486925673005426,0.28875203404590605,0.20993918628710564,0.28147297891636236,0.18146402551794863,0.14120665143140554,0.14772322021634285,0.22185529223552491,0.19179333212310454,0.12794278956712538,0.07047589186118831,0.07796164153357824,0.1762124370065332,0.11832787899819618
IND013018,Haryana,Rewari,2010 - 2011,2010,2011,50513.0,243000.0,4.81,4810.0,Wheat,Rabi,DES APY Query Report,/Users/aaryan/Downloads/ugp/expansion_2010_workspace/data/yields/des_apy_wheat_rabi_2010_2022.html,False,,,,,,,,,,,,312.49371948242185,294.46715225711944,296.02663966587613,291.9021823021673,303.23795047883067,300.32933451334634,305.5800516764323,294.55785064697267,280.9757306498866,283.3316890171596,279.17653336063506,287.55101653068294,288.46367797851565,292.95399373372396,0.00041683886083774266,0.3083900016161703,0.7625927128627674,0.03697313669415287,0.12581260180767853,0.8779258732751866,0.01343940796652608,23533544.0,12617617.35483871,16113860.17857143,13433753.64516129,21051136.29032258,12658287.3,17578859.366666667,2.301993751525879,1.2103127173839077,1.492055703486715,1.5827776203232427,1.7616144457171041,1.1138154645760854,1.3725708941618602,2.1255505730833195,0.10761968239364446,0.07966742460315193,0.075200265029358,0.16618858379473153,0.17591219196082736,0.2936889858200263,0.3591750311592112,0.30915570957430216,0.2640884188920244,0.26133910558633605,0.2156717292036311,0.13977337816395713,0.1643329035073244,0.26825990779201625,0.29983681073326557,0.15009780549810892,0.07201422537725297,0.09563210321216699,0.21898542109057495,0.2504579849310885
IND013019,Haryana,Rohtak,2010 - 2011,2010,2011,101635.0,464000.0,4.57,4570.0,Wheat,Rabi,DES APY Query Report,/Users/aaryan/Downloads/ugp/expansion_2010_workspace/data/yields/des_apy_wheat_rabi_2010_2022.html,False,,,,,76430.0,27068.0,1619.0,105116.0,349.476,468.18,804.78,312.230891418457,294.13319839969756,295.21869005475725,291.0709474625126,302.2479208669355,300.3613566080729,304.9881591796875,294.2165100097656,280.98949309318294,283.1875555855887,279.20866246377267,287.16798843876006,288.08315124511716,292.6728993733724,0.0003548306704033166,0.42745999367006365,0.863086984792192,0.09295379851475387,0.2956995362661297,0.3443751453683944,0.04711277940812124,23325865.3,12161906.225806452,15467627.857142856,12810890.741935484,20717060.580645163,12678323.616666667,17180546.266666666,2.191082715988159,1.266104067525556,1.6121551862784795,1.7414165523744398,1.817751415314213,1.1814364155133565,1.34360671043396,2.0710430686900585,0.1283095027551912,0.06577495952165421,0.0671197040489664,0.14557824263225644,0.11272311175437401,0.21706013091626958,0.3188559442825137,0.2967282490753212,0.21922286221130263,0.2644547130927513,0.21533926596329592,0.14157774728066178,0.1439820083801922,0.23379925592720863,0.20860981763851355,0.16685548799319078,0.07307024094392021,0.0745629850981876,0.188208122938431,0.14151879308853976
IND013020,Haryana,Sirsa,2010 - 2011,2010,2011,289967.0,1488000.0,5.13,5130.0,Wheat,Rabi,DES APY Query Report,/Users/aaryan/Downloads/ugp/expansion_2010_workspace/data/yields/des_apy_wheat_rabi_2010_2022.html,False,,,,,,,,,,,,312.2941650390625,294.8744723412298,294.9779717581613,291.47457295079386,301.83935448431197,301.19630126953126,305.5859781901042,294.72841796875,281.05420020318803,283.0066582815988,278.777589859501,287.31014227098035,287.7534159342448,293.18382975260414,8.608681964688003e-05,0.32394144227427824,0.5483004075005218,0.13872064184197958,0.17577938081787228,0.12947237831734432,0.008659210017685836,23236505.8,12137092.0,14718554.17857143,12624128.0,20006349.70967742,13250932.583333334,16802444.966666665,2.1147782266139985,1.1296911335760547,1.461228528193065,1.188277788700596,1.7148300293953187,1.148674875497818,1.3289133369922639,1.324959547589329,0.14500258839488153,0.0841789096671942,0.12363969215353143,0.15651882219816643,0.12461286938784569,0.2292136464527084,0.33916117780852684,0.2765211776945909,0.24025493039163173,0.29913659939163767,0.25005125736512085,0.177675753523551,0.20760654577915086,0.27341624637784245,0.2543012060070748,0.2076687164354392,0.10618620781141493,0.13842130234163566,0.21458740389372388,0.1732350161674179
