horizon_days,val_rmse,val_r2,test_rmse,test_r2,epochs_ran,best_epoch,train_seconds,params,metrics_file,pred_file,log_file
15,345.2325439453125,0.4399306643959161,409.696533203125,0.524457164548032,119,94,174.45711087500968,1612673,/Users/aaryan/Downloads/ugp/experiments/horizon_sweep_01-24_seed42_large_transformer_2026-02-16/horizon_15d/operational_date_metrics.csv,/Users/aaryan/Downloads/ugp/experiments/horizon_sweep_01-24_seed42_large_transformer_2026-02-16/horizon_15d/predictions/predictions_opdate_01-24.csv,/Users/aaryan/Downloads/ugp/experiments/horizon_sweep_01-24_seed42_large_transformer_2026-02-16/horizon_15d/run.log
25,320.0211181640625,0.5187446695371696,543.9913940429688,0.1616041577070216,114,89,188.48955991699768,1612673,/Users/aaryan/Downloads/ugp/experiments/horizon_sweep_01-24_seed42_large_transformer_2026-02-16/horizon_25d/operational_date_metrics.csv,/Users/aaryan/Downloads/ugp/experiments/horizon_sweep_01-24_seed42_large_transformer_2026-02-16/horizon_25d/predictions/predictions_opdate_01-24.csv,/Users/aaryan/Downloads/ugp/experiments/horizon_sweep_01-24_seed42_large_transformer_2026-02-16/horizon_25d/run.log
35,461.43115234375,-0.0005346751864037,607.1154174804688,-0.0442575357201764,64,39,118.53697037500388,1612673,/Users/aaryan/Downloads/ugp/experiments/horizon_sweep_01-24_seed42_large_transformer_2026-02-16/horizon_35d/operational_date_metrics.csv,/Users/aaryan/Downloads/ugp/experiments/horizon_sweep_01-24_seed42_large_transformer_2026-02-16/horizon_35d/predictions/predictions_opdate_01-24.csv,/Users/aaryan/Downloads/ugp/experiments/horizon_sweep_01-24_seed42_large_transformer_2026-02-16/horizon_35d/run.log
46,462.6497192382813,-0.0058262220348883,599.4420166015625,-0.0180273137596911,65,40,136.0675052079896,1612673,/Users/aaryan/Downloads/ugp/experiments/horizon_sweep_01-24_seed42_large_transformer_2026-02-16/horizon_46d/operational_date_metrics.csv,/Users/aaryan/Downloads/ugp/experiments/horizon_sweep_01-24_seed42_large_transformer_2026-02-16/horizon_46d/predictions/predictions_opdate_01-24.csv,/Users/aaryan/Downloads/ugp/experiments/horizon_sweep_01-24_seed42_large_transformer_2026-02-16/horizon_46d/run.log
