S.No.,State,District,area_ha,production_tonnes,yield_ton_per_ha,season_label,season_start_year,season_end_year
74,Uttar Pradesh,Gautam buddha nagar,44802.0,189199.0,4.22,2019 - 2020,2019,2020
75,Uttar Pradesh,Ghaziabad,29429.0,120894.0,4.11,2019 - 2020,2019,2020
76,Uttar Pradesh,Ghazipur,184666.0,636359.0,3.45,2019 - 2020,2019,2020
77,Uttar Pradesh,Gonda,155438.0,510148.0,3.28,2019 - 2020,2019,2020
78,Uttar Pradesh,Gorakhpur,190449.0,703896.0,3.7,2019 - 2020,2019,2020
79,Uttar Pradesh,Hamirpur,111468.0,364655.0,3.27,2019 - 2020,2019,2020
80,Uttar Pradesh,Hapur,42066.0,188624.0,4.48,2019 - 2020,2019,2020
81,Uttar Pradesh,Hardoi,315210.0,1125615.0,3.57,2019 - 2020,2019,2020
82,Uttar Pradesh,Hathras,82795.0,330683.0,3.99,2019 - 2020,2019,2020
83,Uttar Pradesh,Jalaun,149023.0,556303.0,3.73,2019 - 2020,2019,2020
84,Uttar Pradesh,Jaunpur,210908.0,758214.0,3.59,2019 - 2020,2019,2020
85,Uttar Pradesh,Jhansi,148822.0,508550.0,3.42,2019 - 2020,2019,2020
86,Uttar Pradesh,Kannauj,78249.0,348180.0,4.45,2019 - 2020,2019,2020
87,Uttar Pradesh,Kanpur dehat,122451.0,520962.0,4.25,2019 - 2020,2019,2020
88,Uttar Pradesh,Kanpur nagar,102937.0,418465.0,4.07,2019 - 2020,2019,2020
89,Uttar Pradesh,Kasganj,95297.0,373945.0,3.92,2019 - 2020,2019,2020
90,Uttar Pradesh,Kaushambi,73961.0,230766.0,3.12,2019 - 2020,2019,2020
91,Uttar Pradesh,Kheri,195264.0,826357.0,4.23,2019 - 2020,2019,2020
92,Uttar Pradesh,Kushi nagar,119461.0,441528.0,3.7,2019 - 2020,2019,2020
93,Uttar Pradesh,Lalitpur,171271.0,548410.0,3.2,2019 - 2020,2019,2020
94,Uttar Pradesh,Lucknow,83026.0,257381.0,3.1,2019 - 2020,2019,2020
95,Uttar Pradesh,Maharajganj,148985.0,600708.0,4.03,2019 - 2020,2019,2020
96,Uttar Pradesh,Mahoba,84331.0,242804.0,2.88,2019 - 2020,2019,2020
97,Uttar Pradesh,Mainpuri,150224.0,635448.0,4.23,2019 - 2020,2019,2020
98,Uttar Pradesh,Mathura,195767.0,557349.0,2.85,2019 - 2020,2019,2020
99,Uttar Pradesh,Mau,95061.0,329291.0,3.46,2019 - 2020,2019,2020
100,Uttar Pradesh,Meerut,74650.0,340180.0,4.56,2019 - 2020,2019,2020
101,Uttar Pradesh,Mirzapur,96236.0,233240.0,2.42,2019 - 2020,2019,2020
102,Uttar Pradesh,Moradabad,125107.0,471153.0,3.77,2019 - 2020,2019,2020
103,Uttar Pradesh,Muzaffarnagar,81330.0,323775.0,3.98,2019 - 2020,2019,2020
104,Uttar Pradesh,Pilibhit,138554.0,594812.0,4.29,2019 - 2020,2019,2020
105,Uttar Pradesh,Pratapgarh,148014.0,508428.0,3.43,2019 - 2020,2019,2020
106,Uttar Pradesh,Rae bareli,133141.0,447753.0,3.36,2019 - 2020,2019,2020
107,Uttar Pradesh,Rampur,145657.0,597776.0,4.1,2019 - 2020,2019,2020
108,Uttar Pradesh,Saharanpur,111829.0,435238.0,3.89,2019 - 2020,2019,2020
109,Uttar Pradesh,Sambhal,138781.0,572194.0,4.12,2019 - 2020,2019,2020
110,Uttar Pradesh,Sant kabeer nagar,90988.0,355399.0,3.91,2019 - 2020,2019,2020
111,Uttar Pradesh,Sant ravidas nagar,46356.0,127287.0,2.75,2019 - 2020,2019,2020
112,Uttar Pradesh,Shahjahanpur,256371.0,1113932.0,4.35,2019 - 2020,2019,2020
113,Uttar Pradesh,Shamli,48689.0,231711.0,4.76,2019 - 2020,2019,2020
114,Uttar Pradesh,Shravasti,70486.0,233943.0,3.32,2019 - 2020,2019,2020
115,Uttar Pradesh,Siddharth nagar,157091.0,636847.0,4.05,2019 - 2020,2019,2020
116,Uttar Pradesh,Sitapur,208656.0,700876.0,3.36,2019 - 2020,2019,2020
117,Uttar Pradesh,Sonbhadra,60343.0,144001.0,2.39,2019 - 2020,2019,2020
118,Uttar Pradesh,Sultanpur,104036.0,412815.0,3.97,2019 - 2020,2019,2020
119,Uttar Pradesh,Unnao,242533.0,801572.0,3.31,2019 - 2020,2019,2020
120,Uttar Pradesh,Varanasi,68369.0,225602.0,3.3,2019 - 2020,2019,2020
1,Haryana,Ambala,93890.0,475080.0,5.06,2020 - 2021,2020,2021
2,Haryana,Bhiwani,116330.0,493120.0,4.24,2020 - 2021,2020,2021
3,Haryana,Charki dadri,5090.0,25390.0,4.99,2020 - 2021,2020,2021
4,Haryana,Faridabad,30660.0,103320.0,3.37,2020 - 2021,2020,2021
5,Haryana,Fatehabad,189790.0,955970.0,5.04,2020 - 2021,2020,2021
6,Haryana,Gurgaon,41830.0,198320.0,4.74,2020 - 2021,2020,2021
7,Haryana,Hisar,231250.0,1149780.0,4.97,2020 - 2021,2020,2021
8,Haryana,Jhajjar,102140.0,462800.0,4.53,2020 - 2021,2020,2021
9,Haryana,Jind,215600.0,1080370.0,5.01,2020 - 2021,2020,2021
10,Haryana,Kaithal,182000.0,900720.0,4.95,2020 - 2021,2020,2021
11,Haryana,Karnal,186700.0,967300.0,5.18,2020 - 2021,2020,2021
12,Haryana,Kurukshetra,111280.0,573540.0,5.15,2020 - 2021,2020,2021
13,Haryana,Mahendragarh,34630.0,167640.0,4.84,2020 - 2021,2020,2021
14,Haryana,Mewat,73760.0,311560.0,4.22,2020 - 2021,2020,2021
15,Haryana,Palwal,10060.0,44720.0,4.45,2020 - 2021,2020,2021
16,Haryana,Panchkula,20360.0,73210.0,3.6,2020 - 2021,2020,2021
17,Haryana,Panipat,94630.0,467090.0,4.94,2020 - 2021,2020,2021
18,Haryana,Rewari,37480.0,176080.0,4.7,2020 - 2021,2020,2021
19,Haryana,Rohtak,42790.0,205050.0,4.79,2020 - 2021,2020,2021
20,Haryana,Sirsa,293660.0,1362290.0,4.64,2020 - 2021,2020,2021
21,Haryana,Sonipat,143560.0,720530.0,5.02,2020 - 2021,2020,2021
22,Haryana,Yamunanagar,96520.0,492350.0,5.1,2020 - 2021,2020,2021
23,Punjab,Amritsar,189000.0,900000.0,4.76,2020 - 2021,2020,2021
24,Punjab,Barnala,113700.0,546000.0,4.8,2020 - 2021,2020,2021
25,Punjab,Bathinda,255600.0,1266000.0,4.95,2020 - 2021,2020,2021
26,Punjab,Faridkot,116000.0,588000.0,5.07,2020 - 2021,2020,2021
27,Punjab,Fatehgarh sahib,85100.0,422000.0,4.96,2020 - 2021,2020,2021
28,Punjab,Fazilka,207500.0,984000.0,4.74,2020 - 2021,2020,2021
29,Punjab,Firozepur,196100.0,967000.0,4.93,2020 - 2021,2020,2021
30,Punjab,Gurdaspur,185600.0,840000.0,4.53,2020 - 2021,2020,2021
31,Punjab,Hoshiarpur,141900.0,588000.0,4.14,2020 - 2021,2020,2021
32,Punjab,Jalandhar,172400.0,845000.0,4.9,2020 - 2021,2020,2021
33,Punjab,Kapurthala,105200.0,486000.0,4.62,2020 - 2021,2020,2021
34,Punjab,Ludhiana,249700.0,1241000.0,4.97,2020 - 2021,2020,2021
36,Punjab,Mansa,171600.0,852000.0,4.97,2020 - 2021,2020,2021
37,Punjab,Moga,177000.0,911000.0,5.15,2020 - 2021,2020,2021
38,Punjab,Muktsar,215200.0,1087000.0,5.05,2020 - 2021,2020,2021
39,Punjab,Nawanshahr,77700.0,384000.0,4.94,2020 - 2021,2020,2021
40,Punjab,Pathankot,42000.0,182000.0,4.33,2020 - 2021,2020,2021
41,Punjab,Patiala,233700.0,1162000.0,4.97,2020 - 2021,2020,2021
42,Punjab,Rupnagar,68700.0,310000.0,4.51,2020 - 2021,2020,2021
43,Punjab,S.a.s nagar,48500.0,212000.0,4.37,2020 - 2021,2020,2021
44,Punjab,Sangrur,291000.0,1532000.0,5.26,2020 - 2021,2020,2021
45,Punjab,Tarn taran,187000.0,880000.0,4.71,2020 - 2021,2020,2021
46,Uttar Pradesh,Agra,137658.0,586148.0,4.26,2020 - 2021,2020,2021
47,Uttar Pradesh,Aligarh,223574.0,934986.0,4.18,2020 - 2021,2020,2021
48,Uttar Pradesh,Allahabad,210752.0,755631.0,3.59,2020 - 2021,2020,2021
49,Uttar Pradesh,Ambedkar nagar,119547.0,459300.0,3.84,2020 - 2021,2020,2021
50,Uttar Pradesh,Amethi,127185.0,493223.0,3.88,2020 - 2021,2020,2021
51,Uttar Pradesh,Amroha,92094.0,370218.0,4.02,2020 - 2021,2020,2021
52,Uttar Pradesh,Auraiya,102110.0,423757.0,4.15,2020 - 2021,2020,2021
53,Uttar Pradesh,Azamgarh,240293.0,849680.0,3.54,2020 - 2021,2020,2021
54,Uttar Pradesh,Baghpat,55427.0,253468.0,4.57,2020 - 2021,2020,2021
55,Uttar Pradesh,Bahraich,161971.0,565765.0,3.49,2020 - 2021,2020,2021
56,Uttar Pradesh,Ballia,137921.0,519839.0,3.77,2020 - 2021,2020,2021
57,Uttar Pradesh,Balrampur,87202.0,296748.0,3.4,2020 - 2021,2020,2021
58,Uttar Pradesh,Banda,161837.0,454302.0,2.81,2020 - 2021,2020,2021
59,Uttar Pradesh,Barabanki,166827.0,722528.0,4.33,2020 - 2021,2020,2021
60,Uttar Pradesh,Bareilly,200048.0,773586.0,3.87,2020 - 2021,2020,2021
61,Uttar Pradesh,Basti,119730.0,425880.0,3.56,2020 - 2021,2020,2021
62,Uttar Pradesh,Bijnor,155416.0,591669.0,3.81,2020 - 2021,2020,2021
63,Uttar Pradesh,Budaun,232327.0,907237.0,3.91,2020 - 2021,2020,2021
64,Uttar Pradesh,Bulandshahr,194116.0,854887.0,4.4,2020 - 2021,2020,2021
65,Uttar Pradesh,Chandauli,99917.0,363998.0,3.64,2020 - 2021,2020,2021
66,Uttar Pradesh,Chitrakoot,49779.0,164687.0,3.31,2020 - 2021,2020,2021
67,Uttar Pradesh,Deoria,153125.0,533028.0,3.48,2020 - 2021,2020,2021
68,Uttar Pradesh,Etah,137493.0,567296.0,4.13,2020 - 2021,2020,2021
69,Uttar Pradesh,Etawah,95976.0,395887.0,4.12,2020 - 2021,2020,2021
70,Uttar Pradesh,Faizabad,112366.0,396436.0,3.53,2020 - 2021,2020,2021
71,Uttar Pradesh,Farrukhabad,76415.0,311773.0,4.08,2020 - 2021,2020,2021
72,Uttar Pradesh,Fatehpur,173279.0,657710.0,3.8,2020 - 2021,2020,2021
73,Uttar Pradesh,Firozabad,100567.0,416146.0,4.14,2020 - 2021,2020,2021
74,Uttar Pradesh,Gautam buddha nagar,44305.0,177973.0,4.02,2020 - 2021,2020,2021
75,Uttar Pradesh,Ghaziabad,28112.0,119926.0,4.27,2020 - 2021,2020,2021
76,Uttar Pradesh,Ghazipur,183259.0,638291.0,3.48,2020 - 2021,2020,2021
77,Uttar Pradesh,Gonda,154832.0,519461.0,3.35,2020 - 2021,2020,2021
78,Uttar Pradesh,Gorakhpur,190783.0,714103.0,3.74,2020 - 2021,2020,2021
79,Uttar Pradesh,Hamirpur,110320.0,354265.0,3.21,2020 - 2021,2020,2021
80,Uttar Pradesh,Hapur,43488.0,181823.0,4.18,2020 - 2021,2020,2021
81,Uttar Pradesh,Hardoi,320441.0,1200052.0,3.75,2020 - 2021,2020,2021
82,Uttar Pradesh,Hathras,82467.0,337785.0,4.1,2020 - 2021,2020,2021
83,Uttar Pradesh,Jalaun,144371.0,532022.0,3.69,2020 - 2021,2020,2021
84,Uttar Pradesh,Jaunpur,209293.0,773966.0,3.7,2020 - 2021,2020,2021
85,Uttar Pradesh,Jhansi,153236.0,463806.0,3.03,2020 - 2021,2020,2021
86,Uttar Pradesh,Kannauj,76169.0,315245.0,4.14,2020 - 2021,2020,2021
87,Uttar Pradesh,Kanpur dehat,122414.0,498444.0,4.07,2020 - 2021,2020,2021
88,Uttar Pradesh,Kanpur nagar,103150.0,407211.0,3.95,2020 - 2021,2020,2021
89,Uttar Pradesh,Kasganj,94618.0,360021.0,3.8,2020 - 2021,2020,2021
90,Uttar Pradesh,Kaushambi,75587.0,249908.0,3.31,2020 - 2021,2020,2021
91,Uttar Pradesh,Kheri,195061.0,802091.0,4.11,2020 - 2021,2020,2021
92,Uttar Pradesh,Kushi nagar,118046.0,441846.0,3.74,2020 - 2021,2020,2021
93,Uttar Pradesh,Lalitpur,171453.0,535282.0,3.12,2020 - 2021,2020,2021
94,Uttar Pradesh,Lucknow,81162.0,275302.0,3.39,2020 - 2021,2020,2021
95,Uttar Pradesh,Maharajganj,149744.0,560791.0,3.74,2020 - 2021,2020,2021
96,Uttar Pradesh,Mahoba,71779.0,194394.0,2.71,2020 - 2021,2020,2021
97,Uttar Pradesh,Mainpuri,150115.0,637839.0,4.25,2020 - 2021,2020,2021
98,Uttar Pradesh,Mathura,202884.0,712731.0,3.51,2020 - 2021,2020,2021
99,Uttar Pradesh,Mau,94569.0,356525.0,3.77,2020 - 2021,2020,2021
100,Uttar Pradesh,Meerut,79499.0,362992.0,4.57,2020 - 2021,2020,2021
101,Uttar Pradesh,Mirzapur,97635.0,319909.0,3.28,2020 - 2021,2020,2021
102,Uttar Pradesh,Moradabad,121959.0,528204.0,4.33,2020 - 2021,2020,2021
103,Uttar Pradesh,Muzaffarnagar,82486.0,357577.0,4.34,2020 - 2021,2020,2021
104,Uttar Pradesh,Pilibhit,141500.0,629534.0,4.45,2020 - 2021,2020,2021
105,Uttar Pradesh,Pratapgarh,147069.0,502535.0,3.42,2020 - 2021,2020,2021
106,Uttar Pradesh,Rae bareli,135517.0,528381.0,3.9,2020 - 2021,2020,2021
107,Uttar Pradesh,Rampur,144307.0,610996.0,4.23,2020 - 2021,2020,2021
108,Uttar Pradesh,Saharanpur,112258.0,466881.0,4.16,2020 - 2021,2020,2021
109,Uttar Pradesh,Sambhal,138648.0,567764.0,4.1,2020 - 2021,2020,2021
110,Uttar Pradesh,Sant kabeer nagar,91078.0,376972.0,4.14,2020 - 2021,2020,2021
111,Uttar Pradesh,Sant ravidas nagar,47585.0,172591.0,3.63,2020 - 2021,2020,2021
112,Uttar Pradesh,Shahjahanpur,252861.0,1126749.0,4.46,2020 - 2021,2020,2021
113,Uttar Pradesh,Shamli,50333.0,242001.0,4.81,2020 - 2021,2020,2021
114,Uttar Pradesh,Shravasti,70402.0,238944.0,3.39,2020 - 2021,2020,2021
115,Uttar Pradesh,Siddharth nagar,156385.0,619597.0,3.96,2020 - 2021,2020,2021
116,Uttar Pradesh,Sitapur,210592.0,764449.0,3.63,2020 - 2021,2020,2021
117,Uttar Pradesh,Sonbhadra,57786.0,151646.0,2.62,2020 - 2021,2020,2021
118,Uttar Pradesh,Sultanpur,104600.0,403756.0,3.86,2020 - 2021,2020,2021
119,Uttar Pradesh,Unnao,242573.0,844154.0,3.48,2020 - 2021,2020,2021
120,Uttar Pradesh,Varanasi,69795.0,256304.0,3.67,2020 - 2021,2020,2021
1,Haryana,Ambala,87884.0,360940.0,4.11,2021 - 2022,2021,2022
2,Haryana,Bhiwani,86914.0,371210.0,4.27,2021 - 2022,2021,2022
3,Haryana,Charki dadri,33188.0,136870.0,4.12,2021 - 2022,2021,2022
4,Haryana,Faridabad,28646.0,112180.0,3.92,2021 - 2022,2021,2022
5,Haryana,Fatehabad,184207.0,859330.0,4.67,2021 - 2022,2021,2022
6,Haryana,Gurgaon,36086.0,168630.0,4.67,2021 - 2022,2021,2022
7,Haryana,Hisar,206860.0,960660.0,4.64,2021 - 2022,2021,2022
8,Haryana,Jhajjar,80310.0,353360.0,4.4,2021 - 2022,2021,2022
9,Haryana,Jind,205354.0,956950.0,4.66,2021 - 2022,2021,2022
10,Haryana,Kaithal,176551.0,816200.0,4.62,2021 - 2022,2021,2022
11,Haryana,Karnal,176594.0,901510.0,5.1,2021 - 2022,2021,2022
12,Haryana,Kurukshetra,104134.0,443190.0,4.26,2021 - 2022,2021,2022
13,Haryana,Mahendragarh,25905.0,120380.0,4.65,2021 - 2022,2021,2022
14,Haryana,Mewat,62170.0,264970.0,4.26,2021 - 2022,2021,2022
15,Haryana,Palwal,94678.0,439400.0,4.64,2021 - 2022,2021,2022
16,Haryana,Panchkula,19266.0,72670.0,3.77,2021 - 2022,2021,2022
17,Haryana,Panipat,83977.0,388980.0,4.63,2021 - 2022,2021,2022
18,Haryana,Rewari,27921.0,127850.0,4.58,2021 - 2022,2021,2022
19,Haryana,Rohtak,100983.0,441600.0,4.37,2021 - 2022,2021,2022
20,Haryana,Sirsa,257738.0,1106470.0,4.29,2021 - 2022,2021,2022
21,Haryana,Sonipat,136834.0,645860.0,4.72,2021 - 2022,2021,2022
22,Haryana,Yamunanagar,94499.0,426190.0,4.51,2021 - 2022,2021,2022
23,Punjab,Amritsar,189300.0,843000.0,4.45,2021 - 2022,2021,2022
24,Punjab,Barnala,114800.0,525000.0,4.57,2021 - 2022,2021,2022
25,Punjab,Bathinda,260700.0,1149000.0,4.41,2021 - 2022,2021,2022
26,Punjab,Faridkot,115500.0,529000.0,4.58,2021 - 2022,2021,2022
27,Punjab,Fatehgarh sahib,85300.0,290000.0,3.4,2021 - 2022,2021,2022
28,Punjab,Fazilka,204100.0,873000.0,4.28,2021 - 2022,2021,2022
29,Punjab,Firozepur,187800.0,821000.0,4.37,2021 - 2022,2021,2022
30,Punjab,Gurdaspur,184100.0,777000.0,4.22,2021 - 2022,2021,2022
31,Punjab,Hoshiarpur,142200.0,515000.0,3.62,2021 - 2022,2021,2022
32,Punjab,Jalandhar,173300.0,732000.0,4.22,2021 - 2022,2021,2022
33,Punjab,Kapurthala,110000.0,439000.0,3.99,2021 - 2022,2021,2022
34,Punjab,Ludhiana,244200.0,1044000.0,4.28,2021 - 2022,2021,2022
36,Punjab,Mansa,172500.0,768000.0,4.45,2021 - 2022,2021,2022
37,Punjab,Moga,177900.0,778000.0,4.37,2021 - 2022,2021,2022
38,Punjab,Muktsar,219200.0,992000.0,4.53,2021 - 2022,2021,2022
39,Punjab,Nawanshahr,77300.0,299000.0,3.87,2021 - 2022,2021,2022
40,Punjab,Pathankot,39400.0,144000.0,3.65,2021 - 2022,2021,2022
41,Punjab,Patiala,233500.0,907000.0,3.88,2021 - 2022,2021,2022
42,Punjab,Rupnagar,68600.0,248000.0,3.62,2021 - 2022,2021,2022
43,Punjab,S.a.s nagar,50100.0,186000.0,3.71,2021 - 2022,2021,2022
44,Punjab,Sangrur,291200.0,1216000.0,4.175824175824176,2021 - 2022,2021,2022
45,Punjab,Tarn taran,185500.0,796000.0,4.29,2021 - 2022,2021,2022
46,Uttar Pradesh,Agra,141532.0,573205.0,4.05,2021 - 2022,2021,2022
47,Uttar Pradesh,Aligarh,232606.0,975782.0,4.19,2021 - 2022,2021,2022
48,Uttar Pradesh,Allahabad,222277.0,638602.0,2.87,2021 - 2022,2021,2022
49,Uttar Pradesh,Ambedkar nagar,123724.0,455799.0,3.68,2021 - 2022,2021,2022
50,Uttar Pradesh,Amethi,138543.0,445416.0,3.22,2021 - 2022,2021,2022
51,Uttar Pradesh,Amroha,96101.0,379407.0,3.95,2021 - 2022,2021,2022
52,Uttar Pradesh,Auraiya,105757.0,419644.0,3.97,2021 - 2022,2021,2022
53,Uttar Pradesh,Azamgarh,244953.0,850967.0,3.47,2021 - 2022,2021,2022
54,Uttar Pradesh,Baghpat,57237.0,260486.0,4.55,2021 - 2022,2021,2022
55,Uttar Pradesh,Bahraich,165334.0,581645.0,3.52,2021 - 2022,2021,2022
56,Uttar Pradesh,Ballia,142473.0,537408.0,3.77,2021 - 2022,2021,2022
57,Uttar Pradesh,Balrampur,89161.0,294677.0,3.3,2021 - 2022,2021,2022
58,Uttar Pradesh,Banda,167353.0,505406.0,3.02,2021 - 2022,2021,2022
59,Uttar Pradesh,Barabanki,173546.0,701473.0,4.04,2021 - 2022,2021,2022
60,Uttar Pradesh,Bareilly,208130.0,812956.0,3.91,2021 - 2022,2021,2022
61,Uttar Pradesh,Basti,124347.0,452374.0,3.64,2021 - 2022,2021,2022
62,Uttar Pradesh,Bijnor,160351.0,601797.0,3.75,2021 - 2022,2021,2022
63,Uttar Pradesh,Budaun,241713.0,939297.0,3.89,2021 - 2022,2021,2022
64,Uttar Pradesh,Bulandshahr,201958.0,896088.0,4.44,2021 - 2022,2021,2022
65,Uttar Pradesh,Chandauli,105445.0,371483.0,3.52,2021 - 2022,2021,2022
66,Uttar Pradesh,Chitrakoot,50750.0,161842.0,3.19,2021 - 2022,2021,2022
67,Uttar Pradesh,Deoria,159816.0,534585.0,3.35,2021 - 2022,2021,2022
68,Uttar Pradesh,Etah,140723.0,547412.0,3.89,2021 - 2022,2021,2022
69,Uttar Pradesh,Etawah,104603.0,400943.0,3.83,2021 - 2022,2021,2022
70,Uttar Pradesh,Faizabad,115607.0,392601.0,3.4,2021 - 2022,2021,2022
71,Uttar Pradesh,Farrukhabad,78229.0,303294.0,3.88,2021 - 2022,2021,2022
72,Uttar Pradesh,Fatehpur,179293.0,656212.0,3.66,2021 - 2022,2021,2022
73,Uttar Pradesh,Firozabad,104209.0,368275.0,3.53,2021 - 2022,2021,2022
74,Uttar Pradesh,Gautam buddha nagar,45969.0,176935.0,3.85,2021 - 2022,2021,2022
75,Uttar Pradesh,Ghaziabad,29658.0,124534.0,4.2,2021 - 2022,2021,2022
76,Uttar Pradesh,Ghazipur,180612.0,701136.0,3.88,2021 - 2022,2021,2022
77,Uttar Pradesh,Gonda,160294.0,524963.0,3.28,2021 - 2022,2021,2022
78,Uttar Pradesh,Gorakhpur,202056.0,733463.0,3.63,2021 - 2022,2021,2022
79,Uttar Pradesh,Hamirpur,117657.0,378150.0,3.21,2021 - 2022,2021,2022
80,Uttar Pradesh,Hapur,45245.0,197947.0,4.38,2021 - 2022,2021,2022
81,Uttar Pradesh,Hardoi,329234.0,1248455.0,3.79,2021 - 2022,2021,2022
82,Uttar Pradesh,Hathras,85798.0,340446.0,3.97,2021 - 2022,2021,2022
83,Uttar Pradesh,Jalaun,135801.0,465118.0,3.42,2021 - 2022,2021,2022
84,Uttar Pradesh,Jaunpur,218144.0,872794.0,4.0,2021 - 2022,2021,2022
85,Uttar Pradesh,Jhansi,132473.0,448421.0,3.38,2021 - 2022,2021,2022
86,Uttar Pradesh,Kannauj,79473.0,306289.0,3.85,2021 - 2022,2021,2022
87,Uttar Pradesh,Kanpur dehat,125428.0,475874.0,3.79,2021 - 2022,2021,2022
88,Uttar Pradesh,Kanpur nagar,106742.0,371142.0,3.48,2021 - 2022,2021,2022
89,Uttar Pradesh,Kasganj,96900.0,379170.0,3.91,2021 - 2022,2021,2022
90,Uttar Pradesh,Kaushambi,77760.0,261274.0,3.36,2021 - 2022,2021,2022
91,Uttar Pradesh,Kheri,202178.0,827717.0,4.09,2021 - 2022,2021,2022
92,Uttar Pradesh,Kushi nagar,121457.0,457043.0,3.76,2021 - 2022,2021,2022
93,Uttar Pradesh,Lalitpur,171462.0,620521.0,3.62,2021 - 2022,2021,2022
94,Uttar Pradesh,Lucknow,85202.0,301700.0,3.54,2021 - 2022,2021,2022
95,Uttar Pradesh,Maharajganj,155147.0,551392.0,3.55,2021 - 2022,2021,2022
96,Uttar Pradesh,Mahoba,79923.0,227061.0,2.84,2021 - 2022,2021,2022
97,Uttar Pradesh,Mainpuri,156761.0,604627.0,3.86,2021 - 2022,2021,2022
98,Uttar Pradesh,Mathura,203144.0,708973.0,3.49,2021 - 2022,2021,2022
99,Uttar Pradesh,Mau,98616.0,364879.0,3.7,2021 - 2022,2021,2022
100,Uttar Pradesh,Meerut,81074.0,338889.0,4.18,2021 - 2022,2021,2022
101,Uttar Pradesh,Mirzapur,100512.0,351993.0,3.5,2021 - 2022,2021,2022
102,Uttar Pradesh,Moradabad,126886.0,527211.0,4.15,2021 - 2022,2021,2022
103,Uttar Pradesh,Muzaffarnagar,85686.0,339488.0,3.96,2021 - 2022,2021,2022
104,Uttar Pradesh,Pilibhit,147217.0,590193.0,4.01,2021 - 2022,2021,2022
105,Uttar Pradesh,Pratapgarh,153848.0,508621.0,3.31,2021 - 2022,2021,2022
106,Uttar Pradesh,Rae bareli,139506.0,450604.0,3.23,2021 - 2022,2021,2022
107,Uttar Pradesh,Rampur,158692.0,664126.0,4.18,2021 - 2022,2021,2022
108,Uttar Pradesh,Saharanpur,116564.0,474066.0,4.07,2021 - 2022,2021,2022
109,Uttar Pradesh,Sambhal,144823.0,578858.0,4.0,2021 - 2022,2021,2022
110,Uttar Pradesh,Sant kabeer nagar,95295.0,394521.0,4.14,2021 - 2022,2021,2022
111,Uttar Pradesh,Sant ravidas nagar,49711.0,176872.0,3.56,2021 - 2022,2021,2022
112,Uttar Pradesh,Shahjahanpur,266855.0,1192575.0,4.47,2021 - 2022,2021,2022
113,Uttar Pradesh,Shamli,51942.0,226155.0,4.35,2021 - 2022,2021,2022
114,Uttar Pradesh,Shravasti,73327.0,264124.0,3.6,2021 - 2022,2021,2022
115,Uttar Pradesh,Siddharth nagar,163931.0,673101.0,4.11,2021 - 2022,2021,2022
116,Uttar Pradesh,Sitapur,219450.0,831935.0,3.79,2021 - 2022,2021,2022
117,Uttar Pradesh,Sonbhadra,63408.0,175957.0,2.77,2021 - 2022,2021,2022
118,Uttar Pradesh,Sultanpur,109991.0,447663.0,4.07,2021 - 2022,2021,2022
119,Uttar Pradesh,Unnao,252710.0,861741.0,3.41,2021 - 2022,2021,2022
120,Uttar Pradesh,Varanasi,72087.0,259153.0,3.6,2021 - 2022,2021,2022
1,Haryana,Ambala,88860.0,412220.0,4.64,2022 - 2023,2022,2023
2,Haryana,Bhiwani,90640.0,371410.0,4.1,2022 - 2023,2022,2023
3,Haryana,Charki dadri,37690.0,137940.0,3.66,2022 - 2023,2022,2023
4,Haryana,Faridabad,28440.0,117700.0,4.14,2022 - 2023,2022,2023
5,Haryana,Fatehabad,182260.0,936570.0,5.14,2022 - 2023,2022,2023
6,Haryana,Gurgaon,33640.0,151340.0,4.5,2022 - 2023,2022,2023
7,Haryana,Hisar,208130.0,1038630.0,4.99,2022 - 2023,2022,2023
8,Haryana,Jhajjar,94710.0,412490.0,4.36,2022 - 2023,2022,2023
9,Haryana,Jind,202120.0,984620.0,4.87,2022 - 2023,2022,2023
10,Haryana,Kaithal,180060.0,847540.0,4.71,2022 - 2023,2022,2023
11,Haryana,Karnal,186280.0,1003050.0,5.38,2022 - 2023,2022,2023
12,Haryana,Kurukshetra,105750.0,505730.0,4.78,2022 - 2023,2022,2023
13,Haryana,Mahendragarh,30080.0,133200.0,4.43,2022 - 2023,2022,2023
14,Haryana,Mewat,68630.0,267460.0,3.9,2022 - 2023,2022,2023
15,Haryana,Palwal,97690.0,413960.0,4.24,2022 - 2023,2022,2023
16,Haryana,Panchkula,19380.0,74260.0,3.83,2022 - 2023,2022,2023
17,Haryana,Panipat,83820.0,374960.0,4.47,2022 - 2023,2022,2023
18,Haryana,Rewari,33490.0,139090.0,4.15,2022 - 2023,2022,2023
19,Haryana,Rohtak,103170.0,430240.0,4.17,2022 - 2023,2022,2023
20,Haryana,Sirsa,269930.0,1204660.0,4.46,2022 - 2023,2022,2023
21,Haryana,Sonipat,139000.0,629690.0,4.53,2022 - 2023,2022,2023
22,Haryana,Yamunanagar,92840.0,477490.0,5.14,2022 - 2023,2022,2023
23,Punjab,Amritsar,189100.0,905400.0,4.79,2022 - 2023,2022,2023
24,Punjab,Barnala,113400.0,574100.0,5.06,2022 - 2023,2022,2023
25,Punjab,Bathinda,254000.0,1257300.0,4.95,2022 - 2023,2022,2023
26,Punjab,Faridkot,115300.0,504500.0,4.38,2022 - 2023,2022,2023
