district_id,state_name,district_name,season_label,season_start_year,season_end_year,area_ha,production_tonnes,yield_ton_per_ha,yield_kg_per_ha,crop,season,source,source_file
IND028006,Punjab,Fazilka,2018 - 2019,2018,2019,208000.0,1052000.0,5.06,5060.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028006,Punjab,Fazilka,2019 - 2020,2019,2020,206000.0,1016000.0,4.93,4930.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028006,Punjab,Fazilka,2020 - 2021,2020,2021,207500.0,984000.0,4.74,4740.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028006,Punjab,Fazilka,2021 - 2022,2021,2022,204100.0,873000.0,4.28,4280.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028006,Punjab,Fazilka,2022 - 2023,2022,2023,200000.0,925000.0,4.63,4630.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028007,Punjab,Firozpur,2017 - 2018,2017,2018,187000.0,977000.0,5.22,5220.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028007,Punjab,Firozpur,2018 - 2019,2018,2019,187000.0,1010000.0,5.4,5400.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028007,Punjab,Firozpur,2019 - 2020,2019,2020,187000.0,957000.0,5.12,5120.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028007,Punjab,Firozpur,2020 - 2021,2020,2021,196100.0,967000.0,4.93,4930.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028007,Punjab,Firozpur,2021 - 2022,2021,2022,187800.0,821000.0,4.37,4370.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028007,Punjab,Firozpur,2022 - 2023,2022,2023,188700.0,906000.0,4.8,4800.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028008,Punjab,Gurdaspur,2017 - 2018,2017,2018,185000.0,876000.0,4.74,4740.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028008,Punjab,Gurdaspur,2018 - 2019,2018,2019,184000.0,868000.0,4.72,4720.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028008,Punjab,Gurdaspur,2019 - 2020,2019,2020,185000.0,772000.0,4.17,4170.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028008,Punjab,Gurdaspur,2020 - 2021,2020,2021,185600.0,840000.0,4.53,4530.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028008,Punjab,Gurdaspur,2021 - 2022,2021,2022,184100.0,777000.0,4.22,4220.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028008,Punjab,Gurdaspur,2022 - 2023,2022,2023,185100.0,820400.0,4.43,4430.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028009,Punjab,Hoshiarpur,2017 - 2018,2017,2018,143000.0,620000.0,4.34,4340.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028009,Punjab,Hoshiarpur,2018 - 2019,2018,2019,144000.0,611000.0,4.24,4240.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028009,Punjab,Hoshiarpur,2019 - 2020,2019,2020,142000.0,609000.0,4.29,4290.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028009,Punjab,Hoshiarpur,2020 - 2021,2020,2021,141900.0,588000.0,4.14,4140.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028009,Punjab,Hoshiarpur,2021 - 2022,2021,2022,142200.0,515000.0,3.62,3620.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028009,Punjab,Hoshiarpur,2022 - 2023,2022,2023,141700.0,570800.0,4.03,4030.0000000000005,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028010,Punjab,Jalandhar,2017 - 2018,2017,2018,170000.0,861000.0,5.06,5060.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028010,Punjab,Jalandhar,2018 - 2019,2018,2019,170000.0,845000.0,4.97,4970.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028010,Punjab,Jalandhar,2019 - 2020,2019,2020,173000.0,870000.0,5.03,5030.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028010,Punjab,Jalandhar,2020 - 2021,2020,2021,172400.0,845000.0,4.9,4900.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028010,Punjab,Jalandhar,2021 - 2022,2021,2022,173300.0,732000.0,4.22,4220.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028010,Punjab,Jalandhar,2022 - 2023,2022,2023,173400.0,754300.0,4.35,4350.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028011,Punjab,Kapurthala,2017 - 2018,2017,2018,108000.0,523000.0,4.84,4840.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028011,Punjab,Kapurthala,2018 - 2019,2018,2019,109000.0,516000.0,4.73,4730.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028011,Punjab,Kapurthala,2019 - 2020,2019,2020,109000.0,507000.0,4.65,4650.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028011,Punjab,Kapurthala,2020 - 2021,2020,2021,105200.0,486000.0,4.62,4620.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028011,Punjab,Kapurthala,2021 - 2022,2021,2022,110000.0,439000.0,3.99,3990.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028011,Punjab,Kapurthala,2022 - 2023,2022,2023,108600.0,484300.0,4.46,4460.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028012,Punjab,Ludhiana,2017 - 2018,2017,2018,252000.0,1296000.0,5.14,5140.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028012,Punjab,Ludhiana,2018 - 2019,2018,2019,251000.0,1288000.0,5.13,5130.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028012,Punjab,Ludhiana,2019 - 2020,2019,2020,250000.0,1275000.0,5.1,5100.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028012,Punjab,Ludhiana,2020 - 2021,2020,2021,249700.0,1241000.0,4.97,4970.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028012,Punjab,Ludhiana,2021 - 2022,2021,2022,244200.0,1044000.0,4.28,4280.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028012,Punjab,Ludhiana,2022 - 2023,2022,2023,244700.0,1123400.0,4.59,4590.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028013,Punjab,Mansa,2017 - 2018,2017,2018,172000.0,890000.0,5.17,5170.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028013,Punjab,Mansa,2018 - 2019,2018,2019,171000.0,932000.0,5.45,5450.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028013,Punjab,Mansa,2019 - 2020,2019,2020,171000.0,922000.0,5.39,5390.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028013,Punjab,Mansa,2020 - 2021,2020,2021,171600.0,852000.0,4.97,4970.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028013,Punjab,Mansa,2021 - 2022,2021,2022,172500.0,768000.0,4.45,4450.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028013,Punjab,Mansa,2022 - 2023,2022,2023,170800.0,854200.0,5.0,5000.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028014,Punjab,Moga,2017 - 2018,2017,2018,175000.0,908000.0,5.19,5190.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028014,Punjab,Moga,2018 - 2019,2018,2019,175000.0,941000.0,5.38,5380.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028014,Punjab,Moga,2019 - 2020,2019,2020,176000.0,942000.0,5.35,5350.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028014,Punjab,Moga,2020 - 2021,2020,2021,177000.0,911000.0,5.15,5150.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028014,Punjab,Moga,2021 - 2022,2021,2022,177900.0,778000.0,4.37,4370.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028014,Punjab,Moga,2022 - 2023,2022,2023,178100.0,846300.0,4.75,4750.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028015,Punjab,Mohali,2017 - 2018,2017,2018,50000.0,248000.0,4.96,4960.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028015,Punjab,Mohali,2018 - 2019,2018,2019,50000.0,232000.0,4.64,4640.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028015,Punjab,Mohali,2019 - 2020,2019,2020,50000.0,226000.0,4.52,4520.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028015,Punjab,Mohali,2020 - 2021,2020,2021,48500.0,212000.0,4.37,4370.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028015,Punjab,Mohali,2021 - 2022,2021,2022,50100.0,186000.0,3.71,3710.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028015,Punjab,Mohali,2022 - 2023,2022,2023,53000.0,217000.0,4.09,4090.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028016,Punjab,Muktsar,2017 - 2018,2017,2018,211000.0,1108000.0,5.25,5250.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028016,Punjab,Muktsar,2018 - 2019,2018,2019,214000.0,1192000.0,5.57,5570.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028016,Punjab,Muktsar,2019 - 2020,2019,2020,214000.0,1168000.0,5.46,5460.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028016,Punjab,Muktsar,2020 - 2021,2020,2021,215200.0,1087000.0,5.05,5050.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028016,Punjab,Muktsar,2021 - 2022,2021,2022,219200.0,992000.0,4.53,4530.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028016,Punjab,Muktsar,2022 - 2023,2022,2023,217100.0,1019100.0,4.69,4690.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028017,Punjab,Nawan Shehar,2017 - 2018,2017,2018,77000.0,385000.0,5.0,5000.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028017,Punjab,Nawan Shehar,2018 - 2019,2018,2019,77000.0,385000.0,5.0,5000.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028017,Punjab,Nawan Shehar,2019 - 2020,2019,2020,77000.0,391000.0,5.08,5080.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028017,Punjab,Nawan Shehar,2020 - 2021,2020,2021,77700.0,384000.0,4.94,4940.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028017,Punjab,Nawan Shehar,2021 - 2022,2021,2022,77300.0,299000.0,3.87,3870.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028017,Punjab,Nawan Shehar,2022 - 2023,2022,2023,78100.0,386300.0,4.95,4950.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028018,Punjab,Pathankot,2017 - 2018,2017,2018,41000.0,165000.0,4.02,4019.9999999999995,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028018,Punjab,Pathankot,2018 - 2019,2018,2019,41000.0,163000.0,3.98,3980.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028018,Punjab,Pathankot,2019 - 2020,2019,2020,40000.0,158000.0,3.95,3950.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028018,Punjab,Pathankot,2020 - 2021,2020,2021,42000.0,182000.0,4.33,4330.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028018,Punjab,Pathankot,2021 - 2022,2021,2022,39400.0,144000.0,3.65,3650.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028018,Punjab,Pathankot,2022 - 2023,2022,2023,40100.0,160300.0,4.0,4000.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028019,Punjab,Patiala,2017 - 2018,2017,2018,232000.0,1223000.0,5.27,5270.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028019,Punjab,Patiala,2018 - 2019,2018,2019,233000.0,1275000.0,5.47,5470.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028019,Punjab,Patiala,2019 - 2020,2019,2020,234000.0,1116000.0,4.77,4770.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028019,Punjab,Patiala,2020 - 2021,2020,2021,233700.0,1162000.0,4.97,4970.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028019,Punjab,Patiala,2021 - 2022,2021,2022,233500.0,907000.0,3.88,3880.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028019,Punjab,Patiala,2022 - 2023,2022,2023,233300.0,1145100.0,4.91,4910.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028020,Punjab,Rupnagar,2017 - 2018,2017,2018,67000.0,326000.0,4.87,4870.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028020,Punjab,Rupnagar,2018 - 2019,2018,2019,69000.0,315000.0,4.57,4570.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028020,Punjab,Rupnagar,2019 - 2020,2019,2020,69000.0,299000.0,4.33,4330.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028020,Punjab,Rupnagar,2020 - 2021,2020,2021,68700.0,310000.0,4.51,4510.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028020,Punjab,Rupnagar,2021 - 2022,2021,2022,68600.0,248000.0,3.62,3620.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028020,Punjab,Rupnagar,2022 - 2023,2022,2023,67900.0,306300.0,4.51,4510.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028021,Punjab,Sangrur,2017 - 2018,2017,2018,288000.0,1599000.0,5.55,5550.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028021,Punjab,Sangrur,2018 - 2019,2018,2019,290000.0,1682000.0,5.8,5800.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028021,Punjab,Sangrur,2019 - 2020,2019,2020,291000.0,1678000.0,5.77,5770.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028021,Punjab,Sangrur,2020 - 2021,2020,2021,291000.0,1532000.0,5.26,5260.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028021,Punjab,Sangrur,2021 - 2022,2021,2022,291200.0,1216000.0,4.175824175824176,4175.824175824176,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028021,Punjab,Sangrur,2022 - 2023,2022,2023,290800.0,1516200.0,5.213892709766163,5213.892709766163,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028022,Punjab,Tarn Taran,2017 - 2018,2017,2018,186000.0,871000.0,4.68,4680.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028022,Punjab,Tarn Taran,2018 - 2019,2018,2019,187000.0,916000.0,4.9,4900.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028022,Punjab,Tarn Taran,2019 - 2020,2019,2020,188000.0,855000.0,4.55,4550.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028022,Punjab,Tarn Taran,2020 - 2021,2020,2021,187000.0,880000.0,4.71,4710.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028022,Punjab,Tarn Taran,2021 - 2022,2021,2022,185500.0,796000.0,4.29,4290.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND028022,Punjab,Tarn Taran,2022 - 2023,2022,2023,189800.0,886400.0,4.67,4670.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND034001,Uttar Pradesh,Agra,2017 - 2018,2017,2018,137141.0,553638.0,4.04,4040.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND034001,Uttar Pradesh,Agra,2018 - 2019,2018,2019,132369.0,578320.0,4.37,4370.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND034001,Uttar Pradesh,Agra,2019 - 2020,2019,2020,137283.0,555307.0,4.04,4040.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND034001,Uttar Pradesh,Agra,2020 - 2021,2020,2021,137658.0,586148.0,4.26,4260.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND034001,Uttar Pradesh,Agra,2021 - 2022,2021,2022,141532.0,573205.0,4.05,4050.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND034001,Uttar Pradesh,Agra,2022 - 2023,2022,2023,130922.0,552753.0,4.22,4220.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND034002,Uttar Pradesh,Aligarh,2017 - 2018,2017,2018,223557.0,961295.0,4.3,4300.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND034002,Uttar Pradesh,Aligarh,2018 - 2019,2018,2019,221798.0,946190.0,4.27,4270.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND034002,Uttar Pradesh,Aligarh,2019 - 2020,2019,2020,223574.0,921572.0,4.12,4120.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND034002,Uttar Pradesh,Aligarh,2020 - 2021,2020,2021,223574.0,934986.0,4.18,4180.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND034002,Uttar Pradesh,Aligarh,2021 - 2022,2021,2022,232606.0,975782.0,4.19,4190.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND034002,Uttar Pradesh,Aligarh,2022 - 2023,2022,2023,182135.0,764238.0,4.2,4200.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND034003,Uttar Pradesh,Allahabad,2017 - 2018,2017,2018,210205.0,790673.0,3.76,3760.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND034003,Uttar Pradesh,Allahabad,2018 - 2019,2018,2019,210752.0,748837.0,3.55,3550.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND034003,Uttar Pradesh,Allahabad,2019 - 2020,2019,2020,210714.0,593160.0,2.82,2820.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND034003,Uttar Pradesh,Allahabad,2020 - 2021,2020,2021,210752.0,755631.0,3.59,3590.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND034003,Uttar Pradesh,Allahabad,2021 - 2022,2021,2022,222277.0,638602.0,2.87,2870.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND034003,Uttar Pradesh,Allahabad,2022 - 2023,2022,2023,244722.0,563350.0,2.3,2300.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND034004,Uttar Pradesh,Ambedkar Nagar,2017 - 2018,2017,2018,117806.0,484300.0,4.11,4110.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND034004,Uttar Pradesh,Ambedkar Nagar,2018 - 2019,2018,2019,119235.0,488740.0,4.1,4100.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND034004,Uttar Pradesh,Ambedkar Nagar,2019 - 2020,2019,2020,119046.0,466422.0,3.92,3920.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND034004,Uttar Pradesh,Ambedkar Nagar,2020 - 2021,2020,2021,119547.0,459300.0,3.84,3840.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND034004,Uttar Pradesh,Ambedkar Nagar,2021 - 2022,2021,2022,123724.0,455799.0,3.68,3680.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND034004,Uttar Pradesh,Ambedkar Nagar,2022 - 2023,2022,2023,118413.0,402367.0,3.4,3400.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND034005,Uttar Pradesh,Amethi,2017 - 2018,2017,2018,128799.0,499225.0,3.88,3880.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND034005,Uttar Pradesh,Amethi,2018 - 2019,2018,2019,129363.0,458204.0,3.54,3540.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND034005,Uttar Pradesh,Amethi,2019 - 2020,2019,2020,126155.0,389314.0,3.09,3090.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND034005,Uttar Pradesh,Amethi,2020 - 2021,2020,2021,127185.0,493223.0,3.88,3880.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND034005,Uttar Pradesh,Amethi,2021 - 2022,2021,2022,138543.0,445416.0,3.22,3220.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND034005,Uttar Pradesh,Amethi,2022 - 2023,2022,2023,129528.0,381460.0,2.95,2950.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND034006,Uttar Pradesh,Amroha,2017 - 2018,2017,2018,90058.0,333755.0,3.71,3710.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND034006,Uttar Pradesh,Amroha,2018 - 2019,2018,2019,88417.0,336604.0,3.81,3810.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND034006,Uttar Pradesh,Amroha,2019 - 2020,2019,2020,89939.0,348334.0,3.87,3870.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND034006,Uttar Pradesh,Amroha,2020 - 2021,2020,2021,92094.0,370218.0,4.02,4019.9999999999995,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND034006,Uttar Pradesh,Amroha,2021 - 2022,2021,2022,96101.0,379407.0,3.95,3950.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND034006,Uttar Pradesh,Amroha,2022 - 2023,2022,2023,92734.0,381508.0,4.11,4110.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND034007,Uttar Pradesh,Auraiya,2017 - 2018,2017,2018,102134.0,396076.0,3.88,3880.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND034007,Uttar Pradesh,Auraiya,2018 - 2019,2018,2019,101049.0,417939.0,4.14,4140.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND034007,Uttar Pradesh,Auraiya,2019 - 2020,2019,2020,102910.0,399702.0,3.88,3880.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND034007,Uttar Pradesh,Auraiya,2020 - 2021,2020,2021,102110.0,423757.0,4.15,4150.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND034007,Uttar Pradesh,Auraiya,2021 - 2022,2021,2022,105757.0,419644.0,3.97,3970.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND034007,Uttar Pradesh,Auraiya,2022 - 2023,2022,2023,103008.0,429543.0,4.17,4170.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND034008,Uttar Pradesh,Azamgarh,2017 - 2018,2017,2018,235094.0,808724.0,3.44,3440.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND034008,Uttar Pradesh,Azamgarh,2018 - 2019,2018,2019,230824.0,852201.0,3.69,3690.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND034008,Uttar Pradesh,Azamgarh,2019 - 2020,2019,2020,232369.0,802368.0,3.45,3450.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND034008,Uttar Pradesh,Azamgarh,2020 - 2021,2020,2021,240293.0,849680.0,3.54,3540.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND034008,Uttar Pradesh,Azamgarh,2021 - 2022,2021,2022,244953.0,850967.0,3.47,3470.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND034008,Uttar Pradesh,Azamgarh,2022 - 2023,2022,2023,234260.0,840759.0,3.59,3590.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND034009,Uttar Pradesh,Badaun,2017 - 2018,2017,2018,222879.0,822869.0,3.69,3690.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND034009,Uttar Pradesh,Badaun,2018 - 2019,2018,2019,226358.0,880759.0,3.89,3890.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND034009,Uttar Pradesh,Badaun,2019 - 2020,2019,2020,250941.0,1023839.0,4.08,4080.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND034009,Uttar Pradesh,Badaun,2020 - 2021,2020,2021,232327.0,907237.0,3.91,3910.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND034009,Uttar Pradesh,Badaun,2021 - 2022,2021,2022,241713.0,939297.0,3.89,3890.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND034009,Uttar Pradesh,Badaun,2022 - 2023,2022,2023,215342.0,912619.0,4.24,4240.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND034010,Uttar Pradesh,Baghpat,2017 - 2018,2017,2018,56716.0,251309.0,4.43,4430.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND034010,Uttar Pradesh,Baghpat,2018 - 2019,2018,2019,54904.0,250307.0,4.56,4560.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND034010,Uttar Pradesh,Baghpat,2019 - 2020,2019,2020,55446.0,250782.0,4.52,4520.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND034010,Uttar Pradesh,Baghpat,2020 - 2021,2020,2021,55427.0,253468.0,4.57,4570.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND034010,Uttar Pradesh,Baghpat,2021 - 2022,2021,2022,57237.0,260486.0,4.55,4550.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND034010,Uttar Pradesh,Baghpat,2022 - 2023,2022,2023,54815.0,248696.0,4.54,4540.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
IND034011,Uttar Pradesh,Bahraich,2017 - 2018,2017,2018,167795.0,629399.0,3.75,3750.0,Wheat,Rabi,DES APY Query Report,data/yields/apy_query_report.xls
