split,district_id,district_name,state_name,year_from,year_to,actual_yield_from,actual_yield_to,actual_change_pct,actual_direction,predicted_yield_from,predicted_yield_to,predicted_change_pct,predicted_direction,direction_match
train,IND013014,Mewat,Haryana,2017,2018,4320.0,4540.0,5.092592716217041,increase,4320.02392578125,4540.0390625,5.092914581298828,increase,True
train,IND013015,Palwal,Haryana,2017,2018,4550.0,4230.0,-7.032967567443848,decrease,4550.00927734375,4230.1259765625,-7.030387878417969,decrease,True
train,IND013018,Rewari,Haryana,2017,2018,4900.0,4950.0,1.0204081535339355,increase,4900.0048828125,4950.0478515625,1.0212841033935547,increase,True
train,IND013004,Faridabad,Haryana,2017,2018,4450.0,5140.0,15.50561809539795,increase,4450.0029296875,5139.84912109375,15.502151489257812,increase,True
train,IND013006,Gurgaon,Haryana,2017,2018,4910.0,4950.0,0.8146640062332153,increase,4909.986328125,4950.0380859375,0.8157203793525696,increase,True
train,IND013008,Jhajjar,Haryana,2017,2018,4650.0,4760.0,2.365591287612915,increase,4649.9482421875,4759.98876953125,2.3664894104003906,increase,True
train,IND013021,Sonepat,Haryana,2017,2018,5070.0,4480.0,-11.637081146240234,decrease,5069.99462890625,4480.04638671875,-11.636072158813477,decrease,True
train,IND013017,Panipat,Haryana,2017,2018,5190.0,5220.0,0.5780346393585205,increase,5189.96826171875,5219.9697265625,0.5780664086341858,increase,True
train,IND013013,Mahendragarh,Haryana,2017,2018,4270.0,4740.0,11.007025718688965,increase,4269.96435546875,4739.94775390625,11.006728172302246,increase,True
train,IND013003,Charkhi Dadri,Haryana,2017,2018,4120.0,5000.0,21.359222412109375,increase,4120.14306640625,4999.9677734375,21.35422706604004,increase,True
train,IND013002,Bhiwani,Haryana,2017,2018,4320.0,4420.0,2.314814805984497,increase,4319.98876953125,4420.0732421875,2.3167762756347656,increase,True
train,IND013019,Rohtak,Haryana,2017,2018,4630.0,4570.0,-1.295896291732788,decrease,4630.0234375,4570.0302734375,-1.295742154121399,decrease,True
train,IND013007,Hissar,Haryana,2017,2018,4910.0,4960.0,1.0183298587799072,increase,4909.9677734375,4959.96826171875,1.0183465480804443,increase,True
train,IND013009,Jind,Haryana,2017,2018,5050.0,5240.0,3.762376308441162,increase,5049.95458984375,5240.0361328125,3.7640247344970703,increase,True
train,IND013005,Fatehabad,Haryana,2017,2018,5380.0,5380.0,0.0,stable,5379.92529296875,5379.98193359375,0.0010528143029659986,stable,True
train,IND013020,Sirsa,Haryana,2017,2018,5060.0,5060.0,0.0,stable,5060.0166015625,5059.95654296875,-0.0011869248701259494,stable,True
train,IND013010,Kaithal,Haryana,2017,2018,4830.0,4920.0,1.8633540868759155,increase,4830.02392578125,4920.080078125,1.8645074367523193,increase,True
train,IND028013,Mansa,Punjab,2017,2018,5170.0,5450.0,5.415860652923584,increase,5169.97705078125,5450.0283203125,5.416876316070557,increase,True
train,IND013011,Karnal,Haryana,2017,2018,4920.0,5640.0,14.634145736694336,increase,4920.0341796875,5639.89111328125,14.631136894226074,increase,True
train,IND013012,Kurukshetra,Haryana,2017,2018,4820.0,4960.0,2.904564380645752,increase,4820.017578125,4960.12109375,2.9067013263702393,increase,True
train,IND013022,Yamuna Nagar,Haryana,2017,2018,4780.0,4300.0,-10.041841506958008,decrease,4780.03076171875,4300.05517578125,-10.041265487670898,decrease,True
train,IND013001,Ambala,Haryana,2017,2018,4650.0,4750.0,2.1505377292633057,increase,4649.99169921875,4749.9521484375,2.149690866470337,increase,True
train,IND028015,Mohali,Punjab,2017,2018,4960.0,4640.0,-6.45161247253418,decrease,4959.94384765625,4640.00927734375,-6.450366973876953,decrease,True
train,IND013016,Panchkula,Haryana,2017,2018,3740.0,3940.0,5.347593307495117,increase,3739.988037109375,3939.97802734375,5.3473429679870605,increase,True
train,IND028003,Bathinda,Punjab,2017,2018,5300.0,5600.0,5.660377502441406,increase,5300.0166015625,5599.970703125,5.659493923187256,increase,True
train,IND028019,Patiala,Punjab,2017,2018,5270.0,5470.0,3.7950663566589355,increase,5269.97314453125,5470.01123046875,3.7958085536956787,increase,True
train,IND028021,Sangrur,Punjab,2017,2018,5550.0,5800.0,4.504504203796387,increase,5549.98046875,5799.98681640625,4.504634857177734,increase,True
train,IND028016,Muktsar,Punjab,2017,2018,5250.0,5570.0,6.095238208770752,increase,5250.0087890625,5569.94921875,6.094093322753906,increase,True
train,IND028006,Fazilka,Punjab,2017,2018,4800.0,5060.0,5.416666507720947,increase,4799.86474609375,5059.96923828125,5.418996334075928,increase,True
train,IND028002,Barnala,Punjab,2017,2018,5340.0,5570.0,4.3071160316467285,increase,5340.00439453125,5570.00830078125,4.307185649871826,increase,True
train,IND028004,Faridkot,Punjab,2017,2018,5340.0,5340.0,0.0,stable,5339.9052734375,5340.103515625,0.0037124664522707462,stable,True
train,IND028005,Fatehgarh Sahib,Punjab,2017,2018,5340.0,5180.0,-2.9962546825408936,decrease,5339.9921875,5179.99609375,-2.9961860179901123,decrease,True
train,IND028014,Moga,Punjab,2017,2018,5190.0,5380.0,3.660886287689209,increase,5190.12890625,5380.0,3.6583118438720703,increase,True
train,IND028012,Ludhiana,Punjab,2017,2018,5140.0,5130.0,-0.19455252587795258,stable,5140.0341796875,5130.009765625,-0.1950262188911438,stable,True
train,IND028007,Firozpur,Punjab,2017,2018,5220.0,5400.0,3.4482758045196533,increase,5220.00732421875,5399.98779296875,3.447896957397461,increase,True
train,IND028020,Rupnagar,Punjab,2017,2018,4870.0,4570.0,-6.1601643562316895,decrease,4869.97119140625,4570.01806640625,-6.159238338470459,decrease,True
train,IND028017,Nawan Shehar,Punjab,2017,2018,5000.0,5000.0,0.0,stable,5000.06591796875,4999.98388671875,-0.0016406032955273986,stable,True
train,IND028010,Jalandhar,Punjab,2017,2018,5060.0,4970.0,-1.778656005859375,decrease,5059.92578125,4969.87841796875,-1.779618263244629,decrease,True
train,IND028022,Tarn Taran,Punjab,2017,2018,4680.0,4900.0,4.700854778289795,increase,4680.00390625,4899.9580078125,4.6998701095581055,increase,True
train,IND028011,Kapurthala,Punjab,2017,2018,4840.0,4730.0,-2.2727272510528564,decrease,4840.04931640625,4730.0419921875,-2.272855520248413,decrease,True
train,IND028009,Hoshiarpur,Punjab,2017,2018,4340.0,4240.0,-2.304147481918335,decrease,4339.97314453125,4239.9619140625,-2.3044204711914062,decrease,True
train,IND028001,Amritsar,Punjab,2017,2018,4870.0,4810.0,-1.2320328950881958,decrease,4870.0478515625,4810.01611328125,-1.2326724529266357,decrease,True
train,IND028008,Gurdaspur,Punjab,2017,2018,4740.0,4720.0,-0.4219409227371216,stable,4739.95068359375,4719.95654296875,-0.4218217134475708,stable,True
train,IND028018,Pathankot,Punjab,2017,2018,4020.0,3980.0,-0.9950248599052429,decrease,4020.031005859375,3979.967529296875,-0.9965961575508118,decrease,True
train,IND013014,Mewat,Haryana,2018,2019,4540.0,4600.0,1.3215858936309814,increase,4540.0390625,4599.99462890625,1.3205958604812622,increase,True
train,IND013015,Palwal,Haryana,2018,2019,4230.0,4840.0,14.420804023742676,increase,4230.1259765625,4839.9990234375,14.417372703552246,increase,True
train,IND013018,Rewari,Haryana,2018,2019,4950.0,4410.0,-10.909090995788574,decrease,4950.0478515625,4410.01953125,-10.909557342529297,decrease,True
train,IND013004,Faridabad,Haryana,2018,2019,5140.0,4200.0,-18.28793716430664,decrease,5139.84912109375,4200.01708984375,-18.285205841064453,decrease,True
train,IND013006,Gurgaon,Haryana,2018,2019,4950.0,5060.0,2.222222328186035,increase,4950.0380859375,5059.89111328125,2.219236135482788,increase,True
train,IND013008,Jhajjar,Haryana,2018,2019,4760.0,4810.0,1.0504201650619507,increase,4759.98876953125,4809.98095703125,1.0502585172653198,increase,True
