operational_date,n_components,explained_variance,train_years,val_years,test_years,train_rmse,train_mae,train_mape,train_r2,val_rmse,val_mae,val_mape,val_r2,test_rmse,test_mae,test_mape,test_r2,epochs_ran,best_epoch,prediction_file,count_accurate,count_moderate,count_serious,count_extreme
02-15,10,0.9829352498054504,"[2017, 2018, 2019, 2020]",[2021],[2022],418.6025085449219,333.04791259765625,8.616765975952148,0.6456871312635746,436.70843505859375,351.7066345214844,9.540115356445312,0.10380706897459957,548.15087890625,429.2674255371094,11.167146682739258,0.1487338854950695,2,2,experiments\pca_xgb_verify\predictions\predictions_pca_xgb_opdate_02-15.csv,13,21,39,46
