candidate,hierarchy_weight,development_rmse,development_mae,development_bias,development_equal_state_rmse,development_mean_year_rmse,development_max_year_rmse,development_direction_accuracy,selection_score
xgb1__hier__modis_pretrained__history__extra__extra,0.175,255.1422825804845,187.25913328911167,-8.666510272133685,266.3926993381878,254.26794107702636,275.3724074486185,0.7941176470588235,257.73630139404577
xgb1__hier__modis_pretrained__history__extra__xgb2,0.25,255.0589710604081,187.34046619008225,-5.860546241062711,266.673016685899,254.1690678751172,275.45670874695145,0.7941176470588235,257.7400066704581
xgb1__hier__modis_pretrained__history__extra__zero,0.2,255.08402662259883,186.93969998784786,-5.509101272468933,266.61532006404684,254.18947475249527,275.5335971998876,0.7941176470588235,257.74321201543495
xgb1__hier__none__history__extra__zero,0.2,255.08402662259883,186.93969998784786,-5.509101272468933,266.61532006404684,254.18947475249527,275.5335971998876,0.7941176470588235,257.74321201543495
xgb1__hier__scratch__history__extra__zero,0.2,255.08402662259883,186.93969998784786,-5.509101272468933,266.61532006404684,254.18947475249527,275.5335971998876,0.7941176470588235,257.74321201543495
xgb1__hier__none__history__extra__xgb1,0.225,255.07443137682316,187.12321032134292,-5.527664566022519,266.6530085763608,254.18337378240645,275.48544022684104,0.7941176470588235,257.7463112781034
xgb1__hier__none__history__extra__xgb2,0.225,255.07250678569977,187.1819850293465,-6.111153010140884,266.6617517144875,254.18101733335575,275.4881556987292,0.7941176470588235,257.7469456548107
xgb1__hier__modis_pretrained__history__extra__xgb1,0.225,255.07564237972298,187.1237128078277,-5.5178938943886155,266.65393215016763,254.18472550615985,275.485163407445,0.7941176470588235,257.74748560394335
xgb1__hier__scratch__history__extra__xgb1,0.225,255.07564237972298,187.1237128078277,-5.5178938943886155,266.65393215016763,254.18472550615985,275.485163407445,0.7941176470588235,257.74748560394335
xgb1__hier__none__history__extra__xgb2,0.25,255.07343619921613,187.35733718685094,-5.925276145619425,266.69043713003305,254.1851394343078,275.45419548381534,0.7941176470588235,257.75561224069327
xgb1__hier__none__history__extra__xgb1,0.25,255.08129060958396,187.2892274948537,-5.276955652154584,266.68944201776395,254.19327848385723,275.45926053687435,0.7983193277310925,257.7613254301973
xgb1__hier__modis_pretrained__history__extra__xgb1,0.25,255.08247613337787,187.28967915340024,-5.266099350339085,266.6902939443754,254.19461452404832,275.4588468710152,0.7983193277310925,257.76246518379486
xgb1__hier__scratch__history__extra__xgb1,0.25,255.08247613337787,187.28967915340024,-5.266099350339085,266.6902939443754,254.19461452404832,275.4588468710152,0.7983193277310925,257.76246518379486
xgb1__hier__scratch__history__extra__xgb2,0.2,255.09930920756517,187.01286106277178,-6.2684022236942365,266.65386370701555,254.20295857366244,275.5691330223983,0.7941176470588235,257.7638601739521
xgb1__hier__modis_pretrained__history__extra__xgb2,0.2,255.10308831269398,187.01683650044225,-6.245245951016992,266.659166481532,254.2068304137017,275.5720600565968,0.7941176470588235,257.7680433801554
xgb1__hier__none__history__extra__extra,0.35,255.27171412369754,188.93622009217313,-8.782254250387894,266.0910824165577,254.45054561932676,274.9094768152048,0.7815126050420168,257.7712640708199
xgb1__hier__none__history__extra__xgb1,0.2,255.11186260336314,186.97367056196737,-5.778373479890483,266.658653944596,254.21738942933644,275.56174120422895,0.7941176470588235,257.7749421451647
xgb1__hier__modis_pretrained__history__extra__xgb1,0.2,255.11306687620922,186.97406954169287,-5.769688438438125,266.65961419887213,254.21872347487266,275.5615800266893,0.7941176470588235,257.7761178565408
xgb1__hier__scratch__history__extra__xgb1,0.2,255.11306687620922,186.97406954169287,-5.769688438438125,266.65961419887213,254.21872347487266,275.5615800266893,0.7941176470588235,257.7761178565408
xgb1__hier__none__history__extra__xgb2,0.2,255.11472428546887,187.0291886716127,-6.297029874662357,266.67340063604166,254.21971071483216,275.57061775218904,0.7941176470588235,257.7806399804529
xgb1__hier__modis_pretrained__history__extra__zero,0.275,255.099758754942,187.42963838591467,-4.655997453081818,266.7162263045855,254.21418903648052,275.45172677874643,0.7983193277310925,257.78248321273753
xgb1__hier__none__history__extra__zero,0.275,255.099758754942,187.42963838591467,-4.655997453081818,266.7162263045855,254.21418903648052,275.45172677874643,0.7983193277310925,257.78248321273753
xgb1__hier__scratch__history__extra__zero,0.275,255.099758754942,187.42963838591467,-4.655997453081818,266.7162263045855,254.21418903648052,275.45172677874643,0.7983193277310925,257.78248321273753
xgb1__hier__scratch__history__extra__xgb2,0.275,255.0970136968314,187.52804952916523,-5.700036261016689,266.7338014647634,254.20968841430113,275.4681152927252,0.7941176470588235,257.78437931818183
xgb1__hier__modis_pretrained__history__extra__xgb2,0.275,255.10164834378676,187.53294943672083,-5.668196386085411,266.7404904025143,254.2144173835796,275.47190975789897,0.7941176470588235,257.78955111841685
xgb1__hier__none__history__extra__xgb2,0.275,255.11751205445506,187.55150753316644,-5.739399281097795,266.75944387087435,254.23207589849517,275.4687550455935,0.7941176470588235,257.8066359695699
xgb1__hier__scratch__history__extra__extra,0.35,255.2913000079815,189.0035848340218,-8.869478862775196,266.1906181243515,254.4721707289966,274.90650908964915,0.7815126050420168,257.81134721732775
xgb1__hier__modis_pretrained__history__extra__zero,0.175,255.16802996726355,186.85975045381335,-5.793469212265172,266.66679988320413,254.26972934240024,275.6619769456052,0.7941176470588235,257.81814729003287
xgb1__hier__none__history__extra__zero,0.175,255.16802996726355,186.85975045381335,-5.793469212265172,266.66679988320413,254.26972934240024,275.6619769456052,0.7941176470588235,257.81814729003287
xgb1__hier__scratch__history__extra__zero,0.175,255.16802996726355,186.85975045381335,-5.793469212265172,266.66679988320413,254.26972934240024,275.6619769456052,0.7941176470588235,257.81814729003287
xgb1__hier__none__history__extra__xgb1,0.275,255.13243672940013,187.47658687196946,-5.026246738286472,266.7679370282503,254.2470995114196,275.48321642369075,0.7941176470588235,257.8199774996175
xgb1__hier__modis_pretrained__history__extra__xgb1,0.275,255.13356458080182,187.4770836963706,-5.014304806289449,266.76868238919053,254.24838652863784,275.4826447754083,0.7941176470588235,257.821049519858
xgb1__hier__scratch__history__extra__xgb1,0.275,255.13356458080182,187.4770836963706,-5.014304806289449,266.76868238919053,254.24838652863784,275.4826447754083,0.7941176470588235,257.821049519858
xgb1__hier__modis_pretrained__history__extra__extra,0.35,255.3196049143606,189.03692320480758,-9.54897575343151,266.20812657756494,254.50319029731938,274.9048270481202,0.7815126050420168,257.8376316759014
xgb1__hier__scratch__history__extra__xgb2,0.175,255.1864357762849,186.94180444503618,-6.457857544587276,266.7080299700119,254.28640855227874,275.69994235190114,0.7899159663865546,257.8418275187151
xgb1__hier__modis_pretrained__history__extra__xgb2,0.175,255.18986046525652,186.94557109756127,-6.437595805994696,266.7127962822727,254.28992147587502,275.70255139539705,0.7899159663865546,257.84560967216515
xgb1__hier__none__history__extra__xgb1,0.175,255.19356479992538,186.89505401250094,-6.029082393759031,266.70637545042575,254.2953066258375,275.6881218535025,0.7941176470588235,257.8472029190285
xgb1__hier__modis_pretrained__history__extra__xgb1,0.175,255.19473015132178,186.8954637630728,-6.021482982488196,266.7073374033283,254.2965896428428,275.68805506776295,0.7941176470588235,257.8483468372037
xgb1__hier__scratch__history__extra__xgb1,0.175,255.19473015132178,186.8954637630728,-6.021482982488196,266.7073374033283,254.2965896428428,275.68805506776295,0.7941176470588235,257.8483468372037
xgb1__hier__none__history__extra__extra,0.15,255.26069770560082,187.1054238091097,-8.211848844929383,266.49721850687433,254.37529917412797,275.61749687641424,0.7941176470588235,257.848478273051
xgb1__hier__none__history__extra__xgb2,0.175,255.20006728526826,186.95671909679595,-6.482906739184389,266.7253786100295,254.30119903211852,275.70153812364464,0.7899159663865546,257.85667805317115
xgb1__hier__none__history__extra__ridge1000,0.225,255.37226022015048,187.74674847652554,-2.6958027833806466,266.2031161772534,254.52353196233622,275.3264876986217,0.7941176470588235,257.8677921449726
xgb1__hier__none__history__extra__ridge1000,0.2,255.35866511734156,187.51697548797318,-3.261163006431037,266.2543233476711,254.5014837401977,275.407048180042,0.7983193277310925,257.868284330638
xgb1__hier__scratch__history__extra__extra,0.15,255.2783535414316,187.17042397056431,-8.249230821666801,266.55045341998374,254.394761074052,275.6160552122557,0.7941176470588235,257.8754803942247
xgb1__hier__scratch__history__extra__xgb2,0.3,255.18261121984398,187.7561065970631,-5.5105809401242665,266.8412192180182,254.29762423893703,275.53163882427623,0.7941176470588235,257.8760164741608
xgb1__hier__modis_pretrained__history__extra__extra,0.15,255.28347377487958,187.16541760879073,-8.54044377480522,266.5531478166991,254.40058881373977,275.61361296854034,0.7941176470588235,257.8801710450495
xgb1__hier__modis_pretrained__history__extra__xgb2,0.3,255.18746132862532,187.75779708491203,-5.475846531108392,266.8482951415588,254.30256527167882,275.5356930580452,0.7941176470588235,257.88144576762204
xgb1__hier__modis_pretrained__history__extra__zero,0.3,255.1942410180119,187.6641044093407,-4.371629513286299,266.8349233055087,254.31090922180007,275.52557630710953,0.7899159663865546,257.88357864083315
xgb1__hier__none__history__extra__zero,0.3,255.1942410180119,187.6641044093407,-4.371629513286299,266.8349233055087,254.31090922180007,275.52557630710953,0.7899159663865546,257.88357864083315
xgb1__hier__scratch__history__extra__zero,0.3,255.1942410180119,187.6641044093407,-4.371629513286299,266.8349233055087,254.31090922180007,275.52557630710953,0.7899159663865546,257.88357864083315
xgb1__hier__none__history__extra__xgb2,0.3,255.20471199623088,187.77942218934365,-5.553522416576462,266.8687406582292,254.32180394133673,275.53182669246587,0.7941176470588235,257.89999214800696
xgb1__hier__none__history__extra__ridge1000,0.25,255.43456706578297,188.02578758137992,-2.130442560330226,266.1951747301999,254.59399578538336,275.2994385991985,0.7941176470588235,257.9145761617873
xgb1__hier__none__history__extra__ridge1000,0.175,255.39378953641565,187.3668755009417,-3.8265232294819795,266.34877128715937,254.52786233920727,275.5410731077817,0.7983193277310925,257.9160531747995
xgb1__hier__none__history__extra__xgb1,0.3,255.22784311179805,187.7090160505801,-4.775537824418608,266.88845649542696,254.3448100293523,275.5572948115104,0.7941176470588235,257.92223818709385
xgb1__hier__modis_pretrained__history__extra__xgb1,0.3,255.22888114698318,187.7096050453235,-4.762510262240054,266.8890604534562,254.34601474030046,275.5565441365161,0.7941176470588235,257.92320937193074
xgb1__hier__scratch__history__extra__xgb1,0.3,255.22888114698318,187.7096050453235,-4.762510262240054,266.8890604534562,254.34601474030046,275.5565441365161,0.7941176470588235,257.92320937193074
xgb1__hier__modis_pretrained__history__extra__zero,0.15,255.29660309055456,186.8260687342685,-6.077837152060814,266.7608132281457,254.3941776836945,275.84080702755733,0.7899159663865546,257.93704927323734
xgb1__hier__none__history__extra__zero,0.15,255.29660309055456,186.8260687342685,-6.077837152060814,266.7608132281457,254.3941776836945,275.84080702755733,0.7899159663865546,257.93704927323734
xgb1__hier__scratch__history__extra__zero,0.15,255.29660309055456,186.8260687342685,-6.077837152060814,266.7608132281457,254.3941776836945,275.84080702755733,0.7899159663865546,257.93704927323734
xgb1__hier__none__history__extra__extra,0.375,255.4607401158156,189.38220461967353,-8.853554926070233,266.1924305598076,254.64731983512849,275.01720548296805,0.7857142857142857,257.94030765664183
xgb1__hier__scratch__history__extra__xgb2,0.15,255.31668762484358,186.89293971469615,-6.647312865479792,266.80257660622374,254.41265129237797,275.8792262894483,0.7899159663865546,257.96215078707223
xgb1__hier__none__history__extra__xgb1,0.15,255.31949546640408,186.85529219264765,-6.279791307626985,266.79615051552713,254.4170838038188,275.8645133463019,0.7899159663865546,257.9630563130385
xgb1__hier__modis_pretrained__history__extra__xgb1,0.15,255.32058975627197,186.85569038039702,-6.273277526537711,266.7970792032599,254.41828248723968,275.8645196801283,0.7899159663865546,257.96413530076086
xgb1__hier__scratch__history__extra__xgb1,0.15,255.32058975627197,186.85569038039702,-6.273277526537711,266.7970792032599,254.41828248723968,275.8645196801283,0.7899159663865546,257.96413530076086
xgb1__hier__modis_pretrained__history__extra__xgb2,0.15,255.31972360980782,186.89622832329175,-6.629945660971855,266.8067696681615,254.41576900577047,275.88150322081856,0.7899159663865546,257.9654964733869
xgb1__hier__none__history__extra__xgb2,0.15,255.32849254128453,186.90597232424895,-6.668783603705863,266.81766206729503,254.42544012722942,275.88084782483253,0.7899159663865546,257.97502181927337
xgb1__hier__scratch__history__extra__extra,0.375,255.47881757934886,189.45040888509982,-8.947009867913764,266.2957067322071,254.66730221168547,275.014081218798,0.7899159663865546,257.9801610256476
xgb1__hier__none__history__extra__ridge1000,0.275,255.54555002370472,188.31335717939317,-1.5650823372797344,266.2305028782586,254.71283646932199,275.3259166532777,0.7899159663865546,258.0086098487475
xgb1__hier__scratch__history__extra__xgb2,0.325,255.3113359614211,188.06731515007982,-5.321125619231208,266.9889569182647,254.42835174730743,275.6437258320138,0.7899159663865546,258.0099951471036
xgb1__hier__modis_pretrained__history__extra__extra,0.375,255.51131104881668,189.48612856808464,-9.67504225075981,266.315959457986,254.70283595906784,275.0128194227074,0.7857142857142857,258.0103543786718
xgb1__hier__none__history__extra__ridge1000,0.15,255.47761338271775,187.25810294473683,-4.391883452532373,266.4864140196274,254.6026514318384,275.7284845185404,0.7899159663865546,258.01107305422533
xgb1__hier__modis_pretrained__history__extra__xgb2,0.325,255.31636652061457,188.0668743913619,-5.283496676130701,266.99638204984296,254.43346789144596,275.6480249224408,0.7899159663865546,258.0156457456295
xgb1__hier__modis_pretrained__history__extra__zero,0.325,255.33327933020192,187.95574223444834,-4.087261573490089,266.99607349894245,254.45180728663794,275.64995112232793,0.7941176470588235,258.028609861496
xgb1__hier__none__history__extra__zero,0.325,255.33327933020192,187.95574223444834,-4.087261573490089,266.99607349894245,254.45180728663794,275.64995112232793,0.7941176470588235,258.028609861496
xgb1__hier__scratch__history__extra__zero,0.325,255.33327933020192,187.95574223444834,-4.087261573490089,266.99607349894245,254.45180728663794,275.64995112232793,0.7941176470588235,258.028609861496
xgb1__hier__none__history__extra__xgb2,0.325,255.33499184237937,188.09321940220065,-5.367645552054387,267.0182780171446,254.4542791681676,275.6433771233936,0.7899159663865546,258.0356352175177
xgb1__hier__none__history__extra__extra,0.125,255.4469797088908,187.0839742208641,-8.140548169246967,266.69981111765856,254.5533577640036,275.9016010984247,0.7899159663865546,258.0367820748609
xgb1__hier__scratch__history__extra__extra,0.125,255.4626462725341,187.13745032641617,-8.171699816528132,266.7452478025126,254.57062918844514,275.90038294147837,0.7899159663865546,258.06029238400646
xgb1__hier__modis_pretrained__history__extra__extra,0.125,255.46618021778477,187.1347427213613,-8.414377277476788,266.7469919340149,254.57470205785012,275.89817051920807,0.7899159663865546,258.06351360685863
xgb1__hier__none__history__extra__xgb1,0.325,255.36746014930867,188.0052013562655,-4.524828910550113,267.0509435226824,254.48636045542213,275.68145529507143,0.7899159663865546,258.06805606918044
xgb1__hier__modis_pretrained__history__extra__xgb1,0.325,255.36837630732478,188.00498966845043,-4.5107157181899815,267.05137135451787,254.4874496664438,275.6805046635095,0.7899159663865546,258.0688934089028
xgb1__hier__scratch__history__extra__xgb1,0.325,255.36837630732478,188.00498966845043,-4.5107157181899815,267.05137135451787,254.4874496664438,275.6805046635095,0.7899159663865546,258.0688934089028
xgb1__hier__modis_pretrained__history__extra__zero,0.125,255.46967869906658,186.8085847523362,-6.362205091856455,266.8973151521622,254.56275364766748,276.06998940499517,0.7941176470588235,258.0998565494907
xgb1__hier__none__history__extra__zero,0.125,255.46967869906658,186.8085847523362,-6.362205091856455,266.8973151521622,254.56275364766748,276.06998940499517,0.7941176470588235,258.0998565494907
xgb1__hier__scratch__history__extra__zero,0.125,255.46967869906658,186.8085847523362,-6.362205091856455,266.8973151521622,254.56275364766748,276.06998940499517,0.7941176470588235,258.0998565494907
xgb1__hier__none__history__extra__xgb1,0.125,255.48958920224814,186.83021697797864,-6.530500221494935,266.9279367086645,254.5826567367764,276.0908198284536,0.7941176470588235,258.1224429624843
xgb1__hier__modis_pretrained__history__extra__xgb1,0.125,255.49058037516568,186.8305951047089,-6.525072070587197,266.92879721855525,254.5837378604474,276.090878010686,0.7941176470588235,258.1234239573335
xgb1__hier__scratch__history__extra__xgb1,0.125,255.49058037516568,186.8305951047089,-6.525072070587197,266.92879721855525,254.5837378604474,276.090878010686,0.7941176470588235,258.1234239573335
xgb1__hier__scratch__history__extra__xgb2,0.125,255.48999879590366,186.86283572765038,-6.836768186372269,266.93746070865535,254.5816220956291,276.1068904072937,0.7941176470588235,258.12477009902295
xgb1__hier__modis_pretrained__history__extra__xgb2,0.125,255.49261203880016,186.8655746464813,-6.822295515948997,266.94104403177914,254.58430854367407,276.10882130815304,0.7941176470588235,258.12764416326337
xgb1__hier__none__history__extra__xgb2,0.125,255.49993508854126,186.8723154948299,-6.854660468227329,266.9502092075822,254.5923703397912,276.1084525811151,0.7941176470588235,258.135612431114
xgb1__hier__none__history__extra__extra,0.4,255.69127660838305,189.8539858013905,-8.924855601752562,266.32752851862733,254.8855236306822,275.1684912916928,0.7815126050420168,258.1489013415189
xgb1__hier__none__history__extra__ridge1000,0.3,255.70514571367076,188.64205428224685,-0.9997221142294207,266.30908340119873,254.87998786023846,275.4059064222492,0.7857142857142857,258.14984067219467
xgb1__hier__none__history__extra__ridge1000,0.125,255.61008874531126,187.17617843439612,-4.957243675582758,266.66718465890835,254.7258071928607,275.9691736476256,0.7899159663865546,258.1532923355979
xgb1__hier__scratch__history__extra__xgb2,0.35,255.48312273284145,188.42071614800153,-5.131670298338806,267.17694767976803,254.60180579778864,275.80431710728345,0.7815126050420168,258.1862497358099
xgb1__hier__scratch__history__extra__extra,0.4,255.70745994836278,189.93087610782223,-9.024540873052333,266.43408530038795,254.90344359565415,275.1652183530812,0.7815126050420168,258.1881121981919
xgb1__hier__modis_pretrained__history__extra__xgb2,0.35,255.4882986939668,188.42024148476685,-5.091146821153647,267.18468414829005,254.6070600786942,275.8088460322836,0.7815126050420168,258.1920854037295
xgb1__hier__none__history__extra__xgb2,0.35,255.50828569551604,188.44861303490092,-5.181768687533019,267.20798838824794,254.62943568411083,275.80334751571866,0.7815126050420168,258.2134988658477
xgb1__hier__modis_pretrained__history__extra__zero,0.35,255.51680095660447,188.29875803969915,-3.802893633694528,267.19960007332867,254.63681079146266,275.82478287587577,0.7857142857142857,258.21750319450007
xgb1__hier__none__history__extra__zero,0.35,255.51680095660447,188.29875803969915,-3.802893633694528,267.19960007332867,254.63681079146266,275.82478287587577,0.7857142857142857,258.21750319450007
xgb1__hier__scratch__history__extra__zero,0.35,255.51680095660447,188.29875803969915,-3.802893633694528,267.19960007332867,254.63681079146266,275.82478287587577,0.7857142857142857,258.21750319450007
xgb1__hier__modis_pretrained__history__extra__extra,0.4,255.74442149233934,189.95113337574466,-9.80110874808814,266.4572772747406,254.94378581145696,275.16444852496085,0.7815126050420168,258.2224765177191
xgb1__hier__none__history__extra__xgb1,0.35,255.55121538021658,188.35946028796985,-4.274119996682222,267.2553215631806,254.671678586868,275.8556302496914,0.7815126050420168,258.25735772762044
xgb1__hier__modis_pretrained__history__extra__xgb1,0.35,255.55197771608394,188.35852250656617,-4.258921174140616,267.2555386918388,254.67261922713132,275.8544588685427,0.7815126050420168,258.2580283377845
xgb1__hier__scratch__history__extra__xgb1,0.35,255.55197771608394,188.35852250656617,-4.258921174140616,267.2555386918388,254.67261922713132,275.8544588685427,0.7815126050420168,258.2580283377845
xgb1__hier__scratch__history__extra__ridge1000,0.175,255.80688659365524,188.04326893571246,-13.280088042394542,266.51860898159237,254.91996808532969,276.2031327962858,0.7899159663865546,258.26308756355814
xgb1__hier__none__history__extra__extra,0.1,255.67477892016194,187.082516503855,-8.069247493564506,266.935961313324,254.7729094837839,276.22884500385226,0.7899159663865546,258.264607159358
xgb1__hier__scratch__history__extra__ridge1000,0.2,255.8409470997904,188.2854726899278,-14.065237078331103,266.4335383869737,254.96276777086925,276.1424104386658,0.7941176470588235,258.26955008935596
xgb1__hier__scratch__history__extra__extra,0.1,255.6880716103744,187.1257033857513,-8.094168811389466,266.9731641407357,254.7875661864094,276.22785724408857,0.7899159663865546,258.28421838697346
xgb1__hier__modis_pretrained__history__extra__extra,0.1,255.69031291362595,187.12301428228977,-8.288310780148397,266.974158946609,254.79019762170986,276.2259461217736,0.7899159663865546,258.2862455988927
xgb1__hier__scratch__history__extra__ridge1000,0.15,255.8240006374603,187.86168357905737,-12.494939006457422,266.64312126015903,254.92878581763057,276.3118039325717,0.7899159663865546,258.30497708817757
xgb1__hier__modis_pretrained__history__extra__zero,0.1,255.68716642111454,186.84083706176108,-6.6465730316521,267.07624050787757,254.7753682740594,276.3493988032894,0.7899159663865546,258.30648540604153
xgb1__hier__none__history__extra__zero,0.1,255.68716642111454,186.84083706176108,-6.6465730316521,267.07624050787757,254.7753682740594,276.3493988032894,0.7899159663865546,258.30648540604153
xgb1__hier__scratch__history__extra__zero,0.1,255.68716642111454,186.84083706176108,-6.6465730316521,267.07624050787757,254.7753682740594,276.3493988032894,0.7899159663865546,258.30648540604153
xgb1__hier__scratch__history__extra__ridge1000,0.225,255.92616172382796,188.5505576580166,-14.850386114268202,266.387947263235,255.05714883103684,276.1296684922748,0.7941176470588235,258.3243548854819
xgb1__hier__none__history__extra__xgb1,0.1,255.70375787586065,186.86084878624223,-6.781209135362886,267.1016718458093,254.7919387090435,276.3669186794585,0.7899159663865546,258.32528157664353
xgb1__hier__modis_pretrained__history__extra__xgb1,0.1,255.7046139940602,186.86118069941966,-6.776866614636739,267.10242934918233,254.79286915902026,276.36700746314995,0.7899159663865546,258.32613162408074
xgb1__hier__scratch__history__extra__xgb1,0.1,255.7046139940602,186.86118069941966,-6.776866614636739,267.10242934918233,254.79286915902026,276.36700746314995,0.7899159663865546,258.32613162408074
xgb1__hier__scratch__history__extra__xgb2,0.1,255.706281735961,186.8932957170371,-7.026223507264789,267.1126211695732,254.793234885178,276.3828151492122,0.7899159663865546,258.3296048816683
xgb1__hier__modis_pretrained__history__extra__xgb2,0.1,255.70843848206823,186.89562696509262,-7.01464537092615,267.1155585973226,254.79545428567852,276.3843863179118,0.7899159663865546,258.3319724617844
xgb1__hier__none__history__extra__ridge1000,0.325,255.91326318633728,189.0041615368278,-0.4343618911784554,266.4308780287492,255.09535657342485,275.5393613023609,0.773109243697479,258.3381902437121
xgb1__hier__none__history__extra__xgb2,0.1,255.714308404785,186.90116748441025,-7.040537332748838,267.12296009405014,254.80190466989606,276.38423307835757,0.7899159663865546,258.338370393379
