correction_candidate,anchor,gamma,encoder_variant,base_group,depth,correction_name,rmse,mae,bias,equal_state_rmse,mean_year_rmse,max_year_rmse,direction_accuracy,selection_score
modis_pretrained__physical__d2__pools_minus_current,shadow_point_prediction,-1.25,modis_pretrained,physical,2,pools_minus_current,252.72568061637614,183.45435077397636,6.216034990566088,262.40784399765676,252.0202200995518,270.89025730099985,0.8025210084033614,254.96985633249022
modis_pretrained__physical__d2__current_minus_base,v5_prediction,2.5,modis_pretrained,physical,2,current_minus_base,252.4186483751126,187.6039511255395,-6.115247690543761,263.4728452034368,251.69384854273088,270.8087812726048,0.7899159663865546,255.0009976240982
modis_pretrained__physical__d1__effect_features_minus_base,shadow_point_prediction,-1.25,modis_pretrained,physical,1,effect_features_minus_base,252.9395985734704,183.27198110394414,1.5194960613881552,262.2481471432806,251.94425664271242,274.36148375177754,0.7899159663865546,255.01790023323343
modis_pretrained__physical__d2__pools_minus_current,shadow_point_prediction,-0.75,modis_pretrained,physical,2,pools_minus_current,252.82216066578863,182.71988726573758,3.9544578892513194,262.42967991266084,252.0058911234467,272.30554045035257,0.8025210084033614,255.0199730919212
modis_pretrained__physical__d1__pools_minus_current,shadow_point_prediction,-2.0,modis_pretrained,physical,1,pools_minus_current,252.80596260231215,185.5800968055165,-8.79135350503143,262.57524383450874,252.01066236322606,272.04764772853764,0.773109243697479,255.0494578505898
modis_pretrained__physical__d2__full_minus_base,shadow_point_prediction,2.25,modis_pretrained,physical,2,full_minus_base,252.5008751961703,185.21647111654107,18.434260048953394,263.5685991827698,251.65937204665204,272.2567611024706,0.7773109243697479,255.0574304054406
modis_pretrained__physical_modis__d1__transition_minus_current,shadow_point_prediction,-1.25,modis_pretrained,physical_modis,1,transition_minus_current,253.01792515676215,183.26433476183794,-3.181592034525259,262.1438935297346,252.1090427161725,273.535685742274,0.8025210084033614,255.07219663985785
modis_pretrained__physical__d2__current_minus_base,v5_prediction,1.5,modis_pretrained,physical,2,current_minus_base,252.51706266002194,185.92747473015004,-6.782766530660374,263.56656635210925,251.69398258298673,272.06568025305313,0.7773109243697479,255.07366856378496
modis_pretrained__physical__d1__pools_minus_current,shadow_point_prediction,-0.75,modis_pretrained,physical,1,pools_minus_current,252.98070876231,183.34145656942704,-2.9454499160873078,262.4869904751985,252.02915127472946,273.9505087514066,0.7941176470588235,255.119389818637
modis_pretrained__physical__d2__full_minus_base,shadow_point_prediction,0.5,modis_pretrained,physical,2,full_minus_base,252.927675618774,183.0254380549743,4.5336850843178835,262.6621328574154,251.97986269854692,273.8558286963538,0.7983193277310925,255.1243366983776
scratch__physical__d2__effect_features_minus_base,shadow_point_prediction,1.25,scratch,physical,2,effect_features_minus_base,252.99914428183487,183.1170459720625,4.296591343165417,262.49936675164486,252.02836702981458,274.17039086743574,0.8025210084033614,255.13150558628232
scratch__physical__d2__effect_features_minus_base,shadow_point_prediction,1.5,scratch,physical,2,effect_features_minus_base,253.0220206071743,183.20551626726547,5.043491164342665,262.56749787857046,252.0518012395304,274.18847678139093,0.8067226890756303,255.16583508311237
modis_pretrained__physical__d2__pools_minus_current,shadow_point_prediction,-1.5,modis_pretrained,physical,2,pools_minus_current,252.90628850192437,184.07952102423508,7.346823541223473,262.60316451891634,252.2562733309208,270.377071575324,0.7899159663865546,255.16800371342146
scratch__physical__d2__effect_features_minus_base,shadow_point_prediction,1.0,scratch,physical,2,effect_features_minus_base,253.0579552468025,183.08046606063886,3.5496915219881666,262.52022359008,252.08644050762183,274.239436374771,0.8025210084033614,255.18064364782668
modis_pretrained__physical__d1__effect_features_minus_base,shadow_point_prediction,-1.0,modis_pretrained,physical,1,effect_features_minus_base,253.12133577825978,183.2816718775314,1.3280152965663574,262.44746939215935,252.1293697869221,274.51667683846387,0.7899159663865546,255.20487768390024
modis_pretrained__physical__d1__transition_minus_current,shadow_point_prediction,-0.75,modis_pretrained,physical,1,transition_minus_current,253.09766929253718,183.50793399640648,-1.0916328939400088,262.52822456474416,252.1891742839466,273.6146398633853,0.7941176470588235,255.2281843584413
scratch__physical__d1__transition_minus_current,shadow_point_prediction,-1.75,scratch,physical,1,transition_minus_current,253.07135115973952,182.59521442242735,12.404335375760756,262.49380638639514,252.28614434654145,272.206238436988,0.8067226890756303,255.2306632631039
modis_pretrained__physical__d2__current_minus_base,shadow_point_prediction,0.25,modis_pretrained,physical,2,current_minus_base,253.12010344057802,182.92749328967562,0.7289719473083192,262.57738385530513,252.1569292197275,274.2175233242903,0.7899159663865546,255.24362998904718
modis_pretrained__physical_modis__d1__transition_minus_current,shadow_point_prediction,-1.0,modis_pretrained,physical_modis,1,transition_minus_current,253.17927332058494,183.25712953312996,-2.432855180164374,262.36741211221056,252.25650056097925,273.852851268174,0.8025210084033614,255.2456148285899
scratch__physical__d1__transition_minus_current,shadow_point_prediction,-1.5,scratch,physical,1,transition_minus_current,253.09722559391653,182.56001942428026,10.71258635597767,262.5169997102291,252.28671863271876,272.52572070478965,0.8067226890756303,255.2495423826952
scratch__physical__d1__transition_minus_current,shadow_point_prediction,-2.0,scratch,physical,1,transition_minus_current,253.0863033764893,182.69853180040002,14.096084395543839,262.5104917808006,252.32571556893836,271.9320976778232,0.8067226890756303,255.2522035256794
modis_pretrained__physical__d2__pools_minus_current,shadow_point_prediction,-0.5,modis_pretrained,physical,2,pools_minus_current,253.09907412954541,182.7676926147325,2.823669338593935,262.64680205644066,252.2282522496593,273.205623207798,0.8025210084033614,255.26830064129769
scratch__physical__d2__effect_features_minus_base,shadow_point_prediction,1.75,scratch,physical,2,effect_features_minus_base,253.12656207534332,183.36977677002974,5.790390985519915,262.72454774036873,252.15672027597918,274.293676881263,0.8025210084033614,255.28359804175864
modis_pretrained__physical__d1__pools_minus_current,shadow_point_prediction,-2.25,modis_pretrained,physical,1,pools_minus_current,253.02726807786658,186.3223227629911,-9.960534222820256,262.8575629914806,252.27756666009716,271.7410645730829,0.7815126050420168,255.29741645182773
scratch__physical__d1__transition_minus_current,shadow_point_prediction,-1.25,scratch,physical,1,transition_minus_current,253.16391416104594,182.62388595004577,9.020837336194587,262.58006118501095,252.32743080909165,272.89038523262985,0.8067226890756303,255.30883007904862
scratch__physical__d2__effect_features_minus_base,shadow_point_prediction,0.75,scratch,physical,2,effect_features_minus_base,253.19839658100784,183.1297380375497,2.8027917008109164,262.6300471928646,252.22596548137136,274.3955475293799,0.8025210084033614,255.3132014590629
scratch__physical__d1__transition_minus_current,shadow_point_prediction,-2.25,scratch,physical,1,transition_minus_current,253.14207500970363,182.89303563153354,15.787833415326924,262.56704829090575,252.4054214713446,271.7034356720677,0.8025210084033614,255.31415494541443
modis_pretrained__physical_modis__d2__current_minus_base,shadow_point_prediction,1.0,modis_pretrained,physical_modis,2,current_minus_base,253.14955056696078,183.33659033200965,-0.9885016117106253,262.67497877422386,252.341406017,272.553030435087,0.7899159663865546,255.32887148128634
modis_pretrained__physical__d2__current_minus_base,v5_prediction,2.75,modis_pretrained,physical,2,current_minus_base,252.75843269756413,188.28079664495442,-5.9483679805146075,263.82830828639584,252.06011987237775,270.83566965531656,0.7857142857142857,255.35132338847546
modis_pretrained__physical_modis__d2__current_minus_base,shadow_point_prediction,0.75,modis_pretrained,physical_modis,2,current_minus_base,253.2065340758024,183.2570874409179,-0.6008531494631775,262.68721068111705,252.35816498443472,273.06819792427626,0.7899159663865546,255.36461095428916
modis_pretrained__physical__d1__full_minus_base,shadow_point_prediction,1.75,modis_pretrained,physical,1,full_minus_base,253.13263398952586,184.01455587358987,9.272779257524887,262.95269933036695,252.29479044239804,272.8731554430904,0.7899159663865546,255.37818943795418
modis_pretrained__physical__d1__full_minus_base,shadow_point_prediction,1.5,modis_pretrained,physical,1,full_minus_base,253.16604539986628,183.8374678638394,8.028395397489783,262.94022388440084,252.3081005652399,273.1328198326868,0.7899159663865546,255.3951038123433
modis_pretrained__physical__d1__full_minus_base,shadow_point_prediction,2.0,modis_pretrained,physical,1,full_minus_base,253.13460631300111,184.2060975705188,10.517163117559988,262.9950251128268,252.31691216338206,272.64681008674165,0.7899159663865546,255.39528747555278
modis_pretrained__physical__d1__pools_minus_current,shadow_point_prediction,-0.5,modis_pretrained,physical,1,pools_minus_current,253.27166517592778,183.24787280129087,-1.776269198298483,262.73413275283724,252.30574283466757,274.40435169662646,0.7983193277310925,255.3958014848401
scratch__physical__d1__transition_minus_current,shadow_point_prediction,-1.0,scratch,physical,1,transition_minus_current,253.27138462097693,182.7301685844351,7.329088316411503,262.68296209767647,252.40825484639436,273.300051160366,0.8067226890756303,255.40849654650617
modis_pretrained__physical_modis__d2__current_minus_base,shadow_point_prediction,1.25,modis_pretrained,physical_modis,2,current_minus_base,253.2145621627358,183.5015304849406,-1.3761500739580732,262.79090731507904,252.44532760018646,272.1676769556897,0.7773109243697479,255.41633981018427
scratch__physical__d1__transition_minus_current,shadow_point_prediction,-2.5,scratch,physical,1,transition_minus_current,253.2386390899744,183.16735962117195,17.479582435110004,262.6634501616498,252.52523278289533,271.5203673201095,0.8067226890756303,255.41649028112346
modis_pretrained__physical__d1__effect_features_minus_base,shadow_point_prediction,-0.75,modis_pretrained,physical,1,effect_features_minus_base,253.32908792400747,183.30639222275013,1.1365345317445594,262.6715580384161,252.34072386558518,274.69661497737076,0.7899159663865546,255.41761443800408
scratch__physical_modis__d2__effect_features_minus_base,shadow_point_prediction,1.25,scratch,physical_modis,2,effect_features_minus_base,253.2695219296733,182.73424078781613,7.219522741829619,262.85652836623404,252.30142837102562,274.42471882306955,0.7983193277310925,255.42425014915156
scratch__physical_modis__d2__effect_features_minus_base,shadow_point_prediction,1.0,scratch,physical_modis,2,effect_features_minus_base,253.28615308022637,182.80047804526723,5.888036640919529,262.8233784844692,252.3185989951064,274.43646379545584,0.7983193277310925,255.42857091000707
modis_pretrained__physical__d1__full_minus_base,shadow_point_prediction,1.25,modis_pretrained,physical,1,full_minus_base,253.2348265385979,183.71537966523724,6.78401153745468,262.95760302347946,252.35685181335543,273.42570832921587,0.7899159663865546,255.4460269785077
modis_pretrained__physical_modis__d1__transition_minus_current,shadow_point_prediction,-0.75,modis_pretrained,physical_modis,1,transition_minus_current,253.36899880093497,183.3023738940206,-1.684118325803489,262.6140254890951,252.43253226799155,274.19640614553435,0.8025210084033614,255.44613883973915
modis_pretrained__physical__d1__full_minus_base,shadow_point_prediction,2.25,modis_pretrained,physical,1,full_minus_base,253.17196154332643,184.42992983275758,11.761546977595092,263.0671868236115,252.37444164786348,272.45386680459336,0.7941176470588235,255.44638788953196
scratch__physical_modis__d1__transition_minus_current,shadow_point_prediction,-1.75,scratch,physical_modis,1,transition_minus_current,253.42218300890332,182.2101408189068,3.150028694744843,262.3576399607343,252.58438385095292,273.17398986060164,0.8067226890756303,255.44659745737346
modis_pretrained__physical__d2__current_minus_base,v5_prediction,1.25,modis_pretrained,physical,2,current_minus_base,252.9058414313894,185.785591411353,-6.949646240689527,263.96868822235626,252.06073637745368,272.718659965629,0.7773109243697479,255.4602768656472
scratch__physical_modis__d1__transition_minus_current,shadow_point_prediction,-1.5,scratch,physical_modis,1,transition_minus_current,253.42218159489133,182.1903631627952,2.78032348653546,262.4324631774858,252.5672147994179,273.3663525887294,0.8067226890756303,255.46101029167158
scratch__physical_modis__d1__transition_minus_current,shadow_point_prediction,-2.0,scratch,physical_modis,1,transition_minus_current,253.45487327630843,182.26165514281976,3.519733902954225,262.3119797041101,252.63339975785334,273.02305680004605,0.8025210084033614,255.46378150364507
scratch__physical__d2__effect_features_minus_base,shadow_point_prediction,2.0,scratch,physical,2,effect_features_minus_base,253.31266757739647,183.62625333768526,6.537290806697166,262.9703570262609,252.343022337406,274.4858910043148,0.8025210084033614,255.48467862961496
scratch__physical_modis__d2__effect_features_minus_base,shadow_point_prediction,1.5,scratch,physical_modis,2,effect_features_minus_base,253.3285296293206,182.69885303721472,8.551008842739709,262.9698251116808,252.35880973257247,274.50322380278084,0.7983193277310925,255.4964235257236
scratch__physical_modis__d1__transition_minus_current,shadow_point_prediction,-1.25,scratch,physical_modis,1,transition_minus_current,253.45486903481955,182.2981050498261,2.4106182783260777,262.53642441992304,252.5818816054461,273.6000575993315,0.8067226890756303,255.50701102375206
scratch__physical_modis__d2__effect_features_minus_base,shadow_point_prediction,0.75,scratch,physical_modis,2,effect_features_minus_base,253.37840818672248,182.91619571104334,4.556550540009438,262.8704057877058,252.41030715085478,274.5384471370466,0.8025210084033614,255.50938232800138
scratch__physical__d1__pools_minus_current,shadow_point_prediction,-1.0,scratch,physical,1,pools_minus_current,253.50136089807228,183.34802300817094,5.058265791387089,262.5592830568669,252.4770729733248,275.2425644021765,0.7983193277310925,255.50976945658405
scratch__physical__d2__pools_minus_base,shadow_point_prediction,0.75,scratch,physical,2,pools_minus_base,253.46734670438119,181.83426676312448,10.131607177044133,262.5521849492988,252.55825831297525,274.0063818503724,0.8067226890756303,255.5112841677591
