correction_candidate,anchor,gamma,encoder_variant,base_group,depth,correction_name,rmse,mae,bias,equal_state_rmse,mean_year_rmse,max_year_rmse,direction_accuracy,selection_score
scratch__physical__d2__transition_minus_current,shadow_point_prediction,0.0,scratch,physical,2,transition_minus_current,254.10775598274657,183.73839409143548,0.5620922372791659,263.491755560902,253.13151003188517,275.3843812975156,0.7983193277310925,256.2096943895701
scratch__physical_modis__d1__current_minus_base,shadow_point_prediction,0.0,scratch,physical_modis,1,current_minus_base,254.10775598274657,183.73839409143548,0.5620922372791659,263.491755560902,253.13151003188517,275.3843812975156,0.7983193277310925,256.2096943895701
scratch__physical_modis__d1__effect_features_minus_base,shadow_point_prediction,0.0,scratch,physical_modis,1,effect_features_minus_base,254.10775598274657,183.73839409143548,0.5620922372791659,263.491755560902,253.13151003188517,275.3843812975156,0.7983193277310925,256.2096943895701
scratch__physical_modis__d1__full_minus_base,shadow_point_prediction,0.0,scratch,physical_modis,1,full_minus_base,254.10775598274657,183.73839409143548,0.5620922372791659,263.491755560902,253.13151003188517,275.3843812975156,0.7983193277310925,256.2096943895701
scratch__physical_modis__d1__full_minus_current,shadow_point_prediction,0.0,scratch,physical_modis,1,full_minus_current,254.10775598274657,183.73839409143548,0.5620922372791659,263.491755560902,253.13151003188517,275.3843812975156,0.7983193277310925,256.2096943895701
scratch__physical_modis__d1__pools_minus_base,shadow_point_prediction,0.0,scratch,physical_modis,1,pools_minus_base,254.10775598274657,183.73839409143548,0.5620922372791659,263.491755560902,253.13151003188517,275.3843812975156,0.7983193277310925,256.2096943895701
scratch__physical_modis__d1__pools_minus_current,shadow_point_prediction,0.0,scratch,physical_modis,1,pools_minus_current,254.10775598274657,183.73839409143548,0.5620922372791659,263.491755560902,253.13151003188517,275.3843812975156,0.7983193277310925,256.2096943895701
scratch__physical_modis__d1__transition_features_minus_base,shadow_point_prediction,0.0,scratch,physical_modis,1,transition_features_minus_base,254.10775598274657,183.73839409143548,0.5620922372791659,263.491755560902,253.13151003188517,275.3843812975156,0.7983193277310925,256.2096943895701
scratch__physical_modis__d1__transition_minus_current,shadow_point_prediction,0.0,scratch,physical_modis,1,transition_minus_current,254.10775598274657,183.73839409143548,0.5620922372791659,263.491755560902,253.13151003188517,275.3843812975156,0.7983193277310925,256.2096943895701
scratch__physical_modis__d2__current_minus_base,shadow_point_prediction,0.0,scratch,physical_modis,2,current_minus_base,254.10775598274657,183.73839409143548,0.5620922372791659,263.491755560902,253.13151003188517,275.3843812975156,0.7983193277310925,256.2096943895701
scratch__physical_modis__d2__effect_features_minus_base,shadow_point_prediction,0.0,scratch,physical_modis,2,effect_features_minus_base,254.10775598274657,183.73839409143548,0.5620922372791659,263.491755560902,253.13151003188517,275.3843812975156,0.7983193277310925,256.2096943895701
scratch__physical_modis__d2__full_minus_base,shadow_point_prediction,0.0,scratch,physical_modis,2,full_minus_base,254.10775598274657,183.73839409143548,0.5620922372791659,263.491755560902,253.13151003188517,275.3843812975156,0.7983193277310925,256.2096943895701
scratch__physical_modis__d2__full_minus_current,shadow_point_prediction,0.0,scratch,physical_modis,2,full_minus_current,254.10775598274657,183.73839409143548,0.5620922372791659,263.491755560902,253.13151003188517,275.3843812975156,0.7983193277310925,256.2096943895701
scratch__physical_modis__d2__pools_minus_base,shadow_point_prediction,0.0,scratch,physical_modis,2,pools_minus_base,254.10775598274657,183.73839409143548,0.5620922372791659,263.491755560902,253.13151003188517,275.3843812975156,0.7983193277310925,256.2096943895701
scratch__physical_modis__d2__pools_minus_current,shadow_point_prediction,0.0,scratch,physical_modis,2,pools_minus_current,254.10775598274657,183.73839409143548,0.5620922372791659,263.491755560902,253.13151003188517,275.3843812975156,0.7983193277310925,256.2096943895701
scratch__physical_modis__d2__transition_features_minus_base,shadow_point_prediction,0.0,scratch,physical_modis,2,transition_features_minus_base,254.10775598274657,183.73839409143548,0.5620922372791659,263.491755560902,253.13151003188517,275.3843812975156,0.7983193277310925,256.2096943895701
scratch__physical_modis__d2__transition_minus_current,shadow_point_prediction,0.0,scratch,physical_modis,2,transition_minus_current,254.10775598274657,183.73839409143548,0.5620922372791659,263.491755560902,253.13151003188517,275.3843812975156,0.7983193277310925,256.2096943895701
modis_pretrained__physical_modis__d1__pools_minus_current,shadow_point_prediction,-0.75,modis_pretrained,physical_modis,1,pools_minus_current,254.25082224186312,184.15068406381528,-4.390406863862756,263.03845430833354,253.3100987458149,275.16128827977366,0.7983193277310925,256.2125493844687
scratch__physical_modis__d1__effect_features_minus_base,shadow_point_prediction,-0.25,scratch,physical_modis,1,effect_features_minus_base,254.1156488292343,183.81901964152124,-0.2501416635443471,263.4950985223813,253.14576915481717,275.3264485609748,0.7941176470588235,256.21804133391674
scratch__physical_modis__d1__pools_minus_current,shadow_point_prediction,-1.0,scratch,physical_modis,1,pools_minus_current,254.35609773996066,184.18296175433434,1.1200506318186223,262.79417644639165,253.37104598209828,275.7348004843693,0.8025210084033614,256.2193544771028
modis_pretrained__physical_modis__d1__pools_minus_base,shadow_point_prediction,-0.25,modis_pretrained,physical_modis,1,pools_minus_base,254.13543421041786,183.89072337603935,0.8201817596329072,263.44972172868256,253.1613351997996,275.3909838963558,0.7983193277310925,256.2204813373295
modis_pretrained__physical__d2__effect_features_minus_base,shadow_point_prediction,0.25,modis_pretrained,physical,2,effect_features_minus_base,254.11146179723812,183.63382133709942,0.7008388595089905,263.5340855286369,253.12584342965562,275.48523529872676,0.7899159663865546,256.2207131381922
modis_pretrained__physical__d1__full_minus_current,shadow_point_prediction,-0.5,modis_pretrained,physical,1,full_minus_current,254.15215104485364,183.75871424750036,-4.6769346417830056,263.4063923178956,253.1736607204454,275.45399730082283,0.7941176470588235,256.2210887820121
modis_pretrained__physical_modis__d1__pools_minus_base,shadow_point_prediction,0.25,modis_pretrained,physical_modis,1,pools_minus_base,254.1027576830387,183.58606480683164,0.3040027149254246,263.55877141360224,253.12496623678658,275.3951914208913,0.8025210084033614,256.22231325411656
scratch__physical_modis__d1__pools_minus_base,shadow_point_prediction,-0.25,scratch,physical_modis,1,pools_minus_base,254.1480733818499,184.0363315006521,-0.39250929098472753,263.4384125194283,253.1565097318232,275.5847237513894,0.7899159663865546,256.22276725373786
modis_pretrained__physical__d2__transition_minus_current,v5_prediction,-2.0,modis_pretrained,physical,2,transition_minus_current,253.78071337182803,187.43310730849845,-12.537311133383058,264.2856829317344,253.05752673548403,272.20272566455526,0.773109243697479,256.2261591027186
scratch__physical__d1__full_minus_current,shadow_point_prediction,-2.5,scratch,physical,1,full_minus_current,254.3061106594369,184.94511167234091,4.7305945800803,262.98506990089777,253.33886597999722,275.4977671869342,0.8151260504201681,256.2340392999422
scratch__physical_modis__d1__full_minus_base,shadow_point_prediction,-1.5,scratch,physical_modis,1,full_minus_base,254.0100268418006,184.47892261474624,-1.9742340829522957,263.93212058842715,252.9881081339577,275.75015722829863,0.7857142857142857,256.2350706014965
modis_pretrained__physical_modis__d2__effect_features_minus_base,shadow_point_prediction,0.75,modis_pretrained,physical_modis,2,effect_features_minus_base,254.0148486276154,183.2803927816567,1.781036907050761,263.88032976484016,253.03551104677723,275.31943961888146,0.7857142857142857,256.23638451671206
modis_pretrained__physical__d2__transition_minus_current,v5_prediction,-2.25,modis_pretrained,physical,2,transition_minus_current,253.80953962140484,187.79801896301277,-13.131469426201528,264.2261283155721,253.10302004767976,272.02770354763067,0.7773109243697479,256.2370569015154
modis_pretrained__physical_modis__d1__full_minus_base,shadow_point_prediction,0.75,modis_pretrained,physical_modis,1,full_minus_base,254.13864886416377,183.81390062947276,0.38336865357688615,263.45791139272205,253.22291179175832,274.7777207727289,0.7983193277310925,256.239530228202
scratch__physical__d1__transition_features_minus_base,shadow_point_prediction,-0.5,scratch,physical,1,transition_features_minus_base,254.08411266266776,183.79629945062496,-0.16896519423836298,263.66231715774063,253.13318578975006,275.0951201195654,0.7857142857142857,256.2409320682066
scratch__physical_modis__d1__effect_features_minus_base,shadow_point_prediction,0.25,scratch,physical_modis,1,effect_features_minus_base,254.1399152001581,183.65776854134972,1.374326138102679,263.52860986613445,253.1556398979902,275.5010753554311,0.8025210084033614,256.2410200411102
modis_pretrained__physical__d1__transition_features_minus_base,shadow_point_prediction,0.25,modis_pretrained,physical,1,transition_features_minus_base,254.1468000678873,183.676844015464,-0.2617956318104255,263.5184499262361,253.15738758020436,275.56125104865276,0.8025210084033614,256.2423594105538
scratch__physical__d2__full_minus_current,shadow_point_prediction,0.25,scratch,physical,2,full_minus_current,254.17657048719926,183.7324749941952,0.5888314058469837,263.45235483097315,253.17771624956936,275.689335011593,0.7857142857142857,256.24580301373527
modis_pretrained__physical_modis__d1__full_minus_base,shadow_point_prediction,-0.25,modis_pretrained,physical_modis,1,full_minus_base,254.15076656854686,183.72447855665467,0.6216667651799258,263.5410346264782,253.15391659199548,275.64183916196646,0.7941176470588235,256.24912108889185
scratch__physical_modis__d1__transition_features_minus_base,shadow_point_prediction,-1.25,scratch,physical_modis,1,transition_features_minus_base,254.04055275803793,183.8336321203165,-3.05983735616771,263.82932085894504,253.09044998624353,275.0409983021791,0.7815126050420168,256.25021909031614
scratch__physical__d1__full_minus_base,shadow_point_prediction,0.75,scratch,physical,1,full_minus_base,254.20032958035486,183.40707454945996,5.483374741064371,263.3602045802817,253.25500545076142,275.157283252302,0.8025210084033614,256.25396729793823
modis_pretrained__physical_modis__d1__pools_minus_base,shadow_point_prediction,-0.5,modis_pretrained,physical_modis,1,pools_minus_base,254.18578495721715,184.0430526606432,1.0782712819866485,263.4326818754838,253.21443107378636,275.41499796509254,0.7983193277310925,256.2546707159261
scratch__physical__d2__current_minus_base,shadow_point_prediction,0.75,scratch,physical,2,current_minus_base,254.3640901388049,183.392831011436,18.813481476293862,262.88663208438527,253.41766772583094,275.33971225964274,0.8109243697478992,256.25812002195653
modis_pretrained__physical_modis__d1__pools_minus_base,shadow_point_prediction,0.5,modis_pretrained,physical_modis,1,pools_minus_base,254.12044064956993,183.43373552222778,0.045913192571683296,263.65075023668,253.14170731559588,275.42341221618176,0.8025210084033614,256.2583347128539
modis_pretrained__physical__d2__full_minus_current,shadow_point_prediction,-1.75,modis_pretrained,physical,2,full_minus_current,254.39042503676885,183.63170815935936,-12.170324757152274,262.7869364409926,253.4741663798991,275.04579887266937,0.8109243697478992,256.26048822360735
scratch__physical_modis__d2__full_minus_current,shadow_point_prediction,0.75,scratch,physical_modis,2,full_minus_current,254.21285072742046,184.13388267899506,-4.958301887625435,263.4562143883574,253.16018887988696,276.2706246451794,0.7815126050420168,256.2605261807713
scratch__physical_modis__d1__effect_features_minus_base,shadow_point_prediction,-0.5,scratch,physical_modis,1,effect_features_minus_base,254.16359000826708,183.9003732498163,-1.06237556436786,263.5386372208771,253.19842570213262,275.327314238435,0.7899159663865546,256.26606073488597
modis_pretrained__physical_modis__d1__effect_features_minus_base,shadow_point_prediction,-2.0,modis_pretrained,physical_modis,1,effect_features_minus_base,254.15160573735034,185.34990753325079,4.499028687884799,263.6018337595883,253.16557841545904,275.5313693569756,0.7857142857142857,256.267655912437
scratch__physical__d2__transition_minus_current,shadow_point_prediction,-0.25,scratch,physical,2,transition_minus_current,254.20376734767328,183.62408234219836,3.2027314782813527,263.39510520054114,253.26841887775498,275.0551885536854,0.8067226890756303,256.2677646934107
scratch__physical__d1__full_minus_base,shadow_point_prediction,-0.25,scratch,physical,1,full_minus_base,254.1560523389509,183.91503414519258,-1.0783352639825692,263.61308795166366,253.16894177334848,275.5471870549258,0.7941176470588235,256.27353360072846
scratch__physical__d1__effect_features_minus_base,shadow_point_prediction,-2.0,scratch,physical,1,effect_features_minus_base,254.24124172489744,183.64298199061983,-4.699251838925535,263.46908320852896,253.17707390058277,276.41450587910816,0.7815126050420168,256.28216013972667
modis_pretrained__physical_modis__d2__full_minus_current,shadow_point_prediction,-2.0,modis_pretrained,physical_modis,2,full_minus_current,254.46499448256984,184.23534711111975,-11.236819875173238,262.6180372067887,253.58390513069068,274.74132642165046,0.7983193277310925,256.28298282565476
scratch__physical__d1__transition_features_minus_base,shadow_point_prediction,0.25,scratch,physical,1,transition_features_minus_base,254.2105932669448,183.7220157193903,0.9276209530379304,263.4906201855164,253.22171768447896,275.6223297755378,0.8025210084033614,256.28338110097127
scratch__physical_modis__d2__transition_minus_current,shadow_point_prediction,0.5,scratch,physical_modis,2,transition_minus_current,254.08783239713676,184.47211161229427,-6.17651199576537,263.94872657445177,253.01099251571048,276.3790099431806,0.7857142857142857,256.283845971109
scratch__physical_modis__d2__transition_features_minus_base,shadow_point_prediction,0.75,scratch,physical_modis,2,transition_features_minus_base,254.0768071192301,183.72973305500142,7.086880228265966,263.8841154081225,253.10947440539718,275.2593701642043,0.7941176470588235,256.28680101299494
modis_pretrained__physical__d1__transition_features_minus_base,shadow_point_prediction,-0.25,modis_pretrained,physical,1,transition_features_minus_base,254.17683776628553,183.9374936281389,1.3859801063687573,263.5762548151824,253.22193623919253,275.2336573019119,0.7983193277310925,256.2879666467365
modis_pretrained__physical__d2__effect_features_minus_base,shadow_point_prediction,-0.25,modis_pretrained,physical,2,effect_features_minus_base,254.19178872467032,183.84552408599617,0.4233456150493414,263.5464625846365,253.2227145540133,275.39752659254333,0.7983193277310925,256.2881886469976
modis_pretrained__physical_modis__d1__current_minus_base,shadow_point_prediction,0.75,modis_pretrained,physical_modis,1,current_minus_base,254.273077295695,183.84691231498604,-5.16467543092398,263.28365525827877,253.33850897552855,275.11918177226545,0.8067226890756303,256.2920797062993
scratch__physical_modis__d1__pools_minus_base,shadow_point_prediction,0.25,scratch,physical_modis,1,pools_minus_base,254.1662427988748,183.44045668221887,1.5166937655430595,263.6515111418329,253.20014343728752,275.3398440186778,0.8025210084033614,256.2960350442175
scratch__physical__d1__pools_minus_base,shadow_point_prediction,-0.75,scratch,physical,1,pools_minus_base,254.2218857284948,184.0894511712465,-2.237610803765438,263.58948656815335,253.15121477344445,276.45850209053174,0.7857142857142857,256.29611819964686
scratch__physical_modis__d1__full_minus_base,shadow_point_prediction,0.25,scratch,physical_modis,1,full_minus_base,254.21809335088074,183.67254189276554,0.9848132906510761,263.5069145977071,253.2485952188817,275.42939787839117,0.7983193277310925,256.29792412958756
modis_pretrained__physical_modis__d1__full_minus_base,shadow_point_prediction,1.0,modis_pretrained,physical_modis,1,full_minus_base,254.20224390677478,183.93156023733388,0.32379412567612625,263.4846358140768,253.30621129868646,274.6309416544172,0.8025210084033614,256.2988337315782
modis_pretrained__physical_modis__d2__transition_minus_current,shadow_point_prediction,-1.75,modis_pretrained,physical_modis,2,transition_minus_current,254.8347631045018,185.21324827362824,-4.862989296265038,261.35365118547713,254.17520956377717,272.49785483506616,0.7857142857142857,256.2995967395645
modis_pretrained__physical__d1__pools_minus_base,shadow_point_prediction,-2.25,modis_pretrained,physical,1,pools_minus_base,254.16452557676882,184.83099843241519,2.415631992643592,263.7326087886509,253.16237580431732,275.71049188477053,0.7647058823529411,256.3060089366264
scratch__physical__d2__transition_minus_current,shadow_point_prediction,0.25,scratch,physical,2,transition_minus_current,254.18221573782034,183.93629663570624,-2.078547003723021,263.7182793076539,253.1601284065365,275.93178145531147,0.7857142857142857,256.3107097974578
modis_pretrained__physical_modis__d2__pools_minus_current,shadow_point_prediction,-1.5,modis_pretrained,physical_modis,2,pools_minus_current,253.9627781841464,184.47289365422986,-2.7008840485110293,263.88582170968897,253.43148360633893,269.85024787469706,0.7941176470588235,256.3107154210802
modis_pretrained__physical__d2__transition_minus_current,v5_prediction,-1.75,modis_pretrained,physical,2,transition_minus_current,253.84823620523363,187.1402331429232,-11.943152840564588,264.44188766932604,253.10629073286412,272.5004294340015,0.7773109243697479,256.31116270316437
scratch__physical_modis__d1__effect_features_minus_base,shadow_point_prediction,0.5,scratch,physical_modis,1,effect_features_minus_base,254.2121112810562,183.59718639438137,2.186560038926192,263.60564457832237,253.21812945712105,275.67645611359274,0.8025210084033614,256.31199914938895
scratch__physical_modis__d1__current_minus_base,shadow_point_prediction,1.0,scratch,physical_modis,1,current_minus_base,254.38621855461662,183.39962242281084,4.9384567448741965,263.04287280925223,253.4333024265742,275.43124350472436,0.8151260504201681,256.3121530862649
modis_pretrained__physical_modis__d1__pools_minus_base,shadow_point_prediction,-0.75,modis_pretrained,physical_modis,1,pools_minus_base,254.25879475366085,184.20906585689212,1.3363608043403898,263.44064085128343,253.29077984102838,275.45641894997175,0.8025210084033614,256.31225254990835
modis_pretrained__physical_modis__d1__full_minus_base,shadow_point_prediction,-0.5,modis_pretrained,physical_modis,1,full_minus_base,254.2204156997532,183.71056302187387,0.6812412930806857,263.6092981951613,253.20276080011618,275.9267939314617,0.7941176470588235,256.313222598696
scratch__physical__d2__full_minus_current,shadow_point_prediction,-0.25,scratch,physical,2,full_minus_current,254.18624266934353,183.7748370864636,0.5353530687113481,263.6582573378451,253.2268312008614,275.2907819424865,0.8025210084033614,256.3143934693484
scratch__physical__d2__pools_minus_current,shadow_point_prediction,0.5,scratch,physical,2,pools_minus_current,254.1815004034039,183.6143659878326,-5.2258239622206535,263.71821598168293,253.1878559044354,275.64102427418857,0.7941176470588235,256.3172681732315
modis_pretrained__physical_modis__d1__pools_minus_base,shadow_point_prediction,0.75,modis_pretrained,physical_modis,1,pools_minus_base,254.16080014826565,183.30637550077648,-0.212176329782058,263.7676659155107,253.18172959615723,275.46903833240793,0.8025210084033614,256.31774895204984
modis_pretrained__physical__d2__effect_features_minus_base,shadow_point_prediction,0.5,modis_pretrained,physical,2,effect_features_minus_base,254.20290233094076,183.58745875246015,0.839585481738815,263.673405753067,253.20569382570508,275.69996348971256,0.7941176470588235,256.3212260601634
modis_pretrained__physical_modis__d1__effect_features_minus_base,shadow_point_prediction,0.25,modis_pretrained,physical_modis,1,effect_features_minus_base,254.22006606493838,183.62601277339925,0.0699751809534618,263.6023557153413,253.2460485711802,275.47847698431264,0.8025210084033614,256.3221341040996
scratch__physical_modis__d2__current_minus_base,shadow_point_prediction,0.25,scratch,physical_modis,2,current_minus_base,254.25728231307244,183.55060921324645,6.106323684130367,263.4752866477368,253.32172739869742,275.1131944665532,0.8025210084033614,256.3278946681448
scratch__physical_modis__d1__full_minus_base,shadow_point_prediction,-1.75,scratch,physical_modis,1,full_minus_base,254.087836061477,184.73219872604548,-2.3969551363242063,264.0938710896573,253.05745095652196,275.91691179424737,0.7857142857142857,256.3317485422833
scratch__physical_modis__d2__current_minus_base,shadow_point_prediction,-0.25,scratch,physical_modis,2,current_minus_base,254.21909145321283,184.06343154123329,-4.982139209572035,263.707802641979,253.1926361256501,276.0144561898151,0.7899159663865546,256.3346554185137
scratch__physical_modis__d1__pools_minus_base,shadow_point_prediction,-0.5,scratch,physical_modis,1,pools_minus_base,254.28714799976385,184.35659646364763,-1.347110819248621,263.4915466460796,253.27500362318204,275.94053202052845,0.7857142857142857,256.33521156719735
modis_pretrained__physical__d1__pools_minus_base,shadow_point_prediction,0.25,modis_pretrained,physical,1,pools_minus_base,254.23980065808374,183.80794313106782,0.3561433755720074,263.5938176724005,253.271817683851,275.4362623143918,0.8025210084033614,256.3363091681047
scratch__physical_modis__d1__transition_features_minus_base,shadow_point_prediction,0.25,scratch,physical_modis,1,transition_features_minus_base,254.26405003500562,183.82390356797697,1.286478155968541,263.5599356711621,253.2778310623193,275.6507484530191,0.8025210084033614,256.3414667008732
modis_pretrained__physical_modis__d2__effect_features_minus_base,shadow_point_prediction,-0.25,modis_pretrained,physical_modis,2,effect_features_minus_base,254.27854773266972,183.9028007396386,0.15577734735530085,263.5129155795972,253.30212512358827,275.5644979735256,0.8025210084033614,256.3430340421312
modis_pretrained__physical__d2__transition_minus_current,v5_prediction,-2.5,modis_pretrained,physical,2,transition_minus_current,253.9346821417956,188.2453040180722,-13.725627719019998,264.26328916432624,253.24277707873057,271.97559992813444,0.7815126050420168,256.343857631662
scratch__physical__d1__transition_features_minus_base,shadow_point_prediction,-0.75,scratch,physical,1,transition_features_minus_base,254.1633235600848,183.89788942343029,-0.5344939099971274,263.83163458272736,253.22505508828704,275.04400370279063,0.7857142857142857,256.34583419779597
modis_pretrained__physical_modis__d1__transition_features_minus_base,shadow_point_prediction,-1.0,modis_pretrained,physical_modis,1,transition_features_minus_base,254.12734743893049,184.8014265194978,5.202835044106487,263.8763587607973,253.25400488307605,274.3043665671373,0.7815126050420168,256.34626463043355
modis_pretrained__physical_modis__d2__pools_minus_base,shadow_point_prediction,0.75,modis_pretrained,physical_modis,2,pools_minus_base,254.32414542902228,183.85001798274297,1.0306349934319199,263.4780865259609,253.2588377984007,276.512483215966,0.7899159663865546,256.34630379560156
scratch__physical__d1__full_minus_base,shadow_point_prediction,1.0,scratch,physical,1,full_minus_base,254.31029364566191,183.40127625774107,7.123802242326106,263.39390081412483,253.37470781102172,275.16881012844186,0.8025210084033614,256.34729897911757
modis_pretrained__physical_modis__d2__transition_features_minus_base,shadow_point_prediction,0.75,modis_pretrained,physical_modis,2,transition_features_minus_base,253.97408079698803,183.59165241050124,1.7241817934843384,264.42168918831743,253.01935836369097,275.0202222081209,0.7899159663865546,256.34730228649613
scratch__physical_modis__d2__full_minus_base,shadow_point_prediction,0.75,scratch,physical_modis,2,full_minus_base,254.33242879808762,183.3396136352248,11.674392452928169,263.2936766168738,253.4498952511953,274.61909305112226,0.7983193277310925,256.3521073660611
scratch__physical_modis__d1__effect_features_minus_base,shadow_point_prediction,-0.75,scratch,physical_modis,1,effect_features_minus_base,254.25155686553882,184.05602149123476,-1.8746094651913732,263.6223517407413,253.28946720099614,275.38697777539886,0.7815126050420168,256.35373316820375
scratch__physical_modis__d1__current_minus_base,shadow_point_prediction,-0.25,scratch,physical_modis,1,current_minus_base,254.22438221434973,184.01841490942456,-0.5319988896195916,263.7358427007914,253.23240424149168,275.6686685103387,0.7857142857142857,256.3542528427456
scratch__physical_modis__d2__pools_minus_base,shadow_point_prediction,0.75,scratch,physical_modis,2,pools_minus_base,254.3250757742648,182.8366934056751,7.619300923594879,263.3610051663478,253.40817409474963,274.98458411937145,0.8067226890756303,256.3548327024068
scratch__physical__d1__effect_features_minus_base,shadow_point_prediction,0.25,scratch,physical,1,effect_features_minus_base,254.24887056892234,183.90721303808152,1.2197602468047535,263.6559755422179,253.2774293761305,275.4817522478563,0.8025210084033614,256.35778651404826
modis_pretrained__physical_modis__d2__pools_minus_base,shadow_point_prediction,-0.25,modis_pretrained,physical_modis,2,pools_minus_base,254.22963067533652,183.7366024178874,0.4059113185615812,263.7115070973561,253.28456846907116,275.185081904934,0.7983193277310925,256.3638342292751
scratch__physical_modis__d1__full_minus_current,shadow_point_prediction,-2.5,scratch,physical_modis,1,full_minus_current,254.51374744061127,184.61088089387778,7.275792972547639,262.9411679709973,253.48779237015967,276.3173073795967,0.8151260504201681,256.36411380559485
modis_pretrained__physical_modis__d1__full_minus_current,shadow_point_prediction,-0.75,modis_pretrained,physical_modis,1,full_minus_current,254.35476942174444,183.8997412598517,-4.9859518472217,263.43670673162865,253.35184776292863,275.91708568985086,0.7983193277310925,256.37452333451154
scratch__physical__d1__full_minus_base,shadow_point_prediction,-0.5,scratch,physical,1,full_minus_base,254.24390361772797,184.0916741989497,-2.7187627652443043,263.77308649736545,253.24565631292666,275.7534346443296,0.7857142857142857,256.376637511437
modis_pretrained__physical_modis__d1__full_minus_current,shadow_point_prediction,0.25,modis_pretrained,physical_modis,1,full_minus_current,254.24332059874314,183.9714410077881,2.4114402654461213,263.73250491017825,253.2919432510039,275.2659632110727,0.8025210084033614,256.3777723396671
scratch__physical_modis__d2__pools_minus_current,shadow_point_prediction,0.75,scratch,physical_modis,2,pools_minus_current,254.32085793142895,184.01685465062994,-9.013393416958726,263.6151405382214,253.25963903251946,276.46856007801404,0.7941176470588235,256.3791238583997
modis_pretrained__physical_modis__d1__full_minus_base,shadow_point_prediction,1.25,modis_pretrained,physical_modis,1,full_minus_base,254.29246131641125,184.05951476443886,0.26421959777536635,263.53035693115197,253.41588619573815,274.51196417215783,0.8025210084033614,256.38279143992816
modis_pretrained__physical_modis__d2__full_minus_base,shadow_point_prediction,1.0,modis_pretrained,physical_modis,2,full_minus_base,254.0957142817765,184.1025994793432,4.910954444515576,264.053452559471,253.2898472364468,273.5107597604562,0.7899159663865546,256.3836820898677
modis_pretrained__physical__d1__transition_features_minus_base,shadow_point_prediction,0.5,modis_pretrained,physical,1,transition_features_minus_base,254.29392021703433,183.74703115537582,-1.085683500900017,263.6563041371818,253.29971158626705,275.7642162472061,0.8025210084033614,256.38596403937936
scratch__physical__d1__current_minus_base,shadow_point_prediction,2.0,scratch,physical,1,current_minus_base,254.60048166465995,184.16274897682783,17.020314121613954,262.6956945104828,253.649525139466,275.63414841120454,0.819327731092437,256.38654574481717
modis_pretrained__physical_modis__d2__effect_features_minus_base,shadow_point_prediction,1.0,modis_pretrained,physical_modis,2,effect_features_minus_base,254.12378733911234,183.19409727925557,2.187351796974626,264.1601698294382,253.14221242464853,275.45632411049667,0.7857142857142857,256.3874892330779
modis_pretrained__physical_modis__d2__full_minus_base,shadow_point_prediction,-0.25,modis_pretrained,physical_modis,2,full_minus_base,254.33288764461915,183.79298920523786,-0.5251233145299367,263.59015015497874,253.30857639437417,276.1117091332322,0.8025210084033614,256.3911254596478
scratch__physical__d2__transition_features_minus_base,shadow_point_prediction,1.25,scratch,physical,2,transition_features_minus_base,254.33031775464457,183.45357815403955,17.777878097292724,263.60812239945574,253.29721720567653,276.19766010617064,0.7983193277310925,256.39149377860537
modis_pretrained__physical_modis__d1__pools_minus_base,shadow_point_prediction,-1.0,modis_pretrained,physical_modis,1,pools_minus_base,254.3544440876163,184.45196160031827,1.594450326694131,263.4735963905973,253.39035657411185,275.51523900012177,0.7899159663865546,256.39321028498546
scratch__physical_modis__d1__pools_minus_current,shadow_point_prediction,0.25,scratch,physical_modis,1,pools_minus_current,254.23385128302297,183.72047750020795,0.4226026386443018,263.85341138666536,253.25580646145258,275.53466710910516,0.7941176470588235,256.39423010354096
modis_pretrained__physical_modis__d1__effect_features_minus_base,shadow_point_prediction,-2.25,modis_pretrained,physical_modis,1,effect_features_minus_base,254.27485286677432,185.71506688788256,4.9911457442105025,263.7398885829401,253.2886232732771,275.66213709537584,0.7857142857142857,256.3945543974415
modis_pretrained__physical_modis__d1__pools_minus_current,shadow_point_prediction,0.25,modis_pretrained,physical_modis,1,pools_minus_current,254.24955479581206,183.80519618840344,2.2129252709931397,263.8139574464162,253.27549941686704,275.5096512784791,0.8025210084033614,256.39714161372683
scratch__physical_modis__d1__transition_features_minus_base,shadow_point_prediction,-1.5,scratch,physical_modis,1,transition_features_minus_base,254.17001839956492,183.99632347425614,-3.784223274857085,264.032284211313,253.2204575881928,275.1703576349223,0.7857142857142857,256.39819464965893
scratch__physical_modis__d2__transition_features_minus_base,shadow_point_prediction,-0.25,scratch,physical_modis,2,transition_features_minus_base,254.3381228152841,183.91685803638134,-1.6128370930497675,263.56207358555173,253.36349138071716,275.6080851638325,0.7983193277310925,256.4004526492092
modis_pretrained__physical_modis__d1__pools_minus_base,shadow_point_prediction,1.0,modis_pretrained,physical_modis,1,pools_minus_base,254.2238253790352,183.23696528986574,-0.4702658521357993,263.90948530794435,253.24502223748968,275.5320611229843,0.8025210084033614,256.4005395758761
modis_pretrained__physical_modis__d1__pools_minus_current,shadow_point_prediction,-1.0,modis_pretrained,physical_modis,1,pools_minus_current,254.48782101964977,184.4741881535589,-6.041239897576729,263.05894676059086,253.57243940691473,275.13789837619845,0.8025210084033614,256.4017570517013
modis_pretrained__physical_modis__d1__full_minus_base,shadow_point_prediction,-0.75,modis_pretrained,physical_modis,1,full_minus_base,254.31668149005299,183.70068957685498,0.7408158209814456,263.6965315233,253.2780310616106,276.23916051263853,0.7941176470588235,256.40198139125414
