candidate,architecture,encoder_variant,state_feature_set,state_model,residual_model,period,rows,rmse,mae,bias,equal_state_rmse,mean_year_rmse,max_year_rmse,direction_accuracy,selection_score
hier__modis_pretrained__history__ridge100__ridge100,hierarchy,modis_pretrained,history,ridge100,ridge100,four_year,476,474.2532793408829,380.3750333555402,36.359409143481535,495.5837764392458,469.5434520861013,537.1477981798122,0.6113445378151261,478.4084468017782
hier__modis_pretrained__history__ridge100__ridge1000,hierarchy,modis_pretrained,history,ridge100,ridge1000,development,238,413.7869326185654,338.33889124044214,-227.03746112559034,368.08643116454465,409.1587288154638,470.8738828701602,0.6974789915966386,401.2047563042848
hier__modis_pretrained__history__ridge100__ridge1000,hierarchy,modis_pretrained,history,ridge100,ridge1000,late,238,473.7349279245026,359.43972726422044,279.27267808403843,551.8608462829396,467.7886444926611,542.6122104284834,0.5378151260504201,491.7798366561515
hier__modis_pretrained__history__ridge100__ridge1000,hierarchy,modis_pretrained,history,ridge100,ridge1000,four_year,476,444.7720807006184,348.88930925233126,26.11760847922404,469.0618373240213,438.4736866540625,542.6122104284834,0.6176470588235294,449.26992134483015
hier__modis_pretrained__history__ridge100__xgb1,hierarchy,modis_pretrained,history,ridge100,xgb1,development,238,387.24629091604385,310.5298227518314,-140.47955598375637,366.76475084793105,383.8264713279856,435.17751548621374,0.6722689075630253,381.2709510020011
hier__modis_pretrained__history__ridge100__xgb1,hierarchy,modis_pretrained,history,ridge100,xgb1,late,238,512.9428300396547,376.38963471267505,282.47442476617744,617.4320607142377,494.9447776143744,629.6296468512251,0.49159663865546216,534.5656246019804
hier__modis_pretrained__history__ridge100__xgb1,hierarchy,modis_pretrained,history,ridge100,xgb1,four_year,476,454.46123966589465,343.45972873225327,70.99743439121052,507.8083949987313,439.38562447118,629.6296468512251,0.5819327731092437,464.0291247004252
hier__modis_pretrained__history__ridge100__xgb2,hierarchy,modis_pretrained,history,ridge100,xgb2,development,238,387.6588356593073,311.09389703204664,-143.86335055000544,365.8904905266661,384.0309714105285,436.9420842528757,0.6680672268907563,381.3097833139523
hier__modis_pretrained__history__ridge100__xgb2,hierarchy,modis_pretrained,history,ridge100,xgb2,late,238,508.8396811415355,373.1163507380021,278.72703873645406,612.2004150168628,491.42761171878914,623.4000465094931,0.48739495798319327,530.3268472546807
hier__modis_pretrained__history__ridge100__xgb2,hierarchy,modis_pretrained,history,ridge100,xgb2,four_year,476,452.3257642280336,342.1051238850244,67.4318440932243,504.3139891003736,437.7292915646588,623.4000465094931,0.5777310924369747,461.6737022802749
hier__modis_pretrained__history__ridge100__zero,hierarchy,modis_pretrained,history,ridge100,zero,development,238,387.0850532020805,310.3903274170673,-139.16850085879946,367.07125854171346,383.7468814926151,434.47329825104856,0.6722689075630253,381.2470616096224
hier__modis_pretrained__history__ridge100__zero,hierarchy,modis_pretrained,history,ridge100,zero,late,238,514.9045488976653,378.11443940960027,284.77931111332464,619.8745983570213,496.74190584531414,632.2932741625435,0.49159663865546216,536.6064004994165
hier__modis_pretrained__history__ridge100__zero,hierarchy,modis_pretrained,history,ridge100,zero,four_year,476,455.50056689754274,344.25238341333386,72.80540512726262,509.4044692264075,440.2443936689647,632.2932741625435,0.5819327731092437,465.1624991726144
hier__modis_pretrained__history__ridge10__extra,hierarchy,modis_pretrained,history,ridge10,extra,development,238,395.6500727060797,315.5105354933841,-184.0144625433539,360.8801779982771,387.49671694809024,467.4046288641063,0.6974789915966386,384.9192600896316
hier__modis_pretrained__history__ridge10__extra,hierarchy,modis_pretrained,history,ridge10,extra,late,238,505.4733001725615,383.5520805526906,300.4739193514419,594.4976191108234,491.7911723013507,608.60170279327,0.47478991596638653,524.3088479393243
hier__modis_pretrained__history__ridge10__extra,hierarchy,modis_pretrained,history,ridge10,extra,four_year,476,453.8954930486018,349.53130802303735,58.229728404044,491.763114721156,439.64394462472046,608.60170279327,0.5861344537815126,459.79951136077
hier__modis_pretrained__history__ridge10__ridge100,hierarchy,modis_pretrained,history,ridge10,ridge100,development,238,476.7929419300378,387.6727865313076,-257.78818590233067,439.9941011547125,465.6584144299423,568.0974233322767,0.6638655462184874,464.80959986118256
hier__modis_pretrained__history__ridge10__ridge100,hierarchy,modis_pretrained,history,ridge10,ridge100,late,238,499.46565804663544,401.737290113489,344.26846989982397,551.8148593895585,497.15133875106983,545.1772686845704,0.5462184873949579,511.97437855847477
hier__modis_pretrained__history__ridge10__ridge100,hierarchy,modis_pretrained,history,ridge10,ridge100,four_year,476,488.2609205344305,394.70503832239837,43.240141998746665,499.04631453105713,481.4048765905061,568.0974233322767,0.6050420168067226,489.24325804760605
hier__modis_pretrained__history__ridge10__ridge1000,hierarchy,modis_pretrained,history,ridge10,ridge1000,development,238,425.7712373046067,343.77276124247936,-245.9329902609777,376.7559540635681,416.68139853592265,504.1900188543994,0.6974789915966386,411.24495680217603
hier__modis_pretrained__history__ridge10__ridge1000,hierarchy,modis_pretrained,history,ridge10,ridge1000,late,238,486.3703045781096,381.43243761686034,311.2253465226979,550.4154454097721,482.0996592142037,546.4113359218728,0.5084033613445378,501.31392844504876
hier__modis_pretrained__history__ridge10__ridge1000,hierarchy,modis_pretrained,history,ridge10,ridge1000,four_year,476,457.0761532235623,362.6025994296699,32.64617813086013,471.6472259369217,449.3905288750631,546.4113359218728,0.6029411764705882,458.7975153147774
hier__modis_pretrained__history__ridge10__xgb1,hierarchy,modis_pretrained,history,ridge10,xgb1,development,238,396.24537776917776,313.49202172082266,-159.71452488157144,367.894567393941,389.27704265695036,463.2620645444733,0.7058823529411765,387.4155913973117
hier__modis_pretrained__history__ridge10__xgb1,hierarchy,modis_pretrained,history,ridge10,xgb1,late,238,523.8139260830407,397.8695298344899,314.3131134656072,615.9242531620422,508.5150206176636,634.1872250414993,0.46638655462184875,543.0167814864468
hier__modis_pretrained__history__ridge10__xgb1,hierarchy,modis_pretrained,history,ridge10,xgb1,four_year,476,464.4305268616435,355.6807757776563,77.29929429201789,507.30124105465893,448.8960316373069,634.1872250414993,0.5861344537815126,471.2645816038132
hier__modis_pretrained__history__ridge10__xgb2,hierarchy,modis_pretrained,history,ridge10,xgb2,development,238,396.8792324402472,314.07031477605193,-163.0737461794241,367.38544950898677,389.6031495640771,465.25042970098053,0.7058823529411765,387.6867659883896
hier__modis_pretrained__history__ridge10__xgb2,hierarchy,modis_pretrained,history,ridge10,xgb2,late,238,519.5769650236122,394.40318306706365,310.5392221645915,610.6648793331495,504.8383141001732,627.7142645528261,0.46638655462184875,538.6642808701367
hier__modis_pretrained__history__ridge10__xgb2,hierarchy,modis_pretrained,history,ridge10,xgb2,four_year,476,462.3166380985588,354.23674892155776,73.73273799258374,503.92641494661217,447.2207318321251,627.7142645528261,0.5861344537815126,468.9451057439637
hier__modis_pretrained__history__ridge10__zero,hierarchy,modis_pretrained,history,ridge10,zero,development,238,395.9753534927202,313.308337946236,-158.41507980985165,368.02973482330975,389.1298316742158,462.4405039865143,0.7016806722689075,387.2775683707415
hier__modis_pretrained__history__ridge10__zero,hierarchy,modis_pretrained,history,ridge10,zero,late,238,525.8340569827378,399.5683150358368,316.63011373679336,618.3460982062923,510.3767830076688,636.9350496269145,0.46638655462184875,545.0977487948592
hier__modis_pretrained__history__ridge10__zero,hierarchy,modis_pretrained,history,ridge10,zero,four_year,476,465.45565635010274,356.4383264910364,79.10751696347087,508.82107998836943,449.75330734094234,636.9350496269145,0.5840336134453782,472.37142500737934
hier__modis_pretrained__history__xgb1__extra,hierarchy,modis_pretrained,history,xgb1,extra,development,238,375.3725085245037,304.20712782004875,-134.5387537500675,357.1942022786597,372.8506343437506,416.28938001442384,0.680672268907563,370.19746341785446
hier__modis_pretrained__history__xgb1__extra,hierarchy,modis_pretrained,history,xgb1,extra,late,238,506.7275314952244,367.48876936455224,275.66870525600257,615.3366021369183,488.4539645937677,623.3076469605238,0.4957983193277311,529.3114074302837
hier__modis_pretrained__history__xgb1__extra,hierarchy,modis_pretrained,history,xgb1,extra,four_year,476,445.91328267457015,335.84794859230044,70.56497575296751,503.10378256921103,430.6522994687591,623.3076469605238,0.5882352941176471,456.3956618467776
hier__modis_pretrained__history__xgb1__ridge100,hierarchy,modis_pretrained,history,xgb1,ridge100,development,238,449.03910225398005,366.8071079798449,-209.7545488261934,421.95618692067535,445.572284059224,501.26299272149987,0.6680672268907563,441.40166887196483
hier__modis_pretrained__history__xgb1__ridge100,hierarchy,modis_pretrained,history,xgb1,ridge100,late,238,494.86813636638533,387.3533291782536,318.79486867263734,573.0150089672508,490.8957903519928,553.4721070015981,0.5588235294117647,513.4117680130036
hier__modis_pretrained__history__xgb1__ridge100,hierarchy,modis_pretrained,history,xgb1,ridge100,four_year,476,472.5095701378966,377.08021857904924,54.52015992322199,503.1864585729501,468.2340372056084,553.4721070015981,0.6134453781512605,479.10990901358787
hier__modis_pretrained__history__xgb1__ridge1000,hierarchy,modis_pretrained,history,xgb1,ridge1000,development,238,399.75048150067437,327.6813410052599,-197.1750678822427,361.3306523855991,396.90935142669707,444.48470439501125,0.6890756302521008,389.4352417034112
hier__modis_pretrained__history__xgb1__ridge1000,hierarchy,modis_pretrained,history,xgb1,ridge1000,late,238,483.8812378732899,365.0942423589722,286.0317846564678,570.4451985589417,476.58852148949336,560.2810154793731,0.5336134453781513,503.69904894875367
hier__modis_pretrained__history__xgb1__ridge1000,hierarchy,modis_pretrained,history,xgb1,ridge1000,four_year,476,443.81386854502887,346.3877916821161,44.428358387112574,477.476473196509,436.7489364580952,560.2810154793731,0.6113445378151261,450.4632866861655
hier__modis_pretrained__history__xgb1__xgb1,hierarchy,modis_pretrained,history,xgb1,xgb1,development,238,379.2854075512001,305.7107865211613,-109.99380399070263,370.16806856358085,377.4396752273849,414.81228479008706,0.6470588235294118,376.5446397233415
hier__modis_pretrained__history__xgb1__xgb1,hierarchy,modis_pretrained,history,xgb1,xgb1,late,238,524.287842443998,380.87723628132215,289.4113270197945,636.4700724349967,503.99580779040434,648.4463787975146,0.5,547.2603912783493
hier__modis_pretrained__history__xgb1__xgb1,hierarchy,modis_pretrained,history,xgb1,xgb1,four_year,476,457.56702356915014,343.2940114012417,89.7087615145459,520.6335333463941,440.7177415088946,648.4463787975146,0.5735294117647058,469.12133049839724
hier__modis_pretrained__history__xgb1__xgb2,hierarchy,modis_pretrained,history,xgb1,xgb2,development,238,379.38237499312083,306.0257146550436,-113.40742944373129,368.84859296603054,377.3784984986878,416.32018986278825,0.6428571428571429,376.24796036274
hier__modis_pretrained__history__xgb1__xgb2,hierarchy,modis_pretrained,history,xgb1,xgb2,late,238,520.137725096309,377.6540462623961,285.65295936157656,631.1662641644151,500.461419657502,642.1710541315252,0.5042016806722689,542.9757835036338
hier__modis_pretrained__history__xgb1__xgb2,hierarchy,modis_pretrained,history,xgb1,xgb2,four_year,476,455.233038961247,341.8398804587198,86.12276495892263,516.9236585571823,438.9199590780949,642.1710541315252,0.5735294117647058,466.5774238894428
hier__modis_pretrained__history__xgb1__zero,hierarchy,modis_pretrained,history,xgb1,zero,development,238,379.25784352188924,305.6567221425834,-108.67023879404181,370.66768390763315,377.4710966243058,414.24177905090556,0.6470588235294118,376.6636168939294
hier__modis_pretrained__history__xgb1__zero,hierarchy,modis_pretrained,history,xgb1,zero,late,238,526.2804570425849,382.5801281757898,291.72251420605966,638.970978706868,505.82220214747707,651.1322819066903,0.5,549.3385237348787
hier__modis_pretrained__history__xgb1__zero,hierarchy,modis_pretrained,history,xgb1,zero,four_year,476,458.69795690509994,344.1184251591866,91.52613770600895,522.3401399103183,441.64664938589146,651.1322819066903,0.5735294117647058,470.34567577660243
hier__modis_pretrained__physical__extra__extra,hierarchy,modis_pretrained,physical,extra,extra,development,238,369.1815186739951,296.04788701334985,65.68937615086442,406.45372858844183,367.5372328207527,402.34206324558346,0.680672268907563,378.08849968929616
hier__modis_pretrained__physical__extra__extra,hierarchy,modis_pretrained,physical,extra,extra,late,238,496.42512827923645,376.7900530483989,261.9569341184225,584.9067224854242,477.67798676079235,612.8136554467934,0.47058823529411764,513.8587414511724
hier__modis_pretrained__physical__extra__extra,hierarchy,modis_pretrained,physical,extra,extra,four_year,476,437.454512902481,336.4189700308744,163.82315513464346,503.646953476385,422.60760979077247,612.8136554467934,0.5756302521008403,450.2908972680299
hier__modis_pretrained__physical__extra__ridge100,hierarchy,modis_pretrained,physical,extra,ridge100,development,238,435.9435752813854,355.266435371049,-11.20628956459429,488.2179168774449,435.9354579370537,438.59578542219754,0.680672268907563,449.0101313443173
hier__modis_pretrained__physical__extra__ridge100,hierarchy,modis_pretrained,physical,extra,ridge100,late,238,475.7587915329626,377.7919854963687,304.18464550852246,524.2429026940071,468.35154241810915,551.9772587706944,0.5210084033613446,486.02800704451033
hier__modis_pretrained__physical__extra__ridge100,hierarchy,modis_pretrained,physical,extra,ridge100,four_year,476,456.28567178359975,366.5292104337089,146.4891779719641,506.5507651683046,452.1435001775815,551.9772587706944,0.6008403361344538,467.8164022282714
hier__modis_pretrained__physical__extra__ridge1000,hierarchy,modis_pretrained,physical,extra,ridge1000,development,238,360.41169625738434,290.57711742038924,-0.2260679650856929,390.786577214489,360.4045284409082,362.6775613072885,0.7016806722689075,368.0036245425415
hier__modis_pretrained__physical__extra__ridge1000,hierarchy,modis_pretrained,physical,extra,ridge1000,late,238,468.4243301542705,365.62451705923684,271.76676471406904,532.0284206080788,459.39424207700415,550.9272056855966,0.5210084033613446,482.067830748406
hier__modis_pretrained__physical__extra__ridge1000,hierarchy,modis_pretrained,physical,extra,ridge1000,four_year,476,417.9222080002462,328.1008172398131,135.77034837449168,466.7806708003999,409.8993852589562,550.9272056855966,0.6113445378151261,428.13111801496217
hier__modis_pretrained__physical__extra__xgb1,hierarchy,modis_pretrained,physical,extra,xgb1,development,238,390.72741939217065,315.6196909413712,91.56044482766981,435.63509271256277,386.8467088971609,441.7788495827423,0.6764705882352942,400.9841600985162
hier__modis_pretrained__physical__extra__xgb1,hierarchy,modis_pretrained,physical,extra,xgb1,late,238,514.267283666656,391.2045293962845,275.7115646304675,605.7768826803418,493.48872782427384,638.1943412615577,0.453781512605042,531.9500444594819
hier__modis_pretrained__physical__extra__xgb1,hierarchy,modis_pretrained,physical,extra,xgb1,four_year,476,456.69396498899897,353.4121101688279,183.63600472906865,527.6094983946914,440.16771836071734,638.1943412615577,0.5651260504201681,470.29128668335164
hier__modis_pretrained__physical__extra__xgb2,hierarchy,modis_pretrained,physical,extra,xgb2,development,238,388.7611427240575,313.96980742363644,87.97306663013977,432.5328077786601,385.2194021881383,437.57623813081483,0.680672268907563,398.81862385372835
hier__modis_pretrained__physical__extra__xgb2,hierarchy,modis_pretrained,physical,extra,xgb2,late,238,509.8997666055052,387.65787897221213,271.9296785542059,600.4297465176561,489.8140723091965,631.5178003908172,0.453781512605042,527.5108380094657
hier__modis_pretrained__physical__extra__xgb2,hierarchy,modis_pretrained,physical,extra,xgb2,four_year,476,453.39441884327584,350.81384319792426,179.95137259217285,523.2592618903884,437.51673724866737,631.5178003908172,0.5672268907563025,466.89120920640187
hier__modis_pretrained__physical__extra__zero,hierarchy,modis_pretrained,physical,extra,zero,development,238,391.2280898037831,315.9701107344567,92.9301128408085,436.5223654976072,387.21661734959315,443.09782617559966,0.6764705882352942,401.54879061369166
hier__modis_pretrained__physical__extra__zero,hierarchy,modis_pretrained,physical,extra,zero,late,238,516.1586306877756,392.82375091017883,278.0102858299253,608.0199898642348,495.1064139708727,641.0151898494414,0.453781512605042,533.8609163026647
hier__modis_pretrained__physical__extra__zero,hierarchy,modis_pretrained,physical,extra,zero,four_year,476,457.97333453215185,354.39693082231776,185.47019933536689,529.2636789229595,441.16151566023296,641.0151898494414,0.5651260504201681,471.592965911874
hier__modis_pretrained__physical__ridge1000__extra,hierarchy,modis_pretrained,physical,ridge1000,extra,development,238,431.50576030115025,347.595617287581,-63.08276754221963,466.63830963990114,430.91663954435774,453.45706848596893,0.6932773109243697,440.1416174466399
hier__modis_pretrained__physical__ridge1000__extra,hierarchy,modis_pretrained,physical,ridge1000,extra,late,238,465.9855939129795,343.62570661224663,150.05825989517058,566.6504649971441,450.4280320968726,569.8313889833979,0.5336134453781513,487.2624212299939
hier__modis_pretrained__physical__ridge1000__extra,hierarchy,modis_pretrained,physical,ridge1000,extra,four_year,476,449.07671666849194,345.6106619499138,43.487746176475476,519.0587931559699,440.67233582061516,569.8313889833979,0.6134453781512605,464.47114057839224
hier__modis_pretrained__physical__ridge1000__ridge100,hierarchy,modis_pretrained,physical,ridge1000,ridge100,development,238,522.1605500398364,428.93362246846357,-135.66293861786679,569.1905621547995,519.3722574092305,573.2619433569563,0.6596638655462185,533.2209799109257
hier__modis_pretrained__physical__ridge1000__ridge100,hierarchy,modis_pretrained,physical,ridge1000,ridge100,late,238,426.46905010143996,317.66618033562105,190.3644513842599,493.4986110778538,417.4551556409884,504.67352367881995,0.6176470588235294,440.9729667304305
hier__modis_pretrained__physical__ridge1000__ridge100,hierarchy,modis_pretrained,physical,ridge1000,ridge100,four_year,476,476.72187421615604,373.29990140204234,27.350756383196565,532.6907053731403,468.41370652510943,573.2619433569563,0.6386554621848739,488.6370400826404
hier__modis_pretrained__physical__ridge1000__ridge1000,hierarchy,modis_pretrained,physical,ridge1000,ridge1000,development,238,442.84922687999483,360.15012026551176,-126.76199464311206,465.1655734290284,438.9635232920681,497.49952048373723,0.6722689075630253,447.4568876202716
hier__modis_pretrained__physical__ridge1000__ridge1000,hierarchy,modis_pretrained,physical,ridge1000,ridge1000,late,238,429.9496842842744,318.95636639085427,159.12269020474133,509.337208389066,420.392820660525,510.54051809775797,0.5840336134453782,447.4073494045349
hier__modis_pretrained__physical__ridge1000__ridge1000,hierarchy,modis_pretrained,physical,ridge1000,ridge1000,four_year,476,436.44711521807335,339.55324332818304,16.180347780814632,487.75167993207555,429.67817197629654,510.54051809775797,0.6281512605042017,447.58102058612974
hier__modis_pretrained__physical__ridge1000__xgb1,hierarchy,modis_pretrained,physical,ridge1000,xgb1,development,238,447.0812285978622,359.7381544665293,-37.52698296825531,492.3440489459323,447.08070663709987,447.7638738533536,0.7016806722689075,458.39680319468914
hier__modis_pretrained__physical__ridge1000__xgb1,hierarchy,modis_pretrained,physical,ridge1000,xgb1,late,238,481.8109558211853,354.23559188268166,163.50996793285756,586.6694886093578,463.8933786256232,594.0653050023514,0.5252100840336135,503.5461947193379
hier__modis_pretrained__physical__ridge1000__xgb1,hierarchy,modis_pretrained,physical,ridge1000,xgb1,four_year,476,464.77060046537906,356.9868731746055,62.9914924823011,541.564285841321,455.48704263136153,594.0653050023514,0.6134453781512605,481.6481323508601
hier__modis_pretrained__physical__ridge1000__xgb2,hierarchy,modis_pretrained,physical,ridge1000,xgb2,development,238,446.0342653129724,358.9076947637396,-41.026478050191386,489.8200963591957,446.0181960457005,449.8043061104148,0.6974789915966386,456.97670575771025
hier__modis_pretrained__physical__ridge1000__xgb2,hierarchy,modis_pretrained,physical,ridge1000,xgb2,late,238,478.0320603937788,351.4424349422628,159.8163412086262,581.7257894762679,460.7752160786172,588.057779739258,0.5252100840336135,499.64128158561067
hier__modis_pretrained__physical__ridge1000__xgb2,hierarchy,modis_pretrained,physical,ridge1000,xgb2,four_year,476,462.3100780848307,355.17506485300123,59.39493157921739,537.7400026681663,453.39670606215884,588.057779739258,0.6113445378151261,478.9392162249967
hier__modis_pretrained__physical__ridge1000__zero,hierarchy,modis_pretrained,physical,ridge1000,zero,development,238,447.2521231415067,359.76758409257377,-36.19286060616782,492.9851313929772,447.2518207345208,447.7719209571073,0.7016806722689075,458.6852996026278
hier__modis_pretrained__physical__ridge1000__zero,hierarchy,modis_pretrained,physical,ridge1000,zero,late,238,483.3214093482084,355.31572828106596,165.7552467123545,588.6448959167046,465.06783712902165,596.640978774542,0.5126050420168067,505.08888793553575
hier__modis_pretrained__physical__ridge1000__zero,hierarchy,modis_pretrained,physical,ridge1000,zero,four_year,476,465.6361489344034,357.5416561868198,64.78119305309336,542.9259402825302,456.15982893177124,596.640978774542,0.6071428571428571,482.5895167707771
hier__modis_pretrained__physical__ridge100__extra,hierarchy,modis_pretrained,physical,ridge100,extra,development,238,510.95260981912577,420.6968837483872,-66.75775691153953,580.1770858695378,510.24641761440296,537.1008919649477,0.6848739495798319,528.0821807805481
hier__modis_pretrained__physical__ridge100__extra,hierarchy,modis_pretrained,physical,ridge100,extra,late,238,479.2923314432193,388.2668874113202,-242.07370991308653,532.3134085570997,473.61682743382687,547.1575627564591,0.5672268907563025,491.12872471934134
hier__modis_pretrained__physical__ridge100__extra,hierarchy,modis_pretrained,physical,ridge100,extra,four_year,476,495.37546793379494,404.4818855798538,-154.41573341231296,556.7598296832067,491.9316225241149,547.1575627564591,0.6260504201680672,509.86059701872784
hier__modis_pretrained__physical__ridge100__ridge100,hierarchy,modis_pretrained,physical,ridge100,ridge100,development,238,605.939949061713,502.79284178485796,-136.85619257868413,693.4411091445749,602.326107391317,668.405470461302,0.6680672268907563,626.9117786648294
hier__modis_pretrained__physical__ridge100__ridge100,hierarchy,modis_pretrained,physical,ridge100,ridge100,late,238,420.5912295775314,333.1503232541167,-205.2434477265232,452.37290693843397,419.0318202587521,455.21629217940625,0.6386554621848739,428.1467965880622
hier__modis_pretrained__physical__ridge100__ridge100,hierarchy,modis_pretrained,physical,ridge100,ridge100,four_year,476,521.5650507206417,417.97158251948724,-171.04982015260367,585.4493226503841,510.67896382503454,668.405470461302,0.6533613445378151,534.8145969791756
hier__modis_pretrained__physical__ridge100__ridge1000,hierarchy,modis_pretrained,physical,ridge100,ridge1000,development,238,520.0935342762555,428.99535764070504,-130.299933109662,581.9905718517759,515.0901684807721,587.0582359163806,0.680672268907563,534.3169522212647
hier__modis_pretrained__physical__ridge100__ridge1000,hierarchy,modis_pretrained,physical,ridge100,ridge1000,late,238,448.55425595369655,359.14484828587075,-233.47504096668882,489.42570525158806,445.1200683919909,500.5190327224152,0.5840336134453782,457.913571387743
hier__modis_pretrained__physical__ridge100__ridge1000,hierarchy,modis_pretrained,physical,ridge100,ridge1000,four_year,476,485.6429783957248,394.0701029632878,-181.88748703817538,537.7037040440448,480.10511843638153,587.0582359163806,0.6323529411764706,497.27369481796893
hier__modis_pretrained__physical__ridge100__xgb1,hierarchy,modis_pretrained,physical,ridge100,xgb1,development,238,527.641802464303,435.25063784629924,-40.93362573356292,605.1542524465239,527.6401615566975,528.9560719642344,0.6722689075630253,547.0195047329569
hier__modis_pretrained__physical__ridge100__xgb1,hierarchy,modis_pretrained,physical,ridge100,xgb1,late,238,481.83916357780714,387.76480891893937,-229.86992195444853,539.4119516879794,477.128942614611,544.3372135105665,0.5546218487394958,495.05480536455116
hier__modis_pretrained__physical__ridge100__xgb1,hierarchy,modis_pretrained,physical,ridge100,xgb1,four_year,476,505.25976055151045,411.50772338261925,-135.40177384400573,573.2263614306071,502.38455208565426,544.3372135105665,0.6134453781512605,521.5326086548206
hier__modis_pretrained__physical__ridge100__xgb2,hierarchy,modis_pretrained,physical,ridge100,xgb2,development,238,526.5138343093826,434.4025853274007,-44.4412901747121,602.7965036325644,526.4922801287325,531.2563838236872,0.6764705882352942,545.5791130950155
hier__modis_pretrained__physical__ridge100__xgb2,hierarchy,modis_pretrained,physical,ridge100,xgb2,late,238,481.6144736931069,387.85336397661064,-233.20719537421695,538.179814667583,476.783322752798,544.8286342407304,0.5588235294117647,494.5480212016487
hier__modis_pretrained__physical__ridge100__xgb2,hierarchy,modis_pretrained,physical,ridge100,xgb2,four_year,476,504.5638309420605,411.12797465200566,-138.82424277446452,571.4022828565171,501.6378014407653,544.8286342407304,0.6176470588235294,520.5419365453508
hier__modis_pretrained__physical__ridge100__zero,hierarchy,modis_pretrained,physical,ridge100,zero,development,238,527.7823350992395,435.2665775533824,-39.60808097730004,605.6660699283958,527.7823337912129,527.819491652851,0.6722689075630253,547.2532684795219
hier__modis_pretrained__physical__ridge100__zero,hierarchy,modis_pretrained,physical,ridge100,zero,late,238,481.3315788431837,387.2358185787282,-227.84269694858844,539.1702196244752,476.75592599978825,542.9667696415701,0.5546218487394958,494.6473258276577
hier__modis_pretrained__physical__ridge100__zero,hierarchy,modis_pretrained,physical,ridge100,zero,four_year,476,505.09122049114944,411.2511980660553,-133.7253889629442,573.3829060899938,502.26912989550055,542.9667696415701,0.6134453781512605,521.4586192419483
hier__modis_pretrained__physical__ridge10__extra,hierarchy,modis_pretrained,physical,ridge10,extra,development,238,543.2314483846461,446.39706245057886,-199.21015779391018,605.8335739412512,528.0873098922614,655.4615602132548,0.6848739495798319,555.0959451507013
hier__modis_pretrained__physical__ridge10__extra,hierarchy,modis_pretrained,physical,ridge10,extra,late,238,824.8683179259459,739.7276212199174,-724.5247615309214,854.2118370917061,816.301058184488,934.8772966341224,0.5672268907563025,830.0623827820216
hier__modis_pretrained__physical__ridge10__extra,hierarchy,modis_pretrained,physical,ridge10,extra,four_year,476,698.3939248132317,593.0623418352482,-461.8674596624157,740.5106960544246,672.1941840383747,934.8772966341224,0.6260504201680672,702.3731824298156
hier__modis_pretrained__physical__ridge10__ridge100,hierarchy,modis_pretrained,physical,ridge10,ridge100,development,238,646.2644260810529,534.3790501666122,-266.4309028282933,727.0373951190285,625.3628450946317,788.393579598959,0.6680672268907563,661.2322730939414
hier__modis_pretrained__physical__ridge10__ridge100,hierarchy,modis_pretrained,physical,ridge10,ridge100,late,238,781.7296179292146,706.2402055528398,-691.9209804554403,808.9279043789592,779.6111296399338,837.1235812421918,0.5630252100840336,787.9995674693305
hier__modis_pretrained__physical__ridge10__ridge100,hierarchy,modis_pretrained,physical,ridge10,ridge100,four_year,476,717.202518109644,620.309627859726,-479.1759416418668,769.0733802389719,702.4869873672827,837.1235812421918,0.615546218487395,726.4913509563856
hier__modis_pretrained__physical__ridge10__ridge1000,hierarchy,modis_pretrained,physical,ridge10,ridge1000,development,238,566.697525126626,466.0302500020596,-260.6164079471118,623.9720375163015,541.987308503248,707.5042031274768,0.6638655462184874,574.8385990682004
hier__modis_pretrained__physical__ridge10__ridge1000,hierarchy,modis_pretrained,physical,ridge10,ridge1000,late,238,808.8662267314592,729.9991360418779,-716.643601905878,838.4195764326195,805.1063267484201,883.0061045173862,0.5630252100840336,815.3145891609895
hier__modis_pretrained__physical__ridge10__ridge1000,hierarchy,modis_pretrained,physical,ridge10,ridge1000,four_year,476,698.3590257637654,598.0146930219687,-488.63000492649485,739.0157270815344,673.546817625834,883.0061045173862,0.6134453781512605,702.3201490587248
hier__modis_pretrained__physical__ridge10__xgb1,hierarchy,modis_pretrained,physical,ridge10,xgb1,development,238,551.0457201908077,453.5927625441075,-174.25243832198086,619.377425108214,540.9822751901901,645.8133949526508,0.6722689075630253,565.6127851700049
hier__modis_pretrained__physical__ridge10__xgb1,hierarchy,modis_pretrained,physical,ridge10,xgb1,late,238,818.9301620581914,731.4992816495196,-713.8881275019647,850.3022143275167,810.0774651189465,930.165394716877,0.5672268907563025,824.5600008907115
hier__modis_pretrained__physical__ridge10__xgb1,hierarchy,modis_pretrained,physical,ridge10,xgb1,four_year,476,697.9605991992892,592.5460220968135,-444.0702829119728,743.8555808838029,675.5298701545682,930.165394716877,0.6197478991596639,703.8266623592374
hier__modis_pretrained__physical__ridge10__xgb2,hierarchy,modis_pretrained,physical,ridge10,xgb2,development,238,550.9857615999689,453.63770566144876,-177.6346339878355,618.3792896929766,540.2834361794864,648.3534046072812,0.6764705882352942,565.1585622681002
hier__modis_pretrained__physical__ridge10__xgb2,hierarchy,modis_pretrained,physical,ridge10,xgb2,late,238,820.7954890927834,733.7559716488433,-716.7829653710827,851.9605627958257,812.1754930253696,930.8186700060097,0.5672268907563025,826.4317585016905
