candidate,architecture,encoder_variant,state_feature_set,state_model,residual_model,period,rows,rmse,mae,bias,equal_state_rmse,mean_year_rmse,max_year_rmse,direction_accuracy,selection_score
extra__direct__modis_pretrained__xgb1,direct_anomaly,modis_pretrained,none,none,xgb1,late,238,367.78707098001405,269.9277517800698,132.44499847274253,414.0278295268709,366.16449226162865,400.6738270399401,0.6218487394957983,378.9416159371319
extra__direct__modis_pretrained__xgb1,direct_anomaly,modis_pretrained,none,none,xgb1,four_year,476,367.5050699062872,277.6336615457243,-30.11379204511872,389.36912750108814,361.67247854199655,442.4725440728545,0.6722689075630253,371.51293646391474
extra__direct__modis_pretrained__xgb2,direct_anomaly,modis_pretrained,none,none,xgb2,development,238,440.27842122172126,348.20407387310433,-286.46586577163794,442.00815455121875,419.5864111551425,552.9743107841534,0.7184873949579832,435.53785203745093
extra__direct__modis_pretrained__xgb2,direct_anomaly,modis_pretrained,none,none,xgb2,late,238,338.84234811555103,251.1663051185963,24.81606886031507,367.21112001088574,338.77220100697826,345.6665973799593,0.6890756302521008,345.91700431224154
extra__direct__modis_pretrained__xgb2,direct_anomaly,modis_pretrained,none,none,xgb2,four_year,476,392.8480781866902,299.68518949585035,-130.82489845566144,406.33435453418355,379.17930608106036,552.9743107841534,0.7037815126050421,392.80245424715605
extra__direct__modis_pretrained__zero,direct_anomaly,modis_pretrained,none,none,zero,development,238,325.7531577977174,259.8786363069887,-146.74827759807533,313.2048860004267,324.966326486924,347.59388633721477,0.7142857142857143,322.4193820206964
extra__direct__modis_pretrained__zero,direct_anomaly,modis_pretrained,none,none,zero,late,238,369.41152716386847,267.32377380523803,115.02858881603136,424.36474946288524,366.6305932150159,411.8731011068988,0.6302521008403361,382.4545992514095
extra__direct__modis_pretrained__zero,direct_anomaly,modis_pretrained,none,none,zero,four_year,476,348.2671361302456,263.6012050561134,-15.859844391022008,372.9495550347511,345.79845985096995,411.8731011068988,0.6722689075630253,353.82057178655305
extra__direct__none__extra,direct_anomaly,none,none,none,extra,development,238,323.1170558997647,253.68503602897877,-42.31707744097323,338.09023451231195,320.8015538230857,359.4149566519675,0.7478991596638656,326.28147503373174
extra__direct__none__extra,direct_anomaly,none,none,none,extra,late,238,402.881956672513,298.9008825174275,179.27338866417514,455.05512854790516,396.78931007793034,466.5898431715445,0.5546218487394958,414.4020879927154
extra__direct__none__extra,direct_anomaly,none,none,none,extra,four_year,476,365.183859737533,276.29295927320317,68.47815561160095,400.8616823109566,358.79543195050803,466.5898431715445,0.6512605042016807,372.50620843413265
extra__direct__none__ridge100,direct_anomaly,none,none,none,ridge100,development,238,1008.2204933471222,963.2435783396745,-959.0652377344297,1052.3543522790114,1007.9354472190518,1031.9082952860738,0.5798319327731093,1019.1826965480768
extra__direct__none__ridge100,direct_anomaly,none,none,none,ridge100,late,238,947.2576143219723,901.330735467129,-891.4343360940549,963.2971544569386,943.9456670469585,1023.0883581449176,0.5798319327731093,950.4395125369605
extra__direct__none__ridge100,direct_anomaly,none,none,none,ridge100,four_year,476,978.2140744990508,932.2871569034016,-925.2497869142423,1008.8089736281623,975.9405571330051,1031.9082952860738,0.5798319327731093,985.2944199398173
extra__direct__none__ridge1000,direct_anomaly,none,none,none,ridge1000,development,238,674.5958561732623,600.9879591338124,-585.569375264536,696.4230866400982,658.8961137979493,803.5870961987077,0.6134453781512605,676.1277281961429
extra__direct__none__ridge1000,direct_anomaly,none,none,none,ridge1000,late,238,704.3948336631632,645.930131172617,-623.0658520575497,709.9001851625136,700.014499972422,778.447793411596,0.5798319327731093,704.6760881153156
extra__direct__none__ridge1000,direct_anomaly,none,none,none,ridge1000,four_year,476,689.6563096417998,623.4590451532147,-604.317613661043,703.1939236437886,679.4553068851856,803.5870961987077,0.5966386554621849,690.4904624531434
extra__direct__none__xgb1,direct_anomaly,none,none,none,xgb1,development,238,372.42117267738905,290.30930426909805,-206.3477387843025,367.48855221852045,362.17686312205683,448.9262128456628,0.726890756302521,368.6269401738388
extra__direct__none__xgb1,direct_anomaly,none,none,none,xgb1,late,238,365.9061946160133,268.2017800934214,130.5113474759056,411.3265199409012,364.46974386818556,396.8603144564134,0.6302521008403361,376.90216326027837
extra__direct__none__xgb1,direct_anomaly,none,none,none,xgb1,four_year,476,369.1780553586395,279.2555421812597,-37.91819565419843,390.02393645669804,363.3233034951212,448.9262128456628,0.6785714285714286,372.92583766727455
extra__direct__none__xgb2,direct_anomaly,none,none,none,xgb2,development,238,432.2625541523872,343.52574939352826,-284.42156713615043,432.054926958283,414.1543767979214,537.9569127229616,0.7184873949579832,427.68360301524467
extra__direct__none__xgb2,direct_anomaly,none,none,none,xgb2,late,238,338.5086327763637,250.77170291832135,24.63484227566388,367.21210778832926,338.4296298121956,345.7426407723481,0.6932773109243697,345.66475078831303
extra__direct__none__xgb2,direct_anomaly,none,none,none,xgb2,four_year,476,388.22610047913355,297.1487261559248,-129.89336243024326,400.9465001813053,376.2920033050585,537.9569127229616,0.7058823529411765,388.4226761111577
extra__direct__none__zero,direct_anomaly,none,none,none,zero,development,238,325.7531577977174,259.8786363069887,-146.74827759807533,313.2048860004267,324.966326486924,347.59388633721477,0.7142857142857143,322.4193820206964
extra__direct__none__zero,direct_anomaly,none,none,none,zero,late,238,369.41152716386847,267.32377380523803,115.02858881603136,424.36474946288524,366.6305932150159,411.8731011068988,0.6302521008403361,382.4545992514095
extra__direct__none__zero,direct_anomaly,none,none,none,zero,four_year,476,348.2671361302456,263.6012050561134,-15.859844391022008,372.9495550347511,345.79845985096995,411.8731011068988,0.6722689075630253,353.82057178655305
extra__direct__scratch__extra,direct_anomaly,scratch,none,none,extra,development,238,313.2901831851927,245.14714199101715,-32.13598020747419,326.6672316968779,311.7060411918218,343.1716218273968,0.7521008403361344,316.2384098147712
extra__direct__scratch__extra,direct_anomaly,scratch,none,none,extra,late,238,408.24681696132075,302.9552661768532,191.37972749754607,460.61584615112645,401.5863704167308,475.02920978563316,0.5294117647058824,419.6739626226247
extra__direct__scratch__extra,direct_anomaly,scratch,none,none,extra,four_year,476,363.8792398854747,274.05120408393515,79.62187364503592,399.2984084553931,356.6462058042763,475.02920978563316,0.6407563025210085,370.92577350765464
extra__direct__scratch__ridge100,direct_anomaly,scratch,none,none,ridge100,development,238,1230.4728184577102,1173.8620616135852,-1173.610656270066,1290.793517118334,1217.909214406634,1393.2959368991803,0.5798319327731093,1242.412092110097
extra__direct__scratch__ridge100,direct_anomaly,scratch,none,none,ridge100,late,238,1082.7153599463777,1035.7782548094444,-1029.7966060374024,1120.6465818004951,1078.7368952003367,1171.469098869567,0.5714285714285714,1091.2035492233967
extra__direct__scratch__ridge100,direct_anomaly,scratch,none,none,ridge100,four_year,476,1158.951230127281,1104.8201582115148,-1101.7036311537342,1208.7176397190233,1148.3230548034853,1393.2959368991803,0.5756302521008403,1168.7357886942677
extra__direct__scratch__ridge1000,direct_anomaly,scratch,none,none,ridge1000,development,238,667.3235540486284,571.5089908046097,-550.6037911191487,695.0721522196845,635.5283493950604,839.0583051835945,0.6512605042016807,666.3119024280004
extra__direct__scratch__ridge1000,direct_anomaly,scratch,none,none,ridge1000,late,238,672.2057197743324,615.885965825942,-592.5809465474399,670.9881719818632,670.7594921522209,714.8302691481264,0.5840336134453782,671.5397759206871
extra__direct__scratch__ridge1000,direct_anomaly,scratch,none,none,ridge1000,four_year,476,669.7690853889201,593.6974783152759,-571.5923688332944,683.1363054804168,653.1439207736406,839.0583051835945,0.6176470588235294,668.9545992579745
extra__direct__scratch__xgb1,direct_anomaly,scratch,none,none,xgb1,development,238,367.2228522758247,285.33957131137885,-192.67258256297995,363.03937979120883,357.1804648223644,442.4725440728545,0.7226890756302521,363.6663872913057
extra__direct__scratch__xgb1,direct_anomaly,scratch,none,none,xgb1,late,238,367.78707098001405,269.9277517800698,132.44499847274253,414.0278295268709,366.16449226162865,400.6738270399401,0.6218487394957983,378.9416159371319
extra__direct__scratch__xgb1,direct_anomaly,scratch,none,none,xgb1,four_year,476,367.5050699062872,277.6336615457243,-30.11379204511872,389.36912750108814,361.67247854199655,442.4725440728545,0.6722689075630253,371.51293646391474
extra__direct__scratch__xgb2,direct_anomaly,scratch,none,none,xgb2,development,238,439.9087362358994,347.987534788692,-286.2375870128506,441.7589232097568,419.3357779526823,552.2914154619089,0.7184873949579832,435.2280434085595
extra__direct__scratch__xgb2,direct_anomaly,scratch,none,none,xgb2,late,238,339.09177469486355,251.54337036641235,22.606604776402545,367.51209671557416,339.0190488871546,346.0415952459296,0.6890756302521008,346.17867374811397
extra__direct__scratch__xgb2,direct_anomaly,scratch,none,none,xgb2,four_year,476,392.7486014503287,299.7654525775522,-131.81549111822403,406.33489111059697,379.1774134199184,552.2914154619089,0.7037815126050421,392.7523768577932
extra__direct__scratch__zero,direct_anomaly,scratch,none,none,zero,development,238,325.7531577977174,259.8786363069887,-146.74827759807533,313.2048860004267,324.966326486924,347.59388633721477,0.7142857142857143,322.4193820206964
extra__direct__scratch__zero,direct_anomaly,scratch,none,none,zero,late,238,369.41152716386847,267.32377380523803,115.02858881603136,424.36474946288524,366.6305932150159,411.8731011068988,0.6302521008403361,382.4545992514095
extra__direct__scratch__zero,direct_anomaly,scratch,none,none,zero,four_year,476,348.2671361302456,263.6012050561134,-15.859844391022008,372.9495550347511,345.79845985096995,411.8731011068988,0.6722689075630253,353.82057178655305
extra__hier__modis_pretrained__encoder__extra__extra,hierarchy,modis_pretrained,encoder,extra,extra,development,238,306.0813343994548,235.22219838685197,-40.43130572460175,319.33394996929434,304.7522882826573,333.24484966690335,0.7605042016806722,309.0622267627153
extra__hier__modis_pretrained__encoder__extra__extra,hierarchy,modis_pretrained,encoder,extra,extra,late,238,389.27846133301557,294.80082775251327,87.1083618005232,446.52466687744305,387.3611395815114,425.94958344639053,0.6008403361344538,403.1106822812464
extra__hier__modis_pretrained__encoder__extra__extra,hierarchy,modis_pretrained,encoder,extra,extra,four_year,476,350.1596091252895,265.0115130696826,23.33852803796072,388.1742197345177,346.05671393208434,425.94958344639053,0.680672268907563,358.6375379792952
extra__hier__modis_pretrained__encoder__extra__ridge100,hierarchy,modis_pretrained,encoder,extra,ridge100,development,238,409.5979873811334,329.112493576722,-114.11272193867136,443.2735587239026,403.6728850027381,473.08983668056163,0.6848739495798319,416.53560462222686
extra__hier__modis_pretrained__encoder__extra__ridge100,hierarchy,modis_pretrained,encoder,extra,ridge100,late,238,344.5840099390265,260.742429043631,128.09306386612667,358.0582074938257,344.5839280682037,344.8214627943276,0.6596638655462185,347.9525388600206
extra__hier__modis_pretrained__encoder__extra__ridge100,hierarchy,modis_pretrained,encoder,extra,ridge100,four_year,476,378.48953167315887,294.9274613101765,6.990170963727653,402.9250102794841,374.1284065354709,473.08983668056163,0.6722689075630253,383.5081200403182
extra__hier__modis_pretrained__encoder__extra__ridge1000,hierarchy,modis_pretrained,encoder,extra,ridge1000,development,238,321.08461023001917,251.34545920653093,-64.68754659361322,335.0766543326997,318.9018049065023,356.2778099624001,0.7394957983193278,324.0369199248101
extra__hier__modis_pretrained__encoder__extra__ridge1000,hierarchy,modis_pretrained,encoder,extra,ridge1000,late,238,357.783794791616,269.64562925449604,128.8263562666527,391.29034320804544,357.0644334892075,379.7411650112003,0.6302521008403361,365.98059157012125
extra__hier__modis_pretrained__encoder__extra__ridge1000,hierarchy,modis_pretrained,encoder,extra,ridge1000,four_year,476,339.92982418585495,260.4955442305135,32.06940483651974,364.2694723461366,337.98311919785493,379.7411650112003,0.6848739495798319,345.52805997892534
extra__hier__modis_pretrained__encoder__extra__xgb1,hierarchy,modis_pretrained,encoder,extra,xgb1,development,238,322.15073169044416,253.32785819090728,5.38782533192525,342.89989180729685,322.0672605533622,329.4003096014198,0.726890756302521,327.31715393538684
extra__hier__modis_pretrained__encoder__extra__xgb1,hierarchy,modis_pretrained,encoder,extra,xgb1,late,238,402.39659655169015,307.0314553436806,100.61599004340752,463.13526711144965,399.4122408776225,448.32934170647127,0.5714285714285714,416.8351752731131
extra__hier__modis_pretrained__encoder__extra__xgb1,hierarchy,modis_pretrained,encoder,extra,xgb1,four_year,476,364.48876172323355,280.1796567672939,53.001907687666375,407.4767548240327,360.73975071549233,448.32934170647127,0.6491596638655462,374.29850724649805
extra__hier__modis_pretrained__encoder__extra__xgb2,hierarchy,modis_pretrained,encoder,extra,xgb2,development,238,319.44274692504047,251.41720241045607,-1.6258743882346622,340.13090880064243,319.26873586336137,329.81116742475405,0.7226890756302521,324.5712846285212
extra__hier__modis_pretrained__encoder__extra__xgb2,hierarchy,modis_pretrained,encoder,extra,xgb2,late,238,400.42807022062533,305.07112368668885,100.61606296865868,460.64253409121534,397.57814268628834,445.26734354702216,0.5672268907563025,414.76920430468857
extra__hier__modis_pretrained__encoder__extra__xgb2,hierarchy,modis_pretrained,encoder,extra,xgb2,four_year,476,362.20595521307314,278.2441630485725,49.495094290212,404.89540583682066,358.4234392748249,445.26734354702216,0.6449579831932774,371.93268888444794
extra__hier__modis_pretrained__encoder__extra__zero,hierarchy,modis_pretrained,encoder,extra,zero,development,238,321.2869576194501,252.25521129327785,7.933744415547825,342.2801562019122,321.2279820346695,327.3836862426705,0.726890756302521,326.52051336887047
extra__hier__modis_pretrained__encoder__extra__zero,hierarchy,modis_pretrained,encoder,extra,zero,late,238,404.0686339805158,308.26979215230654,104.05003796777771,465.2883938692631,400.82800490196814,451.9002229190845,0.5630252100840336,418.5634166830657
extra__hier__modis_pretrained__encoder__extra__zero,hierarchy,modis_pretrained,encoder,extra,zero,four_year,476,365.03203291166267,280.26250172279214,55.99189119166277,408.4415471025468,361.02799346831875,451.9002229190845,0.6449579831932774,374.8834015985477
extra__hier__modis_pretrained__encoder__ridge1000__extra,hierarchy,modis_pretrained,encoder,ridge1000,extra,development,238,323.3785579760103,249.6688029316837,1.9417806081459152,354.12507920827744,323.3246727556971,329.2278707080969,0.7226890756302521,331.0517169789988
extra__hier__modis_pretrained__encoder__ridge1000__extra,hierarchy,modis_pretrained,encoder,ridge1000,extra,late,238,433.1713265682197,318.3531653224984,245.9467874475814,502.9191191525101,425.60010351257625,506.234773791282,0.5210084033613446,448.7154689503814
extra__hier__modis_pretrained__encoder__ridge1000__extra,hierarchy,modis_pretrained,encoder,ridge1000,extra,four_year,476,382.2375504313483,284.01098412709104,123.94428402786366,434.9323005557333,374.4623881341367,506.234773791282,0.6218487394957983,393.4674473881417
extra__hier__modis_pretrained__encoder__ridge1000__ridge100,hierarchy,modis_pretrained,encoder,ridge1000,ridge100,development,238,432.56905126415967,346.96023541552535,-71.18843432905634,489.6973544016818,431.49412089201047,461.9704682323042,0.6848739495798319,446.5823944555029
extra__hier__modis_pretrained__encoder__ridge1000__ridge100,hierarchy,modis_pretrained,encoder,ridge1000,ridge100,late,238,444.08859292133053,349.7765083165531,291.73600517415156,486.2239115804105,442.44681962140305,480.5977065016955,0.6428571428571429,454.2119792611187
extra__hier__modis_pretrained__encoder__ridge1000__ridge100,hierarchy,modis_pretrained,encoder,ridge1000,ridge100,four_year,476,438.36666300850385,348.36837186603924,110.27378542254763,487.9637236007207,436.97047025670673,480.5977065016955,0.6638655462184874,450.4168799686088
extra__hier__modis_pretrained__encoder__ridge1000__ridge1000,hierarchy,modis_pretrained,encoder,ridge1000,ridge1000,development,238,338.49513734813564,266.35392266081186,-22.31278836733313,371.72833270322786,338.32401434337226,349.08595315191826,0.7100840336134454,346.76065543571787
extra__hier__modis_pretrained__encoder__ridge1000__ridge1000,hierarchy,modis_pretrained,encoder,ridge1000,ridge1000,late,238,438.5898324527073,339.87784458290196,291.02311330717686,490.36917128247285,438.38880073979556,451.66662122425925,0.5546218487394958,451.4844092319207
extra__hier__modis_pretrained__encoder__ridge1000__ridge1000,hierarchy,modis_pretrained,encoder,ridge1000,ridge1000,four_year,476,391.752472320997,303.11588362185694,134.35516246992188,435.1114095714917,388.3564075415839,451.66662122425925,0.6323529411764706,401.7431904387674
extra__hier__modis_pretrained__encoder__ridge1000__xgb1,hierarchy,modis_pretrained,encoder,ridge1000,xgb1,development,238,350.067326577816,273.97731022080114,48.504528654311386,393.4114545626548,349.31850267581683,372.2033628603285,0.7016806722689075,360.7161525985259
extra__hier__modis_pretrained__encoder__ridge1000__xgb1,hierarchy,modis_pretrained,encoder,ridge1000,xgb1,late,238,446.903049780941,331.9052992664932,259.60410349966315,519.1995367436348,437.04124085586886,530.4076678768739,0.4831932773109244,462.51171929034643
extra__hier__modis_pretrained__encoder__ridge1000__xgb1,hierarchy,modis_pretrained,encoder,ridge1000,xgb1,four_year,476,401.4159121415378,302.94130474364715,154.0543160769873,460.619545577426,393.17987176584285,530.4076678768739,0.592436974789916,414.15781040658607
extra__hier__modis_pretrained__encoder__ridge1000__xgb2,hierarchy,modis_pretrained,encoder,ridge1000,xgb2,development,238,346.85437874521233,271.77658059398755,41.4396450513929,389.9916456532029,346.29053115767147,366.0599035621005,0.6974789915966386,357.4977335753248
extra__hier__modis_pretrained__encoder__ridge1000__xgb2,hierarchy,modis_pretrained,encoder,ridge1000,xgb2,late,238,445.53128513572386,330.91303450342156,259.6624834355146,517.1886944575092,436.121130332873,527.206176920482,0.4957983193277311,461.09309876545746
extra__hier__modis_pretrained__encoder__ridge1000__xgb2,hierarchy,modis_pretrained,encoder,ridge1000,xgb2,four_year,476,399.25310649349797,301.3448075487046,150.55106424345377,458.0270894575758,391.20583074527224,527.206176920482,0.5966386554621849,411.93478329746097
extra__hier__modis_pretrained__encoder__ridge1000__zero,hierarchy,modis_pretrained,encoder,ridge1000,zero,development,238,349.70973353609577,273.18862280954085,51.084365580765244,393.38457875517116,348.87818567934085,372.9802454871343,0.6974789915966386,360.42055787667584
extra__hier__modis_pretrained__encoder__ridge1000__zero,hierarchy,modis_pretrained,encoder,ridge1000,zero,late,238,449.56510016888654,334.33685829048056,263.15214207969206,522.3802851038254,439.4706992872978,534.2033956375785,0.48739495798319327,465.2452961822241
extra__hier__modis_pretrained__encoder__ridge1000__zero,hierarchy,modis_pretrained,encoder,ridge1000,zero,four_year,476,402.74413528923554,303.76274055001073,157.11825383022864,462.40274062095335,394.17444248331935,534.2033956375785,0.592436974789916,415.51636342068593
extra__hier__modis_pretrained__encoder__ridge100__extra,hierarchy,modis_pretrained,encoder,ridge100,extra,development,238,422.70692013377874,323.17776846737485,4.124695571093766,502.33615539522407,422.6801667390622,427.4358974319539,0.6974789915966386,442.607540600461
extra__hier__modis_pretrained__encoder__ridge100__extra,hierarchy,modis_pretrained,encoder,ridge100,extra,late,238,432.1293343383321,331.50071512956515,284.53146519210736,492.44206364317034,431.943459545573,444.6166340291829,0.5588235294117647,447.1610479663519
extra__hier__modis_pretrained__encoder__ridge100__extra,hierarchy,modis_pretrained,encoder,ridge100,extra,four_year,476,427.4440910368716,327.33924179847,144.32808038160059,497.41371063853825,427.3118131423176,444.6166340291829,0.6281512605042017,444.90342646364974
extra__hier__modis_pretrained__encoder__ridge100__ridge100,hierarchy,modis_pretrained,encoder,ridge100,ridge100,development,238,552.0948448140151,435.07971334504646,-64.16671450627351,666.2445851667138,551.7285492060505,571.8363999414726,0.6596638655462185,580.5407060001986
extra__hier__modis_pretrained__encoder__ridge100__ridge100,hierarchy,modis_pretrained,encoder,ridge100,ridge100,late,238,493.47151588759687,393.1396823305746,335.01911120223974,542.6219991462017,478.47143889679967,599.215876252849,0.6596638655462185,502.0091174545488
extra__hier__modis_pretrained__encoder__ridge100__ridge100,hierarchy,modis_pretrained,encoder,ridge100,ridge100,four_year,476,523.6042659598058,414.10969783781053,135.42619834798307,607.5855829516477,515.099994051425,599.215876252849,0.6596638655462185,542.4735272306712
extra__hier__modis_pretrained__encoder__ridge100__ridge1000,hierarchy,modis_pretrained,encoder,ridge100,ridge1000,development,238,442.83259999964235,342.64193422880936,-19.284773381334468,527.8457184412418,442.8233646159749,445.6833248657954,0.6848739495798319,464.08357076412534
extra__hier__modis_pretrained__encoder__ridge100__ridge1000,hierarchy,modis_pretrained,encoder,ridge100,ridge1000,late,238,468.1313107377781,376.8898032923004,332.44229563877036,517.3509215806254,463.257324116626,530.6336979087312,0.6176470588235294,479.21771679320193
extra__hier__modis_pretrained__encoder__ridge100__ridge1000,hierarchy,modis_pretrained,encoder,ridge100,ridge1000,four_year,476,455.65756644409703,359.7658687605549,156.57876112871793,522.6246638540289,453.0403443663005,530.6336979087312,0.6512605042016807,471.7450352771308
extra__hier__modis_pretrained__encoder__ridge100__xgb1,hierarchy,modis_pretrained,encoder,ridge100,xgb1,development,238,458.7510985499725,354.6310422180433,51.92728230439489,550.7913124907508,456.70029676979993,500.0293788185037,0.6848739495798319,481.2484515901239
extra__hier__modis_pretrained__encoder__ridge100__xgb1,hierarchy,modis_pretrained,encoder,ridge100,xgb1,late,238,442.7141684703579,342.48620236228186,297.9116136968066,504.7120299396255,441.98273161151474,467.4208903818378,0.5210084033613446,458.03077462296403
extra__hier__modis_pretrained__encoder__ridge100__xgb1,hierarchy,modis_pretrained,encoder,ridge100,xgb1,four_year,476,450.80395150508997,348.55862229016265,174.91944800060077,528.2543436078217,449.34151419065734,500.0293788185037,0.6029411764705882,469.8009402021648
extra__hier__modis_pretrained__encoder__ridge100__xgb2,hierarchy,modis_pretrained,encoder,ridge100,xgb2,development,238,455.1307420690774,351.33518948396664,44.75509526854998,547.3397352514746,453.4079129971219,492.97123955017366,0.6890756302521008,477.75228309668785
extra__hier__modis_pretrained__encoder__ridge100__xgb2,hierarchy,modis_pretrained,encoder,ridge100,xgb2,late,238,442.1011496867244,342.0930889581575,298.0440514776279,503.43222701568845,441.5116584854775,464.33449739141884,0.5294117647058824,457.28654621865365
extra__hier__modis_pretrained__encoder__ridge100__xgb2,hierarchy,modis_pretrained,encoder,ridge100,xgb2,four_year,476,448.6632472861314,346.7141392210621,171.39957337308888,525.8444603602524,447.4597857412997,492.97123955017366,0.6092436974789915,467.65768516845367
extra__hier__modis_pretrained__encoder__ridge100__zero,hierarchy,modis_pretrained,encoder,ridge100,zero,development,238,458.04479929962974,353.325921606314,54.446127311872395,550.3053355224891,455.7989131213321,501.10221281186773,0.6890756302521008,480.54846181077016
extra__hier__modis_pretrained__encoder__ridge100__zero,hierarchy,modis_pretrained,encoder,ridge100,zero,late,238,445.46728073877784,345.3339711720564,301.46994307707,507.95846276146796,444.68719346927406,471.03862935465764,0.5252100840336135,460.8950544270744
extra__hier__modis_pretrained__encoder__ridge100__zero,hierarchy,modis_pretrained,encoder,ridge100,zero,four_year,476,451.7998098573301,349.32994638918524,177.9580351944712,529.5553616929551,450.24305329530307,501.10221281186773,0.6071428571428571,470.84950867572957
extra__hier__modis_pretrained__encoder__ridge10__extra,hierarchy,modis_pretrained,encoder,ridge10,extra,development,238,441.87988646991033,364.8279358249418,-271.19230107527693,473.3211678866111,441.8310360940282,448.40139458793163,0.6092436974789915,449.727994230115
extra__hier__modis_pretrained__encoder__ridge10__extra,hierarchy,modis_pretrained,encoder,ridge10,extra,late,238,340.6505690349685,261.9556588148401,5.053486661147864,349.12754634344816,340.23290322716866,357.0965251827249,0.6890756302521008,342.66539691013844
extra__hier__modis_pretrained__encoder__ridge10__extra,hierarchy,modis_pretrained,encoder,ridge10,extra,four_year,476,394.5254391357474,313.3917973198909,-133.06940720706453,415.88638567843384,391.0319696605984,448.40139458793163,0.6491596638655462,398.99230840263175
extra__hier__modis_pretrained__encoder__ridge10__ridge100,hierarchy,modis_pretrained,encoder,ridge10,ridge100,development,238,550.8418480585027,473.95555682873595,-340.108467330488,606.8258901971799,547.5310343240214,607.8345004314845,0.5882352941176471,564.0101551595517
extra__hier__modis_pretrained__encoder__ridge10__ridge100,hierarchy,modis_pretrained,encoder,ridge10,ridge100,late,238,436.38027020748575,346.35326175587005,57.680045276467126,471.28706069501663,430.6531249542061,501.1203243702131,0.7058823529411765,443.67518151604855
extra__hier__modis_pretrained__encoder__ridge10__ridge100,hierarchy,modis_pretrained,encoder,ridge10,ridge100,four_year,476,496.9177405762773,410.154409292303,-141.21421102701044,543.2997122179195,489.09207963911376,607.8345004314845,0.6470588235294118,506.55681825239697
extra__hier__modis_pretrained__encoder__ridge10__ridge1000,hierarchy,modis_pretrained,encoder,ridge10,ridge1000,development,238,464.0767751526182,391.38478830163064,-293.98551497664874,496.9010660072928,463.847447354731,478.43507288302817,0.6092436974789915,472.225515916815
extra__hier__modis_pretrained__encoder__ridge10__ridge1000,hierarchy,modis_pretrained,encoder,ridge10,ridge1000,late,238,385.26423635687536,300.28558143197955,52.877728477806954,404.0124354576023,381.5214060000475,435.0933070246816,0.6890756302521008,389.0155785428501
extra__hier__modis_pretrained__encoder__ridge10__ridge1000,hierarchy,modis_pretrained,encoder,ridge10,ridge1000,four_year,476,426.4948915589143,345.8351848668051,-120.55389324942091,452.8447401723725,422.6844266773893,478.43507288302817,0.6491596638655462,432.1297374918976
extra__hier__modis_pretrained__encoder__ridge10__xgb1,hierarchy,modis_pretrained,encoder,ridge10,xgb1,development,238,426.80833640194896,348.4833281880037,-228.32181859439763,466.5521754641984,426.48703143398916,443.04505187191535,0.634453781512605,436.66396992552137
