candidate,architecture,encoder_variant,state_feature_set,state_model,residual_model,period,rows,rmse,mae,bias,equal_state_rmse,mean_year_rmse,max_year_rmse,direction_accuracy,selection_score
extra__hier__scratch__history__xgb1__extra,hierarchy,scratch,history,xgb1,extra,late,238,395.21589756287045,284.7021863204277,188.17339826699498,458.10890859523715,391.04579569585366,448.3065270483433,0.5672268907563025,409.8966248542079
extra__hier__scratch__history__xgb1__extra,hierarchy,scratch,history,xgb1,extra,four_year,476,355.9933943175967,264.78897650028154,40.506120985450316,388.9604946481146,351.3523008632785,448.3065270483433,0.6323529411764706,363.07489603664663
extra__hier__scratch__history__xgb1__ridge100,hierarchy,scratch,history,xgb1,ridge100,development,238,350.97942802598936,282.0314847389061,-113.20278944563242,343.5547024064124,349.84788523257896,378.0084267000812,0.680672268907563,348.84036092274255
extra__hier__scratch__history__xgb1__ridge100,hierarchy,scratch,history,xgb1,ridge100,late,238,429.82343883500835,339.18021581269994,272.92139636995853,462.3455896668827,427.4074351428808,472.9164777227494,0.6512605042016807,437.34997561994504
extra__hier__scratch__history__xgb1__ridge100,hierarchy,scratch,history,xgb1,ridge100,four_year,476,392.3867654938191,310.6058502758031,79.85930346216306,407.30411109512266,388.6276601877298,472.9164777227494,0.6659663865546218,395.17632556762265
extra__hier__scratch__history__xgb1__ridge1000,hierarchy,scratch,history,xgb1,ridge1000,development,238,315.74808638041054,247.9167874224329,-100.6352815561503,308.10835047945824,315.44374797577274,329.30361507067585,0.7016806722689075,313.76206780401304
extra__hier__scratch__history__xgb1__ridge1000,hierarchy,scratch,history,xgb1,ridge1000,late,238,399.6420617760612,302.3665393064693,232.9871550231869,442.85189870603705,399.6340012233404,402.17223029974787,0.6176470588235294,410.442505870375
extra__hier__scratch__history__xgb1__ridge1000,hierarchy,scratch,history,xgb1,ridge1000,four_year,476,360.1462422360619,275.14166336445106,66.17593673351828,381.4764473874598,357.5388745995566,402.17223029974787,0.6596638655462185,364.826951614785
extra__hier__scratch__history__xgb1__xgb1,hierarchy,scratch,history,xgb1,xgb1,development,238,304.63424035810016,238.33409464762568,-62.59525201826369,304.6669048333595,304.2069707539242,320.3358065233729,0.7142857142857143,304.53558907587103
extra__hier__scratch__history__xgb1__xgb1,hierarchy,scratch,history,xgb1,xgb1,late,238,405.78660026053706,293.675179714007,200.4507123251712,471.70152961165087,399.9684476299489,468.43746143541955,0.5462184873949579,420.8107944406685
extra__hier__scratch__history__xgb1__xgb1,hierarchy,scratch,history,xgb1,xgb1,four_year,476,358.79296631174475,266.0046371808163,68.92773015345377,397.0669061623686,352.0877091919366,468.43746143541955,0.6302521008403361,366.6851369944486
extra__hier__scratch__history__xgb1__xgb2,hierarchy,scratch,history,xgb1,xgb2,development,238,305.8775055413513,239.74954706760815,-69.31169999862254,304.5033150415785,305.4905924141632,320.87065556887796,0.7100840336134454,305.43722963461107
extra__hier__scratch__history__xgb1__xgb2,hierarchy,scratch,history,xgb1,xgb2,late,238,404.4838217058657,292.6337421341398,200.43658556773158,469.7533695514347,398.9898402199823,465.429808785715,0.5504201680672269,419.42771329578704
extra__hier__scratch__history__xgb1__xgb2,hierarchy,scratch,history,xgb1,xgb2,four_year,476,358.5862590911578,266.191644600874,65.56244278455452,395.84750667159545,352.24021631707274,465.429808785715,0.6302521008403361,366.31506029274595
extra__hier__scratch__history__xgb1__zero,hierarchy,scratch,history,xgb1,zero,development,238,304.35590558919375,238.18427990333356,-60.0045153429825,304.89014203149827,303.96728419166897,319.34282997578214,0.7142857142857143,304.3923093503887
extra__hier__scratch__history__xgb1__zero,hierarchy,scratch,history,xgb1,zero,late,238,408.070625209653,295.65526594805334,203.94234427813868,474.60818196830155,402.06337214601007,471.8249657170867,0.5462184873949579,423.20320113340443
extra__hier__scratch__history__xgb1__zero,hierarchy,scratch,history,xgb1,zero,four_year,476,359.9681599989194,266.91977292569345,71.96891446757809,398.8802609175112,353.0153281688395,471.8249657170867,0.6302521008403361,367.95797727104735
extra__hier__scratch__physical__extra__extra,hierarchy,scratch,physical,extra,extra,development,238,306.1022535084903,235.66802819493287,-43.98100493697371,316.7258218417778,304.7045376754978,333.92327007334825,0.7605042016806722,308.40871663356404
extra__hier__scratch__physical__extra__extra,hierarchy,scratch,physical,extra,extra,late,238,391.26625723400133,295.3838225001031,86.89594842330155,450.41323324029906,389.2365391510341,429.0385571856665,0.5840336134453782,405.54557171483395
extra__hier__scratch__physical__extra__extra,hierarchy,scratch,physical,extra,extra,four_year,476,351.2747312666254,265.52592534751795,21.457471743163925,389.35030942541295,346.970538413266,429.0385571856665,0.6722689075630253,359.7175775929824
extra__hier__scratch__physical__extra__ridge100,hierarchy,scratch,physical,extra,ridge100,development,238,372.5366342234312,304.44670380041487,-47.80945694736063,394.7891321330731,371.42974908403085,400.126183250952,0.6848739495798319,377.82303741599156
extra__hier__scratch__physical__extra__ridge100,hierarchy,scratch,physical,extra,ridge100,late,238,366.2332088719762,282.5721359948789,166.3782108357543,373.95701211364155,366.04459197812366,377.79703701026637,0.6302521008403361,368.1170054589294
extra__hier__scratch__physical__extra__ridge100,hierarchy,scratch,physical,extra,ridge100,four_year,476,369.39836702345286,293.5094198976469,59.284376944196836,384.51417773558575,368.73717053107725,400.126183250952,0.657563025210084,373.0120205783922
extra__hier__scratch__physical__extra__ridge1000,hierarchy,scratch,physical,extra,ridge1000,development,238,311.17316179712816,243.46331568530965,-37.32525248287059,321.1994655865738,310.1538412286202,335.31991748125745,0.7310924369747899,313.42490760236257
extra__hier__scratch__physical__extra__ridge1000,hierarchy,scratch,physical,extra,ridge1000,late,238,361.12812540889007,271.82199983469945,128.65477039654795,393.526579173287,360.38177585132905,383.58734836272043,0.6134453781512605,369.04115146059905
extra__hier__scratch__physical__extra__ridge1000,hierarchy,scratch,physical,extra,ridge1000,four_year,476,337.077335031711,257.64265776000457,45.664758956838675,359.1881576617817,335.2678085399746,383.58734836272043,0.6722689075630253,342.1526590662946
extra__hier__scratch__physical__extra__xgb1,hierarchy,scratch,physical,extra,xgb1,development,238,321.85983854958886,253.82701136834686,2.2455514220404775,339.75714322043444,321.7586142244804,329.83015952320636,0.726890756302521,326.30885863602316
extra__hier__scratch__physical__extra__xgb1,hierarchy,scratch,physical,extra,xgb1,late,238,403.5995568879098,306.80568211452146,99.344126733031,466.1918434011058,400.5520793699827,450.0559583341628,0.5672268907563025,418.48575913672704
extra__hier__scratch__physical__extra__xgb1,hierarchy,scratch,physical,extra,xgb1,four_year,476,365.02490188429925,280.3163467414342,50.79483907753575,407.90302231230896,361.1553467972316,450.0559583341628,0.6470588235294118,374.7770432195348
extra__hier__scratch__physical__extra__xgb2,hierarchy,scratch,physical,extra,xgb2,development,238,319.16501558899125,251.83447386817542,-4.7689138613615425,337.00231430608704,318.96182744550407,330.34865354172166,0.7310924369747899,323.5735432323934
extra__hier__scratch__physical__extra__xgb2,hierarchy,scratch,physical,extra,xgb2,late,238,401.6007452680741,304.78202809420696,99.25678527651573,463.6369625148627,398.6960296663076,446.91049355625796,0.5714285714285714,416.3836206793296
extra__hier__scratch__physical__extra__xgb2,hierarchy,scratch,physical,extra,xgb2,four_year,476,362.73231574798626,278.3082509811912,47.24393570757709,405.29606021874116,358.82892855590586,446.91049355625796,0.6512605042016807,372.39740506765486
extra__hier__scratch__physical__extra__zero,hierarchy,scratch,physical,extra,zero,development,238,320.94175756295226,252.76223140219662,4.786465812033147,339.1227421953492,320.8681384811381,327.74196239843326,0.726890756302521,325.468598950598
extra__hier__scratch__physical__extra__zero,hierarchy,scratch,physical,extra,zero,late,238,405.25974954728156,308.01719106044106,102.77717736302337,468.34146974583587,401.9557505816342,453.59913522555985,0.5588235294117647,420.2041798555083
extra__hier__scratch__physical__extra__zero,hierarchy,scratch,physical,extra,zero,four_year,476,365.54006370760663,280.3897112313188,53.78182158752826,408.8691517819503,361.41194453138615,453.59913522555985,0.6428571428571429,375.3403059321374
extra__hier__scratch__physical__ridge1000__extra,hierarchy,scratch,physical,ridge1000,extra,development,238,339.0263869238319,267.18446559273644,-101.45054112176999,354.2911442533741,336.1253265211409,380.3820311169897,0.7436974789915967,342.1173111555447
extra__hier__scratch__physical__ridge1000__extra,hierarchy,scratch,physical,ridge1000,extra,late,238,378.4219975206563,284.962974606514,66.02527206644432,434.18151427697177,376.44352613473325,415.0890930056178,0.592436974789916,391.8672588632544
extra__hier__scratch__physical__ridge1000__extra,hierarchy,scratch,physical,ridge1000,extra,four_year,476,359.26459555469097,276.0737200996252,-17.712634527662843,396.25484365254727,356.28442632793707,415.0890930056178,0.6680672268907563,367.7671152724666
extra__hier__scratch__physical__ridge1000__ridge100,hierarchy,scratch,physical,ridge1000,ridge100,development,238,414.1279946070992,336.88034980269583,-103.90658942702571,445.44327710878514,411.68848381999555,456.5726481465248,0.6848739495798319,421.34693753574476
extra__hier__scratch__physical__ridge1000__ridge100,hierarchy,scratch,physical,ridge1000,ridge100,late,238,354.4088136152925,271.438418227989,145.54115895970816,370.54354835724484,354.40876100168975,354.60187611329815,0.634453781512605,358.4424841473799
extra__hier__scratch__physical__ridge1000__ridge100,hierarchy,scratch,physical,ridge1000,ridge100,four_year,476,385.4267784453337,304.1593840153424,20.81728476634122,409.7085759113371,383.04862241084265,456.5726481465248,0.6596638655462185,390.9026888032118
extra__hier__scratch__physical__ridge1000__ridge1000,hierarchy,scratch,physical,ridge1000,ridge1000,development,238,344.4012575128685,274.5679692378169,-94.73161817858944,359.0598862370224,342.1320388555087,381.6022068943935,0.7226890756302521,347.498610029567
extra__hier__scratch__physical__ridge1000__ridge1000,hierarchy,scratch,physical,ridge1000,ridge1000,late,238,348.8910252136902,258.7856196307002,107.85838496549128,383.11260047683123,348.35498410803734,367.68766425717513,0.6638655462184874,357.31240875306224
extra__hier__scratch__physical__ridge1000__ridge1000,hierarchy,scratch,physical,ridge1000,ridge1000,four_year,476,346.6534102321114,266.67679443425857,6.56338339345091,371.28107044977634,345.243511481773,381.6022068943935,0.6932773109243697,352.4578505989431
extra__hier__scratch__physical__ridge1000__xgb1,hierarchy,scratch,physical,ridge1000,xgb1,development,238,351.6551562818179,279.01473443561036,-55.4524300763331,379.16101467843794,350.8586981609581,374.51293381522214,0.7226890756302521,358.3325063507579
extra__hier__scratch__physical__ridge1000__xgb1,hierarchy,scratch,physical,ridge1000,xgb1,late,238,388.9813273692971,292.9871472740296,78.27190711728672,448.9048417606614,386.063645490609,433.6171382380578,0.5588235294117647,403.2327854974661
extra__hier__scratch__physical__ridge1000__xgb1,hierarchy,scratch,physical,ridge1000,xgb1,four_year,476,370.78822930452503,286.00094085481993,11.409738520476795,415.4988760563301,368.4611718257836,433.6171382380578,0.6407563025210085,381.3841266227909
extra__hier__scratch__physical__ridge1000__xgb2,hierarchy,scratch,physical,ridge1000,xgb2,development,238,350.5312675399296,278.7032806098336,-62.348715576368335,377.18302336299615,349.5720663187335,375.48615462607466,0.7142857142857143,356.9544061903972
extra__hier__scratch__physical__ridge1000__xgb2,hierarchy,scratch,physical,ridge1000,xgb2,late,238,387.0747553313292,291.2743305442088,78.19585025321969,446.47878199043663,384.2744591359686,430.75032675097015,0.5630252100840336,401.2256879472659
extra__hier__scratch__physical__ridge1000__xgb2,hierarchy,scratch,physical,ridge1000,xgb2,four_year,476,369.2553559110267,284.98880557702125,7.9235673384256655,413.2858187023324,366.923262727351,430.75032675097015,0.6386554621848739,379.67994831293424
extra__hier__scratch__physical__ridge1000__zero,hierarchy,scratch,physical,ridge1000,zero,development,238,350.4374366429486,277.84271633535747,-52.9496221553885,378.2008668235113,349.76166321947227,371.51427094427277,0.7226890756302521,357.2093508322202
extra__hier__scratch__physical__ridge1000__zero,hierarchy,scratch,physical,ridge1000,zero,late,238,390.4315245757897,293.92664119793466,81.67900065683995,451.0629854966797,387.277984303117,436.80109261317875,0.5672268907563025,404.801004737844
extra__hier__scratch__physical__ridge1000__zero,hierarchy,scratch,physical,ridge1000,zero,four_year,476,370.97383491525113,285.88467876664606,14.364689250725718,416.22933134945765,368.5198237612946,436.80109261317875,0.6449579831932774,381.67420623531365
extra__hier__scratch__physical__ridge100__extra,hierarchy,scratch,physical,ridge100,extra,development,238,428.8175530546884,347.1732954335176,-189.20499177234902,469.0175608215833,418.59963103015036,511.6525337749464,0.680672268907563,436.3130744902776
extra__hier__scratch__physical__ridge100__extra,hierarchy,scratch,physical,ridge100,extra,late,238,468.20801020708564,378.4002141584722,-261.4131361286026,493.8365181548784,450.2096172452442,578.778825697226,0.5840336134453782,470.1155389535735
extra__hier__scratch__physical__ridge100__extra,hierarchy,scratch,physical,ridge100,extra,four_year,476,448.94500477780616,362.7867547959949,-225.3090639504758,481.58694906650095,434.4046241376973,578.778825697226,0.6323529411764706,453.4703956899526
extra__hier__scratch__physical__ridge100__ridge100,hierarchy,scratch,physical,ridge100,ridge100,development,238,510.80023469566237,419.0167260658262,-188.96751018114696,568.7138933511444,502.31539612579587,595.0306730769464,0.6848739495798319,523.1574397170663
extra__hier__scratch__physical__ridge100__ridge100,hierarchy,scratch,physical,ridge100,ridge100,late,238,380.0196875914744,296.69732740242745,-190.08134122943542,379.84936100306254,373.9925039818112,441.4059293697611,0.680672268907563,378.4703100419556
extra__hier__scratch__physical__ridge100__ridge100,hierarchy,scratch,physical,ridge100,ridge100,four_year,476,450.18431931946805,357.85702673412686,-189.52442570529118,483.5912682964053,438.15395005380356,595.0306730769464,0.6827731092436975,455.52846424728625
extra__hier__scratch__physical__ridge100__ridge1000,hierarchy,scratch,physical,ridge100,ridge1000,development,238,433.23578733421715,352.5013508149959,-182.4438914672138,471.9828842722326,424.4699064432324,511.17945580875835,0.6848739495798319,440.73109134597485
extra__hier__scratch__physical__ridge100__ridge1000,hierarchy,scratch,physical,ridge100,ridge1000,late,238,412.08961564704515,328.65810565580273,-223.91847227176189,424.42538418827735,401.93560822385825,492.8510533684897,0.6134453781512605,412.63505592655645
extra__hier__scratch__physical__ridge100__ridge1000,hierarchy,scratch,physical,ridge100,ridge1000,four_year,476,422.7949259104397,340.5797282353993,-203.18118186948786,448.8344626860233,413.20275733354526,511.17945580875835,0.6491596638655462,426.906767960112
extra__hier__scratch__physical__ridge100__xgb1,hierarchy,scratch,physical,ridge100,xgb1,development,238,439.3964267715282,356.46203189807386,-143.28609508221734,492.31104791018714,433.7314623547235,504.06096130943,0.6722689075630253,451.20884095199176
extra__hier__scratch__physical__ridge100__xgb1,hierarchy,scratch,physical,ridge100,xgb1,late,238,469.2279617301481,377.2937384519277,-249.97913041347635,500.1084543131379,450.6811230597077,581.3004378147238,0.5882352941176471,472.3113752082854
extra__hier__scratch__physical__ridge100__xgb1,hierarchy,scratch,physical,ridge100,xgb1,four_year,476,454.5569820875136,366.87788517500076,-196.63261274784682,496.22506686477584,442.20629270721554,581.3004378147238,0.6302521008403361,461.8863309367547
extra__hier__scratch__physical__ridge100__xgb2,hierarchy,scratch,physical,ridge100,xgb2,development,238,439.25050050933896,357.03024250161894,-150.09040327989578,491.14124149532637,433.2728918562403,505.4920263029749,0.6680672268907563,450.7287835925611
extra__hier__scratch__physical__ridge100__xgb2,hierarchy,scratch,physical,ridge100,xgb2,late,238,467.7649758191313,376.28520478989657,-250.088170906089,498.40242743580063,449.3669561018232,579.2646518737441,0.592436974789916,470.8248337939716
extra__hier__scratch__physical__ridge100__xgb2,hierarchy,scratch,physical,ridge100,xgb2,four_year,476,453.7317901584466,366.6577236457578,-200.08928709299238,494.78515477501395,441.3199239790317,579.2646518737441,0.6302521008403361,460.8921647677347
extra__hier__scratch__physical__ridge100__zero,hierarchy,scratch,physical,ridge100,zero,development,238,437.63196370688615,355.0279522887099,-140.882323904857,490.63276366659125,432.34685068026994,500.1549354843531,0.6722689075630253,449.56088544015836
extra__hier__scratch__physical__ridge100__zero,hierarchy,scratch,physical,ridge100,zero,late,238,468.1672718971699,376.16876339925807,-246.83832462633285,499.6948161405308,449.88549147706044,579.437176275377,0.592436974789916,471.47871285298277
extra__hier__scratch__physical__ridge100__zero,hierarchy,scratch,physical,ridge100,zero,four_year,476,453.1568879171891,365.59835784398393,-193.86032426559493,495.1845201845652,441.11617107866516,579.437176275377,0.6323529411764706,460.65361677440217
extra__hier__scratch__physical__ridge10__extra,hierarchy,scratch,physical,ridge10,extra,development,238,557.4566227443399,474.727786853764,-393.32951234876225,589.4440569244898,535.8949231645555,689.4348774695524,0.634453781512605,560.0630563944313
extra__hier__scratch__physical__ridge10__extra,hierarchy,scratch,physical,ridge10,extra,late,238,802.9791404555593,723.9424092621857,-710.2240754972519,805.6981963640233,784.2861851019682,956.53797715346,0.5714285714285714,798.9856655942774
extra__hier__scratch__physical__ridge10__extra,hierarchy,scratch,physical,ridge10,extra,four_year,476,691.2066934891019,599.335098057975,-551.7767939230071,705.901508663865,660.0905541332618,956.53797715346,0.6029411764705882,687.1013624438326
extra__hier__scratch__physical__ridge10__ridge100,hierarchy,scratch,physical,ridge10,ridge100,development,238,621.6817247192403,532.3459619333283,-392.2125782378624,665.4246208066436,595.8831803607857,773.1158021125516,0.6428571428571429,626.1678126514774
extra__hier__scratch__physical__ridge10__ridge100,hierarchy,scratch,physical,ridge10,ridge100,late,238,726.716641447329,659.8924733963902,-647.3645476021479,727.541314208236,722.1916050698226,803.1629736093196,0.5840336134453782,725.7915505431793
extra__hier__scratch__physical__ridge10__ridge100,hierarchy,scratch,physical,ridge10,ridge100,four_year,476,676.2415410954783,596.1192176648592,-519.7885629200051,697.1751178346487,659.0373927153041,803.1629736093196,0.6134453781512605,677.1738981852274
extra__hier__scratch__physical__ridge10__ridge1000,hierarchy,scratch,physical,ridge10,ridge1000,development,238,558.7199723845911,477.6039017170184,-386.7766183028936,587.473402898846,537.6955021247462,689.5228861378259,0.634453781512605,560.6522124481936
extra__hier__scratch__physical__ridge10__ridge1000,hierarchy,scratch,physical,ridge10,ridge1000,late,238,759.4598621574,689.0958692669102,-677.0313869796084,760.7673122452218,750.908008739141,864.5585460874313,0.5672268907563025,757.6487613247907
extra__hier__scratch__physical__ridge10__ridge1000,hierarchy,scratch,physical,ridge10,ridge1000,four_year,476,666.6885666372176,583.3498854919643,-531.9040026412512,679.6660586252518,644.3017554319435,864.5585460874313,0.6008403361344538,664.3362368329076
extra__hier__scratch__physical__ridge10__xgb1,hierarchy,scratch,physical,ridge10,xgb1,development,238,549.1361158200217,463.6687067848649,-349.59990863590787,590.0408834068342,527.1242229611754,681.0414970582606,0.6554621848739496,553.8593345020132
extra__hier__scratch__physical__ridge10__xgb1,hierarchy,scratch,physical,ridge10,xgb1,late,238,797.1474517919498,715.0485372125875,-700.2501882197009,802.9469521314384,775.8269075209387,958.9571056448308,0.5714285714285714,793.2671908090691
extra__hier__scratch__physical__ridge10__xgb1,hierarchy,scratch,physical,ridge10,xgb1,four_year,476,684.4686017620894,589.3586219987261,-524.9250484278044,704.582164133,651.475565241057,958.9571056448308,0.6134453781512605,681.2487332245589
extra__hier__scratch__physical__ridge10__xgb2,hierarchy,scratch,physical,ridge10,xgb2,development,238,551.7768447390067,467.5446234877783,-356.00716085841873,591.2636306807048,530.2754543128196,682.8062018474285,0.6512605042016807,556.2731936178845
extra__hier__scratch__physical__ridge10__xgb2,hierarchy,scratch,physical,ridge10,xgb2,late,238,796.6587328014923,715.0623541583484,-700.342168540831,802.5846831792915,775.8210680282937,956.8371086222621,0.5714285714285714,792.9308042026424
extra__hier__scratch__physical__ridge10__xgb2,hierarchy,scratch,physical,ridge10,xgb2,four_year,476,685.2455118200387,591.3034888230634,-528.1746646996248,704.8882374673776,653.0482611705567,956.8371086222621,0.6113445378151261,682.1068805695029
extra__hier__scratch__physical__ridge10__zero,hierarchy,scratch,physical,ridge10,zero,development,238,546.9712602353937,462.23845081099165,-347.31946963467306,587.6413135967804,525.6281317321489,676.9312270582708,0.6554621848739496,551.8029914499291
extra__hier__scratch__physical__ridge10__zero,hierarchy,scratch,physical,ridge10,zero,late,238,794.9538629986922,712.5199216484041,-697.4948376032023,800.9418331104669,773.4614921865054,957.0615041722564,0.5714285714285714,791.0777628235892
extra__hier__scratch__physical__ridge10__zero,hierarchy,scratch,physical,ridge10,zero,four_year,476,682.3229454664552,587.3791862296979,-522.4071536189377,702.4350978816849,649.5448119593271,957.0615041722564,0.6134453781512605,679.1564501934805
extra__hier__scratch__physical__xgb1__extra,hierarchy,scratch,physical,xgb1,extra,development,238,311.8765587682128,244.87576668013534,-107.16115629609435,304.49427032292846,311.65880603070343,323.31112479646276,0.6974789915966386,309.9765484725144
extra__hier__scratch__physical__xgb1__extra,hierarchy,scratch,physical,xgb1,extra,late,238,395.21589756287045,284.7021863204277,188.17339826699498,458.10890859523715,391.04579569585366,448.3065270483433,0.5672268907563025,409.8966248542079
extra__hier__scratch__physical__xgb1__extra,hierarchy,scratch,physical,xgb1,extra,four_year,476,355.9933943175967,264.78897650028154,40.506120985450316,388.9604946481146,351.3523008632785,448.3065270483433,0.6323529411764706,363.07489603664663
extra__hier__scratch__physical__xgb1__ridge100,hierarchy,scratch,physical,xgb1,ridge100,development,238,350.97942802598936,282.0314847389061,-113.20278944563242,343.5547024064124,349.84788523257896,378.0084267000812,0.680672268907563,348.84036092274255
extra__hier__scratch__physical__xgb1__ridge100,hierarchy,scratch,physical,xgb1,ridge100,late,238,429.82343883500835,339.18021581269994,272.92139636995853,462.3455896668827,427.4074351428808,472.9164777227494,0.6512605042016807,437.34997561994504
extra__hier__scratch__physical__xgb1__ridge100,hierarchy,scratch,physical,xgb1,ridge100,four_year,476,392.3867654938191,310.6058502758031,79.85930346216306,407.30411109512266,388.6276601877298,472.9164777227494,0.6659663865546218,395.17632556762265
extra__hier__scratch__physical__xgb1__ridge1000,hierarchy,scratch,physical,xgb1,ridge1000,development,238,315.74808638041054,247.9167874224329,-100.6352815561503,308.10835047945824,315.44374797577274,329.30361507067585,0.7016806722689075,313.76206780401304
extra__hier__scratch__physical__xgb1__ridge1000,hierarchy,scratch,physical,xgb1,ridge1000,late,238,399.6420617760612,302.3665393064693,232.9871550231869,442.85189870603705,399.6340012233404,402.17223029974787,0.6176470588235294,410.442505870375
extra__hier__scratch__physical__xgb1__ridge1000,hierarchy,scratch,physical,xgb1,ridge1000,four_year,476,360.1462422360619,275.14166336445106,66.17593673351828,381.4764473874598,357.5388745995566,402.17223029974787,0.6596638655462185,364.826951614785
extra__hier__scratch__physical__xgb1__xgb1,hierarchy,scratch,physical,xgb1,xgb1,development,238,304.63424035810016,238.33409464762568,-62.59525201826369,304.6669048333595,304.2069707539242,320.3358065233729,0.7142857142857143,304.53558907587103
extra__hier__scratch__physical__xgb1__xgb1,hierarchy,scratch,physical,xgb1,xgb1,late,238,405.78660026053706,293.675179714007,200.4507123251712,471.70152961165087,399.9684476299489,468.43746143541955,0.5462184873949579,420.8107944406685
extra__hier__scratch__physical__xgb1__xgb1,hierarchy,scratch,physical,xgb1,xgb1,four_year,476,358.79296631174475,266.0046371808163,68.92773015345377,397.0669061623686,352.0877091919366,468.43746143541955,0.6302521008403361,366.6851369944486
extra__hier__scratch__physical__xgb1__xgb2,hierarchy,scratch,physical,xgb1,xgb2,development,238,305.8775055413513,239.74954706760815,-69.31169999862254,304.5033150415785,305.4905924141632,320.87065556887796,0.7100840336134454,305.43722963461107
extra__hier__scratch__physical__xgb1__xgb2,hierarchy,scratch,physical,xgb1,xgb2,late,238,404.4838217058657,292.6337421341398,200.43658556773158,469.7533695514347,398.9898402199823,465.429808785715,0.5504201680672269,419.42771329578704
extra__hier__scratch__physical__xgb1__xgb2,hierarchy,scratch,physical,xgb1,xgb2,four_year,476,358.5862590911578,266.191644600874,65.56244278455452,395.84750667159545,352.24021631707274,465.429808785715,0.6302521008403361,366.31506029274595
extra__hier__scratch__physical__xgb1__zero,hierarchy,scratch,physical,xgb1,zero,development,238,304.35590558919375,238.18427990333356,-60.0045153429825,304.89014203149827,303.96728419166897,319.34282997578214,0.7142857142857143,304.3923093503887
extra__hier__scratch__physical__xgb1__zero,hierarchy,scratch,physical,xgb1,zero,late,238,408.070625209653,295.65526594805334,203.94234427813868,474.60818196830155,402.06337214601007,471.8249657170867,0.5462184873949579,423.20320113340443
extra__hier__scratch__physical__xgb1__zero,hierarchy,scratch,physical,xgb1,zero,four_year,476,359.9681599989194,266.91977292569345,71.96891446757809,398.8802609175112,353.0153281688395,471.8249657170867,0.6302521008403361,367.95797727104735
weighted3__direct__modis_pretrained__extra,direct_anomaly,modis_pretrained,none,none,extra,development,238,309.63242900636726,234.19342900048272,117.26864798622566,333.83073417500606,309.6244261262508,311.85059736245563,0.6596638655462185,315.6800045784978
weighted3__direct__modis_pretrained__extra,direct_anomaly,modis_pretrained,none,none,extra,late,238,369.474986272146,274.36966782233094,52.92642863298572,432.14834934036327,366.753218213351,411.5175166100939,0.5756302521008403,384.46288502450153
weighted3__direct__modis_pretrained__extra,direct_anomaly,modis_pretrained,none,none,extra,four_year,476,340.8694813071313,254.28154841140682,85.0975383096057,386.1315546011645,338.1888221698009,411.5175166100939,0.6176470588235294,351.514834846307
weighted3__direct__modis_pretrained__ridge100,direct_anomaly,modis_pretrained,none,none,ridge100,development,238,1277.1526549834364,1223.178866300749,-1222.8670736444612,1354.5274124304078,1275.0398779794014,1348.4715720461525,0.5714285714285714,1295.9681500941706
weighted3__direct__modis_pretrained__ridge100,direct_anomaly,modis_pretrained,none,none,ridge100,late,238,1242.004315681029,1201.3032856616162,-1200.1111949328624,1251.4461213122765,1238.154393092635,1335.870405269296,0.5672268907563025,1243.4022864417425
weighted3__direct__modis_pretrained__ridge100,direct_anomaly,modis_pretrained,none,none,ridge100,four_year,476,1259.7010804753525,1212.2410759811823,-1211.4891342886617,1304.0057334177939,1256.5971355360182,1348.4715720461525,0.569327731092437,1270.0012574761292
weighted3__direct__modis_pretrained__ridge1000,direct_anomaly,modis_pretrained,none,none,ridge1000,development,238,589.1933025390916,504.89136227974063,-472.7362478751928,626.9247300949559,572.3475151912667,712.2298572195022,0.6260504201680672,594.4147125911014
weighted3__direct__modis_pretrained__ridge1000,direct_anomaly,modis_pretrained,none,none,ridge1000,late,238,810.1244271494322,762.569220991998,-751.6331159727183,788.952314778715,808.4013243133556,861.2112316471942,0.5714285714285714,804.4006233477337
weighted3__direct__modis_pretrained__ridge1000,direct_anomaly,modis_pretrained,none,none,ridge1000,four_year,476,708.3256084672914,633.7302916358693,-612.1846819239555,712.5589000915384,690.374419752311,861.2112316471942,0.5987394957983193,704.8961341946081
weighted3__direct__modis_pretrained__xgb1,direct_anomaly,modis_pretrained,none,none,xgb1,development,238,284.9500706377669,213.68971347007442,36.524516305001704,300.23071133447576,284.58433603099604,299.01688404808186,0.7016806722689075,288.6787971602514
weighted3__direct__modis_pretrained__xgb1,direct_anomaly,modis_pretrained,none,none,xgb1,late,238,349.32854732263434,259.1557216034992,38.09295614968866,402.518859552211,346.93283608239574,387.774496459607,0.6302521008403361,362.02719756996885
weighted3__direct__modis_pretrained__xgb1,direct_anomaly,modis_pretrained,none,none,xgb1,four_year,476,318.7687066910822,236.42271753678682,37.30873622734517,355.07739460828674,315.7585860566959,387.774496459607,0.6659663865546218,327.09334851178676
weighted3__direct__modis_pretrained__xgb2,direct_anomaly,modis_pretrained,none,none,xgb2,development,238,291.222928589284,221.56153870467892,-55.13070809803603,295.4963323994896,291.00011401955487,302.3899242341845,0.7352941176470589,292.2355758994031
weighted3__direct__modis_pretrained__xgb2,direct_anomaly,modis_pretrained,none,none,xgb2,late,238,355.99765847815667,278.34056484642315,-67.2074973175944,390.88165879047506,355.8871526409456,364.75661863673974,0.6512605042016807,364.69103209693355
