operational_date,train_years,val_years,test_years,train_rmse,train_mae,train_mape,train_r2,val_rmse,val_mae,val_mape,val_r2,test_rmse,test_mae,test_mape,test_r2,epochs_ran,best_epoch,prediction_file,count_accurate,count_moderate,count_serious,count_extreme
02-15,"[2017, 2018, 2019, 2020]",[2021],[2022],375.15802001953125,293.0897216796875,7.590569496154785,0.7154151536142932,489.70672607421875,396.67242431640625,10.958160400390625,-0.12691317167188187,468.645751953125,374.1416320800781,9.472455978393555,0.37776498297080185,-1,-1,experiments\ensemble_model_full\predictions\predictions_ensemble_opdate_02-15.csv,12,17,52,38
