operational_date,train_years,val_years,test_years,train_rmse,train_mae,train_mape,train_r2,val_rmse,val_mae,val_mape,val_r2,test_rmse,test_mae,test_mape,test_r2,epochs_ran,best_epoch,prediction_file,count_accurate,count_moderate,count_serious,count_extreme
02-15,"[2017, 2018, 2019, 2020]",[2021],[2022],239.64459205561852,189.2568991781283,4.88921185879883,0.8838769266579503,477.71729026537895,396.3275359850972,10.872572207924089,-0.07240849850812459,481.1916911657216,393.80247915572477,9.595900981347473,0.3440038072860738,101,81,experiments\ensemble_model_full\predictions\predictions_ensemble_opdate_02-15.csv,12,16,44,47
