operational_date,train_years,val_years,test_years,train_rmse,train_mae,train_mape,train_r2,val_rmse,val_mae,val_mape,val_r2,test_rmse,test_mae,test_mape,test_r2,epochs_ran,best_epoch,prediction_file,count_accurate,count_moderate,count_serious,count_extreme
02-15,"[2017, 2018, 2019, 2020]",[2021],[2022],305.8378500731388,239.80987405215993,6.2064863067421845,0.8108676931031964,481.3870089559766,395.67911879595584,10.896566544251735,-0.08894779140047238,464.43354257693295,373.54028648568806,9.233157932946595,0.38890006776166197,-1,-1,experiments\ensemble_model_full\predictions\predictions_ensemble_opdate_02-15.csv,12,19,46,42
