operational_date,train_years,val_years,test_years,train_rmse,train_mae,train_mape,train_r2,val_rmse,val_mae,val_mape,val_r2,test_rmse,test_mae,test_mape,test_r2,epochs_ran,best_epoch,prediction_file,count_accurate,count_moderate,count_serious,count_extreme
02-15,"[2017, 2018, 2019, 2020]",[2021],[2022],136.06430613651682,107.78497899159665,2.761632093884684,0.9625655309056041,484.6165572702072,402.89475446428565,10.946774486867819,-0.10360795585900662,567.9533673391721,485.5280888918067,11.846340200104418,0.0861173402139761,-1,-1,experiments\ensemble_model_full\predictions\predictions_ensemble_opdate_02-15.csv,10,7,32,70
