district_id,district_name,state_name,year_from,year_to,actual_yield_from,actual_yield_to,actual_change_pct,actual_direction,predicted_yield_from,predicted_yield_to,predicted_change_pct,predicted_direction,direction_match
IND034072,Sonbhadra,Uttar Pradesh,2017,2018,2360.0,2700.0,14.406779289245605,increase,2461.0205078125,2814.12939453125,14.348067283630371,increase,True
IND034056,Mirzapur,Uttar Pradesh,2017,2018,2950.0,3150.0,6.779661178588867,increase,2547.06787109375,3093.965087890625,21.47163963317871,increase,True
IND034020,Chandauli,Uttar Pradesh,2017,2018,3370.0,3750.0,11.27596378326416,increase,2461.004150390625,3046.8154296875,23.803749084472656,increase,True
IND034003,Allahabad,Uttar Pradesh,2017,2018,3760.0,3550.0,-5.585106372833252,decrease,2570.913330078125,3241.4697265625,26.082420349121094,increase,False
IND034066,Sant Ravi Das Nagar,Uttar Pradesh,2017,2018,3810.0,3750.0,-1.574803113937378,decrease,2541.8349609375,3159.185302734375,24.287586212158203,increase,False
IND034075,Varanasi,Uttar Pradesh,2017,2018,3380.0,3500.0,3.550295829772949,increase,2444.1943359375,3138.4130859375,28.40276336669922,increase,True
IND034045,Kaushambi,Uttar Pradesh,2017,2018,3170.0,3490.0,10.094637870788574,increase,2732.619140625,3355.366455078125,22.789392471313477,increase,True
IND034031,Ghazipur,Uttar Pradesh,2017,2018,2970.0,3300.0,11.111111640930176,increase,3160.616455078125,3555.770751953125,12.502443313598633,increase,True
IND034039,Jaunpur,Uttar Pradesh,2017,2018,3540.0,3710.0,4.802259922027588,increase,3148.921875,3569.1708984375,13.345806121826172,increase,True
IND034012,Ballia,Uttar Pradesh,2017,2018,3620.0,3840.0,6.077348232269287,increase,3210.02734375,3617.498046875,12.693683624267578,increase,True
IND034048,Lalitpur,Uttar Pradesh,2017,2018,2780.0,3410.0,22.6618709564209,increase,3286.888916015625,3517.501953125,7.016149044036865,increase,True
IND034021,Chitrakoot,Uttar Pradesh,2017,2018,2640.0,2710.0,2.651515245437622,increase,2748.402099609375,3347.66162109375,21.803924560546875,increase,True
IND034051,Mahoba,Uttar Pradesh,2017,2018,1790.0,2820.0,57.541900634765625,increase,3204.863525390625,3544.297607421875,10.591217994689941,increase,True
IND034014,Banda,Uttar Pradesh,2017,2018,2290.0,3060.0,33.624454498291016,increase,3164.324462890625,3533.767333984375,11.675252914428711,increase,True
IND034040,Jhansi,Uttar Pradesh,2017,2018,2630.0,3260.0,23.95437240600586,increase,3245.432861328125,3591.470458984375,10.662294387817383,increase,True
IND034034,Hamirpur,Uttar Pradesh,2017,2018,3130.0,3210.0,2.555910587310791,increase,3230.1787109375,3593.927734375,11.260956764221191,increase,True
IND034027,Fatehpur,Uttar Pradesh,2017,2018,3480.0,3990.0,14.655172348022461,increase,3168.68359375,3550.38525390625,12.046064376831055,increase,True
IND034038,Jalaun,Uttar Pradesh,2017,2018,3620.0,3710.0,2.486187696456909,increase,3574.2861328125,3894.12646484375,8.948369026184082,increase,True
IND034061,Rae Bareli,Uttar Pradesh,2017,2018,3360.0,3450.0,2.6785714626312256,increase,2873.47607421875,3474.14013671875,20.903743743896484,increase,True
IND034042,Kanpur,Uttar Pradesh,2017,2018,3850.0,4170.0,8.311688423156738,increase,3331.56396484375,3646.2236328125,9.444804191589355,increase,True
