operational_date,train_years,val_years,test_years,train_rmse,train_mae,train_r2,val_rmse,val_mae,val_r2,test_rmse,test_mae,test_r2,epochs_ran,best_epoch,train_seconds,model_total_params,model_trainable_params,embedding_file,prediction_file,season_issue_dates,seed
01-24,"[2017, 2018, 2019, 2020]",[2021],[2022],759.5526123046875,616.02392578125,-0.16653816426250279,437.3679504394531,357.30615234375,0.10109815333299688,533.7684326171875,431.2371520996094,0.19281924366057102,120,112,264.0127342909982,1612673,1612673,/Users/aaryan/Downloads/ugp/experiments/seed_sensitivity_46d_large_transformer_2026-02-16/seed_99/embeddings/informer_gat_embeddings_opdate_01-24.npz,/Users/aaryan/Downloads/ugp/experiments/seed_sensitivity_46d_large_transformer_2026-02-16/seed_99/predictions/predictions_opdate_01-24.csv,"[{'season_year': 2017, 'target_date': '2018-01-24', 'issue_date': '2018-01-23', 'harvest_date': '2018-04-29', 'horizon_days': 46}, {'season_year': 2018, 'target_date': '2019-01-24', 'issue_date': '2019-01-23', 'harvest_date': '2019-04-29', 'horizon_days': 46}, {'season_year': 2019, 'target_date': '2020-01-24', 'issue_date': '2020-01-23', 'harvest_date': '2020-04-29', 'horizon_days': 46}, {'season_year': 2020, 'target_date': '2021-01-24', 'issue_date': '2021-01-23', 'harvest_date': '2021-04-29', 'horizon_days': 46}, {'season_year': 2021, 'target_date': '2022-01-24', 'issue_date': '2022-01-23', 'harvest_date': '2022-04-29', 'horizon_days': 46}, {'season_year': 2022, 'target_date': '2023-01-24', 'issue_date': '2023-01-23', 'harvest_date': '2023-04-29', 'horizon_days': 46}]",99
