operational_date,train_years,val_years,test_years,train_rmse,train_mae,train_r2,val_rmse,val_mae,val_r2,test_rmse,test_mae,test_r2,epochs_ran,best_epoch,train_seconds,model_total_params,model_trainable_params,embedding_file,prediction_file,season_issue_dates
01-24,"[2017, 2018, 2019, 2020]",[2021],[2022],748.0938110351562,617.964599609375,-0.13160626283381505,408.10546875,331.6859130859375,0.21735794166006617,496.64227294921875,406.642333984375,0.3012007289357713,120,102,309.3429797909921,1612673,1612673,/Users/aaryan/Downloads/ugp/experiments/informer_large_transformer_01-24/embeddings/informer_gat_embeddings_opdate_01-24.npz,/Users/aaryan/Downloads/ugp/experiments/informer_large_transformer_01-24/predictions/predictions_opdate_01-24.csv,"[{'season_year': 2017, 'target_date': '2018-01-24', 'issue_date': '2018-01-23', 'harvest_date': '2018-04-29', 'horizon_days': 46}, {'season_year': 2018, 'target_date': '2019-01-24', 'issue_date': '2019-01-23', 'harvest_date': '2019-04-29', 'horizon_days': 46}, {'season_year': 2019, 'target_date': '2020-01-24', 'issue_date': '2020-01-23', 'harvest_date': '2020-04-29', 'horizon_days': 46}, {'season_year': 2020, 'target_date': '2021-01-24', 'issue_date': '2021-01-23', 'harvest_date': '2021-04-29', 'horizon_days': 46}, {'season_year': 2021, 'target_date': '2022-01-24', 'issue_date': '2022-01-23', 'harvest_date': '2022-04-29', 'horizon_days': 46}, {'season_year': 2022, 'target_date': '2023-01-24', 'issue_date': '2023-01-23', 'harvest_date': '2023-04-29', 'horizon_days': 46}]"
