operational_date,train_years,val_years,test_years,train_rmse,train_mae,train_r2,val_rmse,val_mae,val_r2,test_rmse,test_mae,test_r2,embedding_file,season_issue_dates
12-05,"[2017, 2018, 2019, 2020]",[2021],[2022],4209.263671875,4150.1015625,-34.82577140183526,3964.18603515625,3937.253662109375,-72.84589839765665,4095.103271484375,4051.778076171875,-46.51106755035908,/Users/aaryan/Downloads/ugp/experiments/informer_gat_smoke_dates_v2/embeddings/informer_gat_embeddings_opdate_12-05.npz,"[{'season_year': 2017, 'target_date': '2017-12-05', 'issue_date': '2017-12-05', 'harvest_date': '2018-04-29', 'horizon_days': 46}, {'season_year': 2018, 'target_date': '2018-12-05', 'issue_date': '2018-12-05', 'harvest_date': '2019-04-29', 'horizon_days': 46}, {'season_year': 2019, 'target_date': '2019-12-05', 'issue_date': '2019-12-05', 'harvest_date': '2020-04-29', 'horizon_days': 46}, {'season_year': 2020, 'target_date': '2020-12-05', 'issue_date': '2020-12-05', 'harvest_date': '2021-04-29', 'horizon_days': 46}, {'season_year': 2021, 'target_date': '2021-12-05', 'issue_date': '2021-12-05', 'harvest_date': '2022-04-29', 'horizon_days': 46}, {'season_year': 2022, 'target_date': '2022-12-05', 'issue_date': '2022-12-05', 'harvest_date': '2023-04-29', 'horizon_days': 46}]"
12-15,"[2017, 2018, 2019, 2020]",[2021],[2022],4209.24072265625,4150.07861328125,-34.82537991355178,3964.161865234375,3937.229736328125,-72.84499869016426,4095.085205078125,4051.760498046875,-46.51065005788137,/Users/aaryan/Downloads/ugp/experiments/informer_gat_smoke_dates_v2/embeddings/informer_gat_embeddings_opdate_12-15.npz,"[{'season_year': 2017, 'target_date': '2017-12-15', 'issue_date': '2017-12-15', 'harvest_date': '2018-04-29', 'horizon_days': 46}, {'season_year': 2018, 'target_date': '2018-12-15', 'issue_date': '2018-12-15', 'harvest_date': '2019-04-29', 'horizon_days': 46}, {'season_year': 2019, 'target_date': '2019-12-15', 'issue_date': '2019-12-15', 'harvest_date': '2020-04-29', 'horizon_days': 46}, {'season_year': 2020, 'target_date': '2020-12-15', 'issue_date': '2020-12-15', 'harvest_date': '2021-04-29', 'horizon_days': 46}, {'season_year': 2021, 'target_date': '2021-12-15', 'issue_date': '2021-12-15', 'harvest_date': '2022-04-29', 'horizon_days': 46}, {'season_year': 2022, 'target_date': '2022-12-15', 'issue_date': '2022-12-15', 'harvest_date': '2023-04-29', 'horizon_days': 46}]"
12-25,"[2017, 2018, 2019, 2020]",[2021],[2022],4209.44873046875,4150.28955078125,-34.82891635771263,3964.38134765625,3937.450927734375,-72.8531769301794,4095.28759765625,4051.964111328125,-46.515346086407995,/Users/aaryan/Downloads/ugp/experiments/informer_gat_smoke_dates_v2/embeddings/informer_gat_embeddings_opdate_12-25.npz,"[{'season_year': 2017, 'target_date': '2017-12-25', 'issue_date': '2017-12-25', 'harvest_date': '2018-04-29', 'horizon_days': 46}, {'season_year': 2018, 'target_date': '2018-12-25', 'issue_date': '2018-12-25', 'harvest_date': '2019-04-29', 'horizon_days': 46}, {'season_year': 2019, 'target_date': '2019-12-25', 'issue_date': '2019-12-25', 'harvest_date': '2020-04-29', 'horizon_days': 46}, {'season_year': 2020, 'target_date': '2020-12-25', 'issue_date': '2020-12-25', 'harvest_date': '2021-04-29', 'horizon_days': 46}, {'season_year': 2021, 'target_date': '2021-12-25', 'issue_date': '2021-12-25', 'harvest_date': '2022-04-29', 'horizon_days': 46}, {'season_year': 2022, 'target_date': '2022-12-25', 'issue_date': '2022-12-25', 'harvest_date': '2023-04-29', 'horizon_days': 46}]"
01-04,"[2017, 2018, 2019, 2020]",[2021],[2022],4209.3515625,4150.189453125,-34.827267757052155,3964.26806640625,3937.335693359375,-72.8489563922235,4095.189697265625,4051.863525390625,-46.51307273320821,/Users/aaryan/Downloads/ugp/experiments/informer_gat_smoke_dates_v2/embeddings/informer_gat_embeddings_opdate_01-04.npz,"[{'season_year': 2017, 'target_date': '2018-01-04', 'issue_date': '2018-01-03', 'harvest_date': '2018-04-29', 'horizon_days': 46}, {'season_year': 2018, 'target_date': '2019-01-04', 'issue_date': '2019-01-03', 'harvest_date': '2019-04-29', 'horizon_days': 46}, {'season_year': 2019, 'target_date': '2020-01-04', 'issue_date': '2020-01-03', 'harvest_date': '2020-04-29', 'horizon_days': 46}, {'season_year': 2020, 'target_date': '2021-01-04', 'issue_date': '2021-01-03', 'harvest_date': '2021-04-29', 'horizon_days': 46}, {'season_year': 2021, 'target_date': '2022-01-04', 'issue_date': '2022-01-03', 'harvest_date': '2022-04-29', 'horizon_days': 46}, {'season_year': 2022, 'target_date': '2023-01-04', 'issue_date': '2023-01-03', 'harvest_date': '2023-04-29', 'horizon_days': 46}]"
01-14,"[2017, 2018, 2019, 2020]",[2021],[2022],4209.490234375,4150.33251953125,-34.82962973636255,3964.411865234375,3937.481201171875,-72.8543091463496,4095.3359375,4052.013427734375,-46.51646752605614,/Users/aaryan/Downloads/ugp/experiments/informer_gat_smoke_dates_v2/embeddings/informer_gat_embeddings_opdate_01-14.npz,"[{'season_year': 2017, 'target_date': '2018-01-14', 'issue_date': '2018-01-13', 'harvest_date': '2018-04-29', 'horizon_days': 46}, {'season_year': 2018, 'target_date': '2019-01-14', 'issue_date': '2019-01-13', 'harvest_date': '2019-04-29', 'horizon_days': 46}, {'season_year': 2019, 'target_date': '2020-01-14', 'issue_date': '2020-01-13', 'harvest_date': '2020-04-29', 'horizon_days': 46}, {'season_year': 2020, 'target_date': '2021-01-14', 'issue_date': '2021-01-13', 'harvest_date': '2021-04-29', 'horizon_days': 46}, {'season_year': 2021, 'target_date': '2022-01-14', 'issue_date': '2022-01-13', 'harvest_date': '2022-04-29', 'horizon_days': 46}, {'season_year': 2022, 'target_date': '2023-01-14', 'issue_date': '2023-01-13', 'harvest_date': '2023-04-29', 'horizon_days': 46}]"
01-24,"[2017, 2018, 2019, 2020]",[2021],[2022],4209.1630859375,4149.9990234375,-34.82405102832282,3964.08935546875,3937.15576171875,-72.8422945131506,4095.00537109375,4051.678466796875,-46.5087941971593,/Users/aaryan/Downloads/ugp/experiments/informer_gat_smoke_dates_v2/embeddings/informer_gat_embeddings_opdate_01-24.npz,"[{'season_year': 2017, 'target_date': '2018-01-24', 'issue_date': '2018-01-23', 'harvest_date': '2018-04-29', 'horizon_days': 46}, {'season_year': 2018, 'target_date': '2019-01-24', 'issue_date': '2019-01-23', 'harvest_date': '2019-04-29', 'horizon_days': 46}, {'season_year': 2019, 'target_date': '2020-01-24', 'issue_date': '2020-01-23', 'harvest_date': '2020-04-29', 'horizon_days': 46}, {'season_year': 2020, 'target_date': '2021-01-24', 'issue_date': '2021-01-23', 'harvest_date': '2021-04-29', 'horizon_days': 46}, {'season_year': 2021, 'target_date': '2022-01-24', 'issue_date': '2022-01-23', 'harvest_date': '2022-04-29', 'horizon_days': 46}, {'season_year': 2022, 'target_date': '2023-01-24', 'issue_date': '2023-01-23', 'harvest_date': '2023-04-29', 'horizon_days': 46}]"
02-05,"[2017, 2018, 2019, 2020]",[2021],[2022],4209.2021484375,4150.03955078125,-34.82472308320948,3964.12744140625,3937.1943359375,-72.84371483789982,4095.0478515625,4051.7216796875,-46.50977850424178,/Users/aaryan/Downloads/ugp/experiments/informer_gat_smoke_dates_v2/embeddings/informer_gat_embeddings_opdate_02-05.npz,"[{'season_year': 2017, 'target_date': '2018-02-05', 'issue_date': '2018-02-05', 'harvest_date': '2018-04-29', 'horizon_days': 46}, {'season_year': 2018, 'target_date': '2019-02-05', 'issue_date': '2019-02-05', 'harvest_date': '2019-04-29', 'horizon_days': 46}, {'season_year': 2019, 'target_date': '2020-02-05', 'issue_date': '2020-02-05', 'harvest_date': '2020-04-29', 'horizon_days': 46}, {'season_year': 2020, 'target_date': '2021-02-05', 'issue_date': '2021-02-05', 'harvest_date': '2021-04-29', 'horizon_days': 46}, {'season_year': 2021, 'target_date': '2022-02-05', 'issue_date': '2022-02-05', 'harvest_date': '2022-04-29', 'horizon_days': 46}, {'season_year': 2022, 'target_date': '2023-02-05', 'issue_date': '2023-02-05', 'harvest_date': '2023-04-29', 'horizon_days': 46}]"
