district_id,district_name,state_name,year_from,year_to,actual_yield_from,actual_yield_to,actual_change_pct,actual_direction,predicted_yield_from,predicted_yield_to,predicted_change_pct,predicted_direction,direction_match
IND013014,Mewat,Haryana,2017,2018,4320.0,4540.0,5.092592716217041,increase,4388.6845703125,4517.69921875,2.939711093902588,increase,True
IND013015,Palwal,Haryana,2017,2018,4550.0,4230.0,-7.032967567443848,decrease,4260.84228515625,4406.138671875,3.410039186477661,increase,False
IND013018,Rewari,Haryana,2017,2018,4900.0,4950.0,1.0204081535339355,increase,4386.8974609375,4778.94482421875,8.936779975891113,increase,True
IND013004,Faridabad,Haryana,2017,2018,4450.0,5140.0,15.50561809539795,increase,4394.77001953125,4629.15234375,5.333209991455078,increase,True
IND013006,Gurgaon,Haryana,2017,2018,4910.0,4950.0,0.8146640062332153,increase,4689.19921875,4974.533203125,6.084919452667236,increase,True
IND013008,Jhajjar,Haryana,2017,2018,4650.0,4760.0,2.365591287612915,increase,4520.18017578125,4619.28076171875,2.1924033164978027,increase,True
IND013021,Sonepat,Haryana,2017,2018,5070.0,4480.0,-11.637081146240234,decrease,4960.13037109375,4826.88232421875,-2.6863818168640137,decrease,True
IND013017,Panipat,Haryana,2017,2018,5190.0,5220.0,0.5780346393585205,increase,5011.4111328125,5073.28125,1.2345848083496094,increase,True
IND013013,Mahendragarh,Haryana,2017,2018,4270.0,4740.0,11.007025718688965,increase,4224.69140625,4555.1982421875,7.82321834564209,increase,True
IND013003,Charkhi Dadri,Haryana,2017,2018,4120.0,5000.0,21.359222412109375,increase,4251.4384765625,4732.60986328125,11.317849159240723,increase,True
IND013002,Bhiwani,Haryana,2017,2018,4320.0,4420.0,2.314814805984497,increase,4058.16943359375,4371.52587890625,7.721620559692383,increase,True
IND013019,Rohtak,Haryana,2017,2018,4630.0,4570.0,-1.295896291732788,decrease,4667.3701171875,4508.3505859375,-3.407047748565674,decrease,True
IND013007,Hissar,Haryana,2017,2018,4910.0,4960.0,1.0183298587799072,increase,4896.10791015625,4844.73193359375,-1.0493228435516357,decrease,False
IND013009,Jind,Haryana,2017,2018,5050.0,5240.0,3.762376308441162,increase,5118.83642578125,5245.6416015625,2.477226495742798,increase,True
IND013005,Fatehabad,Haryana,2017,2018,5380.0,5380.0,0.0,stable,5305.103515625,5375.60693359375,1.3289735317230225,increase,False
