protocol,level,season_start_year,state_name,rows,rmse,mae,bias,equal_state_rmse,mean_year_rmse,max_year_rmse,direction_accuracy,baseline_rmse,baseline_mae,baseline_bias,baseline_equal_state_rmse,baseline_mean_year_rmse,baseline_max_year_rmse,baseline_direction_accuracy,rmse_gain_vs_baseline
outlook_regularized_near_tie,year,2022,ALL,119,290.45412986884446,202.64742713094006,0.14339473839310216,288.15022092167374,290.45412986884446,290.45412986884446,0.7815126050420168,290.65902025605124,203.68458749598778,1.6164324055273158,287.5359786906206,290.65902025605124,290.65902025605124,0.7815126050420168,0.204890387206774
outlook_regularized_near_tie,state_year,2019,Haryana,22,271.2140016363201,240.37444941240557,25.764456204318467,271.2140016363201,271.2140016363201,271.2140016363201,0.8181818181818182,270.3852344870466,234.07679343983793,21.702741685164483,270.3852344870466,270.3852344870466,270.3852344870466,0.8181818181818182,-0.8287671492735171
outlook_regularized_near_tie,state_year,2019,Punjab,22,268.1094773837882,218.64882664763954,-45.44623034596419,268.1094773837882,268.1094773837882,268.1094773837882,0.8181818181818182,285.87072854568163,237.957089329315,-78.12093640042052,285.87072854568163,285.87072854568163,285.87072854568163,0.8181818181818182,17.761251161893426
outlook_regularized_near_tie,state_year,2019,Uttar Pradesh,75,278.68444171442775,190.1770497666961,26.78412762196872,278.68444171442775,278.68444171442775,278.68444171442775,0.8,277.8074255120667,193.6688785900355,-3.1325239300196883,277.8074255120667,277.8074255120667,277.8074255120667,0.76,-0.8770162023610624
outlook_regularized_near_tie,state_year,2020,Haryana,22,372.8395805125008,268.2585342782537,-39.61749969470508,372.8395805125008,372.8395805125008,372.8395805125008,0.8181818181818182,374.98776608892564,273.01159145486594,-25.23481099897084,374.98776608892564,374.98776608892564,374.98776608892564,0.8181818181818182,2.1481855764248508
outlook_regularized_near_tie,state_year,2020,Punjab,22,122.77585527327598,93.52378690630294,30.780233064623477,122.77585527327598,122.77585527327598,122.77585527327598,0.8636363636363636,136.97146716985148,103.53373670717738,62.01667482136331,136.9714671698515,136.97146716985148,136.97146716985148,0.8636363636363636,14.1956118965755
outlook_regularized_near_tie,state_year,2020,Uttar Pradesh,75,198.44249407901216,152.1164789583761,-16.63483629596282,198.4424940790122,198.44249407901216,198.44249407901216,0.76,200.6211464866926,152.5049023863818,-15.808854477657672,200.6211464866926,200.6211464866926,200.6211464866926,0.7333333333333333,2.1786524076804312
outlook_regularized_near_tie,state_year,2021,Haryana,22,210.25540370023063,161.68452780507403,44.77400733374737,210.25540370023063,210.25540370023063,210.25540370023063,0.8636363636363636,206.37400386741848,158.23705454562622,49.473563807276975,206.37400386741848,206.37400386741848,206.37400386741848,0.8636363636363636,-3.88139983281215
outlook_regularized_near_tie,state_year,2021,Punjab,22,495.67863521421856,433.92420562348775,433.92420562348775,495.6786352142186,495.67863521421856,495.67863521421856,0.9545454545454546,499.6547329696245,434.11795269960896,434.11795269960896,499.6547329696245,499.6547329696245,499.6547329696245,0.9545454545454546,3.976097755405931
outlook_regularized_near_tie,state_year,2021,Uttar Pradesh,75,211.06849785617968,165.49661480072075,-27.16021195489468,211.0684978561797,211.06849785617968,211.06849785617968,0.6933333333333334,211.0783930926423,165.95712866305902,-24.222369354813956,211.07839309264227,211.0783930926423,211.0783930926423,0.7066666666666667,0.00989523646262569
outlook_regularized_near_tie,state_year,2022,Haryana,22,319.4152877923791,244.42587376597024,-86.36298206442217,319.4152877923791,319.4152877923791,319.4152877923791,0.7272727272727273,313.89109212704284,242.89011682036016,-86.48136698561167,313.89109212704284,313.89109212704284,313.89109212704284,0.7272727272727273,-5.524195665336265
outlook_regularized_near_tie,state_year,2022,Punjab,22,247.0665803429476,193.12669022650664,-69.20739111281635,247.0665803429476,247.0665803429476,247.0665803429476,0.9545454545454546,250.5431942076421,198.79312255751245,-71.85658887276972,250.5431942076421,250.5431942076421,250.5431942076421,0.9545454545454546,3.4766138646945137
outlook_regularized_near_tie,state_year,2022,Uttar Pradesh,75,293.2978490439055,193.185165609965,45.86149578357369,293.2978490439055,293.2978490439055,293.2978490439055,0.7466666666666667,294.5017949762668,193.61912860945807,49.01053980189522,294.50179497626686,294.5017949762668,294.5017949762668,0.7466666666666667,1.2039459323613073
outlook_future_only_regularized,year,2019,ALL,119,275.3843812975156,204.72093114137135,13.242105382617211,272.70542385528756,275.3843812975156,275.3843812975156,0.8067226890756303,277.9658689451882,209.32698584179857,-12.404534273000918,278.09303847063876,277.9658689451882,277.9658689451882,0.7815126050420168,2.5814876476726454
outlook_future_only_regularized,year,2020,ALL,119,230.87863876625474,162.75585704149967,-12.11792090805888,253.9440140996441,230.87863876625474,230.87863876625474,0.7899159663865546,234.16143065377975,165.7299571306184,-3.163555308669673,257.9572651639928,234.16143065377975,234.16143065377975,0.773109243697479,3.2827918875250077
outlook_future_only_regularized,year,2021,ALL,119,285.78574394013145,214.41712811329765,71.38104864237035,333.89347352124224,285.78574394013145,285.78574394013145,0.773109243697479,286.5463489078757,214.10583873213952,74.1372744667264,335.06177026621424,286.5463489078757,286.5463489078757,0.7815126050420168,0.760604967744257
outlook_future_only_regularized,year,2022,ALL,119,290.45412986884446,202.64742713094006,0.14339473839310216,288.15022092167374,290.45412986884446,290.45412986884446,0.7815126050420168,290.65902025605124,203.68458749598778,1.6164324055273158,287.5359786906206,290.65902025605124,290.65902025605124,0.7815126050420168,0.204890387206774
outlook_future_only_regularized,state_year,2019,Haryana,22,271.2140016363201,240.37444941240557,25.764456204318467,271.2140016363201,271.2140016363201,271.2140016363201,0.8181818181818182,270.3852344870466,234.07679343983793,21.702741685164483,270.3852344870466,270.3852344870466,270.3852344870466,0.8181818181818182,-0.8287671492735171
outlook_future_only_regularized,state_year,2019,Punjab,22,268.1094773837882,218.64882664763954,-45.44623034596419,268.1094773837882,268.1094773837882,268.1094773837882,0.8181818181818182,285.87072854568163,237.957089329315,-78.12093640042052,285.87072854568163,285.87072854568163,285.87072854568163,0.8181818181818182,17.761251161893426
outlook_future_only_regularized,state_year,2019,Uttar Pradesh,75,278.68444171442775,190.1770497666961,26.78412762196872,278.68444171442775,278.68444171442775,278.68444171442775,0.8,277.8074255120667,193.6688785900355,-3.1325239300196883,277.8074255120667,277.8074255120667,277.8074255120667,0.76,-0.8770162023610624
outlook_future_only_regularized,state_year,2020,Haryana,22,372.8395805125008,268.2585342782537,-39.61749969470508,372.8395805125008,372.8395805125008,372.8395805125008,0.8181818181818182,374.98776608892564,273.01159145486594,-25.23481099897084,374.98776608892564,374.98776608892564,374.98776608892564,0.8181818181818182,2.1481855764248508
outlook_future_only_regularized,state_year,2020,Punjab,22,122.77585527327598,93.52378690630294,30.780233064623477,122.77585527327598,122.77585527327598,122.77585527327598,0.8636363636363636,136.97146716985148,103.53373670717738,62.01667482136331,136.9714671698515,136.97146716985148,136.97146716985148,0.8636363636363636,14.1956118965755
outlook_future_only_regularized,state_year,2020,Uttar Pradesh,75,198.44249407901216,152.1164789583761,-16.63483629596282,198.4424940790122,198.44249407901216,198.44249407901216,0.76,200.6211464866926,152.5049023863818,-15.808854477657672,200.6211464866926,200.6211464866926,200.6211464866926,0.7333333333333333,2.1786524076804312
outlook_future_only_regularized,state_year,2021,Haryana,22,210.25540370023063,161.68452780507403,44.77400733374737,210.25540370023063,210.25540370023063,210.25540370023063,0.8636363636363636,206.37400386741848,158.23705454562622,49.473563807276975,206.37400386741848,206.37400386741848,206.37400386741848,0.8636363636363636,-3.88139983281215
outlook_future_only_regularized,state_year,2021,Punjab,22,495.67863521421856,433.92420562348775,433.92420562348775,495.6786352142186,495.67863521421856,495.67863521421856,0.9545454545454546,499.6547329696245,434.11795269960896,434.11795269960896,499.6547329696245,499.6547329696245,499.6547329696245,0.9545454545454546,3.976097755405931
outlook_future_only_regularized,state_year,2021,Uttar Pradesh,75,211.06849785617968,165.49661480072075,-27.16021195489468,211.0684978561797,211.06849785617968,211.06849785617968,0.6933333333333334,211.0783930926423,165.95712866305902,-24.222369354813956,211.07839309264227,211.0783930926423,211.0783930926423,0.7066666666666667,0.00989523646262569
outlook_future_only_regularized,state_year,2022,Haryana,22,319.4152877923791,244.42587376597024,-86.36298206442217,319.4152877923791,319.4152877923791,319.4152877923791,0.7272727272727273,313.89109212704284,242.89011682036016,-86.48136698561167,313.89109212704284,313.89109212704284,313.89109212704284,0.7272727272727273,-5.524195665336265
outlook_future_only_regularized,state_year,2022,Punjab,22,247.0665803429476,193.12669022650664,-69.20739111281635,247.0665803429476,247.0665803429476,247.0665803429476,0.9545454545454546,250.5431942076421,198.79312255751245,-71.85658887276972,250.5431942076421,250.5431942076421,250.5431942076421,0.9545454545454546,3.4766138646945137
outlook_future_only_regularized,state_year,2022,Uttar Pradesh,75,293.2978490439055,193.185165609965,45.86149578357369,293.2978490439055,293.2978490439055,293.2978490439055,0.7466666666666667,294.5017949762668,193.61912860945807,49.01053980189522,294.50179497626686,294.5017949762668,294.5017949762668,0.7466666666666667,1.2039459323613073
