protocol,level,season_start_year,state_name,rows,rmse,mae,bias,equal_state_rmse,mean_year_rmse,max_year_rmse,direction_accuracy
select_2019_2020_test_2021_2022,year,2016,ALL,119,1210.2795416621248,1186.2388160275702,-1186.2388160275702,1150.215838343225,1210.2795416621248,1210.2795416621248,0.09243697478991597
select_2019_2020_test_2021_2022,year,2017,ALL,119,540.1057109777696,475.2890962067425,-466.1277566728198,483.48158070257637,540.1057109777696,540.1057109777696,0.42857142857142855
select_2019_2020_test_2021_2022,year,2018,ALL,119,429.4947731287046,382.5775697102882,-370.5284916811358,403.2184804845604,429.4947731287046,429.4947731287046,0.3697478991596639
select_2019_2020_test_2021_2022,year,2019,ALL,119,287.81733222451567,214.1163904502057,38.863697132960155,283.43385487205217,287.81733222451567,287.81733222451567,0.7647058823529411
select_2019_2020_test_2021_2022,year,2020,ALL,119,243.0627609069246,175.50400410918687,-44.701354692998,271.334346096813,243.0627609069246,243.0627609069246,0.7983193277310925
select_2019_2020_test_2021_2022,year,2021,ALL,119,384.04018017516114,275.55696277643995,203.92007092624507,472.7349756281177,384.04018017516114,384.04018017516114,0.6302521008403361
select_2019_2020_test_2021_2022,year,2022,ALL,119,308.4293655683079,225.19000170619466,-69.41955294499522,303.8537184725074,308.4293655683079,308.4293655683079,0.6890756302521008
select_2019_2020_test_2021_2022,state_year,2016,Haryana,22,1066.6832339530029,1043.239293876114,-1043.239293876114,1066.6832339530029,1066.6832339530029,1066.6832339530029,0.22727272727272727
select_2019_2020_test_2021_2022,state_year,2016,Punjab,22,1090.7994270514898,1074.4135617459667,-1074.4135617459667,1090.7994270514898,1090.7994270514898,1090.7994270514898,0.045454545454545456
select_2019_2020_test_2021_2022,state_year,2016,Uttar Pradesh,75,1281.1451567541158,1260.987417114601,-1260.987417114601,1281.1451567541158,1281.1451567541158,1281.1451567541158,0.06666666666666667
select_2019_2020_test_2021_2022,state_year,2017,Haryana,22,376.350531317837,337.33652963883054,-320.73866050301336,376.350531317837,376.350531317837,376.350531317837,0.5454545454545454
select_2019_2020_test_2021_2022,state_year,2017,Punjab,22,442.417376458597,415.8430858903086,-415.4246213096923,442.41737645859706,442.417376458597,442.417376458597,0.4090909090909091
select_2019_2020_test_2021_2022,state_year,2017,Uttar Pradesh,75,603.2333372918471,533.1926787594838,-523.6481445891471,603.2333372918472,603.2333372918471,603.2333372918471,0.4
select_2019_2020_test_2021_2022,state_year,2018,Haryana,22,397.08604102745346,338.8332019121112,-274.003761207784,397.0860410274535,397.08604102745346,397.08604102745346,0.36363636363636365
select_2019_2020_test_2021_2022,state_year,2018,Punjab,22,344.041834551498,293.2651445936327,-293.2651445936327,344.041834551498,344.041834551498,344.041834551498,0.5454545454545454
select_2019_2020_test_2021_2022,state_year,2018,Uttar Pradesh,75,460.1231586351817,421.607562298639,-421.5063277656533,460.1231586351817,460.1231586351817,460.1231586351817,0.32
select_2019_2020_test_2021_2022,state_year,2019,Haryana,22,283.62232198989557,245.13939752023919,46.82801943538607,283.62232198989557,283.62232198989557,283.62232198989557,0.8181818181818182
select_2019_2020_test_2021_2022,state_year,2019,Punjab,22,273.14014779360116,219.8997339499774,4.51353596795281,273.14014779360116,273.14014779360116,273.14014779360116,0.6818181818181818
select_2019_2020_test_2021_2022,state_year,2019,Uttar Pradesh,75,293.184393164514,203.31986094972956,46.603543199317365,293.184393164514,293.184393164514,293.184393164514,0.7733333333333333
select_2019_2020_test_2021_2022,state_year,2020,Haryana,22,381.8201108924563,283.99233013866865,-65.49829283364265,381.82011089245634,381.8201108924563,381.8201108924563,0.7727272727272727
select_2019_2020_test_2021_2022,state_year,2020,Punjab,22,184.69111542950733,143.70830113711747,77.83286747314901,184.6911154295073,184.69111542950733,184.69111542950733,0.9090909090909091
select_2019_2020_test_2021_2022,state_year,2020,Uttar Pradesh,75,202.40942891780537,153.00750134567923,-74.5442913404787,202.40942891780537,202.40942891780537,202.40942891780537,0.7733333333333333
select_2019_2020_test_2021_2022,state_year,2021,Haryana,22,273.7049997750716,214.53647107715216,182.16772829464986,273.7049997750716,273.7049997750716,273.7049997750716,0.8181818181818182
select_2019_2020_test_2021_2022,state_year,2021,Punjab,22,736.6577941544392,674.0181574285235,674.0181574285235,736.6577941544392,736.6577941544392,736.6577941544392,0.5454545454545454
select_2019_2020_test_2021_2022,state_year,2021,Uttar Pradesh,75,229.90419516832452,176.57435657695328,72.40531939084475,229.90419516832452,229.90419516832452,229.90419516832452,0.6
select_2019_2020_test_2021_2022,state_year,2022,Haryana,22,301.80508898683604,229.60802497098956,-58.8604314317095,301.80508898683604,301.80508898683604,301.80508898683604,0.7272727272727273
select_2019_2020_test_2021_2022,state_year,2022,Punjab,22,295.4276346497372,253.63883773501803,-189.0829262496279,295.4276346497372,295.4276346497372,295.4276346497372,0.9090909090909091
select_2019_2020_test_2021_2022,state_year,2022,Uttar Pradesh,75,314.0341504289283,215.5490563134,-37.4156390862001,314.0341504289283,314.0341504289283,314.0341504289283,0.6133333333333333
select_2017_2020_test_2021_2022,year,2016,ALL,119,754.9208493066191,646.700373305296,-645.4037384636716,631.8461951900206,754.9208493066191,754.9208493066191,0.6134453781512605
select_2017_2020_test_2021_2022,year,2017,ALL,119,317.44855423100694,236.2708132903457,-94.88915564727182,265.88595025363395,317.44855423100694,317.44855423100694,0.5966386554621849
select_2017_2020_test_2021_2022,year,2018,ALL,119,260.08256670713735,191.1689794075908,67.76660172420044,297.1312381333219,260.08256670713735,260.08256670713735,0.773109243697479
select_2017_2020_test_2021_2022,year,2019,ALL,119,307.7806373277105,227.51936075208107,81.10576829460659,310.4557536379335,307.7806373277105,307.7806373277105,0.6890756302521008
select_2017_2020_test_2021_2022,year,2020,ALL,119,261.92092810924044,202.520026016431,-11.803364952791629,287.2261174248941,261.92092810924044,261.92092810924044,0.6722689075630253
select_2017_2020_test_2021_2022,year,2021,ALL,119,352.74911226048107,257.47969440395,116.45927446097534,432.9466087664098,352.74911226048107,352.74911226048107,0.773109243697479
select_2017_2020_test_2021_2022,year,2022,ALL,119,307.2651756892629,234.52218117079542,-88.37151378830762,302.1030032051835,307.2651756892629,307.2651756892629,0.6722689075630253
select_2017_2020_test_2021_2022,state_year,2016,Haryana,22,533.3309793665278,427.8802286778937,-420.8666129436526,533.3309793665278,533.3309793665278,533.3309793665278,0.8636363636363636
select_2017_2020_test_2021_2022,state_year,2016,Punjab,22,361.66511140867357,333.3327567439973,-333.3327567439973,361.6651114086735,361.66511140867357,361.66511140867357,0.8636363636363636
select_2017_2020_test_2021_2022,state_year,2016,Uttar Pradesh,75,884.5593574011913,802.8087832539816,-802.8087832539816,884.5593574011913,884.5593574011913,884.5593574011913,0.4666666666666667
select_2017_2020_test_2021_2022,state_year,2017,Haryana,22,241.78205944319063,189.78201064098147,175.70664458495813,241.7820594431906,241.78205944319063,241.78205944319063,0.6818181818181818
select_2017_2020_test_2021_2022,state_year,2017,Punjab,22,124.08842710986374,99.65517188986082,10.05749147281482,124.08842710986374,124.08842710986374,124.08842710986374,0.7272727272727273
select_2017_2020_test_2021_2022,state_year,2017,Uttar Pradesh,75,371.792299026813,289.9814502116348,-205.04827353728467,371.79229902681305,371.792299026813,371.792299026813,0.5333333333333333
select_2017_2020_test_2021_2022,state_year,2018,Haryana,22,434.0254699308016,359.12594711985963,279.4464438759861,434.0254699308016,434.0254699308016,434.0254699308016,0.7272727272727273
select_2017_2020_test_2021_2022,state_year,2018,Punjab,22,185.8696570902979,151.5896624672494,53.611753583645125,185.86965709029792,185.8696570902979,185.8696570902979,0.5
select_2017_2020_test_2021_2022,state_year,2018,Uttar Pradesh,75,204.7810539293234,153.5115351811587,9.825936814239503,204.78105392932343,204.7810539293234,204.7810539293234,0.8666666666666667
select_2017_2020_test_2021_2022,state_year,2019,Haryana,22,339.5254553449073,301.8203090137044,139.36453419700072,339.5254553449073,339.5254553449073,339.5254553449073,0.6818181818181818
select_2017_2020_test_2021_2022,state_year,2019,Punjab,22,284.9585688774311,208.40378296025827,88.26222061436084,284.95856887743116,284.9585688774311,284.9585688774311,0.5909090909090909
select_2017_2020_test_2021_2022,state_year,2019,Uttar Pradesh,75,304.41649774092645,211.3316520809396,61.917304282776385,304.41649774092645,304.41649774092645,304.41649774092645,0.72
select_2017_2020_test_2021_2022,state_year,2020,Haryana,22,368.44872469914026,274.792652116214,35.35381037395961,368.44872469914026,368.44872469914026,368.44872469914026,0.8636363636363636
select_2017_2020_test_2021_2022,state_year,2020,Punjab,22,245.8541870143103,208.38870616758777,144.16137664124275,245.8541870143103,245.8541870143103,245.8541870143103,0.7272727272727273
select_2017_2020_test_2021_2022,state_year,2020,Uttar Pradesh,75,226.49014015635836,179.59857618282194,-71.38579391622208,226.49014015635834,226.49014015635836,226.49014015635836,0.6
select_2017_2020_test_2021_2022,state_year,2021,Haryana,22,288.0462578705919,214.31154889933458,179.34968101957122,288.0462578705919,288.0462578705919,288.0462578705919,0.9090909090909091
select_2017_2020_test_2021_2022,state_year,2021,Punjab,22,658.3251716742543,585.2063175422619,585.2063175422619,658.3251716742543,658.3251716742543,658.3251716742543,0.9090909090909091
select_2017_2020_test_2021_2022,state_year,2021,Uttar Pradesh,75,214.39594164492965,174.00920763139914,-39.48771076672347,214.39594164492962,214.39594164492965,214.39594164492965,0.6933333333333334
select_2017_2020_test_2021_2022,state_year,2022,Haryana,22,279.3675182563986,223.03975412821075,-38.274902716397946,279.36751825639857,279.3675182563986,279.3675182563986,0.8181818181818182
select_2017_2020_test_2021_2022,state_year,2022,Punjab,22,312.1271113946086,264.7142452425584,-215.03304792546749,312.1271113946086,312.1271113946086,312.1271113946086,0.9545454545454546
select_2017_2020_test_2021_2022,state_year,2022,Uttar Pradesh,75,313.5747593676694,229.03402097556977,-65.91246968916758,313.5747593676694,313.5747593676694,313.5747593676694,0.5466666666666666
select_2018_2020_test_2021_2022,year,2016,ALL,119,780.2932211875618,680.2011383505893,-679.6314271626173,660.5504416874223,780.2932211875618,780.2932211875618,0.5294117647058824
select_2018_2020_test_2021_2022,year,2017,ALL,119,337.0513571617683,251.0748651029548,-157.51897991306228,269.82734763267445,337.0513571617683,337.0513571617683,0.5042016806722689
select_2018_2020_test_2021_2022,year,2018,ALL,119,243.30679486156518,179.09393808310372,-0.8423776026638352,269.47246812556403,243.30679486156518,243.30679486156518,0.7899159663865546
select_2018_2020_test_2021_2022,year,2019,ALL,119,301.3526743743405,222.87420074415905,56.68153235096957,302.4691743103737,301.3526743743405,301.3526743743405,0.7226890756302521
select_2018_2020_test_2021_2022,year,2020,ALL,119,263.66863826275704,204.7846335546465,-40.87764327369604,284.655401607931,263.66863826275704,263.66863826275704,0.680672268907563
select_2018_2020_test_2021_2022,year,2021,ALL,119,347.3430618159781,254.78356497603653,101.6449411671608,423.5895681557492,347.3430618159781,347.3430618159781,0.773109243697479
select_2018_2020_test_2021_2022,year,2022,ALL,119,313.8766729166664,242.138997064457,-108.20624161419383,313.04591296413906,313.8766729166664,313.8766729166664,0.6302521008403361
select_2018_2020_test_2021_2022,state_year,2016,Haryana,22,568.7842784078779,467.8483599329715,-464.7667403253044,568.7842784078779,568.7842784078779,568.7842784078779,0.7727272727272727
select_2018_2020_test_2021_2022,state_year,2016,Punjab,22,402.19166335935296,377.27076470940284,-377.27076470940284,402.19166335935296,402.19166335935296,402.19166335935296,0.7727272727272727
select_2018_2020_test_2021_2022,state_year,2016,Uttar Pradesh,75,907.5830367523474,831.3508629545056,-831.3508629545056,907.5830367523474,907.5830367523474,907.5830367523474,0.38666666666666666
select_2018_2020_test_2021_2022,state_year,2017,Haryana,22,193.59729429870194,153.0949061193622,96.71330827738606,193.59729429870194,193.59729429870194,193.59729429870194,0.6818181818181818
select_2018_2020_test_2021_2022,state_year,2017,Punjab,22,128.58178682791035,107.25008484609651,-53.30857297833059,128.58178682791035,128.58178682791035,128.58178682791035,0.5
select_2018_2020_test_2021_2022,state_year,2017,Uttar Pradesh,75,405.47158263905004,322.0042552801537,-262.662170483115,405.47158263905004,405.47158263905004,405.47158263905004,0.4533333333333333
select_2018_2020_test_2021_2022,state_year,2018,Haryana,22,378.8227281951664,300.08311834939866,193.49075839603657,378.8227281951664,378.8227281951664,378.8227281951664,0.7272727272727273
select_2018_2020_test_2021_2022,state_year,2018,Punjab,22,178.46458185449302,148.39722893789323,-0.4059545460568188,178.46458185449302,178.46458185449302,178.46458185449302,0.6363636363636364
select_2018_2020_test_2021_2022,state_year,2018,Uttar Pradesh,75,206.13094590410597,152.60814655425236,-57.97478159222068,206.13094590410594,206.13094590410597,206.13094590410597,0.8533333333333334
select_2018_2020_test_2021_2022,state_year,2019,Haryana,22,329.27892949623106,292.20437021760813,111.487261693268,329.27892949623106,329.27892949623106,329.27892949623106,0.7272727272727273
select_2018_2020_test_2021_2022,state_year,2019,Punjab,22,275.79754394710653,204.34878160158607,62.860539540197124,275.79754394710653,275.79754394710653,275.79754394710653,0.6363636363636364
select_2018_2020_test_2021_2022,state_year,2019,Uttar Pradesh,75,299.9565061247342,207.97147398043535,38.79267630172194,299.9565061247341,299.9565061247342,299.9565061247342,0.7466666666666667
select_2018_2020_test_2021_2022,state_year,2020,Haryana,22,367.08165601521057,278.61958374197235,-1.5940509731549561,367.08165601521057,367.08165601521057,367.08165601521057,0.8636363636363636
select_2018_2020_test_2021_2022,state_year,2020,Punjab,22,230.53449352024387,195.59674309591009,113.3567841858723,230.5344935202438,230.53449352024387,230.53449352024387,0.7727272727272727
select_2018_2020_test_2021_2022,state_year,2020,Uttar Pradesh,75,234.92764441038597,185.8214960342603,-97.6429290699948,234.92764441038597,234.92764441038597,234.92764441038597,0.6
select_2018_2020_test_2021_2022,state_year,2021,Haryana,22,274.91613573436035,200.99384503129838,157.72979292787525,274.91613573436035,274.91613573436035,274.91613573436035,0.9090909090909091
select_2018_2020_test_2021_2022,state_year,2021,Punjab,22,644.4045030543309,570.7165644584719,570.7165644584719,644.4045030543309,644.4045030543309,644.4045030543309,0.9090909090909091
select_2018_2020_test_2021_2022,state_year,2021,Uttar Pradesh,75,217.8263563192246,177.8882029783121,-52.40095818143332,217.8263563192246,217.8263563192246,217.8263563192246,0.6933333333333334
select_2018_2020_test_2021_2022,state_year,2022,Haryana,22,285.4025586818953,229.42157872503466,-56.47398307640275,285.4025586818953,285.4025586818953,285.4025586818953,0.7727272727272727
select_2018_2020_test_2021_2022,state_year,2022,Punjab,22,336.7068065149928,284.651739802125,-244.53531014460594,336.7068065149928,336.7068065149928,336.7068065149928,0.9090909090909091
select_2018_2020_test_2021_2022,state_year,2022,Uttar Pradesh,75,314.908140280553,233.39903524097153,-83.39117734969159,314.90814028055297,314.908140280553,314.908140280553,0.5066666666666667
early_diverse_top5,year,2016,ALL,119,289.57179443845774,217.81125469606482,-38.48584469466134,284.756311561983,289.57179443845774,289.57179443845774,0.9747899159663865
early_diverse_top5,year,2017,ALL,119,368.7790694565043,284.464670128563,-34.70373741456334,336.3826534898465,368.7790694565043,368.7790694565043,0.5462184873949579
early_diverse_top5,year,2018,ALL,119,423.0693228620557,348.63973772231,-84.20283246608804,406.23500616771054,423.0693228620557,423.0693228620557,0.5714285714285714
early_diverse_top5,year,2019,ALL,119,459.7697791074882,364.42397482578815,279.2257372697846,531.9438598655847,459.7697791074882,459.7697791074882,0.46218487394957986
early_diverse_top5,year,2020,ALL,119,453.437043220056,363.606744558817,310.2922220861909,544.5709001453777,453.437043220056,453.437043220056,0.6386554621848739
early_diverse_top5,year,2021,ALL,119,775.6512520855009,638.1140948337044,611.1744368580202,953.338811167319,775.6512520855009,775.6512520855009,0.2689075630252101
early_diverse_top5,year,2022,ALL,119,627.1044938963283,532.8268423917915,510.10935673239726,696.2051970692875,627.1044938963283,627.1044938963283,0.6554621848739496
early_diverse_top5,state_year,2016,Haryana,22,327.1584091206806,270.9635729182982,118.07827453943428,327.1584091206806,327.1584091206806,327.1584091206806,0.9090909090909091
early_diverse_top5,state_year,2016,Punjab,22,221.20122915657427,186.13775296993725,176.2530220384407,221.2012291565743,221.20122915657427,221.20122915657427,0.9545454545454546
early_diverse_top5,state_year,2016,Uttar Pradesh,75,295.4587322865945,211.51080185720713,-147.40138724503933,295.4587322865945,295.4587322865945,295.4587322865945,1.0
early_diverse_top5,state_year,2017,Haryana,22,349.77468356003095,274.6667668695028,210.1558418082457,349.774683560031,349.77468356003095,349.77468356003095,0.6363636363636364
early_diverse_top5,state_year,2017,Punjab,22,229.5025159563579,187.35891208680022,182.44667897209217,229.5025159563579,229.5025159563579,229.5025159563579,0.5909090909090909
early_diverse_top5,state_year,2017,Uttar Pradesh,75,405.51958598419424,315.8230774434709,-170.22666946000626,405.5195859841943,405.51958598419424,405.51958598419424,0.5066666666666667
early_diverse_top5,state_year,2018,Haryana,22,390.41903257350606,335.0534187165028,199.40411064077864,390.41903257350606,390.41903257350606,390.41903257350606,0.7272727272727273
early_diverse_top5,state_year,2018,Punjab,22,382.46680355790363,345.8223686242786,336.1040816592236,382.4668035579036,382.46680355790363,382.46680355790363,0.45454545454545453
early_diverse_top5,state_year,2018,Uttar Pradesh,75,443.1396663455067,353.45148623276935,-290.68423058752705,443.1396663455067,443.1396663455067,443.1396663455067,0.56
early_diverse_top5,state_year,2019,Haryana,22,595.1624434458117,490.13090897445767,476.0251380287191,595.1624434458117,595.1624434458117,595.1624434458117,0.45454545454545453
early_diverse_top5,state_year,2019,Punjab,22,610.2611153229611,545.6996593744384,545.6996593744384,610.2611153229611,610.2611153229611,610.2611153229611,0.18181818181818182
early_diverse_top5,state_year,2019,Uttar Pradesh,75,349.6510362954428,274.3757400079076,143.33222922979863,349.6510362954428,349.6510362954428,349.6510362954428,0.5466666666666666
early_diverse_top5,state_year,2020,Haryana,22,581.7243359473238,468.9591350333534,450.7024441413251,581.7243359473238,581.7243359473238,581.7243359473238,0.6818181818181818
early_diverse_top5,state_year,2020,Punjab,22,677.4403381215781,650.6622848238597,650.6622848238597,677.4403381215782,677.4403381215781,677.4403381215781,0.3181818181818182
early_diverse_top5,state_year,2020,Uttar Pradesh,75,303.8811957127448,248.50041820854045,169.2633385469687,303.8811957127448,303.8811957127448,303.8811957127448,0.72
early_diverse_top5,state_year,2021,Haryana,22,810.6687037676265,774.6450527589012,774.6450527589012,810.6687037676265,810.6687037676265,810.6687037676265,0.22727272727272727
early_diverse_top5,state_year,2021,Punjab,22,1360.2653908216296,1313.246378749809,1313.246378749809,1360.2653908216298,1360.2653908216296,1360.2653908216296,0.0
early_diverse_top5,state_year,2021,Uttar Pradesh,75,468.0373766039909,400.0262105602558,357.2819532388366,468.0373766039909,468.0373766039909,468.0373766039909,0.36
early_diverse_top5,state_year,2022,Haryana,22,730.0771056650591,672.754255793666,672.754255793666,730.0771056650591,730.0771056650591,730.0771056650591,0.5
early_diverse_top5,state_year,2022,Punjab,22,801.0637378230919,756.4149370020082,756.4149370020082,801.0637378230919,801.0637378230919,801.0637378230919,0.9545454545454546
early_diverse_top5,state_year,2022,Uttar Pradesh,75,528.5729249663507,426.1956267082447,390.1505494620059,528.5729249663507,528.5729249663507,528.5729249663507,0.6133333333333333
