correction_candidate,gamma,development_rmse,development_mae,development_bias,development_equal_state_rmse,development_mean_year_rmse,development_max_year_rmse,development_direction_accuracy,selection_score
d2_future_ensemble_minus_no_future,3.25,255.28526653428574,183.85259004519082,7.715923975662966,263.43745572936126,254.17313170607878,277.9762077301066,0.819327731092437,257.04528012600287
d2_future_ensemble_minus_no_future,1.0,254.78788387707607,184.7431767290779,-3.0148236319127513,264.91000552867905,253.84417965426957,275.75304147339006,0.7899159663865546,257.08248823427516
d2_full_minus_base,2.75,254.5902637535028,188.63969016428305,-12.477804107992947,265.57332814446113,253.87735058758844,272.91660626381804,0.7815126050420168,257.15780155976375
d2_future_ensemble_minus_base,1.5,254.94207563070037,184.94068972946684,4.910401917138666,264.7258307330579,254.2269165565074,273.3092860388435,0.7815126050420168,257.2092246377415
d2_future_ensemble_minus_base,1.25,254.93659555576187,185.03191776845773,2.7946607991429855,264.85932863613556,254.19971738048127,273.5690600963696,0.7773109243697479,257.23305928203513
d2_full_minus_base,1.0,254.78635448279567,186.3466948768739,-9.490866360710804,265.63617604416015,253.9682807430874,274.3692318736872,0.7857142857142857,257.2942914382097
d2_future_ensemble_minus_base,1.75,255.08736340954212,184.97457153420905,7.026143035134319,264.77297093634166,254.38845080484373,273.25850825953603,0.773109243697479,257.3340371400674
d2_future_ensemble_minus_base,1.0,255.07093219582822,185.2314087223206,0.6789196811473363,265.1731918261862,254.30667598316626,274.0372360776415,0.7773109243697479,257.4054330502522
d2_broad_minus_no_future,1.0,255.25948407345265,184.93931041991112,5.089457379503054,264.8849373982386,254.35877760299076,275.7834471630448,0.7857142857142857,257.4406707870337
d2_broad_minus_no_future,1.25,255.37609589469153,184.86755101767065,8.307832922087643,264.7401422179269,254.46405612422308,276.027787137731,0.7857142857142857,257.48909753288325
d2_future_ensemble_minus_no_future,3.5,255.80856857821456,184.35536951554946,8.908229265393613,263.7898894755074,254.66417743793087,278.83400341780026,0.8151260504201681,257.51780101746687
d2_full_minus_base,3.0,254.94590150197888,189.3231909791059,-12.904509500461824,266.02854152587736,254.23838781530193,273.2187685736757,0.773109243697479,257.53968308628424
d2_future_ensemble_minus_no_future,0.75,255.2017713483814,185.32407028437115,-4.2071289216433785,265.58617549655986,254.26390275474745,276.1228106706492,0.7899159663865546,257.56340523701755
d2_effect_minus_base,1.5,255.39867715430034,184.20234149159847,8.008659462802196,264.8106517364574,254.71698688227963,273.36479870509487,0.7689075630252101,257.5812482318344
d2_effect_minus_base,1.25,255.35393834206462,184.32786983529098,5.376542087195948,265.01043951768054,254.6400793652835,273.72053553501564,0.7773109243697479,257.58959889177333
d2_future_ensemble_minus_base,2.0,255.37222027187724,185.21608355011534,9.14188415312997,265.0006528464262,254.68423652377578,273.416843200094,0.7647058823529411,257.6073324784891
d2_broad_minus_no_future,0.75,255.3639874703028,185.271361888037,1.8710818369184672,265.3064714336954,254.46663114914514,275.8558744349152,0.7815126050420168,257.62526938086154
d2_effect_minus_base,1.75,255.56824787325803,184.12230100009918,10.640776838408447,264.7591981135534,254.91504022248586,273.1756970938981,0.7689075630252101,257.70268352063886
d2_full_minus_base,0.75,255.1976391352926,186.50277643659706,-9.064160968241927,266.10920501592244,254.3544013296594,275.0829696462988,0.7857142857142857,257.71472115404174
d2_future_ensemble_minus_base,0.75,255.3448648787554,185.6970010336791,-1.436821436848313,265.66678104425523,254.54735710776487,274.712748485119,0.7773109243697479,257.7259669773827
d2_effect_minus_base,1.0,255.4340970287959,184.67260781150588,2.7444247115897,265.3582264157877,254.68423937996502,274.24225912545546,0.773109243697479,257.7276649633361
d2_full_minus_no_future,1.25,255.21517172264728,186.17735393908404,-14.534750894504791,266.4068390864516,254.16961049456575,277.2475865423273,0.7857142857142857,257.751698256578
