candidate,period,normal,feature_set,model,rows,rmse,mae,bias,equal_state_rmse,mean_year_rmse,max_year_rmse,direction_accuracy
median5__modis__huber_10p0,rolling_2016_2022,median5,modis,huber_10p0,833,1308.8372715274866,1036.4622400037283,544.9339234173909,1284.041160180985,1115.4029877305359,2591.908829828129,0.5006002400960384
median5__modis__huber_10p0,development,median5,modis,huber_10p0,238,2113.916363173368,1997.063777041055,1997.063777041055,2032.1840721763165,2040.8190668548073,2591.908829828129,0.42857142857142855
median5__modis__huber_10p0,late,median5,modis,huber_10p0,238,726.9116708807474,562.5433432644505,279.5198613328391,790.85367432706,669.4656401930763,952.6905223336016,0.7016806722689075
median5__modis__ridge_1000p0,rolling_2016_2022,median5,modis,ridge_1000p0,833,705.5217933642641,547.2943912528729,-283.063472701043,688.0152652349492,622.8173203289143,1329.7115643893558,0.4477791116446579
median5__modis__ridge_1000p0,development,median5,modis,ridge_1000p0,238,496.7761062818405,386.2908666904617,239.18720988126046,560.4614844443486,466.1793137582715,637.8282205314096,0.48739495798319327
median5__modis__ridge_1000p0,late,median5,modis,ridge_1000p0,238,363.92990007705464,276.84386395601814,1.0307568637015285,382.95825201693214,361.9768071703994,399.63000412389164,0.6638655462184874
median5__modis__ridge_100p0,rolling_2016_2022,median5,modis,ridge_100p0,833,1065.0873599703523,796.8598457215849,-100.68646549135786,1094.6092733383923,868.0394403894774,1891.5830470701483,0.42737094837935174
median5__modis__ridge_100p0,development,median5,modis,ridge_100p0,238,1356.7241319824695,1039.1483761746874,997.3477642601613,1451.2835083868847,1106.504245996603,1891.5830470701483,0.4495798319327731
median5__modis__ridge_100p0,late,median5,modis,ridge_100p0,238,393.50579973838126,296.16978165495567,31.49355778871232,435.9604247417093,391.2508122289138,433.31762049812096,0.6428571428571429
median5__modis__state_ridge_100p0,rolling_2016_2022,median5,modis,state_ridge_100p0,833,566.3844240633381,448.3769886448471,-252.283854925168,540.9424452934751,526.6208615201534,905.7895051900066,0.48739495798319327
median5__modis__state_ridge_100p0,development,median5,modis,state_ridge_100p0,238,337.8690080402364,266.70142510165147,63.280031696374316,347.2693719959866,336.16465988489824,370.0584356935033,0.5756302521008403
median5__modis__state_ridge_100p0,late,median5,modis,state_ridge_100p0,238,391.3650491445382,303.66034188232226,40.998133942325445,434.7158906590033,388.791933783674,433.5963299592515,0.6092436974789915
median5__modis__xgb_1p0,rolling_2016_2022,median5,modis,xgb_1p0,833,612.3050565983044,492.40181045812744,-281.0981834219853,592.9163029307945,566.6108898629293,1061.1192171381067,0.5054021608643458
median5__modis__xgb_1p0,development,median5,modis,xgb_1p0,238,415.25218782473513,339.70141884409077,-107.61615765445373,397.951539246198,405.84535864883065,493.7312184695725,0.7058823529411765
median5__modis__xgb_1p0,late,median5,modis,xgb_1p0,238,406.6564810848998,300.96174437749374,195.26452446474838,460.62078353521053,406.65451472974485,407.91913256497463,0.6218487394957983
median5__modis__xgb_2p0,rolling_2016_2022,median5,modis,xgb_2p0,833,643.6196775909773,517.4108870333987,-301.05022877192846,617.7330453531135,588.2668892279734,1130.537412905138,0.5150060024009604
median5__modis__xgb_2p0,development,median5,modis,xgb_2p0,238,425.7919946910704,350.9822746084518,-46.27213396445042,418.48381354315694,421.3244080668245,482.84323372320745,0.6848739495798319
median5__modis__xgb_2p0,late,median5,modis,xgb_2p0,238,380.6097591859301,283.04537558044797,160.32285590422342,408.5719119366279,378.2201611840662,420.8030035207477,0.6890756302521008
median5__none__zero_anomaly,rolling_2016_2022,median5,none,zero_anomaly,833,448.9359312591136,352.17320902089995,-178.36700706553464,431.25080711248347,437.2597182828593,600.7131616012824,0.5846338535414166
median5__none__zero_anomaly,development,median5,none,zero_anomaly,238,326.5596063057834,259.9159663865546,-116.89075630252103,316.4595973701489,325.51141549157694,351.6551500231656,0.6638655462184874
median5__none__zero_anomaly,late,median5,none,zero_anomaly,238,413.45902433203884,298.3205172874355,147.6482483798725,479.76984293803474,408.85650750009904,470.3765942720059,0.6050420168067226
median5__outlook_only__extra_3p0,development,median5,outlook_only,extra_3p0,238,461.84273629096316,369.7814881019462,328.73718327088864,447.9346216715629,441.579318219843,576.8805332373837,0.5042016806722689
median5__outlook_only__extra_3p0,late,median5,outlook_only,extra_3p0,238,470.7845318737501,357.9506764133327,318.0212424783374,533.373941369547,468.897205928433,511.0099798111252,0.5630252100840336
median5__outlook_only__huber_10p0,development,median5,outlook_only,huber_10p0,238,782.1564814283794,635.1576939490808,614.9374177550832,789.4218195782354,723.7267087981392,1020.3551167644639,0.46218487394957986
median5__outlook_only__huber_10p0,late,median5,outlook_only,huber_10p0,238,467.47632770036586,333.022516379792,214.45541300351562,578.0060631362775,467.4085026419791,475.37145549898196,0.6218487394957983
median5__outlook_only__ridge_1000p0,development,median5,outlook_only,ridge_1000p0,238,417.17902512527604,333.6412383685101,280.94580752518283,453.6269592065462,408.86334497034284,491.7434037549392,0.5462184873949579
median5__outlook_only__ridge_1000p0,late,median5,outlook_only,ridge_1000p0,238,458.7570982784938,353.4152912888248,310.02968797763333,515.1704824267482,457.5477332436669,490.8365755858961,0.5462184873949579
median5__outlook_only__ridge_100p0,development,median5,outlook_only,ridge_100p0,238,479.11709297302366,372.0661274932979,306.556446858162,486.7660857837191,444.18030257830605,623.7827735534165,0.5168067226890757
median5__outlook_only__ridge_100p0,late,median5,outlook_only,ridge_100p0,238,389.6412662304351,280.5594055058339,194.71693057852374,443.66093729416826,388.3743063502849,419.7703971354748,0.6470588235294118
median5__outlook_only__state_ridge_100p0,development,median5,outlook_only,state_ridge_100p0,238,419.0552015159178,331.8438050651707,261.08134302919905,461.7652267252708,408.9819349021039,500.3112228730377,0.5588235294117647
median5__outlook_only__state_ridge_100p0,late,median5,outlook_only,state_ridge_100p0,238,436.8534964345117,324.9941735634126,256.7384837908732,493.28499886301796,436.63633047786004,450.4092115812061,0.6134453781512605
median5__outlook_only__xgb_1p0,development,median5,outlook_only,xgb_1p0,238,480.01303047838934,399.19821178712766,355.4812103009024,536.1437822597888,473.6220599408314,551.6903234443234,0.4957983193277311
median5__outlook_only__xgb_1p0,late,median5,outlook_only,xgb_1p0,238,524.0672135227144,396.5390701333023,353.419285299298,621.8899199023975,520.3532838388858,582.6341339258125,0.5504201680672269
median5__outlook_only__xgb_2p0,development,median5,outlook_only,xgb_2p0,238,481.67245427620173,402.02102095640004,360.7775133948366,537.7683415155518,476.36097819619766,547.6952032247304,0.49159663865546216
median5__outlook_only__xgb_2p0,late,median5,outlook_only,xgb_2p0,238,516.834336622713,390.65448581962113,345.99025846820007,611.0777274857596,512.8219572650405,577.0977043170411,0.5462184873949579
median5__physical__extra_3p0,rolling_2016_2022,median5,physical,extra_3p0,833,505.05909094008666,396.04137060320676,-240.2823181551574,491.3787381130285,471.9627773024793,897.9536975645652,0.5054021608643458
median5__physical__extra_3p0,development,median5,physical,extra_3p0,238,336.47920746499875,264.6623769459215,-78.20972760770903,329.8652315150961,336.16856771309926,350.62370998140824,0.592436974789916
median5__physical__extra_3p0,late,median5,physical,extra_3p0,238,438.5755997701999,347.0337107268936,-73.02283097387289,465.93802112404956,438.56481847382145,441.63999502396837,0.5462184873949579
median5__physical__huber_10p0,rolling_2016_2022,median5,physical,huber_10p0,833,905.4457311323031,753.3841709774432,-95.4700248286742,997.5012322827611,858.3569257270458,1355.5543524725706,0.5018007202881153
median5__physical__huber_10p0,development,median5,physical,huber_10p0,238,755.2816031484965,594.932319561767,564.9621491479732,850.7766129278284,730.4686556817278,922.4734554162454,0.4831932773109244
median5__physical__huber_10p0,late,median5,physical,huber_10p0,238,775.1726844449859,721.7034282027915,-701.2764796575151,789.8286862665119,768.5439493994083,869.7016903350643,0.5672268907563025
median5__physical__ridge_1000p0,rolling_2016_2022,median5,physical,ridge_1000p0,833,516.7272776769735,421.8012326253386,-211.56918598036555,520.1299674339137,490.7171820821574,824.7921882162669,0.5654261704681873
median5__physical__ridge_1000p0,development,median5,physical,ridge_1000p0,238,345.53440147150764,273.47581251087473,33.00970701751584,379.54402857625354,345.52661616183786,347.84612559768425,0.6638655462184874
median5__physical__ridge_1000p0,late,median5,physical,ridge_1000p0,238,478.77047382548096,396.96207349079424,-264.252442783665,494.8409747432136,464.0113388899002,581.9716881123306,0.5672268907563025
median5__physical__ridge_100p0,rolling_2016_2022,median5,physical,ridge_100p0,833,496.88771502580187,413.26267981562415,-109.60754183744771,533.1729884346584,485.265119857815,622.223377339088,0.6398559423769508
median5__physical__ridge_100p0,development,median5,physical,ridge_100p0,238,353.0034997905079,281.44222242428776,25.129855240519547,392.2495378187913,352.488432235475,371.5508561244797,0.6428571428571429
median5__physical__ridge_100p0,late,median5,physical,ridge_100p0,238,521.8458901023406,453.18795031409934,-407.84565159785467,520.9950165622985,509.5331685590378,622.223377339088,0.5882352941176471
median5__physical__state_ridge_100p0,rolling_2016_2022,median5,physical,state_ridge_100p0,833,500.07742724232844,402.20027038836463,-161.15298416319834,507.0289562311113,484.345226764559,724.7242447131912,0.5678271308523409
median5__physical__state_ridge_100p0,development,median5,physical,state_ridge_100p0,238,405.49781050863953,307.49373079303524,85.47205922577386,479.2531018421957,399.35977680518977,469.6466390015457,0.680672268907563
median5__physical__state_ridge_100p0,late,median5,physical,state_ridge_100p0,238,427.2934808061868,337.2920864077928,-31.626198137160443,480.5796229361856,427.12708441947893,439.05069523091123,0.5756302521008403
median5__physical__xgb_1p0,rolling_2016_2022,median5,physical,xgb_1p0,833,502.73639473614145,395.1838250915546,-294.2540404711019,477.730780151504,468.5969187115643,896.8311228917761,0.5546218487394958
median5__physical__xgb_1p0,development,median5,physical,xgb_1p0,238,386.6493162000204,321.7285991265994,-215.26697545492348,381.3712278101523,382.82166602274003,437.09196859714126,0.5966386554621849
median5__physical__xgb_1p0,late,median5,physical,xgb_1p0,238,365.6791462198664,290.12783125208296,-126.31092776731195,340.7769490319432,364.6908197296648,391.55797411928336,0.7100840336134454
median5__physical__xgb_2p0,rolling_2016_2022,median5,physical,xgb_2p0,833,571.9867749448545,466.75373542400024,-390.1690997194697,541.2417990719874,534.153149698533,962.2737651624785,0.5330132052821128
median5__physical__xgb_2p0,development,median5,physical,xgb_2p0,238,509.7555429207144,430.40848379876434,-326.05981327906375,499.79057287647714,482.3755761276442,647.1921926865203,0.5840336134453782
median5__physical__xgb_2p0,late,median5,physical,xgb_2p0,238,492.36315926256106,410.49854067863237,-327.7259248491086,427.9507513713939,482.431910079404,580.8236411148312,0.6512605042016807
median5__physical_modis__extra_3p0,rolling_2016_2022,median5,physical_modis,extra_3p0,833,582.6337829970118,425.8048211574507,-264.3852616041685,576.2892242238186,503.6198227696511,1205.4802268011842,0.5078031212484994
median5__physical_modis__extra_3p0,development,median5,physical_modis,extra_3p0,238,322.7948207956429,253.57108010636736,-100.2710420008748,319.17526424996043,322.6446709291645,332.48909338568234,0.6134453781512605
median5__physical_modis__extra_3p0,late,median5,physical_modis,extra_3p0,238,376.05804396095454,270.94403428183034,88.50356440619969,422.96519128717296,372.6773145174192,422.98905938702023,0.6050420168067226
median5__physical_modis__huber_10p0,rolling_2016_2022,median5,physical_modis,huber_10p0,833,1451.2832171794212,1231.2397203828516,109.51911239180191,1508.2293147103421,1310.9760201223057,2183.339339219299,0.4897959183673469
median5__physical_modis__huber_10p0,development,median5,physical_modis,huber_10p0,238,1567.1459856716358,1213.7490587735265,1205.0362493132584,1602.4608046519897,1282.0130505235124,2183.339339219299,0.453781512605042
median5__physical_modis__huber_10p0,late,median5,physical_modis,huber_10p0,238,995.6461843138158,927.4112509870606,-922.9319877171034,990.0246781373597,967.3483679428098,1203.0355745897612,0.5630252100840336
median5__physical_modis__ridge_1000p0,rolling_2016_2022,median5,physical_modis,ridge_1000p0,833,641.1932781969614,499.26982166565114,-292.8168128128013,635.0121165576762,570.5073569662517,1250.412195941207,0.4921968787515006
median5__physical_modis__ridge_1000p0,development,median5,physical_modis,ridge_1000p0,238,397.1294712178343,307.6304172950656,183.92374128847237,424.2651533765163,390.8850671757418,461.0326342666428,0.5630252100840336
median5__physical_modis__ridge_1000p0,late,median5,physical_modis,ridge_1000p0,238,484.5364267262267,405.6803263161297,-295.70553593388615,490.4570120609918,476.28826229159574,565.3109561840637,0.5882352941176471
median5__physical_modis__ridge_100p0,rolling_2016_2022,median5,physical_modis,ridge_100p0,833,670.6443255369355,521.2268646765382,-224.1502596508268,690.4102186179405,595.7369831863624,1283.5422794528304,0.5018007202881153
median5__physical_modis__ridge_100p0,development,median5,physical_modis,ridge_100p0,238,533.3067592899554,404.20322067658583,287.1306643346708,595.2144432703853,493.32755913005553,695.9207942272225,0.49159663865546216
median5__physical_modis__ridge_100p0,late,median5,physical_modis,ridge_100p0,238,543.7834705471894,473.3065477913117,-419.2253510250733,544.3164996386582,539.4357061957497,608.0620985054059,0.5798319327731093
median5__physical_modis__state_ridge_100p0,rolling_2016_2022,median5,physical_modis,state_ridge_100p0,833,556.7700248382355,443.8574450331871,-176.01823560069522,565.8372345549816,524.1480978632466,948.4724603186646,0.5090036014405762
median5__physical_modis__state_ridge_100p0,development,median5,physical_modis,state_ridge_100p0,238,406.63911498629665,314.71655852221824,193.61764152376867,466.3638525385131,404.35664909020454,447.3807141396595,0.5840336134453782
median5__physical_modis__state_ridge_100p0,late,median5,physical_modis,state_ridge_100p0,238,432.0584175090232,341.51672711058075,-33.41388121803821,485.1504015041868,431.4388013069815,454.5696652596378,0.5798319327731093
median5__physical_modis__xgb_1p0,rolling_2016_2022,median5,physical_modis,xgb_1p0,833,527.9193736461051,420.7517364990814,-334.00654002815855,498.974041606763,493.78010607637617,928.9387918182447,0.5498199279711885
median5__physical_modis__xgb_1p0,development,median5,physical_modis,xgb_1p0,238,438.0683581740777,373.82371932769024,-312.4256386200921,407.397099359945,438.0242051602145,444.24370088690443,0.6176470588235294
median5__physical_modis__xgb_1p0,late,median5,physical_modis,xgb_1p0,238,358.2159870825358,282.15866818187703,-107.58837526545717,338.441429759038,357.73282128078813,376.33179920978057,0.7100840336134454
median5__physical_modis__xgb_2p0,rolling_2016_2022,median5,physical_modis,xgb_2p0,833,593.4562826089721,488.61108707328003,-418.04564083956274,564.2920575419165,553.6531179262195,976.4177174118178,0.5306122448979592
median5__physical_modis__xgb_2p0,development,median5,physical_modis,xgb_2p0,238,542.1307205897513,461.2647748293997,-366.9103840819928,534.0632191017952,510.676012658941,692.6532867948289,0.5756302521008403
median5__physical_modis__xgb_2p0,late,median5,physical_modis,xgb_2p0,238,516.010476603942,428.1019152304575,-346.5223727327426,449.3050361229167,497.4831721400066,634.5134804755858,0.6680672268907563
median5__physical_modis_outlook__extra_3p0,development,median5,physical_modis_outlook,extra_3p0,238,498.8449228804915,420.7379013465945,397.38204833169533,496.0791721635033,496.2127735785954,547.3903118261622,0.4789915966386555
median5__physical_modis_outlook__extra_3p0,late,median5,physical_modis_outlook,extra_3p0,238,487.55594165306036,375.6543317971671,340.39863412969544,552.3093809714763,484.3823379168881,539.9210357353649,0.542016806722689
median5__physical_modis_outlook__huber_10p0,development,median5,physical_modis_outlook,huber_10p0,238,1083.945680749892,883.6495426418857,879.3556217528225,943.8287535558765,1003.6133702877557,1413.1233723585221,0.48739495798319327
median5__physical_modis_outlook__huber_10p0,late,median5,physical_modis_outlook,huber_10p0,238,632.0582188486884,529.4615217322993,-372.4860780181146,663.2256627832315,605.5166748602891,786.7544978452152,0.5336134453781513
median5__physical_modis_outlook__ridge_1000p0,development,median5,physical_modis_outlook,ridge_1000p0,238,498.2283796995051,420.2073745286659,386.21256713825346,539.8150452777843,495.56305374674076,547.0293349335446,0.5336134453781513
median5__physical_modis_outlook__ridge_1000p0,late,median5,physical_modis_outlook,ridge_1000p0,238,443.6215148081854,327.4576188090999,260.79900279089736,506.8521831255075,442.366379230127,475.7135669306894,0.5756302521008403
median5__physical_modis_outlook__ridge_100p0,development,median5,physical_modis_outlook,ridge_100p0,238,496.12340166038524,411.5382150276279,375.5072264173361,490.08965575432836,495.63462402747643,517.6516433583032,0.5042016806722689
median5__physical_modis_outlook__ridge_100p0,late,median5,physical_modis_outlook,ridge_100p0,238,402.129795411171,284.57937288523925,56.59759695279768,457.3088290813138,396.0357566677934,465.77851111582606,0.6386554621848739
median5__physical_modis_outlook__state_ridge_100p0,development,median5,physical_modis_outlook,state_ridge_100p0,238,519.5839597702186,433.5183021733502,391.88306543056484,581.8669515147442,519.5749254672777,522.6389222317947,0.5252100840336135
median5__physical_modis_outlook__state_ridge_100p0,late,median5,physical_modis_outlook,state_ridge_100p0,238,458.3051124237333,343.8842056812545,278.78027166161485,519.5762897338396,457.96035187045027,475.73370800890035,0.6008403361344538
median5__physical_modis_outlook__xgb_1p0,development,median5,physical_modis_outlook,xgb_1p0,238,487.8503212311576,407.2288179898462,365.891350828299,546.7935587388607,483.07995797614615,551.1364795380696,0.49159663865546216
median5__physical_modis_outlook__xgb_1p0,late,median5,physical_modis_outlook,xgb_1p0,238,522.695902785721,395.0921688189035,350.5795732094469,620.9929538488565,518.8641932606846,582.0382048550019,0.5504201680672269
median5__physical_modis_outlook__xgb_2p0,development,median5,physical_modis_outlook,xgb_2p0,238,506.19986989169644,427.3579111770421,391.6262785276445,568.9092901529075,504.44996893804216,546.5039475462399,0.4957983193277311
median5__physical_modis_outlook__xgb_2p0,late,median5,physical_modis_outlook,xgb_2p0,238,519.8540876868877,391.4327088653549,347.3159381250382,616.4615697585533,515.381154734689,583.429210027291,0.5504201680672269
median5__physical_modis_outlook_broad__extra_3p0,development,median5,physical_modis_outlook_broad,extra_3p0,238,494.2372441867567,416.89813038180245,394.19850453636474,494.53440386853407,491.66373623437886,542.0346009616289,0.47478991596638653
median5__physical_modis_outlook_broad__extra_3p0,late,median5,physical_modis_outlook_broad,extra_3p0,238,488.5298344141696,377.11477320085925,342.8896395504547,552.6795909496675,485.180701882562,542.2866178062253,0.5378151260504201
median5__physical_modis_outlook_broad__huber_10p0,development,median5,physical_modis_outlook_broad,huber_10p0,238,1060.2961646262881,848.9861783677976,816.2743525833081,906.5440832887641,1000.3154692760868,1351.879003574198,0.49159663865546216
median5__physical_modis_outlook_broad__huber_10p0,late,median5,physical_modis_outlook_broad,huber_10p0,238,579.1617972910176,485.9382493144006,-367.2303726580097,576.9520265588206,559.8951372728183,708.0363627963495,0.6176470588235294
median5__physical_modis_outlook_broad__ridge_1000p0,development,median5,physical_modis_outlook_broad,ridge_1000p0,238,509.5617532864461,431.3536826279453,397.09328728725734,557.7492152199837,507.97647890953914,548.1396123408772,0.5168067226890757
median5__physical_modis_outlook_broad__ridge_1000p0,late,median5,physical_modis_outlook_broad,ridge_1000p0,238,451.4090232289776,334.17018190387637,272.14030955732864,517.3721953108942,449.74541791558113,488.4644741602643,0.5756302521008403
median5__physical_modis_outlook_broad__ridge_100p0,development,median5,physical_modis_outlook_broad,ridge_100p0,238,524.2879131583188,428.7567210043877,400.24933230237355,512.9385202013884,517.5014429777557,601.5851655395302,0.4789915966386555
median5__physical_modis_outlook_broad__ridge_100p0,late,median5,physical_modis_outlook_broad,ridge_100p0,238,409.85964356903554,289.41514394132514,85.54516865190776,472.42303624778,403.5889310042958,475.00953165527505,0.6302521008403361
median5__physical_modis_outlook_broad__state_ridge_100p0,development,median5,physical_modis_outlook_broad,state_ridge_100p0,238,519.7993904053087,434.4826317094948,394.47026005216753,581.268237330632,518.9024222712978,549.42589564361,0.5126050420168067
median5__physical_modis_outlook_broad__state_ridge_100p0,late,median5,physical_modis_outlook_broad,state_ridge_100p0,238,475.10119219765346,352.17362637931507,288.8130263869878,545.1606817670084,475.09768995979954,476.9219219883117,0.5840336134453782
median5__physical_modis_outlook_broad__xgb_1p0,development,median5,physical_modis_outlook_broad,xgb_1p0,238,488.99140556963533,408.64858746027744,367.48646461162247,547.5743016134828,484.2372606984826,552.2583608968581,0.49159663865546216
median5__physical_modis_outlook_broad__xgb_1p0,late,median5,physical_modis_outlook_broad,xgb_1p0,238,523.8616896524111,396.0323304568027,351.30884003028234,622.4187294024474,520.1403433099703,582.470858684587,0.5462184873949579
median5__physical_modis_outlook_broad__xgb_2p0,development,median5,physical_modis_outlook_broad,xgb_2p0,238,504.6064184430122,425.8115058786729,389.7806519219855,567.1277891692575,502.7136427959608,546.3786274026166,0.4957983193277311
median5__physical_modis_outlook_broad__xgb_2p0,late,median5,physical_modis_outlook_broad,xgb_2p0,238,522.2011206047349,394.53971857073014,352.2433874515935,618.0221468049102,517.9386798281669,584.5234701236725,0.542016806722689
trend5__history__extra_3p0,rolling_2016_2022,trend5,history,extra_3p0,833,604.848327750845,472.06205662953994,149.0168376967697,589.1001058117298,554.0288522105577,966.9468356519293,0.49939975990396157
trend5__history__extra_3p0,development,trend5,history,extra_3p0,238,657.1384175353353,544.6764772809778,528.0845512621889,660.6316269845194,616.6786996908462,843.6991418286675,0.4327731092436975
trend5__history__extra_3p0,late,trend5,history,extra_3p0,238,395.5184875587969,282.0939482608903,134.11664732038415,475.3861595638545,383.0645892667759,481.53486118005156,0.5756302521008403
trend5__history__huber_10p0,rolling_2016_2022,trend5,history,huber_10p0,833,827.272602015584,593.5822087112161,-109.02111322645062,812.2017750789882,692.3933078274595,1462.5048926827487,0.5294117647058824
trend5__history__huber_10p0,development,trend5,history,huber_10p0,238,338.1430007444991,261.4783176191694,-102.38520962435231,352.5317134678254,332.3811653501618,394.5378212525087,0.7184873949579832
trend5__history__huber_10p0,late,trend5,history,huber_10p0,238,447.49304276923965,326.9107743998132,102.48067841387908,529.951729366666,442.1882838463399,510.887228204323,0.5756302521008403
trend5__history__ridge_1000p0,rolling_2016_2022,trend5,history,ridge_1000p0,833,565.5439649227428,403.3154126760616,-104.42819259207862,538.7346782765616,490.3574677899599,1164.5877752160002,0.5198079231692677
trend5__history__ridge_1000p0,development,trend5,history,ridge_1000p0,238,394.4598113958899,292.27541337383997,197.3757467207204,411.745938813044,386.6535131253684,464.74066696190937,0.6008403361344538
trend5__history__ridge_1000p0,late,trend5,history,ridge_1000p0,238,406.9325780849585,301.21666524994396,23.807914780128783,472.3174397848405,401.9251508329239,465.5670885375712,0.6050420168067226
trend5__history__ridge_100p0,rolling_2016_2022,trend5,history,ridge_100p0,833,570.1448621527479,424.0011549260834,-35.481099680371024,566.1302663433054,524.833400811766,1018.0927077784297,0.5330132052821128
trend5__history__ridge_100p0,development,trend5,history,ridge_100p0,238,455.8917021061144,346.4828068288748,211.71735290678689,468.6381187137112,439.06489933530565,561.7810686891771,0.5546218487394958
trend5__history__ridge_100p0,late,trend5,history,ridge_100p0,238,461.59849900491747,335.6565644301467,77.92686397682793,551.8565060754479,453.71674098344556,538.6537366623237,0.6176470588235294
trend5__history__state_ridge_100p0,rolling_2016_2022,trend5,history,state_ridge_100p0,833,637.2243645064796,464.5938682636061,-73.92492717805729,603.5427066393053,553.5557526295586,1287.213187462584,0.48139255702280914
trend5__history__state_ridge_100p0,development,trend5,history,state_ridge_100p0,238,536.27193729884,423.34839019005074,366.9701597646994,506.9095733301449,513.9569449897417,667.044663083202,0.4579831932773109
trend5__history__state_ridge_100p0,late,trend5,history,state_ridge_100p0,238,394.57911590588645,298.0468806516275,-8.647805086004796,457.4351571716376,393.88315127010867,417.3083909615098,0.5882352941176471
trend5__history__xgb_1p0,rolling_2016_2022,trend5,history,xgb_1p0,833,585.0429242999483,432.411613276306,-73.70843711542445,566.6985480713254,536.7112580584198,1073.1007767965382,0.5066026410564226
trend5__history__xgb_1p0,development,trend5,history,xgb_1p0,238,450.4737352931567,338.6804513104823,212.26435406167965,461.5631913010253,437.94560912818423,543.4455126082952,0.5042016806722689
trend5__history__xgb_1p0,late,trend5,history,xgb_1p0,238,466.16631621068166,340.95148982719405,100.0449591426606,567.726156477576,458.1569265202753,544.199154820874,0.5798319327731093
trend5__history__xgb_2p0,rolling_2016_2022,trend5,history,xgb_2p0,833,563.2702323844088,422.1712940613656,-65.16989745219027,541.2198240246547,514.6928327500724,1008.300301529333,0.4849939975990396
trend5__history__xgb_2p0,development,trend5,history,xgb_2p0,238,445.45434520906133,341.4373019167355,239.00138769881062,447.5186744080885,423.03103625797394,562.5814430224773,0.46218487394957986
trend5__history__xgb_2p0,late,trend5,history,xgb_2p0,238,427.4412551461182,305.8872064046621,105.26595353655647,512.9037520000351,415.05661111624426,517.203741127751,0.5630252100840336
trend5__modis__extra_3p0,rolling_2016_2022,trend5,modis,extra_3p0,833,952.9971946391755,709.8303853225887,30.207902124485653,970.7078630458569,787.406584694428,1932.3014626553195,0.453781512605042
trend5__modis__extra_3p0,development,trend5,modis,extra_3p0,238,940.8435774436025,810.2250274936745,804.7163223393118,1000.3378178975731,880.5674865380016,1211.9095135569455,0.4327731092436975
trend5__modis__extra_3p0,late,trend5,modis,extra_3p0,238,423.03044001836577,320.2004037233596,83.65147024520154,503.99916506512596,419.4358291866947,474.4661696962901,0.5168067226890757
trend5__modis__huber_10p0,rolling_2016_2022,trend5,modis,huber_10p0,833,1217.995480762226,968.2994303269147,-74.96000889192344,1272.445708390465,1072.518345889822,2197.298127696858,0.4417767106842737
trend5__modis__huber_10p0,development,trend5,modis,huber_10p0,238,1274.2041449098956,1063.5134777925755,1050.1495841461765,1271.8575892358556,1165.8871381504898,1679.9915866829053,0.4957983193277311
trend5__modis__huber_10p0,late,trend5,modis,huber_10p0,238,623.2166918627869,507.7174781809685,487.5026630345679,719.0584189641063,614.0734976386916,720.4350720637609,0.5588235294117647
trend5__modis__ridge_1000p0,rolling_2016_2022,trend5,modis,ridge_1000p0,833,951.9793111201963,683.6046683696504,-102.46698261467387,950.419884304629,753.4741513356499,1968.498522751268,0.4777911164465786
trend5__modis__ridge_1000p0,development,trend5,modis,ridge_1000p0,238,974.0572570103643,829.0242564001339,825.200397524554,992.8281928960424,903.408590485753,1267.6069685314274,0.4327731092436975
trend5__modis__ridge_1000p0,late,trend5,modis,ridge_1000p0,238,354.93654855215703,271.8199743637995,2.575194085012857,393.9379931851107,352.23744090392063,395.9265553785211,0.6764705882352942
trend5__modis__ridge_100p0,rolling_2016_2022,trend5,modis,ridge_100p0,833,1153.3325865512656,852.837760657185,-46.08758293557276,1182.4446782427758,926.7631469557199,2087.0031360983057,0.4561824729891957
trend5__modis__ridge_100p0,development,trend5,modis,ridge_100p0,238,1421.674473733127,1176.082290110009,1172.0454813634226,1479.6708722939843,1252.7336630554914,1924.9067648023063,0.46218487394957986
trend5__modis__ridge_100p0,late,trend5,modis,ridge_100p0,238,416.0619772335573,317.41820945726386,114.62209209050107,490.0184268047248,415.2826315061765,440.7366070071154,0.6596638655462185
trend5__modis__state_ridge_100p0,rolling_2016_2022,trend5,modis,state_ridge_100p0,833,831.6156382863164,602.7203100471526,-59.93880186491632,809.7287970121043,687.9691769929366,1677.1876020741815,0.46938775510204084
trend5__modis__state_ridge_100p0,development,trend5,modis,state_ridge_100p0,238,850.556560776413,715.1686846570578,707.0165880625743,785.2415340898293,811.7120205139996,1065.8184132570393,0.4327731092436975
trend5__modis__state_ridge_100p0,late,trend5,modis,state_ridge_100p0,238,378.7102899787165,289.6960101533931,-19.06243943044298,434.950651790602,378.69439046280445,382.1646019503795,0.6092436974789915
trend5__modis__xgb_1p0,rolling_2016_2022,trend5,modis,xgb_1p0,833,795.8908108240839,566.5021438378243,-101.98430445564956,813.7461378848229,660.5740847276468,1733.042563832658,0.48259303721488594
trend5__modis__xgb_1p0,development,trend5,modis,xgb_1p0,238,490.18403485756136,390.1830106299965,356.5349028363448,558.1169729243663,490.17072367876153,493.7831574121526,0.5294117647058824
trend5__modis__xgb_1p0,late,trend5,modis,xgb_1p0,238,449.93112312785775,314.33260885156346,166.30896960461658,554.767826438337,433.60502159246164,553.7078975317846,0.5588235294117647
