candidate,feature_set,depth,outlook_weight,development_rmse,development_mae,development_bias,development_equal_state_rmse,development_mean_year_rmse,development_max_year_rmse,development_direction_accuracy,selection_score,period,model_rmse,model_mae,model_bias,model_equal_state_rmse,model_mean_year_rmse,model_max_year_rmse,model_direction_accuracy,v5_rmse,v5_mae,v5_bias,v5_equal_state_rmse,v5_mean_year_rmse,v5_max_year_rmse,v5_direction_accuracy,bootstrap_mean_gain,bootstrap_p025,bootstrap_p975,bootstrap_probability_positive,bootstrap_draws
xgb_d2__base_full,base_full,2,0.05,256.793528682412,187.07904769083797,5.066037180084893,268.12818827734236,255.85857548950017,277.7516273929811,0.773109243697479,259.39345528291665,development,256.793528682412,187.07904769083797,5.066037180084893,268.12818827734236,255.85857548950017,277.7516273929811,0.773109243697479,256.9986380355725,187.52847148620847,-7.784044790835296,268.2141762628503,256.063649799484,277.9658689451882,0.7773109243697479,,,,,
xgb_d2__base_full,base_full,2,0.05,256.793528682412,187.07904769083797,5.066037180084893,268.12818827734236,255.85857548950017,277.7516273929811,0.773109243697479,259.39345528291665,late,289.76590470214273,209.8006561047465,36.8279010708359,314.70307441017695,289.7658100463367,290.0000237128167,0.7773109243697479,288.61001033283793,208.89521311406367,37.87685343612686,312.20452345818313,288.60268458196344,290.65902025605124,0.7815126050420168,-1.2614999922015206,-5.261395025779481,1.0945217879699385,0.2898,5000.0
