candidate,normal,feature_set,model,selection_years,shrink,log_offset,rmse,mae,bias,equal_state_rmse,mean_year_rmse,max_year_rmse,direction_accuracy,selection_score,protocol
mean5__history__huber_10p0,mean5,history,huber_10p0,2019-2020,0.8,0.06462789453029463,332.4083766104182,267.4883884429696,17.574774609717466,359.2361274988096,331.9291571425048,349.77190018946965,0.6764705882352942,338.9955094655377,select_2019_2020_test_2021_2022
trend5__history__extra_3p0,trend5,history,extra_3p0,2019-2020,0.4,-0.09890962214070512,338.22459705690767,257.5774900977053,-11.002089315018964,342.1716134144498,337.46554069202125,360.1125471111776,0.5756302521008403,339.02158705507156,select_2019_2020_test_2021_2022
trend5__outlook_only__ridge_1000p0,trend5,outlook_only,ridge_1000p0,2019-2020,1.2,-0.08223991216638754,338.694644794233,256.8159505856776,-16.887035734636903,340.9663179528946,337.7784483819722,362.6738740854824,0.6092436974789915,339.03351398083316,select_2019_2020_test_2021_2022
ewma5__modis__extra_3p0,ewma5,modis,extra_3p0,2019-2020,0.8,-0.008886534811087423,333.66676270344925,267.41085121682994,22.57209358611817,356.38044622962906,332.7003409471299,358.07733183776645,0.6554621848739496,339.10357814591435,select_2019_2020_test_2021_2022
mean5__physical_modis_outlook__xgb_2p0,mean5,physical_modis_outlook,xgb_2p0,2019-2020,0.5,0.00489668512574935,332.16221397922465,260.71324698448103,25.550447903536877,360.96700806705354,331.1756896206816,356.7569132006083,0.6848739495798319,339.1167814115461,select_2019_2020_test_2021_2022
mean5__history__huber_10p0,mean5,history,huber_10p0,2019-2020,1.0,0.06057807689120409,333.0889648122351,268.01786735095703,13.35599250596125,357.88773769105364,332.4955082752636,352.37000088414567,0.6848739495798319,339.14029389769684,select_2019_2020_test_2021_2022
weighted3__physical_modis__ridge_1000p0,weighted3,physical_modis,ridge_1000p0,2019-2020,1.1,-0.1,341.8639531354226,260.79500360954296,30.9908163937507,336.7839323578686,336.202970988021,398.1588000294144,0.6554621848739496,339.1787024041837,select_2019_2020_test_2021_2022
ewma5__physical__state_ridge_100p0,ewma5,physical,state_ridge_100p0,2019-2020,0.5,-0.005533773983015856,329.3997509467197,252.05965222017264,14.79888669478641,369.05640354611296,328.97843702248474,345.63328310414977,0.6890756302521008,339.20858561550926,select_2019_2020_test_2021_2022
trend5__history__xgb_2p0,trend5,history,xgb_2p0,2019-2020,0.7,-0.06474839866371682,342.3911723860866,256.62245446965954,-5.974372743593304,331.10250830788436,340.99893464044584,371.84438004166896,0.6008403361344538,339.2209469301259,select_2019_2020_test_2021_2022
mean5__physical_modis_outlook_broad__xgb_2p0,mean5,physical_modis_outlook_broad,xgb_2p0,2019-2020,0.5,0.004959870400600772,332.2873342912988,260.8056736451486,25.572928869328898,361.3365188166537,331.2837330462552,357.08994837037613,0.680672268907563,339.2987301113766,select_2019_2020_test_2021_2022
median5__physical__xgb_2p0,median5,physical,xgb_2p0,2019-2020,0.5,0.06060400686538901,335.33186770641976,259.7241357773573,17.424435013206995,352.92563437009915,334.0813037100671,363.0147447577146,0.5966386554621849,339.41766837325144,select_2019_2020_test_2021_2022
median5__physical__state_ridge_100p0,median5,physical,state_ridge_100p0,2019-2020,0.4,0.014404856704213657,331.5471440036485,260.4498209749273,20.883541840405048,363.5664113352008,331.3605921131756,342.4811447694839,0.6848739495798319,339.5053228639183,select_2019_2020_test_2021_2022
mean5__physical_modis__ridge_1000p0,mean5,physical_modis,ridge_1000p0,2019-2020,0.5,0.02797513187882269,332.8245562334806,259.45740842327774,21.92353889298087,359.8487999736639,332.6346433495444,343.87649709946976,0.7058823529411765,339.5331389475424,select_2019_2020_test_2021_2022
median5__physical_modis_outlook__huber_10p0,median5,physical_modis_outlook,huber_10p0,2019-2020,0.5,-0.08089516640162848,343.038259420219,266.9107764514774,-5.271677567012536,334.699060785581,337.58275868362546,398.51820375139044,0.6512605042016807,339.5895845774111,select_2019_2020_test_2021_2022
mean5__modis__ridge_1000p0,mean5,modis,ridge_1000p0,2019-2020,0.6,0.015679544107845562,332.2318353381074,255.17431914370468,23.659029177611988,364.27724109005845,329.68562396298074,370.73902533567224,0.6596638655462185,339.6066339323135,select_2019_2020_test_2021_2022
trend5__physical_modis_outlook__xgb_2p0,trend5,physical_modis_outlook,xgb_2p0,2019-2020,0.5,-0.1,337.31364654128623,253.6754566997375,15.66911765357261,347.9798824210273,336.00259774734036,365.71371435407156,0.5798319327731093,339.65244331273504,select_2019_2020_test_2021_2022
mean5__physical__xgb_2p0,mean5,physical,xgb_2p0,2019-2020,0.6,0.09203773815381362,331.83817358788,252.51429310399607,24.011546154215836,365.85811506774877,329.117433531424,371.52366415651875,0.6512605042016807,339.6629739437332,select_2019_2020_test_2021_2022
mean5__physical_modis_outlook__ridge_1000p0,mean5,physical_modis_outlook,ridge_1000p0,2019-2020,0.4,0.01510564012768627,334.170103974465,265.09841310215234,25.076624631711432,356.7529737603719,333.629731682772,352.6260610015203,0.6974789915966386,339.6807283480185,select_2019_2020_test_2021_2022
ewma5__modis__xgb_1p0,ewma5,modis,xgb_1p0,2019-2020,0.5,0.018874038699544477,332.88945966354146,264.51612949434656,24.245623285779363,360.8347332511558,332.4766575666524,349.04966358220526,0.6554621848739496,339.7725775362228,select_2019_2020_test_2021_2022
median5__history__xgb_1p0,median5,history,xgb_1p0,2019-2020,1.2,0.02258827131275844,333.72589500175377,251.61992523394224,14.055763923945808,358.35136928208993,333.68476302152646,338.92422119859964,0.680672268907563,339.87198057678097,select_2019_2020_test_2021_2022
trend5__physical_modis_outlook_broad__xgb_2p0,trend5,physical_modis_outlook_broad,xgb_2p0,2019-2020,0.5,-0.1,337.53250053261104,253.65373235057334,15.501852554261172,348.3051525992109,336.23716215211834,365.77966887864966,0.5798319327731093,339.90182895413784,select_2019_2020_test_2021_2022
mean5__outlook_only__xgb_2p0,mean5,outlook_only,xgb_2p0,2019-2020,0.5,0.0071791848136363865,332.826639096624,260.83351896276275,26.277304346096663,362.1739166642741,331.90231384823693,356.68992677366447,0.6680672268907563,339.93237717643973,select_2019_2020_test_2021_2022
ewma5__modis__ridge_1000p0,ewma5,modis,ridge_1000p0,2019-2020,0.7,-0.03927598345589094,336.4357280134945,253.71523134465815,10.34635948645563,352.56129679640435,334.8308922569993,367.65272453906096,0.6176470588235294,340.0659112700982,select_2019_2020_test_2021_2022
median5__modis__ridge_1000p0,median5,modis,ridge_1000p0,2019-2020,0.5,-0.008618041612009205,335.43872631238213,260.78079186878045,18.684821652035183,356.0470047069869,333.35388360641355,370.69457715373403,0.6134453781512605,340.0695852345412,select_2019_2020_test_2021_2022
trend5__outlook_only__state_ridge_100p0,trend5,outlook_only,state_ridge_100p0,2019-2020,0.3,-0.08534789414142105,336.9344836190769,257.5305019502811,-10.361857847453553,349.88542983257014,336.69259153828716,349.45758487499313,0.5966386554621849,340.11174715225275,select_2019_2020_test_2021_2022
trend5__physical__xgb_1p0,trend5,physical,xgb_1p0,2019-2020,0.6,-0.1,337.6700909052921,253.1629589832498,121.0593434378444,348.41147020335893,337.639843101819,342.159427393243,0.6638655462184874,340.34787377894054,select_2019_2020_test_2021_2022
mean5__history__ridge_1000p0,mean5,history,ridge_1000p0,2019-2020,0.5,0.06494041870286031,332.6202809664538,260.5414417871234,26.625103043060022,363.9700044829736,332.38462552602255,344.9030928494768,0.6680672268907563,340.39879798547594,select_2019_2020_test_2021_2022
mean5__modis__ridge_1000p0,mean5,modis,ridge_1000p0,2019-2020,0.5,0.026537480937647427,332.9170734058973,256.50066057401267,25.5874209964912,365.48273998432984,330.8264108523007,368.077768515242,0.6638655462184874,340.5358244121063,select_2019_2020_test_2021_2022
trend5__outlook_only__xgb_1p0,trend5,outlook_only,xgb_1p0,2019-2020,0.5,-0.1,339.3593862453481,255.01568487168512,-1.130990039868388,346.306133796821,338.09892527130444,367.32065970320014,0.5756302521008403,340.7809578897054,select_2019_2020_test_2021_2022
mean5__physical__xgb_2p0,mean5,physical,xgb_2p0,2019-2020,0.5,0.09016930930928747,332.94935407218435,255.82543009532233,25.919220339539468,366.59898437719926,330.62831598675666,369.87355830791154,0.6596638655462185,340.7815021270811,select_2019_2020_test_2021_2022
mean5__history__huber_10p0,mean5,history,huber_10p0,2019-2020,0.7,0.0666528033498399,333.90288508499106,268.5455151640538,19.838974778315567,361.8479305276075,333.47986274252696,350.2821784551339,0.6722689075630253,340.78339086002916,select_2019_2020_test_2021_2022
mean5__physical_modis__ridge_100p0,mean5,physical_modis,ridge_100p0,2019-2020,0.4,0.03406446977562855,333.7067980135468,259.94346048856795,24.060079142342865,364.3364158266409,331.58734271448037,369.1381242243751,0.6722689075630253,340.83433864205375,select_2019_2020_test_2021_2022
mean5__outlook_only__ridge_1000p0,mean5,outlook_only,ridge_1000p0,2019-2020,0.3,0.03879999942986769,334.68815208843904,263.42252493275504,27.215092146796277,360.4553538933948,333.99011232186297,355.59483448169243,0.6638655462184874,340.955442598034,select_2019_2020_test_2021_2022
mean5__history__huber_10p0,mean5,history,huber_10p0,2019-2020,1.1,0.05855316807165882,335.2542905119185,270.3209056114127,11.4016032680224,359.14772443762666,334.60546102324975,355.45311700823555,0.6848739495798319,341.06544162117837,select_2019_2020_test_2021_2022
median5__physical__xgb_1p0,median5,physical,xgb_1p0,2019-2020,1.0,0.056608332706422085,336.89359469012817,259.5810848244993,12.306187093142574,355.7105476025231,334.8841672160647,371.624998606211,0.5882352941176471,341.095476049711,select_2019_2020_test_2021_2022
trend5__history__ridge_100p0,trend5,history,ridge_100p0,2019-2020,0.6,-0.06420877432173341,342.0262098865923,252.0356002458156,-10.745410214576058,339.89777803901086,340.4422495579401,373.3208590984384,0.6260504201680672,341.0981118425339,select_2019_2020_test_2021_2022
mean5__physical_modis_outlook__state_ridge_100p0,mean5,physical_modis_outlook,state_ridge_100p0,2019-2020,0.6,-0.020383404310284823,336.39031219617084,264.54309025687814,27.26936961547917,357.10513582483634,334.7111426141212,368.2803718186582,0.7016806722689075,341.14922570782477,select_2019_2020_test_2021_2022
ewma5__physical_modis__xgb_1p0,ewma5,physical_modis,xgb_1p0,2019-2020,0.8,0.025228622818009305,337.35189523921764,273.3934843493929,21.383954105455793,354.00573226248486,336.2115552340041,363.92601623587626,0.6428571428571429,341.23026949373104,select_2019_2020_test_2021_2022
trend5__modis__huber_10p0,trend5,modis,huber_10p0,2019-2020,0.1,-0.0975772805964531,338.46021720288803,258.2129034647959,-12.162950269004375,349.9677535554173,338.0664174547428,354.38867276280956,0.592436974789916,341.23865135398404,select_2019_2020_test_2021_2022
median5__physical_modis__xgb_1p0,median5,physical_modis,xgb_1p0,2019-2020,0.9,0.07904029288552278,334.50818963352583,259.165787379218,21.508672185571704,366.08450329254964,329.89030691665283,385.28086869693686,0.6386554621848739,341.24779736906356,select_2019_2020_test_2021_2022
trend5__physical_modis_outlook__ridge_100p0,trend5,physical_modis_outlook,ridge_100p0,2019-2020,1.2,-0.042866725554007896,339.35842683237536,265.48994488200566,-24.96615199249934,352.4472224085473,333.8512965429529,394.74015971787145,0.726890756302521,341.25384315406274,select_2019_2020_test_2021_2022
mean5__physical__xgb_2p0,mean5,physical,xgb_2p0,2019-2020,0.7,0.09390616699833979,333.3559818040169,252.3622668141209,22.31032445294359,368.05185643778697,330.36926463119937,374.89296159765274,0.6512605042016807,341.28327116925504,select_2019_2020_test_2021_2022
trend5__physical_modis_outlook__state_ridge_100p0,trend5,physical_modis_outlook,state_ridge_100p0,2019-2020,1.0,-0.1,340.1449702509158,258.098631472103,99.96672734580709,345.1544704744753,339.7384757918039,356.3628210017132,0.6386554621848739,341.2957216920277,select_2019_2020_test_2021_2022
trend5__outlook_only__extra_3p0,trend5,outlook_only,extra_3p0,2019-2020,1.0,-0.08606235106091974,341.2403348425276,259.0961381463685,-10.138500023188383,342.57197689983843,340.30568126371134,365.54472686931433,0.592436974789916,341.3395819621512,select_2019_2020_test_2021_2022
trend5__physical_modis_outlook_broad__huber_10p0,trend5,physical_modis_outlook_broad,huber_10p0,2019-2020,0.5,-0.1,336.3906134376116,257.30799772615586,7.18763226621094,357.93644687318584,334.65128071804565,368.8150791412951,0.6512605042016807,341.34223861661366,select_2019_2020_test_2021_2022
trend5__history__xgb_1p0,trend5,history,xgb_1p0,2019-2020,0.6,-0.06344027714044184,343.5409477724433,253.26583057096727,-6.606737908163145,336.1326277774392,342.20521887713073,372.4702311791876,0.6386554621848739,341.35493554986414,select_2019_2020_test_2021_2022
mean5__outlook_only__huber_10p0,mean5,outlook_only,huber_10p0,2019-2020,0.2,0.051977182155929114,334.3404280431992,262.2275981925367,28.469116035608895,363.0284548219607,333.93801762985674,350.3368653195926,0.6680672268907563,341.41183213455395,select_2019_2020_test_2021_2022
ewma5__physical_modis__ridge_100p0,ewma5,physical_modis,ridge_100p0,2019-2020,0.9,-0.058955484821219865,341.0017032027268,258.0666040824061,1.0218365048817721,347.5779234005177,336.2035600689768,393.2064352956393,0.634453781512605,341.446222468737,select_2019_2020_test_2021_2022
mean5__physical_modis_outlook_broad__ridge_1000p0,mean5,physical_modis_outlook_broad,ridge_1000p0,2019-2020,0.4,0.014475486727069156,335.87532185268674,266.39753214997296,25.626086731760665,358.8940208013542,335.30204150453994,354.9176677380729,0.6890756302521008,341.48667650281686,select_2019_2020_test_2021_2022
mean5__physical_modis_outlook__huber_10p0,mean5,physical_modis_outlook,huber_10p0,2019-2020,0.5,-0.03706651148227719,332.9614234328612,249.2660376619483,8.033494846889345,371.97869879790636,328.1744780269187,384.4312239885948,0.7352941176470589,341.51900592263684,select_2019_2020_test_2021_2022
mean5__modis__ridge_1000p0,mean5,modis,ridge_1000p0,2019-2020,0.7,0.004821607278043693,334.36257111830156,255.32637415703223,21.953583941447572,366.021122912329,331.43115817198634,375.6093921522745,0.6596638655462185,341.5443558302296,select_2019_2020_test_2021_2022
trend5__history__state_ridge_100p0,trend5,history,state_ridge_100p0,2019-2020,0.3,-0.08447961854094155,339.897081321731,261.97747439545134,-11.414036068003318,347.3161786891662,339.279309523577,359.7628643966021,0.6050420168067226,341.5974127140513,select_2019_2020_test_2021_2022
median5__physical__ridge_1000p0,median5,physical,ridge_1000p0,2019-2020,0.9,-0.0021695361623040245,334.5523340969428,263.9296195438404,8.349499971024906,363.36425724076986,334.46209014940564,342.2321932763466,0.6848739495798319,341.73275389601525,select_2019_2020_test_2021_2022
mean5__outlook_only__ridge_100p0,mean5,outlook_only,ridge_100p0,2019-2020,0.2,0.05399335102204207,334.98656442276075,262.52822966837635,27.660873268390482,363.904402662779,334.60768005144166,350.53560503734184,0.6680672268907563,342.1213028899356,select_2019_2020_test_2021_2022
trend5__physical_modis_outlook__xgb_1p0,trend5,physical_modis_outlook,xgb_1p0,2019-2020,0.6,-0.1,341.1265600715682,253.20885846958564,45.56160102117955,348.4790545281932,338.20168357861155,382.77691449056437,0.5378151260504201,342.2334645624853,select_2019_2020_test_2021_2022
mean5__physical_modis__ridge_100p0,mean5,physical_modis,ridge_100p0,2019-2020,0.8,-0.012698225535399683,337.2148219923908,259.62390057719733,13.352147202388974,363.64969665446125,330.93618185423657,395.705616861032,0.6974789915966386,342.25388062336987,select_2019_2020_test_2021_2022
trend5__history__extra_3p0,trend5,history,extra_3p0,2019-2020,0.5,-0.1,342.4156895562844,260.02059525622724,1.0455356008439418,343.2272215746018,341.13699671442157,370.7013997520347,0.5756302521008403,342.2988993503981,select_2019_2020_test_2021_2022
trend5__modis__ridge_1000p0,trend5,modis,ridge_1000p0,2019-2020,0.2,-0.1,341.3143826563848,258.7294262899318,1.4808479355371613,346.7525284390677,340.0438481097143,369.46644437256384,0.592436974789916,342.35628546538794,select_2019_2020_test_2021_2022
trend5__modis__extra_3p0,trend5,modis,extra_3p0,2019-2020,0.2,-0.1,339.90875678239877,259.9998737177234,-1.1995886128372164,350.1850780495892,339.4283076137143,357.4944894971572,0.5882352941176471,342.3577248070253,select_2019_2020_test_2021_2022
weighted3__modis__state_ridge_100p0,weighted3,modis,state_ridge_100p0,2019-2020,0.8,-0.05635323164642542,345.702159148209,269.65639857869235,0.11022144558474418,333.44732542192173,344.92528521237637,368.0884123953456,0.5462184873949579,342.44423223267904,select_2019_2020_test_2021_2022
ewma5__physical_modis__state_ridge_100p0,ewma5,physical_modis,state_ridge_100p0,2019-2020,1.0,-0.07750271363614712,331.80616324304196,252.2213780690572,6.845416210351312,374.7880127311726,331.64675602234763,341.93068454804455,0.680672268907563,342.511773809901,select_2019_2020_test_2021_2022
median5__physical__extra_3p0,median5,physical,extra_3p0,2019-2020,1.1,0.02100805740377432,341.678987316227,265.5020295479503,12.139466284786243,346.2003648460219,340.62248361851647,367.47120848574025,0.5546218487394958,342.5452057742481,select_2019_2020_test_2021_2022
trend5__physical_modis__extra_3p0,trend5,physical_modis,extra_3p0,2019-2020,0.3,-0.1,343.0958323792508,259.5750623027145,75.94883290673316,344.56144680715295,339.82917546078573,387.0613858860184,0.5336134453781513,342.6455717566101,select_2019_2020_test_2021_2022
trend5__physical_modis_outlook_broad__state_ridge_100p0,trend5,physical_modis_outlook_broad,state_ridge_100p0,2019-2020,0.9,-0.1,342.29717493323056,261.16396673536303,82.67239428204293,344.9242670074467,341.48096085761546,365.1052987114128,0.6050420168067226,342.7498944328808,select_2019_2020_test_2021_2022
trend5__physical_modis_outlook_broad__xgb_1p0,trend5,physical_modis_outlook_broad,xgb_1p0,2019-2020,0.6,-0.1,341.86748853857193,253.8329493768025,44.57092820595205,349.5108180679077,339.0482455306253,382.8622492540402,0.5294117647058824,343.0735101689192,select_2019_2020_test_2021_2022
trend5__outlook_only__xgb_2p0,trend5,outlook_only,xgb_2p0,2019-2020,0.4,-0.09619241576633489,340.54059046972134,257.8739105862533,-11.124267123732292,351.5108013604397,339.9207876540294,360.4573861584242,0.592436974789916,343.12819248847796,select_2019_2020_test_2021_2022
mean5__physical__extra_3p0,mean5,physical,extra_3p0,2019-2020,0.6,0.04106484728607742,335.74935758186695,262.4084313055153,26.228729208560317,365.80583147504586,335.7084086599973,340.9520211178958,0.680672268907563,343.2532388246943,select_2019_2020_test_2021_2022
ewma5__history__xgb_1p0,ewma5,history,xgb_1p0,2019-2020,1.0,0.010035226532361002,335.8186221748548,257.4598491498537,16.70313492176979,365.9934566585251,335.5937407200562,347.8814658527872,0.6680672268907563,343.3061104320727,select_2019_2020_test_2021_2022
median5__physical_modis__state_ridge_100p0,median5,physical_modis,state_ridge_100p0,2019-2020,0.9,-0.03480524718946383,335.9210991601925,266.22365481030613,14.694847253844138,366.07106471095057,335.56864616947036,350.95268234274823,0.6554621848739496,343.3704773002015,select_2019_2020_test_2021_2022
mean5__physical__xgb_1p0,mean5,physical,xgb_1p0,2019-2020,0.5,0.060314383315735354,336.5705260353738,262.4725298653471,27.208552328154695,365.0236483783025,335.84226117780565,357.9713055021063,0.6764705882352942,343.5017404067139,select_2019_2020_test_2021_2022
weighted3__physical__ridge_100p0,weighted3,physical,ridge_100p0,2019-2020,0.7,-0.014707691390633583,335.1375435736084,266.95146111265694,-2.6659674483579683,370.1084640345122,334.29290745742674,358.0715772312518,0.6638655462184874,343.66911465978893,select_2019_2020_test_2021_2022
trend5__physical_modis_outlook__xgb_2p0,trend5,physical_modis_outlook,xgb_2p0,2019-2020,0.6,-0.1,341.8979752146138,255.1917693464471,35.231901996850034,351.52576997422506,339.632387631966,378.92700211363,0.5504201680672269,343.7385270088547,select_2019_2020_test_2021_2022
weighted3__physical_modis__extra_3p0,weighted3,physical_modis,extra_3p0,2019-2020,1.2,-0.1,334.83097848233666,252.68868346528652,157.9227106677882,370.6584459820958,334.8202793754517,337.49696956735767,0.6218487394957983,343.78517058055525,select_2019_2020_test_2021_2022
mean5__history__huber_10p0,mean5,history,huber_10p0,2019-2020,0.6,0.06867771216938516,336.6058229173348,270.59737433982025,22.206265753316785,365.7318333109144,336.23669768308537,351.996239333452,0.6680672268907563,343.79504420716734,select_2019_2020_test_2021_2022
median5__modis__xgb_1p0,median5,modis,xgb_1p0,2019-2020,0.3,0.034811441813813224,337.27820570112266,263.98180258383746,26.430228342522668,364.28303334583944,337.0035579864683,350.61200923669855,0.6638655462184874,343.96075068363825,select_2019_2020_test_2021_2022
trend5__outlook_only__state_ridge_100p0,trend5,outlook_only,state_ridge_100p0,2019-2020,0.4,-0.08616147052880303,340.6011834526716,260.4366489152135,-10.201212532128936,354.25206201510497,340.40422634078755,351.9856277538423,0.5966386554621849,343.96466381530894,select_2019_2020_test_2021_2022
trend5__physical_modis_outlook_broad__xgb_2p0,trend5,physical_modis_outlook_broad,xgb_2p0,2019-2020,0.6,-0.1,342.20970756947924,255.2312397548961,35.03525340532308,351.9805334245613,339.9684055900625,379.07041519748907,0.5504201680672269,344.09208853839556,select_2019_2020_test_2021_2022
trend5__outlook_only__extra_3p0,trend5,outlook_only,extra_3p0,2019-2020,1.1,-0.08637786966908419,344.40318512160485,261.6139229743982,-9.917987051499047,344.521504013926,343.45458472048364,368.99870647846404,0.5966386554621849,344.1956147444048,select_2019_2020_test_2021_2022
mean5__history__huber_10p0,mean5,history,huber_10p0,2019-2020,1.2,0.056528259252113564,338.6089876227233,273.65333490323957,9.550690305011255,361.6728305524106,337.907591346231,359.69075478669805,0.6680672268907563,344.199599286022,select_2019_2020_test_2021_2022
trend5__physical_modis__xgb_1p0,trend5,physical_modis,xgb_1p0,2019-2020,0.8,-0.1,340.4215945570581,253.3486567452047,147.0954220942477,355.9735176630355,340.42037637230624,341.3310856054996,0.6764705882352942,344.3092707873645,select_2019_2020_test_2021_2022
mean5__modis__ridge_1000p0,mean5,modis,ridge_1000p0,2019-2020,0.4,0.03739541776744929,336.4073580558134,260.47653889775734,27.738666751185946,369.6331115169005,334.80438570894637,367.6058165336418,0.6554621848739496,344.3130533343684,select_2019_2020_test_2021_2022
trend5__history__huber_10p0,trend5,history,huber_10p0,2019-2020,1.1,0.03249406460664041,340.29675585516793,265.7844642930289,-11.744599101504114,358.7194124992344,338.05049188263195,377.0856937325315,0.7310924369747899,344.3408540230505,select_2019_2020_test_2021_2022
weighted3__modis__xgb_1p0,weighted3,modis,xgb_1p0,2019-2020,1.1,-0.04158258603558635,336.21883209206516,256.5323949625882,18.85497265953484,371.76917722483387,333.1871389066112,378.23637331274614,0.6512605042016807,344.34849507889385,select_2019_2020_test_2021_2022
median5__modis__extra_3p0,median5,modis,extra_3p0,2019-2020,0.4,0.02790772600601268,338.6378792991981,266.13313096600154,25.274355758830534,362.0068115910888,338.256409637234,354.3254679663969,0.6680672268907563,344.3847449566798,select_2019_2020_test_2021_2022
median5__history__huber_10p0,median5,history,huber_10p0,2019-2020,1.1,0.04667265541800545,337.6858890651114,269.7736236029287,12.713678312248383,365.4542731671687,337.33238595182297,352.7797501847622,0.6470588235294118,344.53960931230364,select_2019_2020_test_2021_2022
mean5__history__ridge_100p0,mean5,history,ridge_100p0,2019-2020,1.1,-0.02148621669607394,341.1360700655836,254.7240666595779,7.8437592322683365,355.9358184755477,340.1896482153439,365.58298487895206,0.6638655462184874,344.5994017055147,select_2019_2020_test_2021_2022
mean5__physical__xgb_2p0,mean5,physical,xgb_2p0,2019-2020,0.4,0.08830088046476135,336.69035949376956,260.65967561612007,28.03380675292565,370.31473759782233,334.8595893686675,369.92315427429463,0.6554621848739496,344.6387614885072,select_2019_2020_test_2021_2022
trend5__outlook_only__huber_10p0,trend5,outlook_only,huber_10p0,2019-2020,1.1,-0.008818133303337946,343.10559733291876,273.0138945501816,-3.879853769526646,352.77067017110807,339.82408051942963,387.16375965124433,0.7394957983193278,344.7014863390938,select_2019_2020_test_2021_2022
weighted3__modis__xgb_2p0,weighted3,modis,xgb_2p0,2019-2020,1.2,-0.03450915792297198,337.3830569124906,268.3995094740625,18.10296040772088,368.1095623327637,336.1841252982388,364.60174288090997,0.6890756302521008,344.7649503639959,select_2019_2020_test_2021_2022
weighted3__physical__huber_10p0,weighted3,physical,huber_10p0,2019-2020,0.7,-0.020511847476571796,340.0322226043979,265.6350583521936,9.57993195604813,360.3293412075913,339.15471317920367,363.5676797670411,0.592436974789916,344.8871248988977,select_2019_2020_test_2021_2022
trend5__history__xgb_2p0,trend5,history,xgb_2p0,2019-2020,0.8,-0.062154289190065624,348.734948723965,261.21606926827394,-4.918935799123314,334.71374020246736,347.4164710608419,377.7126770467022,0.6050420168067226,344.90002717780976,select_2019_2020_test_2021_2022
mean5__history__xgb_2p0,mean5,history,xgb_2p0,2019-2020,0.4,0.05297871427110513,338.4190447173685,266.24531941108125,26.773770828363563,365.1525974399227,337.9965302518366,354.902013537906,0.6596638655462185,344.9968042816241,select_2019_2020_test_2021_2022
mean5__modis__state_ridge_100p0,mean5,modis,state_ridge_100p0,2019-2020,0.4,0.05343253080127762,337.05166075923285,263.1378310240629,28.504857750167602,369.0945809273926,337.005103913105,342.60706402312417,0.6554621848739496,345.0507515897408,select_2019_2020_test_2021_2022
trend5__outlook_only__xgb_1p0,trend5,outlook_only,xgb_1p0,2019-2020,0.6,-0.1,344.35025324747915,257.4164978139301,15.073026261583635,349.49007835345645,342.20297202057566,380.59858182024004,0.542016806722689,345.0983892172476,select_2019_2020_test_2021_2022
ewma5__modis__extra_3p0,ewma5,modis,extra_3p0,2019-2020,0.9,-0.013881019587710052,339.95580283992706,274.3459162465248,23.476758345189463,361.76414232735107,338.8995537900179,365.6771624484877,0.6470588235294118,345.1438254493057,select_2019_2020_test_2021_2022
median5__modis__xgb_2p0,median5,modis,xgb_2p0,2019-2020,0.3,0.03030707039031981,338.7414833955437,265.24980934531476,26.23320536541027,364.8036601480305,338.38086644612645,354.0071838684165,0.6764705882352942,345.1668733463111,select_2019_2020_test_2021_2022
trend5__modis__state_ridge_100p0,trend5,modis,state_ridge_100p0,2019-2020,0.2,-0.09862088135574212,343.921453461946,264.9359548747146,-12.012155786236606,349.89842035498725,343.23660138678395,364.9299556647067,0.5882352941176471,345.24448216641576,select_2019_2020_test_2021_2022
median5__physical_modis__xgb_1p0,median5,physical_modis,xgb_1p0,2019-2020,1.0,0.08401697736711897,338.3107982982519,261.70919881109506,21.533879385705962,371.464405881166,333.04792205894114,392.4893037506711,0.6386554621848739,345.28348113415274,select_2019_2020_test_2021_2022
trend5__modis__ridge_100p0,trend5,modis,ridge_100p0,2019-2020,0.1,-0.09996381175183361,342.7659188067931,260.90536230507996,-10.75787167625053,353.39192066923073,342.31605571090114,359.87148501343586,0.5840336134453782,345.3099534984295,select_2019_2020_test_2021_2022
mean5__physical_modis_outlook_broad__state_ridge_100p0,mean5,physical_modis_outlook_broad,state_ridge_100p0,2019-2020,0.4,0.012480160278042699,339.73088730762015,267.24125779465135,29.37343077384947,364.11540067111036,338.20658696584235,370.3528203958886,0.6764705882352942,345.4459405630482,select_2019_2020_test_2021_2022
mean5__outlook_only__xgb_1p0,mean5,outlook_only,xgb_1p0,2019-2020,0.4,0.019771727968090416,338.42965759697597,266.2513916643458,27.813062414863502,367.6714545699711,337.60183271387416,361.25845312845877,0.6596638655462185,345.5331506194493,select_2019_2020_test_2021_2022
median5__history__ridge_100p0,median5,history,ridge_100p0,2019-2020,0.6,-0.003645952884359091,343.1574227241509,268.8754234717406,15.193524349285877,353.9805186540593,341.88368891203726,371.42281595700825,0.6134453781512605,345.54476325359957,select_2019_2020_test_2021_2022
mean5__physical__xgb_2p0,mean5,physical,xgb_2p0,2019-2020,0.8,0.09577459584286593,337.44227495128695,255.57559993598286,20.815115499482914,373.07311031757024,334.34212696587406,379.9779797598702,0.6386554621848739,345.57494679650455,select_2019_2020_test_2021_2022
