candidate,feature_set,depth,outlook_weight,development_rmse,development_mae,development_bias,development_equal_state_rmse,development_mean_year_rmse,development_max_year_rmse,development_direction_accuracy,selection_score
xgb_d1__base_no_future,base_no_future,1,0.1,257.70551725932165,187.73368172303927,20.436804052010697,269.2229057046075,256.7660453728562,278.75084852136996,0.7773109243697479,260.34999639902674
xgb_d1__base_full,base_full,1,0.1,257.71848145253904,187.6588200747361,20.964500930780513,269.21629602474803,256.77227025622426,278.8361980495075,0.773109243697479,260.3563822965126
xgb_d1__base_full_broad,base_full_broad,1,0.1,257.7142382424884,187.71345250525349,21.02135632323659,269.23056933615743,256.78080731728295,278.69531361768804,0.7815126050420168,260.3599632846043
xgb_d2__base_no_future,base_no_future,2,0.1,257.71466114979967,187.6654568337488,18.456175639299197,269.27634862612604,256.77224316784714,278.7918187792903,0.773109243697479,260.3694785233931
xgb_d2__base_full,base_full,2,0.15000000000000002,258.8180270403759,188.58374350413553,30.766201121925896,270.46899416579777,257.8146368182224,280.58268819204017,0.7773109243697479,261.479921266193
xgb_d2__base_future_effect,base_future_effect,2,0.15000000000000002,259.1523875579468,188.6926799721477,32.60149478277095,270.67850539890566,258.15922130007795,280.8258583404866,0.7857142857142857,261.78562545371926
xgb_d2__base_full_broad,base_full_broad,2,0.15000000000000002,259.2158148719672,188.79935805190323,33.507311179916954,270.8101113671164,258.22233154767656,280.89535891103833,0.7815126050420168,261.86601816468186
xgb_d2__base,base,2,0.15000000000000002,259.2802110070117,188.93194621009638,31.022224357407197,270.92185744876923,258.2606038056863,281.2320717988917,0.7815126050420168,261.9357208171197
xgb_d2__base_no_future,base_no_future,2,0.15000000000000002,259.3034345997814,188.96704091756555,31.576285854366215,271.1177588588488,258.32919814717144,280.7857468553441,0.7815126050420168,262.01345655139573
xgb_d1__base_future_effect,base_future_effect,1,0.15000000000000002,259.4268851149299,189.19623117546425,35.19393501928735,270.97026754205984,258.4607271447916,280.8294831276491,0.7857142857142857,262.07119122917777
xgb_d1__base_no_future,base_no_future,1,0.15000000000000002,259.39860530938984,189.22854486200507,34.5472284734335,271.0909702724801,258.4426869430149,280.69159707657866,0.7773109243697479,262.08271695856865
xgb_d1__base,base,1,0.15000000000000002,259.44304335655573,189.24849912509987,35.04070098145528,271.0179783387763,258.4674235393327,280.94594028423495,0.7815126050420168,262.0928721478051
xgb_d1__base_full,base_full,1,0.15000000000000002,259.4787737597748,189.25628071751126,35.33877379158822,271.1185324147573,258.50748523594973,280.9376905150292,0.7857142857142857,262.14589129256416
xgb_d1__base_full_broad,base_full_broad,1,0.15000000000000002,259.46695490165695,189.31976067868206,35.42405688027232,271.15940211086007,258.5198004005531,280.669596941304,0.7773109243697479,262.15327807868175
xgb_d2__base_full,base_full,2,0.2,261.0287521480253,191.0433164573236,43.61628309284652,272.87423341293345,259.9561349111868,283.5954532176039,0.7899159663865546,263.7219681550427
xgb_d2__base_future_effect,base_future_effect,2,0.2,261.59095516214626,191.4683158995443,46.063341307306594,273.2778166497867,260.531447377871,284.05149733180724,0.7899159663865546,264.24779358798753
xgb_d2__base,base,2,0.2,261.6489354435046,191.61010336586222,43.95764740682162,273.443893943101,260.5567425378282,284.43873024394594,0.7899159663865546,264.3246268419846
xgb_d2__base_full_broad,base_full_broad,2,0.2,261.7695649074692,191.6220709617194,47.27109650350129,273.62974465695,260.7032653003537,284.30649757009076,0.7857142857142857,264.4680349430605
xgb_d2__base_no_future,base_no_future,2,0.2,261.6953636608462,191.76469161016794,44.696396069433646,273.8120073584579,260.670526671426,283.80793980306044,0.7857142857142857,264.46831533789407
xgb_d1__base_no_future,base_no_future,1,0.2,261.96474933880256,192.18996274174293,48.65765289485668,273.84638024408554,260.98313174948134,283.64002558721876,0.7899159663865546,264.689752667793
xgb_d1__base_future_effect,base_future_effect,1,0.2,262.07255576386166,192.1157381639113,49.519928289328426,273.71314658771735,261.071703679876,283.9537932323928,0.7941176470588235,264.73249044882914
xgb_d1__base,base,1,0.2,262.0766411773125,192.15975666658326,49.31561623888568,273.7594156623791,261.0652799585943,284.06713751233514,0.7941176470588235,264.74449449389965
xgb_d1__base_full,base_full,1,0.2,262.1508968221255,192.1184542027194,49.71304665239632,273.93212603764033,261.1417669134644,284.1215466765206,0.7899159663865546,264.84392164883894
xgb_d1__base_full_broad,base_full_broad,1,0.2,262.12804370015465,192.31514716079366,49.8267574373084,274.0119330630714,261.1577260604503,283.69111047125233,0.7857142857142857,264.8564366309578
xgb_d2__base_full,base_full,2,0.25,264.01411908606315,194.02784174287564,56.4663650637667,276.07646441044096,262.84824958728547,287.63237284573535,0.7857142857142857,266.7382380424632
xgb_d2__base,base,2,0.25,264.79190037792654,194.77964254773605,56.89307045623558,276.74469670767394,263.6042445845686,288.6552474138506,0.7857142857142857,267.4831855120239
xgb_d2__base_future_effect,base_future_effect,2,0.25,264.8572312026352,194.7349125782523,59.525187831841826,276.7314545402039,263.7073226435323,288.36094113060454,0.7899159663865546,267.5383098972517
xgb_d2__base_no_future,base_no_future,2,0.25,264.8686902421167,195.0960017563683,57.8165062845006,277.3342397622207,263.7744189491517,287.82600888852494,0.7815126050420168,267.7115097989015
xgb_d2__base_full_broad,base_full_broad,2,0.25,265.19473657183994,194.99059961130314,61.03488182708519,277.38548315087723,264.0280933062411,288.87591515199716,0.7773109243697479,267.95076240019955
xgb_d1__base_no_future,base_no_future,1,0.25,265.37862386588256,195.67326128362845,62.7680773162794,277.46270088891714,264.36233430897215,287.56514025266836,0.7773109243697479,268.1455707324136
xgb_d1__base,base,1,0.25,265.58233508422876,195.66579822576745,63.59053149631567,277.36698417953244,264.5245513948581,288.2044673182862,0.7773109243697479,268.264051435712
xgb_d1__base_future_effect,base_future_effect,1,0.25,265.59856300339936,195.6039181483905,63.845921559369096,277.3305142047549,264.5512739036459,288.1143837457023,0.7773109243697479,268.2697285287999
xgb_d1__base_full,base_full,1,0.25,265.70734220285976,195.59415634350674,64.08731951320395,277.6293702323196,264.6479007494145,288.3519157982553,0.7773109243697479,268.4229888468634
xgb_d1__base_full_broad,base_full_broad,1,0.25,265.67020987928083,195.92773404691746,64.22945799434409,277.75970512044665,264.6675839883765,287.7268641821897,0.773109243697479,268.4419272168462
xgb_d2__base_full,base_full,2,0.30000000000000004,267.7482175619046,197.68479587591526,69.31644703468712,280.04834873121223,266.4645872391511,292.65106762590426,0.7815126050420168,270.50234277354315
xgb_d2__base,base,2,0.30000000000000004,268.68193664804517,198.43032170725,69.8284935056498,280.7968035905341,267.3756101877075,293.83815272797045,0.7815126050420168,271.384071768583
xgb_d2__base_future_effect,base_future_effect,2,0.30000000000000004,268.92105769171496,198.60907951744196,72.9870343563773,281.00792135129035,267.65635816466795,293.70648684108096,0.773109243697479,271.6265987248471
xgb_d2__base_no_future,base_no_future,2,0.30000000000000004,268.7957408930035,198.95337150712868,70.93661649956779,281.6533945847397,267.6132064112385,292.79895786944394,0.7773109243697479,271.7145206954963
xgb_d2__base_full_broad,base_full_broad,2,0.30000000000000004,269.4581011222775,199.03884644874645,74.79866715066932,282.0399328537077,268.1630314190966,294.54971064449654,0.7689075630252101,272.27979162933985
xgb_d1__base_no_future,base_no_future,1,0.30000000000000004,269.6080280015425,199.85482915200566,76.87850173770236,281.9068026824257,268.54845867787003,292.42761495737136,0.773109243697479,272.4178293408452
xgb_d1__base,base,1,0.30000000000000004,269.92614790001556,199.8643406053962,77.8654467537459,281.8074224181519,268.8116729651082,293.3149339285142,0.7689075630252101,272.6178477958228
xgb_d1__base_future_effect,base_future_effect,1,0.30000000000000004,269.97041555518643,199.84661730635156,78.17191482941,281.78869454644405,268.86535177287163,293.26715275333277,0.773109243697479,272.6487193574221
xgb_d1__base_full,base_full,1,0.30000000000000004,270.11318186912905,199.87061711471208,78.46159237401181,282.1755326725016,268.99136581948767,293.58356242800073,0.7773109243697479,272.8483155575618
xgb_d1__base_full_broad,base_full_broad,1,0.30000000000000004,270.05878629593116,200.3343175405515,78.63215855137997,282.3670737462642,269.0150887878362,292.7349129883654,0.773109243697479,272.8749337814907
xgb_d2__base_full,base_full,2,0.35000000000000003,272.20023556256575,201.82700290145044,82.16652900560726,284.75768214013715,270.77401940197234,298.6020386850006,0.773109243697479,274.98304316681026
xgb_d2__base,base,2,0.35000000000000003,273.2871441255338,202.6652776102426,82.76391655506373,285.56823420556,271.83880263056494,299.93735292539435,0.7689075630252101,275.99533127179814
xgb_d2__base_no_future,base_no_future,2,0.35000000000000003,273.4440438490392,203.23614413758443,84.05672671463475,286.7334612205603,272.1545389078384,298.67909485844996,0.7605042016806722,276.4440219566193
xgb_d2__base_future_effect,base_future_effect,2,0.35000000000000003,273.7469175566322,202.92268600296276,86.44888088091245,286.07031804013235,272.3428822745752,300.0327603193487,0.7521008403361344,276.476758856993
xgb_d2__base_full_broad,base_full_broad,2,0.35000000000000003,274.52060938460255,203.6594792286495,88.56245247425319,287.54945582432,273.0686813971555,301.2654935735757,0.7521008403361344,277.41483899767013
xgb_d1__base_no_future,base_no_future,1,0.35000000000000003,274.61528393360464,204.7504909225019,90.98892615912503,287.1402532125273,273.50426603045315,298.1815963779076,0.7647058823529411,277.46877177754743
xgb_d1__base,base,1,0.35000000000000003,275.06837638091025,204.78599350561936,92.14036201117585,287.04208039092146,273.8874521969255,299.348701457458,0.7689075630252101,277.76657133741685
xgb_d1__base_future_effect,base_future_effect,1,0.35000000000000003,275.14779719508994,204.8026841188611,92.49790809945065,287.0485140360342,273.97412956243977,299.360870822669,0.7647058823529411,277.8295594971635
xgb_d1__base_full,base_full,1,0.35000000000000003,275.32764238542654,204.90540148479914,92.83586523481945,287.5303492602971,274.131908246119,299.76406661912176,0.7605042016806722,278.0793855693173
xgb_d1__base_full_broad,base_full_broad,1,0.35000000000000003,275.2532910049596,205.2829130004789,93.03485910841562,287.7927572112497,274.1602150911913,298.66635044976385,0.7563025210084033,278.11488857809
xgb_d2__base_full,base_full,2,0.4,277.33560134791196,206.4212783950891,95.01661097652793,290.16856124260596,275.74191971776804,305.43079786039783,0.7478991596638656,280.1454209140495
xgb_d2__base,base,2,0.4,278.5720565595056,207.42326254236394,95.69933960447813,291.0236100347945,276.95848582498905,306.8982223856485,0.7394957983193278,281.2815522446987
xgb_d2__base_no_future,base_no_future,2,0.4,278.77752322141106,208.03108550870525,97.17683692970213,292.53480109507586,277.36262621241553,305.4140260708227,0.7521008403361344,281.86311843757835
xgb_d2__base_future_effect,base_future_effect,2,0.4,279.29531275248235,208.02124603258818,99.91072740544811,291.87775341085114,277.72750980014416,307.27919377445875,0.7352941176470589,282.04897217898997
xgb_d1__base_no_future,base_no_future,1,0.4,280.35871705033736,210.0971906049258,105.09935058054823,293.1207758476896,279.18858095739324,304.7765955171089,0.7142857142857143,283.25669772643937
xgb_d2__base_full_broad,base_full_broad,2,0.4,280.33897063165824,208.73685072625628,102.32623779783752,293.86596217503933,278.7017386771214,308.95532215358406,0.7394957983193278,283.31141052886926
xgb_d1__base,base,1,0.4,280.9651861047182,210.26460690533617,106.41527726860625,293.02839737541774,279.70864969752625,306.2512020850701,0.7100840336134454,283.6668548205951
xgb_d1__base_future_effect,base_future_effect,1,0.4,281.0861998538559,210.32229000439287,106.82390136949174,293.06681357225074,279.83370087489345,306.33939088557736,0.7100840336134454,283.76822853871397
xgb_d1__base_full,base_full,1,0.4,281.3057600310811,210.43056900654184,107.2101380956275,293.6495849406394,280.02518784039324,306.83609609835145,0.7100840336134454,284.0715732107987
xgb_d1__base_full_broad,base_full_broad,1,0.4,281.2090661369045,210.84280737777198,107.43755966545174,293.9914524102238,280.0588214099506,305.46739138268487,0.7100840336134454,284.1171015234959
xgb_d2__base_full,base_full,2,0.45,283.11713231744193,211.55890004177604,107.86669294744853,296.2425472723664,281.33137181296144,313.0799126532766,0.7058823529411765,285.9520459300529
xgb_d2__base,base,2,0.45,284.4987974235572,212.7760678749537,108.6347626538925,297.1252606862445,282.69721851882673,314.66358173344616,0.7184873949579832,287.2050185130464
xgb_d2__base_no_future,base_no_future,2,0.45,284.75768178060787,213.38890326256396,110.29694714476953,299.01543586535126,283.1994476258825,312.94856857862555,0.6932773109243697,287.9325617631124
xgb_d2__base_future_effect,base_future_effect,2,0.45,285.5241247798137,213.5556381593945,113.37257392998377,298.38672906133445,283.76855483536383,315.38236697385383,0.7142857142857143,288.3008833640814
xgb_d1__base_no_future,base_no_future,1,0.45,286.7941019815626,216.0327697931715,119.20977500197141,299.80366584553235,285.5577214801913,312.15931230578786,0.7058823529411765,289.7373978222122
xgb_d2__base_full_broad,base_full_broad,2,0.45,286.8671969643724,214.515526061389,116.09002312142182,300.9386420264455,285.0166113532283,317.5484411037793,0.7058823529411765,289.9224118271046
xgb_d1__base,base,1,0.45,287.5701613071625,216.3414844017566,120.69019252603671,299.72133822892084,286.2295097860981,313.9651439385283,0.6932773109243697,290.27279265733597
xgb_d1__base_future_effect,base_future_effect,1,0.45,287.7385090945497,216.46221977840932,121.14989463953285,299.7979182640872,286.3976296874754,314.1437523958828,0.6932773109243697,290.41814153516555
xgb_d1__base_full,base_full,1,0.45,287.9999842272664,216.65289036558934,121.58441095643558,300.4865424760217,286.62436518515074,314.73956031367607,0.6890756302521008,290.7777190289263
xgb_d1__base_full_broad,base_full_broad,1,0.45,287.87886699307774,216.9571533023065,121.84026022248783,300.9153922568382,286.66422234783334,313.0813699404504,0.7058823529411765,290.8343371477068
xgb_d2__base_full,base_full,2,0.5,289.506118674974,217.14017161712914,120.71677491836876,302.9397566848434,287.5042719900429,321.4908331241669,0.6764705882352942,292.3640665062086
xgb_d2__base,base,2,0.5,291.02815716570086,218.325325292017,121.5701857033065,303.83425285480115,289.0165343258558,323.1754445768473,0.6722689075630253,293.7267753780146
xgb_d2__base_no_future,base_no_future,2,0.5,291.3447009219831,219.24204806858327,123.41705735983655,306.13222778001295,289.6258560645454,321.2264613467074,0.6764705882352942,294.6118714221311
xgb_d2__base_future_effect,base_future_effect,2,0.5,292.3898718989299,219.48562054669034,126.834420454519,305.5524149713961,290.4232984044281,324.27806074246763,0.6764705882352942,295.18886429342103
xgb_d1__base_no_future,base_no_future,1,0.5,293.8759845340098,222.30378915480358,133.32019942339412,307.143079813885,292.5668039131078,320.27527795811267,0.6638655462184874,296.8654631987531
xgb_d2__base_full_broad,base_full_broad,2,0.5,294.0580141656206,220.59760726795355,129.85380844500574,308.71552789557063,291.9668476696948,326.9736406797598,0.6890756302521008,297.19960097412667
xgb_d1__base,base,1,0.5,294.835712387315,222.67822293842556,134.9651077834667,307.0747021151961,293.4031457013609,322.432292975808,0.6638655462184874,297.5373181477968
xgb_d1__base_future_effect,base_future_effect,1,0.5,295.0564418960001,222.82914805380253,135.47588790957352,307.19497578013704,293.61836690200215,322.71404565553746,0.6680672268907563,297.73155661853485
xgb_d1__base_full,base_full,1,0.5,295.36162839177626,223.05236706339664,135.95868381724324,307.9934287706493,293.88153000579547,323.4135100900104,0.6722689075630253,298.1495538899993
xgb_d1__base_full_broad,base_full_broad,1,0.5,295.21430141499854,223.31304245634394,136.24296077952351,308.5157511760056,293.9286103528062,321.4505248213504,0.6722689075630253,298.2182410897022
