test_year,normal,feature_set,model,train_rows,test_rows,train_year_max,features
2019,median5,modis,xgb_2p0,952,119,2018,78
2019,median5,modis,state_ridge_100p0,952,119,2018,78
2019,median5,physical_modis,ridge_100p0,952,119,2018,138
2019,median5,physical_modis,ridge_1000p0,952,119,2018,138
2019,median5,physical_modis,huber_10p0,952,119,2018,138
2019,median5,physical_modis,extra_3p0,952,119,2018,138
2019,median5,physical_modis,xgb_1p0,952,119,2018,138
2019,median5,physical_modis,xgb_2p0,952,119,2018,138
2019,median5,physical_modis,state_ridge_100p0,952,119,2018,138
2019,trend5,history,ridge_100p0,714,119,2018,18
2019,trend5,history,ridge_1000p0,714,119,2018,18
2019,trend5,history,huber_10p0,714,119,2018,18
2019,trend5,history,extra_3p0,714,119,2018,18
2019,trend5,history,xgb_1p0,714,119,2018,18
2019,trend5,history,xgb_2p0,714,119,2018,18
2019,trend5,history,state_ridge_100p0,714,119,2018,18
2019,trend5,physical,ridge_100p0,714,119,2018,78
2019,trend5,physical,ridge_1000p0,714,119,2018,78
2019,trend5,physical,huber_10p0,714,119,2018,78
2019,trend5,physical,extra_3p0,714,119,2018,78
2019,trend5,physical,xgb_1p0,714,119,2018,78
2019,trend5,physical,xgb_2p0,714,119,2018,78
2019,trend5,physical,state_ridge_100p0,714,119,2018,78
2019,trend5,modis,ridge_100p0,714,119,2018,78
2019,trend5,modis,ridge_1000p0,714,119,2018,78
2019,trend5,modis,huber_10p0,714,119,2018,78
2019,trend5,modis,extra_3p0,714,119,2018,78
2019,trend5,modis,xgb_1p0,714,119,2018,78
2019,trend5,modis,xgb_2p0,714,119,2018,78
2019,trend5,modis,state_ridge_100p0,714,119,2018,78
2019,trend5,physical_modis,ridge_100p0,714,119,2018,138
2019,trend5,physical_modis,ridge_1000p0,714,119,2018,138
2019,trend5,physical_modis,huber_10p0,714,119,2018,138
2019,trend5,physical_modis,extra_3p0,714,119,2018,138
2019,trend5,physical_modis,xgb_1p0,714,119,2018,138
2019,trend5,physical_modis,xgb_2p0,714,119,2018,138
2019,trend5,physical_modis,state_ridge_100p0,714,119,2018,138
2019,ewma5,history,ridge_100p0,952,119,2018,18
2019,ewma5,history,ridge_1000p0,952,119,2018,18
2019,ewma5,history,huber_10p0,952,119,2018,18
2019,ewma5,history,extra_3p0,952,119,2018,18
2019,ewma5,history,xgb_1p0,952,119,2018,18
2019,ewma5,history,xgb_2p0,952,119,2018,18
2019,ewma5,history,state_ridge_100p0,952,119,2018,18
2019,ewma5,physical,ridge_100p0,952,119,2018,78
2019,ewma5,physical,ridge_1000p0,952,119,2018,78
2019,ewma5,physical,huber_10p0,952,119,2018,78
2019,ewma5,physical,extra_3p0,952,119,2018,78
2019,ewma5,physical,xgb_1p0,952,119,2018,78
2019,ewma5,physical,xgb_2p0,952,119,2018,78
2019,ewma5,physical,state_ridge_100p0,952,119,2018,78
2019,ewma5,modis,ridge_100p0,952,119,2018,78
2019,ewma5,modis,ridge_1000p0,952,119,2018,78
2019,ewma5,modis,huber_10p0,952,119,2018,78
2019,ewma5,modis,extra_3p0,952,119,2018,78
2019,ewma5,modis,xgb_1p0,952,119,2018,78
2019,ewma5,modis,xgb_2p0,952,119,2018,78
2019,ewma5,modis,state_ridge_100p0,952,119,2018,78
2019,ewma5,physical_modis,ridge_100p0,952,119,2018,138
2019,ewma5,physical_modis,ridge_1000p0,952,119,2018,138
2019,ewma5,physical_modis,huber_10p0,952,119,2018,138
2019,ewma5,physical_modis,extra_3p0,952,119,2018,138
2019,ewma5,physical_modis,xgb_1p0,952,119,2018,138
2019,ewma5,physical_modis,xgb_2p0,952,119,2018,138
2019,ewma5,physical_modis,state_ridge_100p0,952,119,2018,138
2019,weighted3,outlook_only,ridge_100p0,238,119,2018,50
2019,weighted3,outlook_only,ridge_1000p0,238,119,2018,50
2019,weighted3,outlook_only,huber_10p0,238,119,2018,50
2019,weighted3,outlook_only,extra_3p0,238,119,2018,50
2019,weighted3,outlook_only,xgb_1p0,238,119,2018,50
2019,weighted3,outlook_only,xgb_2p0,238,119,2018,50
2019,weighted3,outlook_only,state_ridge_100p0,238,119,2018,50
2019,weighted3,physical_modis_outlook,ridge_100p0,238,119,2018,170
2019,weighted3,physical_modis_outlook,ridge_1000p0,238,119,2018,170
2019,weighted3,physical_modis_outlook,huber_10p0,238,119,2018,170
2019,weighted3,physical_modis_outlook,extra_3p0,238,119,2018,170
2019,weighted3,physical_modis_outlook,xgb_1p0,238,119,2018,170
2019,weighted3,physical_modis_outlook,xgb_2p0,238,119,2018,170
2019,weighted3,physical_modis_outlook,state_ridge_100p0,238,119,2018,170
2019,weighted3,physical_modis_outlook_broad,ridge_100p0,238,119,2018,200
2019,weighted3,physical_modis_outlook_broad,ridge_1000p0,238,119,2018,200
2019,weighted3,physical_modis_outlook_broad,huber_10p0,238,119,2018,200
2019,weighted3,physical_modis_outlook_broad,extra_3p0,238,119,2018,200
2019,weighted3,physical_modis_outlook_broad,xgb_1p0,238,119,2018,200
2019,weighted3,physical_modis_outlook_broad,xgb_2p0,238,119,2018,200
2019,weighted3,physical_modis_outlook_broad,state_ridge_100p0,238,119,2018,200
2019,mean5,outlook_only,ridge_100p0,238,119,2018,50
2019,mean5,outlook_only,ridge_1000p0,238,119,2018,50
2019,mean5,outlook_only,huber_10p0,238,119,2018,50
2019,mean5,outlook_only,extra_3p0,238,119,2018,50
2019,mean5,outlook_only,xgb_1p0,238,119,2018,50
2019,mean5,outlook_only,xgb_2p0,238,119,2018,50
2019,mean5,outlook_only,state_ridge_100p0,238,119,2018,50
2019,mean5,physical_modis_outlook,ridge_100p0,238,119,2018,170
2019,mean5,physical_modis_outlook,ridge_1000p0,238,119,2018,170
2019,mean5,physical_modis_outlook,huber_10p0,238,119,2018,170
2019,mean5,physical_modis_outlook,extra_3p0,238,119,2018,170
2019,mean5,physical_modis_outlook,xgb_1p0,238,119,2018,170
2019,mean5,physical_modis_outlook,xgb_2p0,238,119,2018,170
2019,mean5,physical_modis_outlook,state_ridge_100p0,238,119,2018,170
2019,mean5,physical_modis_outlook_broad,ridge_100p0,238,119,2018,200
2019,mean5,physical_modis_outlook_broad,ridge_1000p0,238,119,2018,200
2019,mean5,physical_modis_outlook_broad,huber_10p0,238,119,2018,200
2019,mean5,physical_modis_outlook_broad,extra_3p0,238,119,2018,200
2019,mean5,physical_modis_outlook_broad,xgb_1p0,238,119,2018,200
2019,mean5,physical_modis_outlook_broad,xgb_2p0,238,119,2018,200
2019,mean5,physical_modis_outlook_broad,state_ridge_100p0,238,119,2018,200
2019,median5,outlook_only,ridge_100p0,238,119,2018,50
2019,median5,outlook_only,ridge_1000p0,238,119,2018,50
2019,median5,outlook_only,huber_10p0,238,119,2018,50
2019,median5,outlook_only,extra_3p0,238,119,2018,50
2019,median5,outlook_only,xgb_1p0,238,119,2018,50
2019,median5,outlook_only,xgb_2p0,238,119,2018,50
2019,median5,outlook_only,state_ridge_100p0,238,119,2018,50
2019,median5,physical_modis_outlook,ridge_100p0,238,119,2018,170
2019,median5,physical_modis_outlook,ridge_1000p0,238,119,2018,170
2019,median5,physical_modis_outlook,huber_10p0,238,119,2018,170
2019,median5,physical_modis_outlook,extra_3p0,238,119,2018,170
2019,median5,physical_modis_outlook,xgb_1p0,238,119,2018,170
2019,median5,physical_modis_outlook,xgb_2p0,238,119,2018,170
2019,median5,physical_modis_outlook,state_ridge_100p0,238,119,2018,170
2019,median5,physical_modis_outlook_broad,ridge_100p0,238,119,2018,200
2019,median5,physical_modis_outlook_broad,ridge_1000p0,238,119,2018,200
2019,median5,physical_modis_outlook_broad,huber_10p0,238,119,2018,200
2019,median5,physical_modis_outlook_broad,extra_3p0,238,119,2018,200
2019,median5,physical_modis_outlook_broad,xgb_1p0,238,119,2018,200
2019,median5,physical_modis_outlook_broad,xgb_2p0,238,119,2018,200
2019,median5,physical_modis_outlook_broad,state_ridge_100p0,238,119,2018,200
2019,trend5,outlook_only,ridge_100p0,238,119,2018,50
2019,trend5,outlook_only,ridge_1000p0,238,119,2018,50
2019,trend5,outlook_only,huber_10p0,238,119,2018,50
2019,trend5,outlook_only,extra_3p0,238,119,2018,50
2019,trend5,outlook_only,xgb_1p0,238,119,2018,50
2019,trend5,outlook_only,xgb_2p0,238,119,2018,50
2019,trend5,outlook_only,state_ridge_100p0,238,119,2018,50
2019,trend5,physical_modis_outlook,ridge_100p0,238,119,2018,170
2019,trend5,physical_modis_outlook,ridge_1000p0,238,119,2018,170
2019,trend5,physical_modis_outlook,huber_10p0,238,119,2018,170
2019,trend5,physical_modis_outlook,extra_3p0,238,119,2018,170
2019,trend5,physical_modis_outlook,xgb_1p0,238,119,2018,170
2019,trend5,physical_modis_outlook,xgb_2p0,238,119,2018,170
2019,trend5,physical_modis_outlook,state_ridge_100p0,238,119,2018,170
2019,trend5,physical_modis_outlook_broad,ridge_100p0,238,119,2018,200
2019,trend5,physical_modis_outlook_broad,ridge_1000p0,238,119,2018,200
2019,trend5,physical_modis_outlook_broad,huber_10p0,238,119,2018,200
2019,trend5,physical_modis_outlook_broad,extra_3p0,238,119,2018,200
2019,trend5,physical_modis_outlook_broad,xgb_1p0,238,119,2018,200
2019,trend5,physical_modis_outlook_broad,xgb_2p0,238,119,2018,200
2019,trend5,physical_modis_outlook_broad,state_ridge_100p0,238,119,2018,200
2019,ewma5,outlook_only,ridge_100p0,238,119,2018,50
2019,ewma5,outlook_only,ridge_1000p0,238,119,2018,50
2019,ewma5,outlook_only,huber_10p0,238,119,2018,50
2019,ewma5,outlook_only,extra_3p0,238,119,2018,50
2019,ewma5,outlook_only,xgb_1p0,238,119,2018,50
2019,ewma5,outlook_only,xgb_2p0,238,119,2018,50
2019,ewma5,outlook_only,state_ridge_100p0,238,119,2018,50
2019,ewma5,physical_modis_outlook,ridge_100p0,238,119,2018,170
2019,ewma5,physical_modis_outlook,ridge_1000p0,238,119,2018,170
2019,ewma5,physical_modis_outlook,huber_10p0,238,119,2018,170
2019,ewma5,physical_modis_outlook,extra_3p0,238,119,2018,170
2019,ewma5,physical_modis_outlook,xgb_1p0,238,119,2018,170
2019,ewma5,physical_modis_outlook,xgb_2p0,238,119,2018,170
2019,ewma5,physical_modis_outlook,state_ridge_100p0,238,119,2018,170
2019,ewma5,physical_modis_outlook_broad,ridge_100p0,238,119,2018,200
2019,ewma5,physical_modis_outlook_broad,ridge_1000p0,238,119,2018,200
2019,ewma5,physical_modis_outlook_broad,huber_10p0,238,119,2018,200
2019,ewma5,physical_modis_outlook_broad,extra_3p0,238,119,2018,200
2019,ewma5,physical_modis_outlook_broad,xgb_1p0,238,119,2018,200
2019,ewma5,physical_modis_outlook_broad,xgb_2p0,238,119,2018,200
2019,ewma5,physical_modis_outlook_broad,state_ridge_100p0,238,119,2018,200
2020,weighted3,history,ridge_100p0,1071,119,2019,18
2020,weighted3,history,ridge_1000p0,1071,119,2019,18
2020,weighted3,history,huber_10p0,1071,119,2019,18
2020,weighted3,history,extra_3p0,1071,119,2019,18
2020,weighted3,history,xgb_1p0,1071,119,2019,18
2020,weighted3,history,xgb_2p0,1071,119,2019,18
2020,weighted3,history,state_ridge_100p0,1071,119,2019,18
2020,weighted3,physical,ridge_100p0,1071,119,2019,78
2020,weighted3,physical,ridge_1000p0,1071,119,2019,78
2020,weighted3,physical,huber_10p0,1071,119,2019,78
2020,weighted3,physical,extra_3p0,1071,119,2019,78
2020,weighted3,physical,xgb_1p0,1071,119,2019,78
2020,weighted3,physical,xgb_2p0,1071,119,2019,78
2020,weighted3,physical,state_ridge_100p0,1071,119,2019,78
2020,weighted3,modis,ridge_100p0,1071,119,2019,78
2020,weighted3,modis,ridge_1000p0,1071,119,2019,78
2020,weighted3,modis,huber_10p0,1071,119,2019,78
2020,weighted3,modis,extra_3p0,1071,119,2019,78
2020,weighted3,modis,xgb_1p0,1071,119,2019,78
2020,weighted3,modis,xgb_2p0,1071,119,2019,78
2020,weighted3,modis,state_ridge_100p0,1071,119,2019,78
2020,weighted3,physical_modis,ridge_100p0,1071,119,2019,138
2020,weighted3,physical_modis,ridge_1000p0,1071,119,2019,138
2020,weighted3,physical_modis,huber_10p0,1071,119,2019,138
2020,weighted3,physical_modis,extra_3p0,1071,119,2019,138
2020,weighted3,physical_modis,xgb_1p0,1071,119,2019,138
2020,weighted3,physical_modis,xgb_2p0,1071,119,2019,138
2020,weighted3,physical_modis,state_ridge_100p0,1071,119,2019,138
2020,mean5,history,ridge_100p0,1071,119,2019,18
2020,mean5,history,ridge_1000p0,1071,119,2019,18
2020,mean5,history,huber_10p0,1071,119,2019,18
2020,mean5,history,extra_3p0,1071,119,2019,18
2020,mean5,history,xgb_1p0,1071,119,2019,18
2020,mean5,history,xgb_2p0,1071,119,2019,18
2020,mean5,history,state_ridge_100p0,1071,119,2019,18
2020,mean5,physical,ridge_100p0,1071,119,2019,78
2020,mean5,physical,ridge_1000p0,1071,119,2019,78
2020,mean5,physical,huber_10p0,1071,119,2019,78
2020,mean5,physical,extra_3p0,1071,119,2019,78
2020,mean5,physical,xgb_1p0,1071,119,2019,78
2020,mean5,physical,xgb_2p0,1071,119,2019,78
2020,mean5,physical,state_ridge_100p0,1071,119,2019,78
2020,mean5,modis,ridge_100p0,1071,119,2019,78
2020,mean5,modis,ridge_1000p0,1071,119,2019,78
2020,mean5,modis,huber_10p0,1071,119,2019,78
2020,mean5,modis,extra_3p0,1071,119,2019,78
2020,mean5,modis,xgb_1p0,1071,119,2019,78
2020,mean5,modis,xgb_2p0,1071,119,2019,78
2020,mean5,modis,state_ridge_100p0,1071,119,2019,78
2020,mean5,physical_modis,ridge_100p0,1071,119,2019,138
2020,mean5,physical_modis,ridge_1000p0,1071,119,2019,138
2020,mean5,physical_modis,huber_10p0,1071,119,2019,138
2020,mean5,physical_modis,extra_3p0,1071,119,2019,138
2020,mean5,physical_modis,xgb_1p0,1071,119,2019,138
2020,mean5,physical_modis,xgb_2p0,1071,119,2019,138
2020,mean5,physical_modis,state_ridge_100p0,1071,119,2019,138
2020,median5,history,ridge_100p0,1071,119,2019,18
2020,median5,history,ridge_1000p0,1071,119,2019,18
2020,median5,history,huber_10p0,1071,119,2019,18
2020,median5,history,extra_3p0,1071,119,2019,18
2020,median5,history,xgb_1p0,1071,119,2019,18
2020,median5,history,xgb_2p0,1071,119,2019,18
2020,median5,history,state_ridge_100p0,1071,119,2019,18
2020,median5,physical,ridge_100p0,1071,119,2019,78
2020,median5,physical,ridge_1000p0,1071,119,2019,78
2020,median5,physical,huber_10p0,1071,119,2019,78
2020,median5,physical,extra_3p0,1071,119,2019,78
2020,median5,physical,xgb_1p0,1071,119,2019,78
2020,median5,physical,xgb_2p0,1071,119,2019,78
2020,median5,physical,state_ridge_100p0,1071,119,2019,78
2020,median5,modis,ridge_100p0,1071,119,2019,78
2020,median5,modis,ridge_1000p0,1071,119,2019,78
2020,median5,modis,huber_10p0,1071,119,2019,78
2020,median5,modis,extra_3p0,1071,119,2019,78
2020,median5,modis,xgb_1p0,1071,119,2019,78
2020,median5,modis,xgb_2p0,1071,119,2019,78
2020,median5,modis,state_ridge_100p0,1071,119,2019,78
2020,median5,physical_modis,ridge_100p0,1071,119,2019,138
2020,median5,physical_modis,ridge_1000p0,1071,119,2019,138
2020,median5,physical_modis,huber_10p0,1071,119,2019,138
2020,median5,physical_modis,extra_3p0,1071,119,2019,138
2020,median5,physical_modis,xgb_1p0,1071,119,2019,138
2020,median5,physical_modis,xgb_2p0,1071,119,2019,138
2020,median5,physical_modis,state_ridge_100p0,1071,119,2019,138
2020,trend5,history,ridge_100p0,833,119,2019,18
2020,trend5,history,ridge_1000p0,833,119,2019,18
2020,trend5,history,huber_10p0,833,119,2019,18
2020,trend5,history,extra_3p0,833,119,2019,18
2020,trend5,history,xgb_1p0,833,119,2019,18
2020,trend5,history,xgb_2p0,833,119,2019,18
2020,trend5,history,state_ridge_100p0,833,119,2019,18
2020,trend5,physical,ridge_100p0,833,119,2019,78
2020,trend5,physical,ridge_1000p0,833,119,2019,78
2020,trend5,physical,huber_10p0,833,119,2019,78
2020,trend5,physical,extra_3p0,833,119,2019,78
2020,trend5,physical,xgb_1p0,833,119,2019,78
2020,trend5,physical,xgb_2p0,833,119,2019,78
2020,trend5,physical,state_ridge_100p0,833,119,2019,78
2020,trend5,modis,ridge_100p0,833,119,2019,78
2020,trend5,modis,ridge_1000p0,833,119,2019,78
2020,trend5,modis,huber_10p0,833,119,2019,78
2020,trend5,modis,extra_3p0,833,119,2019,78
2020,trend5,modis,xgb_1p0,833,119,2019,78
2020,trend5,modis,xgb_2p0,833,119,2019,78
2020,trend5,modis,state_ridge_100p0,833,119,2019,78
2020,trend5,physical_modis,ridge_100p0,833,119,2019,138
2020,trend5,physical_modis,ridge_1000p0,833,119,2019,138
2020,trend5,physical_modis,huber_10p0,833,119,2019,138
2020,trend5,physical_modis,extra_3p0,833,119,2019,138
2020,trend5,physical_modis,xgb_1p0,833,119,2019,138
2020,trend5,physical_modis,xgb_2p0,833,119,2019,138
2020,trend5,physical_modis,state_ridge_100p0,833,119,2019,138
2020,ewma5,history,ridge_100p0,1071,119,2019,18
2020,ewma5,history,ridge_1000p0,1071,119,2019,18
2020,ewma5,history,huber_10p0,1071,119,2019,18
2020,ewma5,history,extra_3p0,1071,119,2019,18
2020,ewma5,history,xgb_1p0,1071,119,2019,18
2020,ewma5,history,xgb_2p0,1071,119,2019,18
2020,ewma5,history,state_ridge_100p0,1071,119,2019,18
2020,ewma5,physical,ridge_100p0,1071,119,2019,78
2020,ewma5,physical,ridge_1000p0,1071,119,2019,78
2020,ewma5,physical,huber_10p0,1071,119,2019,78
2020,ewma5,physical,extra_3p0,1071,119,2019,78
2020,ewma5,physical,xgb_1p0,1071,119,2019,78
2020,ewma5,physical,xgb_2p0,1071,119,2019,78
2020,ewma5,physical,state_ridge_100p0,1071,119,2019,78
2020,ewma5,modis,ridge_100p0,1071,119,2019,78
2020,ewma5,modis,ridge_1000p0,1071,119,2019,78
2020,ewma5,modis,huber_10p0,1071,119,2019,78
2020,ewma5,modis,extra_3p0,1071,119,2019,78
2020,ewma5,modis,xgb_1p0,1071,119,2019,78
2020,ewma5,modis,xgb_2p0,1071,119,2019,78
2020,ewma5,modis,state_ridge_100p0,1071,119,2019,78
2020,ewma5,physical_modis,ridge_100p0,1071,119,2019,138
2020,ewma5,physical_modis,ridge_1000p0,1071,119,2019,138
2020,ewma5,physical_modis,huber_10p0,1071,119,2019,138
2020,ewma5,physical_modis,extra_3p0,1071,119,2019,138
2020,ewma5,physical_modis,xgb_1p0,1071,119,2019,138
2020,ewma5,physical_modis,xgb_2p0,1071,119,2019,138
2020,ewma5,physical_modis,state_ridge_100p0,1071,119,2019,138
2020,weighted3,outlook_only,ridge_100p0,357,119,2019,50
2020,weighted3,outlook_only,ridge_1000p0,357,119,2019,50
2020,weighted3,outlook_only,huber_10p0,357,119,2019,50
2020,weighted3,outlook_only,extra_3p0,357,119,2019,50
2020,weighted3,outlook_only,xgb_1p0,357,119,2019,50
2020,weighted3,outlook_only,xgb_2p0,357,119,2019,50
2020,weighted3,outlook_only,state_ridge_100p0,357,119,2019,50
2020,weighted3,physical_modis_outlook,ridge_100p0,357,119,2019,170
2020,weighted3,physical_modis_outlook,ridge_1000p0,357,119,2019,170
2020,weighted3,physical_modis_outlook,huber_10p0,357,119,2019,170
2020,weighted3,physical_modis_outlook,extra_3p0,357,119,2019,170
2020,weighted3,physical_modis_outlook,xgb_1p0,357,119,2019,170
2020,weighted3,physical_modis_outlook,xgb_2p0,357,119,2019,170
2020,weighted3,physical_modis_outlook,state_ridge_100p0,357,119,2019,170
2020,weighted3,physical_modis_outlook_broad,ridge_100p0,357,119,2019,200
2020,weighted3,physical_modis_outlook_broad,ridge_1000p0,357,119,2019,200
2020,weighted3,physical_modis_outlook_broad,huber_10p0,357,119,2019,200
2020,weighted3,physical_modis_outlook_broad,extra_3p0,357,119,2019,200
2020,weighted3,physical_modis_outlook_broad,xgb_1p0,357,119,2019,200
2020,weighted3,physical_modis_outlook_broad,xgb_2p0,357,119,2019,200
2020,weighted3,physical_modis_outlook_broad,state_ridge_100p0,357,119,2019,200
2020,mean5,outlook_only,ridge_100p0,357,119,2019,50
2020,mean5,outlook_only,ridge_1000p0,357,119,2019,50
2020,mean5,outlook_only,huber_10p0,357,119,2019,50
2020,mean5,outlook_only,extra_3p0,357,119,2019,50
2020,mean5,outlook_only,xgb_1p0,357,119,2019,50
2020,mean5,outlook_only,xgb_2p0,357,119,2019,50
2020,mean5,outlook_only,state_ridge_100p0,357,119,2019,50
2020,mean5,physical_modis_outlook,ridge_100p0,357,119,2019,170
2020,mean5,physical_modis_outlook,ridge_1000p0,357,119,2019,170
2020,mean5,physical_modis_outlook,huber_10p0,357,119,2019,170
2020,mean5,physical_modis_outlook,extra_3p0,357,119,2019,170
2020,mean5,physical_modis_outlook,xgb_1p0,357,119,2019,170
2020,mean5,physical_modis_outlook,xgb_2p0,357,119,2019,170
2020,mean5,physical_modis_outlook,state_ridge_100p0,357,119,2019,170
2020,mean5,physical_modis_outlook_broad,ridge_100p0,357,119,2019,200
2020,mean5,physical_modis_outlook_broad,ridge_1000p0,357,119,2019,200
2020,mean5,physical_modis_outlook_broad,huber_10p0,357,119,2019,200
2020,mean5,physical_modis_outlook_broad,extra_3p0,357,119,2019,200
2020,mean5,physical_modis_outlook_broad,xgb_1p0,357,119,2019,200
2020,mean5,physical_modis_outlook_broad,xgb_2p0,357,119,2019,200
2020,mean5,physical_modis_outlook_broad,state_ridge_100p0,357,119,2019,200
2020,median5,outlook_only,ridge_100p0,357,119,2019,50
2020,median5,outlook_only,ridge_1000p0,357,119,2019,50
2020,median5,outlook_only,huber_10p0,357,119,2019,50
2020,median5,outlook_only,extra_3p0,357,119,2019,50
2020,median5,outlook_only,xgb_1p0,357,119,2019,50
2020,median5,outlook_only,xgb_2p0,357,119,2019,50
2020,median5,outlook_only,state_ridge_100p0,357,119,2019,50
2020,median5,physical_modis_outlook,ridge_100p0,357,119,2019,170
2020,median5,physical_modis_outlook,ridge_1000p0,357,119,2019,170
2020,median5,physical_modis_outlook,huber_10p0,357,119,2019,170
2020,median5,physical_modis_outlook,extra_3p0,357,119,2019,170
2020,median5,physical_modis_outlook,xgb_1p0,357,119,2019,170
2020,median5,physical_modis_outlook,xgb_2p0,357,119,2019,170
2020,median5,physical_modis_outlook,state_ridge_100p0,357,119,2019,170
2020,median5,physical_modis_outlook_broad,ridge_100p0,357,119,2019,200
2020,median5,physical_modis_outlook_broad,ridge_1000p0,357,119,2019,200
2020,median5,physical_modis_outlook_broad,huber_10p0,357,119,2019,200
2020,median5,physical_modis_outlook_broad,extra_3p0,357,119,2019,200
2020,median5,physical_modis_outlook_broad,xgb_1p0,357,119,2019,200
2020,median5,physical_modis_outlook_broad,xgb_2p0,357,119,2019,200
2020,median5,physical_modis_outlook_broad,state_ridge_100p0,357,119,2019,200
2020,trend5,outlook_only,ridge_100p0,357,119,2019,50
2020,trend5,outlook_only,ridge_1000p0,357,119,2019,50
2020,trend5,outlook_only,huber_10p0,357,119,2019,50
2020,trend5,outlook_only,extra_3p0,357,119,2019,50
2020,trend5,outlook_only,xgb_1p0,357,119,2019,50
2020,trend5,outlook_only,xgb_2p0,357,119,2019,50
2020,trend5,outlook_only,state_ridge_100p0,357,119,2019,50
2020,trend5,physical_modis_outlook,ridge_100p0,357,119,2019,170
2020,trend5,physical_modis_outlook,ridge_1000p0,357,119,2019,170
2020,trend5,physical_modis_outlook,huber_10p0,357,119,2019,170
2020,trend5,physical_modis_outlook,extra_3p0,357,119,2019,170
2020,trend5,physical_modis_outlook,xgb_1p0,357,119,2019,170
2020,trend5,physical_modis_outlook,xgb_2p0,357,119,2019,170
2020,trend5,physical_modis_outlook,state_ridge_100p0,357,119,2019,170
2020,trend5,physical_modis_outlook_broad,ridge_100p0,357,119,2019,200
2020,trend5,physical_modis_outlook_broad,ridge_1000p0,357,119,2019,200
2020,trend5,physical_modis_outlook_broad,huber_10p0,357,119,2019,200
2020,trend5,physical_modis_outlook_broad,extra_3p0,357,119,2019,200
2020,trend5,physical_modis_outlook_broad,xgb_1p0,357,119,2019,200
2020,trend5,physical_modis_outlook_broad,xgb_2p0,357,119,2019,200
2020,trend5,physical_modis_outlook_broad,state_ridge_100p0,357,119,2019,200
2020,ewma5,outlook_only,ridge_100p0,357,119,2019,50
2020,ewma5,outlook_only,ridge_1000p0,357,119,2019,50
2020,ewma5,outlook_only,huber_10p0,357,119,2019,50
2020,ewma5,outlook_only,extra_3p0,357,119,2019,50
2020,ewma5,outlook_only,xgb_1p0,357,119,2019,50
2020,ewma5,outlook_only,xgb_2p0,357,119,2019,50
2020,ewma5,outlook_only,state_ridge_100p0,357,119,2019,50
2020,ewma5,physical_modis_outlook,ridge_100p0,357,119,2019,170
2020,ewma5,physical_modis_outlook,ridge_1000p0,357,119,2019,170
2020,ewma5,physical_modis_outlook,huber_10p0,357,119,2019,170
2020,ewma5,physical_modis_outlook,extra_3p0,357,119,2019,170
2020,ewma5,physical_modis_outlook,xgb_1p0,357,119,2019,170
2020,ewma5,physical_modis_outlook,xgb_2p0,357,119,2019,170
2020,ewma5,physical_modis_outlook,state_ridge_100p0,357,119,2019,170
2020,ewma5,physical_modis_outlook_broad,ridge_100p0,357,119,2019,200
2020,ewma5,physical_modis_outlook_broad,ridge_1000p0,357,119,2019,200
2020,ewma5,physical_modis_outlook_broad,huber_10p0,357,119,2019,200
2020,ewma5,physical_modis_outlook_broad,extra_3p0,357,119,2019,200
2020,ewma5,physical_modis_outlook_broad,xgb_1p0,357,119,2019,200
2020,ewma5,physical_modis_outlook_broad,xgb_2p0,357,119,2019,200
2020,ewma5,physical_modis_outlook_broad,state_ridge_100p0,357,119,2019,200
2021,weighted3,history,ridge_100p0,1190,119,2020,18
2021,weighted3,history,ridge_1000p0,1190,119,2020,18
2021,weighted3,history,huber_10p0,1190,119,2020,18
2021,weighted3,history,extra_3p0,1190,119,2020,18
2021,weighted3,history,xgb_1p0,1190,119,2020,18
2021,weighted3,history,xgb_2p0,1190,119,2020,18
2021,weighted3,history,state_ridge_100p0,1190,119,2020,18
2021,weighted3,physical,ridge_100p0,1190,119,2020,78
2021,weighted3,physical,ridge_1000p0,1190,119,2020,78
2021,weighted3,physical,huber_10p0,1190,119,2020,78
2021,weighted3,physical,extra_3p0,1190,119,2020,78
2021,weighted3,physical,xgb_1p0,1190,119,2020,78
2021,weighted3,physical,xgb_2p0,1190,119,2020,78
2021,weighted3,physical,state_ridge_100p0,1190,119,2020,78
2021,weighted3,modis,ridge_100p0,1190,119,2020,78
2021,weighted3,modis,ridge_1000p0,1190,119,2020,78
2021,weighted3,modis,huber_10p0,1190,119,2020,78
2021,weighted3,modis,extra_3p0,1190,119,2020,78
2021,weighted3,modis,xgb_1p0,1190,119,2020,78
2021,weighted3,modis,xgb_2p0,1190,119,2020,78
2021,weighted3,modis,state_ridge_100p0,1190,119,2020,78
2021,weighted3,physical_modis,ridge_100p0,1190,119,2020,138
2021,weighted3,physical_modis,ridge_1000p0,1190,119,2020,138
2021,weighted3,physical_modis,huber_10p0,1190,119,2020,138
2021,weighted3,physical_modis,extra_3p0,1190,119,2020,138
2021,weighted3,physical_modis,xgb_1p0,1190,119,2020,138
2021,weighted3,physical_modis,xgb_2p0,1190,119,2020,138
2021,weighted3,physical_modis,state_ridge_100p0,1190,119,2020,138
2021,mean5,history,ridge_100p0,1190,119,2020,18
2021,mean5,history,ridge_1000p0,1190,119,2020,18
2021,mean5,history,huber_10p0,1190,119,2020,18
2021,mean5,history,extra_3p0,1190,119,2020,18
2021,mean5,history,xgb_1p0,1190,119,2020,18
