operational_date,train_years,val_years,test_years,train_rmse,train_mae,train_mape,train_r2,val_rmse,val_mae,val_mape,val_r2,test_rmse,test_mae,test_mape,test_r2,epochs_ran,best_epoch,train_seconds,model_total_params,model_trainable_params,embedding_file,prediction_file,season_issue_dates,seed
02-15,"[2017, 2018, 2019, 2020]",[2021],[2022],4181.83203125,4122.30517578125,99.30255889892578,-34.36034185626888,3936.561279296875,3909.45703125,99.27719116210938,-71.82028240169144,4067.572265625,4023.97998046875,99.29131317138672,-45.874391521855316,5,5,69.60881549998885,10100993,10100993,experiments\opdate_sweep_0215_h25_10m_5ep_short_2026-02-16\embeddings\informer_gat_embeddings_opdate_02-15.npz,experiments\opdate_sweep_0215_h25_10m_5ep_short_2026-02-16\predictions\predictions_opdate_02-15.csv,"[{'season_year': 2017, 'target_date': '2018-02-15', 'issue_date': '2018-02-15', 'harvest_date': '2018-04-29', 'horizon_days': 25}, {'season_year': 2018, 'target_date': '2019-02-15', 'issue_date': '2019-02-15', 'harvest_date': '2019-04-29', 'horizon_days': 25}, {'season_year': 2019, 'target_date': '2020-02-15', 'issue_date': '2020-02-15', 'harvest_date': '2020-04-29', 'horizon_days': 25}, {'season_year': 2020, 'target_date': '2021-02-15', 'issue_date': '2021-02-15', 'harvest_date': '2021-04-29', 'horizon_days': 25}, {'season_year': 2021, 'target_date': '2022-02-15', 'issue_date': '2022-02-15', 'harvest_date': '2022-04-29', 'horizon_days': 25}, {'season_year': 2022, 'target_date': '2023-02-15', 'issue_date': '2023-02-15', 'harvest_date': '2023-04-29', 'horizon_days': 25}]",42
