operational_date,n_components,explained_variance,train_years,val_years,test_years,train_rmse,train_mae,train_mape,train_r2,val_rmse,val_mae,val_mape,val_r2,test_rmse,test_mae,test_mape,test_r2,epochs_ran,best_epoch,prediction_file,count_accurate,count_moderate,count_serious,count_extreme
02-15,4,0.9248468279838562,"[2017, 2018, 2019, 2020]",[2021],[2022],597.434814453125,478.4205017089844,12.324682235717773,0.278287339350472,493.4812927246094,394.1095275878906,10.919843673706055,-0.14435227023321073,540.7651977539062,416.2668151855469,11.01624584197998,0.17151903266688173,-1,-1,experiments\pca_xgboost\predictions\predictions_pca_xgb_opdate_02-15.csv,23,20,25,51
