operational_date,n_components,explained_variance,train_years,val_years,test_years,train_rmse,train_mae,train_mape,train_r2,val_rmse,val_mae,val_mape,val_r2,test_rmse,test_mae,test_mape,test_r2,epochs_ran,best_epoch,prediction_file,count_accurate,count_moderate,count_serious,count_extreme
02-15,6,0.95939701795578,"[2017, 2018, 2019, 2020]",[2021],[2022],553.25537109375,441.6270446777344,11.357460021972656,0.3810799965527282,492.279052734375,396.4427185058594,10.973942756652832,-0.13878311876431115,546.5969848632812,426.2490539550781,11.203288078308105,0.1535535237926906,-1,-1,experiments\pca_xgboost\predictions\predictions_pca_xgb_opdate_02-15.csv,17,22,29,51
