operational_date,n_components,explained_variance,train_years,val_years,test_years,train_rmse,train_mae,train_mape,train_r2,val_rmse,val_mae,val_mape,val_r2,test_rmse,test_mae,test_mape,test_r2,epochs_ran,best_epoch,prediction_file,count_accurate,count_moderate,count_serious,count_extreme
02-15,128,0.9998403787612915,"[2017, 2018, 2019, 2020]",[2021],[2022],499.73883056640625,396.60162353515625,10.238049507141113,0.4950254820811191,489.57196044921875,397.13031005859375,10.91063117980957,-0.12629312220534472,512.5318603515625,401.0277404785156,10.58752155303955,0.25577066216363953,-1,-1,experiments\pca_xgboost\predictions\predictions_pca_xgb_opdate_02-15.csv,17,25,29,48
