operational_date,n_components,explained_variance,train_years,val_years,test_years,train_rmse,train_mae,train_mape,train_r2,val_rmse,val_mae,val_mape,val_r2,test_rmse,test_mae,test_mape,test_r2,epochs_ran,best_epoch,prediction_file,count_accurate,count_moderate,count_serious,count_extreme
02-15,16,0.993817925453186,"[2017, 2018, 2019, 2020]",[2021],[2022],449.6134948730469,355.1917724609375,9.170122146606445,0.5912460637076495,481.0503845214844,393.3263244628906,10.779208183288574,-0.08742539523908466,494.4168701171875,395.804443359375,10.33671760559082,0.30744921238291834,-1,-1,experiments\pca_xgboost\predictions\predictions_pca_xgb_opdate_02-15.csv,11,22,40,46
