operational_date,n_components,explained_variance,train_years,val_years,test_years,train_rmse,train_mae,train_mape,train_r2,val_rmse,val_mae,val_mape,val_r2,test_rmse,test_mae,test_mape,test_r2,epochs_ran,best_epoch,prediction_file,count_accurate,count_moderate,count_serious,count_extreme
02-15,32,0.998145580291748,"[2017, 2018, 2019, 2020]",[2021],[2022],376.53485107421875,303.92877197265625,7.748878002166748,0.7133225094072732,554.0429077148438,473.42193603515625,12.544944763183594,-0.4424645667121021,553.8980102539062,468.6407470703125,11.642061233520508,0.1307899940461611,-1,-1,experiments\linear_regression\predictions\predictions_lr_opdate_02-15.csv,11,14,24,70
