operational_date,n_components,explained_variance,train_years,val_years,test_years,train_rmse,train_mae,train_mape,train_r2,val_rmse,val_mae,val_mape,val_r2,test_rmse,test_mae,test_mape,test_r2,epochs_ran,best_epoch,prediction_file,count_accurate,count_moderate,count_serious,count_extreme
02-15,2,0.8307372331619263,"[2017, 2018, 2019, 2020]",[2021],[2022],597.7686767578125,479.5173034667969,12.325602531433105,0.27748050646621747,471.5119934082031,381.47088623046875,10.279327392578125,-0.04472933075646757,565.2426147460938,464.6460266113281,11.622137069702148,0.09482021730178725,-1,-1,experiments\linear_regression\predictions\predictions_lr_opdate_02-15.csv,10,14,39,56
