operational_date,train_years,val_years,test_years,train_rmse,train_mae,train_mape,train_r2,val_rmse,val_mae,val_mape,val_r2,test_rmse,test_mae,test_mape,test_r2,epochs_ran,best_epoch,prediction_file,count_accurate,count_moderate,count_serious,count_extreme
02-15,"[2017, 2018, 2019, 2020]",[2021],[2022],362.2514953613281,287.91595458984375,7.411593437194824,0.7346594704414112,867.46728515625,758.9089965820312,20.05303382873535,-2.5361000128495794,725.12255859375,604.3856201171875,15.510611534118652,-0.4896625853221681,-1,-1,experiments\linear_regression\predictions\predictions_lr_opdate_02-15.csv,7,14,24,74
