operational_date,n_components,explained_variance,train_years,val_years,test_years,train_rmse,train_mae,train_mape,train_r2,val_rmse,val_mae,val_mape,val_r2,test_rmse,test_mae,test_mape,test_r2,epochs_ran,best_epoch,prediction_file,count_accurate,count_moderate,count_serious,count_extreme
02-15,4,0.9248468279838562,"[2017, 2018, 2019, 2020]",[2021],[2022],542.1305541992188,427.06304931640625,10.86902141571045,0.4057201059954527,613.1334228515625,480.8591003417969,12.958025932312012,-0.7665598658905111,512.8897705078125,408.1097106933594,10.031390190124512,0.2547307878227806,-1,-1,experiments\linear_regression\predictions\predictions_lr_opdate_02-15.csv,14,21,31,53
