district_id,district_name,state_name,year_from,year_to,actual_yield_from,actual_yield_to,actual_change_pct,actual_direction,predicted_yield_from,predicted_yield_to,predicted_change_pct,predicted_direction,direction_match
IND013014,Mewat,Haryana,2017,2018,4320.0,4540.0,5.092592716217041,increase,4319.984375,4540.12353515625,5.095832347869873,increase,True
IND013015,Palwal,Haryana,2017,2018,4550.0,4230.0,-7.032967567443848,decrease,4549.9990234375,4230.12109375,-7.030285835266113,decrease,True
IND013018,Rewari,Haryana,2017,2018,4900.0,4950.0,1.0204081535339355,increase,4899.90234375,4950.1083984375,1.024633765220642,increase,True
IND013004,Faridabad,Haryana,2017,2018,4450.0,5140.0,15.50561809539795,increase,4450.11669921875,5139.72216796875,15.496346473693848,increase,True
IND013006,Gurgaon,Haryana,2017,2018,4910.0,4950.0,0.8146640062332153,increase,4910.15673828125,4949.86767578125,0.8087509274482727,increase,True
IND013008,Jhajjar,Haryana,2017,2018,4650.0,4760.0,2.365591287612915,increase,4650.07568359375,4759.9375,2.362581253051758,increase,True
IND013021,Sonepat,Haryana,2017,2018,5070.0,4480.0,-11.637081146240234,decrease,5070.14697265625,4480.064453125,-11.638370513916016,decrease,True
IND013017,Panipat,Haryana,2017,2018,5190.0,5220.0,0.5780346393585205,increase,5189.884765625,5220.0625,0.5814721584320068,increase,True
IND013013,Mahendragarh,Haryana,2017,2018,4270.0,4740.0,11.007025718688965,increase,4269.931640625,4739.9150390625,11.006813049316406,increase,True
IND013003,Charkhi Dadri,Haryana,2017,2018,4120.0,5000.0,21.359222412109375,increase,4120.181640625,4999.93994140625,21.352415084838867,increase,True
IND013002,Bhiwani,Haryana,2017,2018,4320.0,4420.0,2.314814805984497,increase,4320.0068359375,4420.1064453125,2.3171169757843018,increase,True
IND013019,Rohtak,Haryana,2017,2018,4630.0,4570.0,-1.295896291732788,decrease,4629.93310546875,4570.09814453125,-1.2923504114151,decrease,True
IND013007,Hissar,Haryana,2017,2018,4910.0,4960.0,1.0183298587799072,increase,4909.67529296875,4959.97802734375,1.0245633125305176,increase,True
IND013009,Jind,Haryana,2017,2018,5050.0,5240.0,3.762376308441162,increase,5049.98974609375,5240.0361328125,3.7633023262023926,increase,True
IND013005,Fatehabad,Haryana,2017,2018,5380.0,5380.0,0.0,stable,5379.80126953125,5380.07958984375,0.005173431243747473,stable,True
IND013020,Sirsa,Haryana,2017,2018,5060.0,5060.0,0.0,stable,5060.0732421875,5059.931640625,-0.0027984094340354204,stable,True
IND013010,Kaithal,Haryana,2017,2018,4830.0,4920.0,1.8633540868759155,increase,4830.13818359375,4920.193359375,1.8644429445266724,increase,True
IND028013,Mansa,Punjab,2017,2018,5170.0,5450.0,5.415860652923584,increase,5169.900390625,5449.77587890625,5.413557052612305,increase,True
IND013011,Karnal,Haryana,2017,2018,4920.0,5640.0,14.634145736694336,increase,4920.00244140625,5639.7705078125,14.629425048828125,increase,True
IND013012,Kurukshetra,Haryana,2017,2018,4820.0,4960.0,2.904564380645752,increase,4820.052734375,4960.12109375,2.9059507846832275,increase,True
IND013022,Yamuna Nagar,Haryana,2017,2018,4780.0,4300.0,-10.041841506958008,decrease,4780.11669921875,4300.1845703125,-10.040176391601562,decrease,True
IND013001,Ambala,Haryana,2017,2018,4650.0,4750.0,2.1505377292633057,increase,4649.9443359375,4749.9599609375,2.1508994102478027,increase,True
