split,season_year,district_id,district_name,state_name,actual_yield,predicted_yield,mape_percent,accuracy_category
t,2017,IND013014,Mewat,Haryana,4320.0,4319.984375,0.00036168981481481485,accurate
t,2017,IND013015,Palwal,Haryana,4550.0,4549.9990234375,2.1462912087912086e-05,accurate
t,2017,IND013018,Rewari,Haryana,4900.0,4899.90234375,0.001992984693877551,accurate
t,2017,IND013004,Faridabad,Haryana,4450.0,4450.11669921875,0.0026224543539325844,accurate
t,2017,IND013006,Gurgaon,Haryana,4910.0,4910.15673828125,0.0031922256873727086,accurate
t,2017,IND013008,Jhajjar,Haryana,4650.0,4650.07568359375,0.0016276041666666667,accurate
t,2017,IND013021,Sonepat,Haryana,5070.0,5070.14697265625,0.0028988689595660752,accurate
t,2017,IND013017,Panipat,Haryana,5190.0,5189.884765625,0.0022203155105973023,accurate
t,2017,IND013013,Mahendragarh,Haryana,4270.0,4269.931640625,0.001600922131147541,accurate
t,2017,IND013003,Charkhi Dadri,Haryana,4120.0,4120.181640625,0.004408753033980583,accurate
t,2017,IND013002,Bhiwani,Haryana,4320.0,4320.0068359375,0.00015823929398148148,accurate
t,2017,IND013019,Rohtak,Haryana,4630.0,4629.93310546875,0.0014448062904967602,accurate
t,2017,IND013007,Hissar,Haryana,4910.0,4909.67529296875,0.006613177825865581,accurate
t,2017,IND013009,Jind,Haryana,5050.0,5049.98974609375,0.0002030476485148515,accurate
t,2017,IND013005,Fatehabad,Haryana,5380.0,5379.80126953125,0.0036938748838289967,accurate
t,2017,IND013020,Sirsa,Haryana,5060.0,5060.0732421875,0.001447474061264822,accurate
t,2017,IND013010,Kaithal,Haryana,4830.0,4830.13818359375,0.002860943969979296,accurate
t,2017,IND028013,Mansa,Punjab,5170.0,5169.900390625,0.0019266803675048357,accurate
t,2017,IND013011,Karnal,Haryana,4920.0,4920.00244140625,4.9622078252032526e-05,accurate
t,2017,IND013012,Kurukshetra,Haryana,4820.0,4820.052734375,0.0010940741701244813,accurate
t,2017,IND013022,Yamuna Nagar,Haryana,4780.0,4780.11669921875,0.00244140625,accurate
t,2017,IND013001,Ambala,Haryana,4650.0,4649.9443359375,0.0011970766129032258,accurate
t,2017,IND028015,Mohali,Punjab,4960.0,4960.01806640625,0.0003642420614919355,accurate
t,2017,IND013016,Panchkula,Haryana,3740.0,3739.979248046875,0.0005548650568181819,accurate
t,2017,IND028003,Bathinda,Punjab,5300.0,5299.91162109375,0.0016675265330188679,accurate
t,2017,IND028019,Patiala,Punjab,5270.0,5269.890625,0.002075426944971537,accurate
t,2017,IND028021,Sangrur,Punjab,5550.0,5549.9111328125,0.0016012105855855855,accurate
t,2017,IND028016,Muktsar,Punjab,5250.0,5250.0400390625,0.0007626488095238095,accurate
t,2017,IND028006,Fazilka,Punjab,4800.0,4799.9892578125,0.00022379557291666666,accurate
t,2017,IND028002,Barnala,Punjab,5340.0,5340.0908203125,0.001700754915730337,accurate
t,2017,IND028004,Faridkot,Punjab,5340.0,5339.8798828125,0.0022493855337078652,accurate
t,2017,IND028005,Fatehgarh Sahib,Punjab,5340.0,5339.97802734375,0.00041147296348314604,accurate
t,2017,IND028014,Moga,Punjab,5190.0,5190.134765625,0.002596640173410405,accurate
t,2017,IND028012,Ludhiana,Punjab,5140.0,5140.0908203125,0.0017669321498054477,accurate
t,2017,IND028007,Firozpur,Punjab,5220.0,5219.72119140625,0.00534116079980843,accurate
t,2017,IND028020,Rupnagar,Punjab,4870.0,4869.97998046875,0.0004110786704312115,accurate
t,2017,IND028017,Nawan Shehar,Punjab,5000.0,5000.23046875,0.004609375,accurate
t,2017,IND028010,Jalandhar,Punjab,5060.0,5059.84375,0.0030879446640316205,accurate
t,2017,IND028022,Tarn Taran,Punjab,4680.0,4679.99951171875,1.0433360042735043e-05,accurate
t,2017,IND028011,Kapurthala,Punjab,4840.0,4840.3154296875,0.006517142303719008,accurate
t,2017,IND028009,Hoshiarpur,Punjab,4340.0,4339.92626953125,0.0016988587269585254,accurate
t,2017,IND028001,Amritsar,Punjab,4870.0,4870.07275390625,0.001493920046201232,accurate
t,2017,IND028008,Gurdaspur,Punjab,4740.0,4739.96826171875,0.0006695839926160338,accurate
t,2017,IND028018,Pathankot,Punjab,4020.0,4019.984130859375,0.00039475474191542285,accurate
t,2018,IND013014,Mewat,Haryana,4540.0,4540.12353515625,0.002721038683920705,accurate
t,2018,IND013015,Palwal,Haryana,4230.0,4230.12109375,0.0028627364066193856,accurate
t,2018,IND013018,Rewari,Haryana,4950.0,4950.1083984375,0.002189867424242424,accurate
t,2018,IND013004,Faridabad,Haryana,5140.0,5139.72216796875,0.005405292436770428,accurate
t,2018,IND013006,Gurgaon,Haryana,4950.0,4949.86767578125,0.0026732165404040405,accurate
t,2018,IND013008,Jhajjar,Haryana,4760.0,4759.9375,0.0013130252100840337,accurate
t,2018,IND013021,Sonepat,Haryana,4480.0,4480.064453125,0.001438685825892857,accurate
t,2018,IND013017,Panipat,Haryana,5220.0,5220.0625,0.0011973180076628354,accurate
t,2018,IND013013,Mahendragarh,Haryana,4740.0,4739.9150390625,0.001792424841772152,accurate
t,2018,IND013003,Charkhi Dadri,Haryana,5000.0,4999.93994140625,0.001201171875,accurate
t,2018,IND013002,Bhiwani,Haryana,4420.0,4420.1064453125,0.002408264988687783,accurate
t,2018,IND013019,Rohtak,Haryana,4570.0,4570.09814453125,0.002147582740700219,accurate
t,2018,IND013007,Hissar,Haryana,4960.0,4959.97802734375,0.00044299710181451617,accurate
t,2018,IND013009,Jind,Haryana,5240.0,5240.0361328125,0.0006895574904580153,accurate
t,2018,IND013005,Fatehabad,Haryana,5380.0,5380.07958984375,0.001479365125464684,accurate
t,2018,IND013020,Sirsa,Haryana,5060.0,5059.931640625,0.001350975790513834,accurate
t,2018,IND013010,Kaithal,Haryana,4920.0,4920.193359375,0.003930068597560976,accurate
t,2018,IND028013,Mansa,Punjab,5450.0,5449.77587890625,0.004112313646788991,accurate
t,2018,IND013011,Karnal,Haryana,5640.0,5639.7705078125,0.004069010416666666,accurate
t,2018,IND013012,Kurukshetra,Haryana,4960.0,4960.12109375,0.00244140625,accurate
