district_id,district_name,state_name,year_from,year_to,actual_yield_from,actual_yield_to,actual_change_pct,actual_direction,predicted_yield_from,predicted_yield_to,predicted_change_pct,predicted_direction,direction_match
IND034072,Sonbhadra,Uttar Pradesh,2017,2018,2360.0,2700.0,14.406779289245605,increase,2948.0849609375,3005.26416015625,1.9395370483398438,increase,True
IND034056,Mirzapur,Uttar Pradesh,2017,2018,2950.0,3150.0,6.779661178588867,increase,3154.6923828125,3325.993408203125,5.430038928985596,increase,True
IND034020,Chandauli,Uttar Pradesh,2017,2018,3370.0,3750.0,11.27596378326416,increase,3288.939208984375,3440.042724609375,4.594293117523193,increase,True
IND034003,Allahabad,Uttar Pradesh,2017,2018,3760.0,3550.0,-5.585106372833252,decrease,3367.48583984375,3577.56787109375,6.238542556762695,increase,False
IND034066,Sant Ravi Das Nagar,Uttar Pradesh,2017,2018,3810.0,3750.0,-1.574803113937378,decrease,3645.52001953125,3818.101318359375,4.734065532684326,increase,False
IND034075,Varanasi,Uttar Pradesh,2017,2018,3380.0,3500.0,3.550295829772949,increase,3594.92626953125,3739.96240234375,4.0344672203063965,increase,True
IND034045,Kaushambi,Uttar Pradesh,2017,2018,3170.0,3490.0,10.094637870788574,increase,3535.750244140625,3767.758544921875,6.561784267425537,increase,True
IND034031,Ghazipur,Uttar Pradesh,2017,2018,2970.0,3300.0,11.111111640930176,increase,3784.717041015625,3976.4072265625,5.06484842300415,increase,True
IND034039,Jaunpur,Uttar Pradesh,2017,2018,3540.0,3710.0,4.802259922027588,increase,3724.18798828125,3855.171875,3.5171124935150146,increase,True
IND034012,Ballia,Uttar Pradesh,2017,2018,3620.0,3840.0,6.077348232269287,increase,3874.99365234375,4187.84228515625,8.073526382446289,increase,True
IND034048,Lalitpur,Uttar Pradesh,2017,2018,2780.0,3410.0,22.6618709564209,increase,3189.2431640625,3460.554443359375,8.507074356079102,increase,True
IND034021,Chitrakoot,Uttar Pradesh,2017,2018,2640.0,2710.0,2.651515245437622,increase,3277.407958984375,3456.249267578125,5.456790924072266,increase,True
IND034051,Mahoba,Uttar Pradesh,2017,2018,1790.0,2820.0,57.541900634765625,increase,3064.3974609375,3427.3505859375,11.844192504882812,increase,True
IND034014,Banda,Uttar Pradesh,2017,2018,2290.0,3060.0,33.624454498291016,increase,3255.182861328125,3449.990966796875,5.984551906585693,increase,True
IND034040,Jhansi,Uttar Pradesh,2017,2018,2630.0,3260.0,23.95437240600586,increase,3176.5791015625,3669.4287109375,15.515105247497559,increase,True
IND034034,Hamirpur,Uttar Pradesh,2017,2018,3130.0,3210.0,2.555910587310791,increase,3565.794677734375,3782.421630859375,6.075138092041016,increase,True
IND034027,Fatehpur,Uttar Pradesh,2017,2018,3480.0,3990.0,14.655172348022461,increase,3717.645263671875,3854.66552734375,3.685673236846924,increase,True
IND034038,Jalaun,Uttar Pradesh,2017,2018,3620.0,3710.0,2.486187696456909,increase,3891.31494140625,4160.75634765625,6.924173831939697,increase,True
IND034061,Rae Bareli,Uttar Pradesh,2017,2018,3360.0,3450.0,2.6785714626312256,increase,3759.65087890625,3861.64404296875,2.7128360271453857,increase,True
IND034042,Kanpur,Uttar Pradesh,2017,2018,3850.0,4170.0,8.311688423156738,increase,3957.621337890625,4078.580322265625,3.0563557147979736,increase,True
IND034060,Pratapgarh,Uttar Pradesh,2017,2018,3170.0,3420.0,7.886435031890869,increase,3636.67919921875,3790.21826171875,4.221958160400391,increase,True
IND034008,Azamgarh,Uttar Pradesh,2017,2018,3440.0,3690.0,7.267441749572754,increase,3814.673095703125,4080.65771484375,6.9726715087890625,increase,True
IND034054,Maunathbhanjan,Uttar Pradesh,2017,2018,3700.0,3850.0,4.054053783416748,increase,3961.6796875,4243.8447265625,7.122358798980713,increase,True
IND034073,Sultanpur,Uttar Pradesh,2017,2018,4030.0,4170.0,3.473945379257202,increase,3813.686767578125,4043.56298828125,6.027663707733154,increase,True
IND034005,Amethi,Uttar Pradesh,2017,2018,3880.0,3540.0,-8.762886047363281,decrease,3858.0439453125,4001.145263671875,3.709167718887329,increase,False
