split,season_year,district_id,district_name,state_name,actual_yield,predicted_yield,mape_percent,accuracy_category
t,2017,IND034072,Sonbhadra,Uttar Pradesh,2360.0,2948.0849609375,24.918854277012713,inaccurate
t,2017,IND034056,Mirzapur,Uttar Pradesh,2950.0,3154.6923828125,6.9387248411016955,somewhat_inaccurate
t,2017,IND034020,Chandauli,Uttar Pradesh,3370.0,3288.939208984375,2.40536471856454,somewhat_accurate
t,2017,IND034003,Allahabad,Uttar Pradesh,3760.0,3367.48583984375,10.439206387134309,inaccurate
t,2017,IND034066,Sant Ravi Das Nagar,Uttar Pradesh,3810.0,3645.52001953125,4.317059854822835,somewhat_accurate
t,2017,IND034075,Varanasi,Uttar Pradesh,3380.0,3594.92626953125,6.358765370747041,somewhat_inaccurate
t,2017,IND034045,Kaushambi,Uttar Pradesh,3170.0,3535.750244140625,11.537862591186908,inaccurate
t,2017,IND034031,Ghazipur,Uttar Pradesh,2970.0,3784.717041015625,27.431550202546294,inaccurate
t,2017,IND034039,Jaunpur,Uttar Pradesh,3540.0,3724.18798828125,5.203050516419491,somewhat_inaccurate
t,2017,IND034012,Ballia,Uttar Pradesh,3620.0,3874.99365234375,7.044023545407459,somewhat_inaccurate
t,2017,IND034048,Lalitpur,Uttar Pradesh,2780.0,3189.2431640625,14.72097712455036,inaccurate
t,2017,IND034021,Chitrakoot,Uttar Pradesh,2640.0,3277.407958984375,24.144240870620266,inaccurate
t,2017,IND034051,Mahoba,Uttar Pradesh,1790.0,3064.3974609375,71.19538887918995,inaccurate
t,2017,IND034014,Banda,Uttar Pradesh,2290.0,3255.182861328125,42.14772320210153,inaccurate
t,2017,IND034040,Jhansi,Uttar Pradesh,2630.0,3176.5791015625,20.782475344581748,inaccurate
t,2017,IND034034,Hamirpur,Uttar Pradesh,3130.0,3565.794677734375,13.923152643270766,inaccurate
t,2017,IND034027,Fatehpur,Uttar Pradesh,3480.0,3717.645263671875,6.828886887122845,somewhat_inaccurate
t,2017,IND034038,Jalaun,Uttar Pradesh,3620.0,3891.31494140625,7.494887884150553,somewhat_inaccurate
t,2017,IND034061,Rae Bareli,Uttar Pradesh,3360.0,3759.65087890625,11.894371396019347,inaccurate
t,2017,IND034042,Kanpur,Uttar Pradesh,3850.0,3957.621337890625,2.7953594257305197,somewhat_accurate
t,2017,IND034060,Pratapgarh,Uttar Pradesh,3170.0,3636.67919921875,14.721741300276026,inaccurate
t,2017,IND034008,Azamgarh,Uttar Pradesh,3440.0,3814.673095703125,10.891659758811773,inaccurate
t,2017,IND034054,Maunathbhanjan,Uttar Pradesh,3700.0,3961.6796875,7.072423986486487,somewhat_inaccurate
t,2017,IND034073,Sultanpur,Uttar Pradesh,4030.0,3813.686767578125,5.367574005505584,somewhat_inaccurate
t,2017,IND034005,Amethi,Uttar Pradesh,3880.0,3858.0439453125,0.5658776981314433,accurate
t,2017,IND034004,Ambedkar Nagar,Uttar Pradesh,4110.0,3937.40673828125,4.199349433546229,somewhat_accurate
t,2017,IND034022,Deoria,Uttar Pradesh,3140.0,3958.79345703125,26.076224746218152,inaccurate
t,2017,IND034025,Faizabad,Uttar Pradesh,3780.0,3817.978515625,1.0047226355820105,accurate
t,2017,IND034033,Gorakhpur,Uttar Pradesh,4240.0,3863.32373046875,8.883874281397405,somewhat_inaccurate
t,2017,IND034065,Sant Kabir Nagar,Uttar Pradesh,3210.0,3901.221923828125,21.533393265673677,inaccurate
t,2017,IND034043,Kanpur Dehat,Uttar Pradesh,4280.0,3971.448974609375,7.209136107257594,somewhat_inaccurate
t,2017,IND034074,Unnao,Uttar Pradesh,3270.0,3869.625732421875,18.33717836152523,inaccurate
t,2017,IND034007,Auraiya,Uttar Pradesh,3880.0,4076.50439453125,5.064546250805412,somewhat_inaccurate
t,2017,IND034024,Etawah,Uttar Pradesh,3750.0,4145.42578125,10.5446875,inaccurate
t,2017,IND034049,Lucknow,Uttar Pradesh,3260.0,3896.464111328125,19.523438997795246,inaccurate
t,2017,IND034041,Kannauj,Uttar Pradesh,4530.0,4128.01318359375,8.87388115687086,somewhat_inaccurate
t,2017,IND034052,Mainpuri,Uttar Pradesh,4420.0,4195.7412109375,5.073728259332579,somewhat_inaccurate
t,2017,IND034036,Hardoi,Uttar Pradesh,3670.0,4013.34814453125,9.355535273331062,somewhat_inaccurate
t,2017,IND034026,Farrukhabad,Uttar Pradesh,4500.0,4122.58203125,8.387065972222222,somewhat_inaccurate
t,2017,IND034071,Sitapur,Uttar Pradesh,3250.0,3862.947265625,18.859915865384615,inaccurate
t,2017,IND034017,Basti,Uttar Pradesh,3940.0,3847.060302734375,2.3588755651173856,somewhat_accurate
t,2017,IND034046,Kushinagar,Uttar Pradesh,3500.0,3896.21728515625,11.320493861607144,inaccurate
t,2017,IND034015,Barabanki,Uttar Pradesh,4020.0,3934.91943359375,2.1164320001554726,somewhat_accurate
t,2017,IND034032,Gonda,Uttar Pradesh,3000.0,3775.35498046875,25.845166015624997,inaccurate
t,2017,IND034050,Maharajganj,Uttar Pradesh,3550.0,3910.535400390625,10.155926771566902,inaccurate
t,2017,IND034070,Siddharth Nagar,Uttar Pradesh,3980.0,3906.599853515625,1.8442247860395728,accurate
t,2017,IND034013,Balrampur,Uttar Pradesh,3650.0,3670.70166015625,0.5671687714041096,accurate
t,2017,IND034069,Shravasti,Uttar Pradesh,3220.0,3866.83251953125,20.087966445069878,inaccurate
t,2017,IND034011,Bahraich,Uttar Pradesh,3750.0,3714.48876953125,0.9469661458333334,accurate
t,2017,IND034023,Etah,Uttar Pradesh,3910.0,4190.1298828125,7.164447130754476,somewhat_inaccurate
t,2017,IND034044,Kasganj,Uttar Pradesh,3970.0,4188.64697265625,5.507480419552897,somewhat_inaccurate
t,2017,IND034067,Shahjahanpur,Uttar Pradesh,4000.0,4054.19140625,1.35478515625,accurate
t,2017,IND034009,Badaun,Uttar Pradesh,3690.0,4238.119140625,14.854177252710027,inaccurate
t,2017,IND034047,Lakhimpur Kheri,Uttar Pradesh,4110.0,3956.71875,3.7294708029197077,somewhat_accurate
t,2017,IND034064,Sambhal,Uttar Pradesh,3570.0,4216.55908203125,18.110898656337536,inaccurate
t,2017,IND034016,Bareilly,Uttar Pradesh,3670.0,4029.894287109375,9.806383844942099,somewhat_inaccurate
t,2017,IND034059,Pilibhit,Uttar Pradesh,4240.0,4139.84033203125,2.3622563200176887,somewhat_accurate
t,2017,IND034062,Rampur,Uttar Pradesh,4010.0,4075.795654296875,1.64078938396197,accurate
t,2017,IND034057,Moradabad,Uttar Pradesh,3700.0,4098.83642578125,10.779362858952704,inaccurate
t,2017,IND034001,Agra,Uttar Pradesh,4040.0,4136.85546875,2.397412592821782,somewhat_accurate
t,2017,IND034028,Firozabad,Uttar Pradesh,3400.0,4199.3671875,23.510799632352942,inaccurate
t,2017,IND034037,Hathras,Uttar Pradesh,3780.0,4246.05419921875,12.329476169808201,inaccurate
t,2017,IND034053,Mathura,Uttar Pradesh,3520.0,4313.54150390625,22.543792724609375,inaccurate
