feature_set,as_ordered_rmse,permuted_mean,permuted_sd,permuted_min,permuted_max,draws
history_only,507.7298180897596,507.1876146215644,1.0438382549305432,505.90453187404484,508.6052215610283,8
history_plus_modis_all,497.41771099596673,505.61661784835195,16.8986477443823,493.0950092147206,530.6382631605513,8
