district_id,district,state,season,last_season,point_forecast,q10,q90,actual,p_increase,p_fall_over_5pct,p_fall_over_10pct,p_fall_over_20pct,p_fall_over_30pct,p_rise_over_5pct,p_rise_over_10pct,p_rise_over_20pct
IND013018,Rewari,Haryana,2020,4410.0,4384.0986328125,3960.9789021341935,4674.833954643962,4700.0,0.40337875638123954,0.23141682581780162,0.10466302736847842,0.026330242863507693,0.0,0.12589165460582186,0.041619494955971836,0.0
IND013019,Rohtak,Haryana,2020,4320.0,4204.99169921875,3796.638465888307,4485.580620285889,4790.0,0.2738224128852166,0.4430711594683085,0.15404537470040622,0.03681002889712278,0.0,0.0760622986369226,0.029861795704956395,0.0
IND013020,Sirsa,Haryana,2020,4860.0,4879.5390625,4408.603203870659,5203.129948231289,4640.0,0.44544267631739554,0.19729958608225434,0.09361922563113305,0.01881860856416688,0.0,0.15864943831633582,0.047322958477373556,0.0
IND013021,Sonepat,Haryana,2020,4890.0,4721.91259765625,4266.189642051783,5035.05034699081,5020.0,0.22851192611154125,0.4777754927229093,0.16829670704450203,0.03852540676187107,0.0,0.05769192051191996,0.021697584938682457,0.0
IND013022,Yamuna Nagar,Haryana,2020,4890.0,4785.869140625,4307.366935575384,5114.65903742122,5100.0,0.30891186879938837,0.3785114910947028,0.1481329766862657,0.03501770418809917,0.0,0.09196104237573377,0.032383013436817154,0.0
IND028001,Amritsar,Punjab,2020,4530.0,4503.2685546875,4068.6474529243105,4801.906733751609,4760.0,0.40326000364452685,0.23151995788276578,0.1047272171268736,0.025699446137999984,0.0,0.1258164227606411,0.04137436584601528,0.0
IND028002,Barnala,Punjab,2020,5250.0,5259.03173828125,4751.47014373229,5607.789011556873,4800.0,0.435737944872826,0.20331414774823342,0.09547116620104763,0.01759625403715995,0.0,0.1463917418137468,0.04546105734901429,0.0
IND028003,Bathinda,Punjab,2020,5420.0,5354.79736328125,4837.993201707231,5709.905417444051,4950.0,0.36407399046206246,0.2624745472420554,0.11904167819180601,0.024446074162619312,0.0,0.10903955140906041,0.035148563773346186,0.0
IND028004,Faridkot,Punjab,2020,5570.0,5410.6318359375,4888.438957317732,5769.4426018174845,5070.0,0.26124133707851305,0.4553785410704096,0.15697194447544516,0.033528189319691024,0.0,0.07064835018465965,0.022139429672737965,0.0
IND028005,Fatehgarh Sahib,Punjab,2020,4400.0,4835.9013671875,4309.821100810086,5197.3832468181745,4960.0,0.8578351708462906,0.07857049632292688,0.044135202914785114,0.0,0.0,0.7500434150113746,0.4252592397953776,0.06955352232832546
IND028006,Fazilka,Punjab,2020,4930.0,4852.2578125,4383.954931848429,5174.039518360346,4740.0,0.33953761907378155,0.3016850781013188,0.12786221308322293,0.028710142919028726,0.0,0.09898137520313699,0.03397677456207193,0.0
IND028007,Firozpur,Punjab,2020,5120.0,5039.59130859375,4553.208429052335,5373.796198519572,4930.0,0.33994624370954196,0.3009721677550945,0.12770976863725564,0.02785470228594022,0.0,0.09912155386629007,0.03340421048276021,0.0
IND028008,Gurdaspur,Punjab,2020,4170.0,4303.69921875,3885.367516000446,4591.144576205251,4530.0,0.6538960316244361,0.14476583074952973,0.07252235696147527,0.011437064080996834,0.0,0.33194260064684344,0.10244819474194389,0.011878969412050244
IND028009,Hoshiarpur,Punjab,2020,4290.0,4218.76025390625,3811.5977213233523,4498.531017038547,4140.0,0.33422186959181854,0.31095924434579164,0.12984534482262802,0.031854425325256217,0.0,0.0971578075793913,0.035567210285438855,0.0
IND028010,Jalandhar,Punjab,2020,5030.0,4896.1962890625,4423.65280209099,5220.891813291021,4900.0,0.27301194699133424,0.44045954870649406,0.15305142111047432,0.0340531123767787,0.0,0.07513374093336878,0.026220017256128547,0.0
IND028011,Kapurthala,Punjab,2020,4650.0,4590.4755859375,4147.437927279448,4894.896975284943,4620.0,0.35888461153722284,0.2705167565852422,0.12085481456989455,0.028456389942082296,0.0,0.1069145146633469,0.03676947336450154,0.0
IND028012,Ludhiana,Punjab,2020,5100.0,4973.8916015625,4493.849556174918,5303.739558155435,4970.0,0.28393837511365805,0.41154768262678776,0.14926851160735338,0.03281820139192746,0.0,0.07929744187828935,0.027192718870582833,0.0
IND028013,Mansa,Punjab,2020,5390.0,5310.46630859375,4797.94064198325,5662.634510227861,4970.0,0.34596328769405127,0.2909653739585527,0.1254650069261245,0.026144713983601263,0.0,0.10151126520004783,0.033226773114872654,0.0
IND028014,Moga,Punjab,2020,5350.0,5129.0078125,4633.995134630637,5469.142435814039,5150.0,0.18226809361896001,0.5124614191663984,0.18210433834549708,0.04137746451506996,0.0,0.047413191805956156,0.013975691805956036,0.0
IND028015,Mohali,Punjab,2020,4520.0,4662.3310546875,4212.358454749225,4971.517602071313,4370.0,0.6503101263457218,0.14462955676763958,0.07214039259897503,0.007840442854785237,0.0,0.3277086597778236,0.09979215465131974,0.00794561570728125
IND028016,Muktsar,Punjab,2020,5460.0,5341.11279296875,4825.629361649688,5695.31334292438,5050.0,0.30118920543071137,0.371449370266557,0.142168748127706,0.029896499095132187,0.0,0.08582595360571532,0.027781977640574107,0.0
IND028017,Nawan Shehar,Punjab,2020,5080.0,4978.71484375,4466.782674951458,5330.475239354623,4940.0,0.3206432731411484,0.37227523537439566,0.15044683648370655,0.03649674487317725,0.0,0.09866513251342335,0.03431273147056568,0.0
IND028018,Pathankot,Punjab,2020,3950.0,3877.001953125,3502.8233226608536,4134.1087166787875,4330.0,0.3222810876126314,0.3317918282626472,0.1343000588411473,0.03407732082191319,0.0,0.09306152285165326,0.035701109784618934,0.0
IND028019,Patiala,Punjab,2020,4770.0,5039.05712890625,4552.725804310205,5373.2265942405265,4970.0,0.8018610955756066,0.09620989929798238,0.05362310238698765,0.0,0.0,0.45927640415139837,0.19814169306580098,0.021831347954063496
IND028020,Rupnagar,Punjab,2020,4330.0,4538.11181640625,4100.127909024581,4839.060656739163,4510.0,0.7742909090314163,0.10750997680503799,0.05972548855604131,0.0020064156392066365,0.0,0.42060625871158963,0.1429129654597181,0.019502014095800657
IND028021,Sangrur,Punjab,2020,5770.0,5602.4990234375,5061.788588644749,5974.0336290799405,5260.0,0.25878975107864244,0.45699346481062564,0.15778851220344847,0.033192223620650115,0.0,0.06971413171637908,0.020810264660106825,0.0
IND028022,Tarn Taran,Punjab,2020,4550.0,4488.0546875,4054.901912051089,4785.683945701801,4710.0,0.3534006130765658,0.2790155508142035,0.12277088916194337,0.029311960947363956,0.0,0.10466883200823218,0.03654918241902205,0.0
IND034001,Agra,Uttar Pradesh,2020,4040.0,3981.03125,3532.4709938113415,4289.247343432343,4260.0,0.36071761332967567,0.3469033838884293,0.15544337973732703,0.04472472682719717,0.0,0.126028144746678,0.045116303185085416,0.0
IND034002,Aligarh,Uttar Pradesh,2020,4120.0,3987.1669921875,3602.3560731818916,4251.5794463219445,4180.0,0.24043857963008952,0.46945439970916425,0.1640892414858942,0.03940094986552702,0.0,0.06250559596676142,0.02735270759036268,0.0
IND034003,Allahabad,Uttar Pradesh,2020,2820.0,3310.46337890625,2862.4059143524214,3618.3339926146105,3590.0,0.9082188594088071,0.06445336817221131,0.04169667503920971,0.006446675039209708,0.0,0.8466829147915383,0.7705849404213251,0.340656284531887
IND034004,Ambedkar Nagar,Uttar Pradesh,2020,3920.0,4000.43017578125,3614.339195549801,4265.722189495349,3840.0,0.5372804055201292,0.16596617941314679,0.08058053868532652,0.017995187628966507,0.0,0.2643702319025819,0.07676171399972764,0.007661816243916042
IND034005,Amethi,Uttar Pradesh,2020,3090.0,3515.223388671875,2854.4017260099945,3969.289188106962,3880.0,0.8197014337896976,0.13018733447253797,0.09035414259202304,0.049760179158080176,0.011135179158080178,0.7493763515728845,0.5252633033521565,0.2684358297153434
IND034006,Amroha,Uttar Pradesh,2020,3870.0,3720.431640625,3355.849998137034,3970.944092485039,4020.0,0.20762596475341577,0.49524973221112123,0.17876294952129979,0.04375827577077939,0.0,0.050781282718440846,0.025996150486605973,0.0
IND034007,Auraiya,Uttar Pradesh,2020,3880.0,3924.6865234375,3377.048241161457,4300.981412804893,4150.0,0.47631924162363615,0.2404276231731989,0.15131172776342197,0.05670234053272365,0.006783375350544248,0.2786246277856663,0.1148820262274316,0.023277072935132925
IND034008,Azamgarh,Uttar Pradesh,2020,3450.0,3567.504150390625,3223.1958850588626,3804.0862974107777,3540.0,0.6775170967692044,0.13879562192412934,0.07018919214498612,0.0168809324365086,0.0,0.34326411474101937,0.10652117882169188,0.019110366541316592
IND034009,Badaun,Uttar Pradesh,2020,4080.0,3844.572021484375,3473.523280443563,4099.528165856846,3910.0,0.11300520200882302,0.6096534077151465,0.22947787375622275,0.05096342156495346,0.0,0.038902641651911485,0.013402641651911518,0.0
IND034010,Baghpat,Uttar Pradesh,2020,4520.0,4315.36962890625,3898.883096989702,4601.547126942352,4570.0,0.14838316923290729,0.5505356743198414,0.1900913263015208,0.04461481655314259,0.0,0.04536980487209963,0.01711980487209963,0.0
IND034011,Bahraich,Uttar Pradesh,2020,3060.0,3500.155029296875,3162.346786972197,3732.270860653026,3490.0,0.92631011872771,0.0423942526165709,0.023269252616570896,0.0,0.0,0.8631163252551148,0.7364113864137776,0.14408834140705296
IND034012,Ballia,Uttar Pradesh,2020,3810.0,3860.846923828125,3470.25831875551,4129.22935926181,3770.0,0.5083364471099526,0.1853540236586618,0.09082701265596403,0.025328998501510457,0.0,0.23420711949021011,0.06933920002461658,0.007245203883475382
IND034013,Balrampur,Uttar Pradesh,2020,3680.0,3691.09814453125,3254.3698491302666,3991.184224924524,3400.0,0.4388578286827528,0.2363542376377032,0.13245905357813065,0.04263580471795399,0.0,0.21486068113221124,0.07477805641638702,0.010976982540490954
IND034014,Banda,Uttar Pradesh,2020,2850.0,2965.28125,2587.794398484036,3224.6611685084094,2810.0,0.6366281254560239,0.17250687461755548,0.09475621177778515,0.038694034318948585,0.0030690343189485533,0.39832711688560385,0.17960524184004978,0.03775181447894371
IND034015,Barabanki,Uttar Pradesh,2020,4040.0,4001.7705078125,3615.5501689658417,4267.151406813428,4330.0,0.3812965372456535,0.2448505568377283,0.11302422859929523,0.029853126098967665,0.0,0.11609213810584429,0.04034463858511572,0.0
IND034016,Bareilly,Uttar Pradesh,2020,3160.0,3471.8310546875,3119.8343397681624,3713.6961126738825,3870.0,0.8719318540184835,0.07092952693972421,0.04085447564565266,0.0013544756456526556,0.0,0.7600130848846609,0.4235993671894124,0.05687137055579805
IND034017,Basti,Uttar Pradesh,2020,3070.0,3542.87451171875,3174.5182170437765,3795.9806141198123,3560.0,0.9246401151729418,0.044258916179247085,0.02507141617924708,0.0,0.0,0.8672912520155264,0.7649874036570836,0.22130673933142497
IND034018,Bijnor,Uttar Pradesh,2020,3500.0,3543.5078125,3201.515490507093,3778.498621458734,3810.0,0.5072394323008622,0.18119824820005168,0.08691901884315935,0.024424299598996186,0.0,0.2206175266433844,0.05946604285816692,0.008337247216331889
IND034019,Bulandshahr,Uttar Pradesh,2020,4380.0,4226.22119140625,3818.338586094609,4506.4867331115,4400.0,0.2243858947136964,0.4806541787672135,0.1697522817346841,0.04006364201801313,0.0,0.05602662722283225,0.024209888017143633,0.0
IND034020,Chandauli,Uttar Pradesh,2020,3410.0,3536.60693359375,3014.8710011111207,3895.103721248168,3640.0,0.5500102805778844,0.1949321513572417,0.12551976516621266,0.05225204921359175,0.009066296699162422,0.39070871018386877,0.20728499977473747,0.04220733887790129
IND034021,Chitrakoot,Uttar Pradesh,2020,2650.0,2705.701416015625,2120.672669505,3107.6881553831163,3310.0,0.4886816116072592,0.3438208287277099,0.19913882610426828,0.0999001510804454,0.060564394835686715,0.36083742407401975,0.2340998950790082,0.076036338379607
IND034022,Deoria,Uttar Pradesh,2020,3360.0,3401.682861328125,3053.662563262225,3640.8156316195636,3480.0,0.5044808187579914,0.18839940472269123,0.0925984455322397,0.02933975861044462,0.0,0.2314764805248647,0.06925797677570877,0.012321199343724776
IND034023,Etah,Uttar Pradesh,2020,4150.0,3927.6826171875,3542.257671738025,4192.516983047698,4130.0,0.12725895672541543,0.5872951696411323,0.21643728836613332,0.04995744251397139,0.0,0.041802194254527025,0.015864694254526968,0.0
IND034024,Etawah,Uttar Pradesh,2020,4110.0,4124.74462890625,3601.652748819914,4484.173119420088,4120.0,0.43999454007295236,0.24597003789051852,0.14577655869491257,0.04844116795931541,0.0,0.23061408018981133,0.08635077792814483,0.010884725780517801
IND034025,Faizabad,Uttar Pradesh,2020,3710.0,3787.680908203125,3422.1228630945143,4038.8642688144414,3530.0,0.5388288525082232,0.1651810500212537,0.08025382488554876,0.019544440913688847,0.0,0.26671502409670245,0.07765321074621223,0.010142649141825388
IND034026,Farrukhabad,Uttar Pradesh,2020,4210.0,4196.236328125,3791.2476329049414,4474.513397488205,4080.0,0.41453103992213414,0.22173150771497618,0.09951805074028842,0.026241731816082053,0.0,0.13295681278230975,0.04349492912799069,0.0
IND034027,Fatehpur,Uttar Pradesh,2020,3960.0,3958.61572265625,3573.7129515575925,4223.091290481448,3800.0,0.42697712188178016,0.2123575017251668,0.09780861329964603,0.02698795081101662,0.0,0.14178866083160058,0.045794649176587154,0.0
IND034028,Firozabad,Uttar Pradesh,2020,4050.0,3881.856201171875,3459.3820179392596,4172.147952470525,4140.0,0.21380390025748552,0.5239324863537559,0.19667544888446187,0.054905903638023654,0.0023583923028577944,0.06312621511745908,0.02826293395789148,0.0
IND034029,Gautam Buddha Nagar,Uttar Pradesh,2020,4220.0,3968.15380859375,3492.334473937827,4295.100243289793,4020.0,0.13900190933431078,0.6103779478682995,0.30469144481945526,0.07876827983393231,0.016953671407683713,0.048351675590650345,0.021976675590650308,0.0
IND034030,Ghaziabad,Uttar Pradesh,2020,4110.0,3960.873291015625,3578.6000393141035,4223.54205544037,4270.0,0.21778481858531162,0.48525967588924157,0.17208099870602342,0.04118781411313103,0.0,0.05336238967410756,0.025141226110425796,0.0
IND034031,Ghazipur,Uttar Pradesh,2020,3450.0,3481.348388671875,3140.6724196530286,3715.434701154059,3480.0,0.48578171272023163,0.18921737101857125,0.09090694317401288,0.02693494342100087,0.0,0.20556736099801198,0.05472034144789484,0.00791182147228553
IND034032,Gonda,Uttar Pradesh,2020,3280.0,3295.944580078125,2977.845171315821,3514.5180175130718,3350.0,0.4489790901826536,0.1956778493046091,0.09294437663129346,0.02866347821245722,0.0,0.16627902037437348,0.04856942798120334,0.007569427981203303
IND034033,Gorakhpur,Uttar Pradesh,2020,3700.0,3960.32177734375,3530.871938317535,4255.406662559569,3740.0,0.8123268017234322,0.09679050754275807,0.05938133339458271,0.009549201390825317,0.0,0.525083370265619,0.2878436491651031,0.04077014924073197
IND034034,Hamirpur,Uttar Pradesh,2020,3270.0,3235.94677734375,2852.7421339630528,3499.2555224641765,3210.0,0.3877082724215489,0.3262702869463061,0.15637880345111418,0.047987086034959305,0.007112086034959305,0.14240216969711772,0.050548165002931356,0.00926043506984664
IND034035,Hapur,Uttar Pradesh,2020,4480.0,4197.8154296875,3792.674331639905,4476.1972185471,4180.0,0.09818023205349602,0.6469828894077552,0.2510357555460862,0.055271784984204306,0.0,0.03458531982068258,0.006585319820682556,0.0
IND034036,Hardoi,Uttar Pradesh,2020,3570.0,3614.740478515625,3265.8733234077768,3854.455143804589,3750.0,0.5076196081158076,0.18100548266871894,0.08683880383674356,0.023874363251776914,0.0,0.22116107178228184,0.05968492377867751,0.007553438777253674
IND034037,Hathras,Uttar Pradesh,2020,3990.0,3819.57861328125,3434.0468707045643,4084.486361909726,4100.0,0.18596659201184385,0.529287557462517,0.19029932357000157,0.047491479003683994,0.0,0.04930180946657359,0.02436430946657353,0.0
IND034038,Jalaun,Uttar Pradesh,2020,3730.0,3663.493408203125,3099.649823266465,4050.923334636405,3690.0,0.36927778460745375,0.46105492111082025,0.20009207295050052,0.08218830842288238,0.029499499210501257,0.18034919987418896,0.08209371599778303,0.015042228862810703
IND034039,Jaunpur,Uttar Pradesh,2020,3590.0,3612.31640625,3263.6832040912254,3851.8703170739495,3700.0,0.46034730145299396,0.19306970603965634,0.09185905693080064,0.02613129019737954,0.0,0.1785492255848432,0.049097793417368196,0.004222793417368198
IND034040,Jhansi,Uttar Pradesh,2020,3420.0,3333.21923828125,2870.9894179278217,3650.8280043983887,3030.0,0.32663967058143584,0.4723938124177381,0.19835447860940972,0.07463933711276899,0.023643744269272987,0.13198402870763148,0.0533707547209652,0.008254556064468788
IND034041,Kannauj,Uttar Pradesh,2020,4450.0,4437.837890625,3858.64050187535,4835.817769634943,4140.0,0.41985004501764966,0.29871063849698354,0.159771228505436,0.05522444804516905,0.0,0.21019627572636168,0.08018994516335021,0.005648998886542134
IND034042,Kanpur,Uttar Pradesh,2020,4070.000000000001,4074.715087890625,3516.1932354177925,4458.488329257265,3950.0,0.43190762013852135,0.28874384736843994,0.1617789133095002,0.05954477058917054,0.006798559070993804,0.2350306005851608,0.09357421201550375,0.01481629474181545
IND034043,Kanpur Dehat,Uttar Pradesh,2020,4250.0,4254.2763671875,3743.5527842033,4605.206315615551,4070.0,0.4318793894989833,0.24469494635265157,0.1392272404527502,0.043813497357269054,0.0,0.2089087663709669,0.07350577880314779,0.004615154422771273
IND034044,Kasganj,Uttar Pradesh,2020,3920.0,3871.09619140625,3335.013792499488,4239.450766893625,3800.0,0.38621288086368044,0.4027832240991056,0.18098465659304308,0.06776182383343758,0.014705985973496866,0.17351420434623788,0.07376251384135413,0.0092132113641048
IND034045,Kaushambi,Uttar Pradesh,2020,3120.0,3285.17529296875,2845.673602649537,3587.1670369500225,3310.0,0.7143852845062284,0.16304021352868117,0.09255618725113919,0.03792244120837239,0.0,0.4370002967827663,0.24604694310655628,0.044564240892438156
IND034046,Kushinagar,Uttar Pradesh,2020,3700.0,3597.040771484375,3125.0602418335784,3921.3494747590435,3740.0,0.30860056182729967,0.47549779948787196,0.19565786887013228,0.06963052876891407,0.017086665467693878,0.11903095868097835,0.0466340766983907,0.0003840766983906896
IND034047,Lakhimpur Kheri,Uttar Pradesh,2020,4230.0,4175.25048828125,3772.2871861114954,4452.135863384839,4110.0,0.35792656277120494,0.27200148700267557,0.1211895507868501,0.030466016879040353,0.0,0.10652219626427462,0.037882444099787804,0.0
IND034048,Lalitpur,Uttar Pradesh,2020,3200.0,3217.18994140625,2856.5802613258725,3464.973166323784,3120.0,0.44797345067331173,0.21964236688484612,0.11597504502812715,0.03888112436733621,0.0,0.21479947721208692,0.07041591866471675,0.014746739251333074
IND034049,Lucknow,Uttar Pradesh,2020,3100.0,3344.931884765625,3003.4570724326145,3579.567100906034,3390.0,0.8342918181026528,0.08513389405852241,0.047894355858084166,0.009144355858084168,0.0,0.5808080741023378,0.3249742678399361,0.04345412401726889
IND034050,Maharajganj,Uttar Pradesh,2020,4030.000000000001,4004.1640625,3500.6018411855052,4350.173274222024,3740.0,0.4074370373487993,0.31423673385583084,0.15943797821009548,0.05229973820201656,0.0012919505494970167,0.17804526483273486,0.06811119111009756,0.005505161065154973
IND034051,Mahoba,Uttar Pradesh,2020,2880.0,2930.828857421875,2356.7898780858927,3325.264274398301,2710.0,0.4826284648337754,0.32452729043620393,0.1908208062202406,0.09201402195167475,0.04871577124470136,0.3417334077188081,0.20615544374221284,0.055845614720522296
IND034052,Mainpuri,Uttar Pradesh,2020,4230.0,4201.30029296875,3795.8228625216107,4479.913183574107,4250.0,0.39916673460241714,0.23481890596729488,0.10678049396737703,0.027705003172141064,0.0,0.12340993597458283,0.04143565790780146,0.0
IND034053,Mathura,Uttar Pradesh,2020,2850.0,3283.380615234375,2800.5427617737214,3615.149636010727,3510.0,0.8748043261877051,0.08326598634224741,0.05763694330041416,0.019682769483105007,0.0,0.8115882836926412,0.6390398031433929,0.2731217470689359
IND034054,Maunathbhanjan,Uttar Pradesh,2020,3460.0,3700.7705078125,3343.600391052763,3946.190329474452,3770.0,0.8257568939533247,0.08623858307856373,0.047006057262803554,0.0037560572628035516,0.0,0.5303994427175471,0.2668879704057937,0.03578800230540791
IND034055,Meerut,Uttar Pradesh,2020,4560.0,4385.1845703125,3961.9600332370255,4675.991907035733,4570.0,0.20620895666004047,0.4933360255245053,0.17616471257312213,0.04121514456014984,0.0,0.049642617683413826,0.021142617683413745,0.0
IND034056,Mirzapur,Uttar Pradesh,2020,2420.0,2788.626708984375,2394.3795354340436,3059.5230311661585,3280.0,0.8840148822871833,0.07899099661941317,0.05233863982733275,0.021077159457767666,0.0,0.8166614423956184,0.6556234671724948,0.2679446656394143
IND034057,Moradabad,Uttar Pradesh,2020,3770.0,3735.539794921875,3348.6980331115224,4001.347687967854,4330.0,0.3875710604044742,0.2624880284930575,0.12817001527076421,0.03625436788811328,0.0,0.1273703688399861,0.04426420674691889,0.0
IND034058,Muzaffarnagar,Uttar Pradesh,2020,3980.0,3946.07763671875,3565.232348616051,4207.765214433525,4340.0,0.3875771672559548,0.24132484941257407,0.11082981595109137,0.029756002619965274,0.0,0.11866403924303681,0.040998087250003534,0.0
IND034059,Pilibhit,Uttar Pradesh,2020,4290.0,4254.1953125,3843.6128585821803,4536.315982426653,4450.0,0.3887598851133798,0.24066091647512303,0.11041658176577358,0.028098670391359576,0.0,0.1191483590322141,0.04040058009352443,0.0
IND034060,Pratapgarh,Uttar Pradesh,2020,3430.0,3440.9951171875,3051.2735776018194,3708.7817719352106,3420.0,0.44000490070431786,0.22828802625897845,0.12254927306890505,0.039639687051998974,0.0,0.20681972720421338,0.06805338459673782,0.011661303590928762
IND034061,Rae Bareli,Uttar Pradesh,2020,3360.0,3432.201171875,3074.2252905194,3678.1746529674,3900.0,0.5348258816136964,0.17485751898295887,0.08781606629844867,0.027485936999749924,0.0,0.28131558161651293,0.09034604719278994,0.01731201844165886
IND034062,Rampur,Uttar Pradesh,2020,4100.0,4071.0517578125,3657.354090567017,4355.312962636781,4230.0,0.39967720271516827,0.2442804518611631,0.11941078620768183,0.03260522329272862,0.0,0.1300526953589245,0.04400062878160749,0.0
IND034063,Saharanpur,Uttar Pradesh,2020,3890.0,3929.9267578125,3550.6402292417793,4190.543275916179,4160.0,0.497814480196892,0.18532094975195318,0.08863458764402114,0.02246783111824283,0.0,0.20899265588891414,0.054784808072923075,0.0025450946890350767
IND034064,Sambhal,Uttar Pradesh,2020,4120.0,3940.612060546875,3560.294268130641,4201.937183814246,4100.0,0.1610266700446903,0.5342382727656065,0.18659563188000364,0.04433529797007168,0.0,0.04675257836977864,0.02100257836977859,0.0
IND034065,Sant Kabir Nagar,Uttar Pradesh,2020,3910.0,3824.577880859375,3429.271253867689,4096.202177926054,4140.0,0.3098183361176896,0.3972331070492259,0.1546886090040129,0.040791945216922615,0.0,0.09543996599855231,0.037143902648713034,0.0
IND034066,Sant Ravi Das Nagar,Uttar Pradesh,2020,2750.0,3345.00244140625,2729.782908265655,3767.733966305577,3630.0,0.8919167503395962,0.08344521871314377,0.06403674342374546,0.028055472976277997,0.0,0.8395041135229726,0.7911335872041669,0.4686454163549255
IND034067,Shahjahanpur,Uttar Pradesh,2020,4350.0,4310.88232421875,3894.828872693377,4596.762242733554,4460.0,0.38444106209329176,0.24308533987928374,0.11192555138268928,0.02809042509984181,0.0,0.1173798125936436,0.03988273299026934,0.0
IND034068,Shamli,Uttar Pradesh,2020,4760.0,4532.2763671875,4094.855652815072,4832.83822461954,4810.0,0.1411477995917354,0.561928082602361,0.19530121110685567,0.045624913761252626,0.0,0.04345605424163812,0.013706054241638066,0.0
